Time	[cCOP1c]	[cCOP1d]	[cCOP1n]	[cE3]	[cE3_m]	[cE3n]	[cE4]	[cE4_m]	[cEC]	[cEG]	[cG]	[cG_m]	[cL]	[cLUX]	[cLUX_m]	[cL_m]	[cLm]	[cNI]	[cNI_m]	[cP]	[cP7]	[cP7_m]	[cP9]	[cP9_m]	[cT]	[cT_m]	[cZG]	[cZTL]	[s1]	[s2]	[s3]	[s4]	[s5]	[s6]	[s7]	[s8]	[s9]	[s10]	[s11]	[s12]	[s13]	[s14]	[s15]	[s16]	[s17]	[s18]	[s19]	[s20]	[s21]	[s22]	[s23]	[s24]	[s25]	[s26]	[s27]	[s28]	[s29]	[s30]	[s31]	[s32]	[s33]	[s34]	[s35]	[s36]	[s37]	[s38]	[s39]	[s40]	[s41]	[s42]	[s43]	[s44]	[s45]	[s46]	[s47]	[s48]	[s49]	[s50]	[s51]
87	0.23491	0.01313	0.558957	0.105839	0.455035	0.00764097	1.11236	0.917603	0.0268744	0.0341732	0.219706	0.552389	0.0992316	2.44744	0.917603	0.0278722	0.0983288	0.709545	0.475066	0.593309	0.159687	0.455377	0.191486	0.0468965	0.166282	0.529543	0.367925	0.266002	-10.6899	11.6771	-9.50756	9.91433	-2.60875	2.58922	-3.5137	3.87639	-19.3838	19.4027	-11.6416	11.474	-24.7115	24.6577	-49.3155	49.2725	-26.6577	26.2558	-28.3562	27.7164	-6.08607	5.65423	-10.5546	10.4318	-24.2891	23.4727	-14.4748	13.5695	-12.5782	12.4222	-15.4036	2.43607	8.55127	-24.2891	23.4727	-31.297	29.4255	-20.01	5.27997	6.77437	8.38216	-235.673	235.222	-35.2833	28.3613	-12.18	9.92431	1.94777	4.45158	-1.27233	1.31635
88	0.231806	0.0137794	0.584371	0.146421	0.484437	0.0145104	1.04179	0.683982	0.0539743	0.0246528	0.109235	0.294035	0.0875151	2.32896	0.683982	0.0412746	0.0826174	0.553177	0.350156	0.698716	0.127671	0.362328	0.143578	0.0282147	0.154669	0.474138	0.307317	0.276357	-10.7115	11.6853	-9.51675	9.93523	-2.61109	2.60727	-3.61911	3.87639	-19.4021	19.4396	-11.6638	11.544	-24.7815	24.8207	-49.6415	49.6305	-26.7376	26.4605	-28.5773	28.0939	-6.18195	5.80552	-10.837	10.7258	-24.5355	23.9527	-14.7708	13.936	-12.8428	12.6575	-15.6953	2.46833	8.66918	-24.5355	23.9527	-31.9369	30.184	-20.24	5.37321	6.83159	8.43874	-236.803	236.611	-35.4916	28.6197	-12.32	10.0876	1.9747	4.55518	-1.30998	1.32691
89	0.230665	0.0142787	0.604129	0.184761	0.505358	0.0235849	0.901664	0.48539	0.0905928	0.0162518	0.0564119	0.172265	0.0825534	2.0742	0.48539	0.0633173	0.0693987	0.424158	0.257425	0.776803	0.101051	0.28593	0.104904	0.0167795	0.13782	0.402799	0.256693	0.277905	-10.7459	11.6976	-9.53062	9.95406	-2.61303	2.62244	-3.6972	3.87639	-19.4126	19.4616	-11.677	11.5959	-24.8342	24.9498	-49.8996	49.9153	-26.7956	26.6113	-28.7402	28.3857	-6.24226	5.93716	-11.0827	10.9884	-24.685	24.3009	-14.9855	14.2909	-13.1115	12.9053	-16.0025	2.51059	8.82442	-24.685	24.3009	-32.4011	30.9029	-20.47	5.46567	6.89106	8.4977	-237.446	237.376	-35.6064	28.7531	-12.46	10.2542	1.9972	4.62593	-1.36607	1.34637
90	0.230244	0.0146754	0.61992	0.213055	0.518332	0.0330313	0.734932	0.342307	0.125316	0.0111362	0.0343725	0.118817	0.0856384	1.76138	0.342307	0.10016	0.0585363	0.321258	0.188598	0.834652	0.079958	0.227005	0.0753599	0.0105933	0.119532	0.334011	0.214408	0.275303	-10.8019	11.7169	-9.55226	9.97262	-2.61493	2.63519	-3.75505	3.87639	-19.4197	19.475	-11.685	11.6334	-24.8772	25.0518	-50.1037	50.1404	-26.8374	26.7219	-28.8596	28.6081	-6.2838	6.04749	-11.2887	11.2126	-24.7875	24.5464	-15.137	14.609	-13.3808	13.1615	-16.3203	2.56125	9.01201	-24.7875	24.5464	-32.7286	31.5432	-20.7	5.55783	6.95229	8.55854	-237.875	237.858	-35.6787	28.8292	-12.6	10.4203	2.016	4.6728	-1.43043	1.37602
91	0.23009	0.0149958	0.632706	0.230228	0.522895	0.0415713	0.576953	0.247959	0.147765	0.00850506	0.0250424	0.0955842	0.0996751	1.45292	0.247959	0.161464	0.0500025	0.241061	0.137984	0.877507	0.0644994	0.185823	0.0538224	0.00759607	0.10229	0.274616	0.179088	0.27099	-10.894	11.7477	-9.58689	9.99322	-2.61721	2.646	-3.7979	3.87639	-19.4256	19.4838	-11.6903	11.6603	-24.918	25.1338	-50.2676	50.3198	-26.8678	26.8029	-28.9471	28.7757	-6.31544	6.13853	-11.4586	11.3998	-24.8682	24.7214	-15.2449	14.8749	-13.646	13.4222	-16.6435	2.61758	9.22223	-24.8682	24.7214	-32.9619	32.085	-20.93	5.6499	7.01494	8.62087	-238.211	238.217	-35.7326	28.881	-12.74	10.5842	2.03169	4.70643	-1.49072	1.41385
92	0.230033	0.0152565	0.643122	0.237884	0.516368	0.0483023	0.445642	0.188473	0.154796	0.00714284	0.020759	0.0856678	0.12959	1.18238	0.188473	0.260712	0.0440873	0.179768	0.101518	0.909255	0.0549599	0.163856	0.0387386	0.00651039	0.0869589	0.225051	0.149587	0.266214	-11.043	11.7974	-9.64286	10.0193	-2.62065	2.65536	-3.82965	3.87639	-19.4315	19.4908	-11.6945	11.6795	-24.9653	25.203	-50.4061	50.4678	-26.8906	26.8622	-29.0112	28.9011	-6.3406	6.21325	-11.5981	11.5546	-24.9382	24.8509	-15.3247	15.0861	-13.8999	13.6826	-16.9664	2.677	9.44579	-24.9382	24.8509	-33.1346	32.5282	-21.16	5.74192	7.07875	8.68442	-238.507	238.523	-35.7785	28.9221	-12.88	10.7454	2.04481	4.73329	-1.53983	1.45594
93	0.230012	0.0154693	0.651631	0.236373	0.492838	0.0523618	0.344889	0.150736	0.14891	0.0063256	0.0186157	0.0808793	0.182179	0.960381	0.150736	0.41196	0.0417743	0.133939	0.0764755	0.932774	0.0524635	0.166149	0.0286699	0.00681986	0.0734333	0.183238	0.124946	0.261581	-11.2739	11.877	-9.73239	10.0562	-2.62685	2.66388	-3.85317	3.87639	-19.4383	19.4973	-11.6984	11.6935	-25.0326	25.2681	-50.5362	50.6004	-26.9097	26.9063	-29.0588	28.9946	-6.35987	6.27433	-11.7121	11.6822	-25.0014	24.9519	-15.387	15.2491	-14.1295	13.9358	-17.2803	2.7372	9.67461	-25.0014	24.9519	-33.2692	32.8848	-21.39	5.83393	7.1435	8.74896	-238.785	238.806	-35.8208	28.9579	-13.02	10.9037	2.05576	4.75647	-1.57626	1.49825
94	0.230004	0.0156433	0.65859	0.224256	0.445744	0.0529863	0.270892	0.124075	0.134663	0.00562004	0.0172651	0.0757902	0.264013	0.783939	0.124075	0.617058	0.0451587	0.100923	0.061754	0.950198	0.0596023	0.202668	0.0225599	0.00849323	0.0612882	0.147233	0.104363	0.257358	-11.6015	11.9996	-9.87028	10.1123	-2.63881	2.67245	-3.87059	3.87639	-19.4476	19.5049	-11.7029	11.7042	-25.1416	25.3405	-50.681	50.7381	-26.9291	26.9404	-29.0956	29.0644	-6.3733	6.32377	-11.8044	11.7866	-25.0569	25.034	-15.4376	15.3737	-14.3181	14.1714	-17.5726	2.79571	9.89995	-25.0569	25.034	-33.3787	33.1707	-21.62	5.92593	7.20903	8.81431	-239.047	239.073	-35.8609	28.9909	-13.16	11.0594	2.0649	4.77707	-1.60157	1.5378
95	0.230002	0.0157857	0.664285	0.200835	0.376922	0.0498699	0.217047	0.101775	0.11629	0.00476525	0.0159649	0.0676703	0.375867	0.644035	0.101775	0.842782	0.0570211	0.0793538	0.0588532	0.963106	0.0796131	0.282525	0.0197305	0.0115428	0.0503322	0.116526	0.0871717	0.253636	-12.0026	12.175	-10.0676	10.1977	-2.66073	2.68251	-3.8835	3.87639	-19.4605	19.5148	-11.7089	11.7129	-25.317	25.4361	-50.8721	50.9092	-26.9557	26.97	-29.1276	29.1179	-6.38203	6.3632	-11.878	11.8711	-25.1022	25.1016	-15.4793	15.4693	-14.4556	14.3778	-17.8285	2.84971	10.1113	-25.1022	25.1016	-33.4688	33.4008	-21.85	6.01793	7.27518	8.88032	-239.283	239.317	-35.8976	29.0214	-13.3	11.2126	2.07255	4.79496	-1.61822	1.57283
96	0.231165	0.1889	0.477568	0.16935	0.300353	0.0441219	0.17695	0.0822614	0.0964411	0.00378048	0.0146456	0.0821086	0.50866	0.531347	0.0822614	1.03467	0.0785635	0.0699992	0.0728112	0.955925	0.11597	0.399866	0.0205156	0.0611557	0.0412161	0.0912689	0.0731535	0.250085	-12.4252	12.4056	-10.3234	10.3208	-2.69568	2.69591	-3.89303	3.8931	-19.525	19.5297	-11.7178	11.7211	-25.5699	25.5716	-51.1432	51.144	-27.0018	27.0021	-29.1622	29.1619	-6.3878	6.39423	-11.9359	11.9382	-25.1377	25.1567	-15.5133	15.5433	-14.5483	14.5471	-18.0384	2.89666	10.2979	-25.1377	25.1567	-33.5422	33.5869	-22.08	6.10875	7.34418	8.96294	-239.514	239.534	-35.9301	29.0492	-13.44	11.3638	2.07893	4.80958	-1.62859	1.60305
97	0.279588	0.590669	0.0194299	0.123476	0.221473	0.0429219	0.135423	0.0670591	0.0432286	0.00835326	0.0446849	0.269143	0.808712	0.440005	0.0670591	1.23191	0.113739	0.08391	0.129612	0.35794	0.335954	0.568654	0.40724	1.0281	0.052052	0.0711909	0.093033	0.221713	-13.2762	13.0594	-10.8094	10.5067	-2.74981	2.71487	-3.89336	4.49142	-21.2316	20.2693	-12.1616	11.7781	-25.9296	25.7626	-51.5251	51.3059	-27.1063	27.0497	-29.2137	29.1995	-6.39196	6.41847	-11.9811	11.9726	-25.167	25.2011	-15.5407	15.6123	-14.5999	14.6775	-18.2002	2.93829	10.442	-25.167	25.2011	-33.6015	33.7375	-22.31	6.13572	7.35972	9.15837	-240.638	240.471	-36.0707	29.1103	-13.58	11.5058	2.0854	4.82811	-1.63392	1.66159
98	0.304247	0.554898	0.0466612	0.0865335	0.156336	0.0315871	0.109398	0.062249	0.0184171	0.0053863	0.0331162	0.166319	0.992883	0.367563	0.062249	0.932288	0.156504	0.133705	0.261339	0.131679	0.564847	0.789704	0.773441	0.791567	0.0516194	0.0565927	0.11309	0.206024	-13.5664	13.6492	-11.2463	10.7594	-2.8196	2.7419	-3.89336	4.71768	-21.9322	21.2064	-12.7239	11.9742	-26.4222	26.0341	-52.0682	51.6201	-27.3327	27.1444	-29.316	29.252	-6.3964	6.4375	-12.0167	12.0086	-25.2004	25.2393	-15.5643	15.6619	-14.6283	14.7711	-18.3161	2.97163	10.5532	-25.2004	25.2393	-33.6524	33.8609	-22.54	6.16506	7.37235	9.33028	-241.245	241.181	-36.1771	29.1802	-13.72	11.6332	2.09373	4.85078	-1.63667	1.68915
99	0.316492	0.508747	0.0923346	0.0622188	0.112982	0.023272	0.0950909	0.0687937	0.00915338	0.00319306	0.0292774	0.160684	1.02378	0.315772	0.0687937	0.623534	0.195458	0.234305	0.450216	0.0484419	0.798074	0.978446	0.884414	0.499384	0.0468177	0.0470891	0.124436	0.202757	-13.6748	14.0664	-11.5553	11.0375	-2.89386	2.77721	-3.89336	4.80091	-22.2764	21.8429	-13.1057	12.2451	-26.9665	26.3896	-52.7792	52.0978	-27.6979	27.3208	-29.5064	29.3418	-6.40232	6.45293	-12.0455	12.0422	-25.2457	25.2781	-15.5881	15.7001	-14.6514	14.8376	-18.3986	2.9968	10.6324	-25.2457	25.2781	-33.7041	33.9643	-22.77	6.19617	7.39955	9.49021	-241.773	241.714	-36.2571	29.2325	-13.86	11.7555	2.10326	4.86365	-1.63815	1.6999
100	0.322573	0.448429	0.152133	0.045251	0.0876967	0.0153024	0.0913202	0.0881521	0.00464502	0.00277511	0.0391284	0.230638	0.952467	0.286916	0.0881521	0.394915	0.22641	0.380614	0.654374	0.0178208	1.00357	1.10766	0.848255	0.332217	0.0416075	0.0424166	0.136614	0.199331	-13.7173	14.3375	-11.7561	11.3097	-2.96715	2.81954	-3.89336	4.83153	-22.515	22.2485	-13.3491	12.5247	-27.5149	26.8088	-53.6177	52.7308	-28.1784	27.5971	-29.8049	29.494	-6.41095	6.46624	-12.0703	12.0722	-25.3114	25.3244	-15.6167	15.7324	-14.6757	14.8871	-18.46	3.01551	10.6917	-25.3114	25.3244	-33.7659	34.055	-23	6.22815	7.44814	9.63407	-242.486	242.357	-36.3536	29.2882	-14	11.8764	2.11367	4.87243	-1.63902	1.70527
