Time	[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]	[AT_XIa_l]
73	583.659	816.247	0.00171401	0.0591598	0.17509	19.6352	0.00139894	0.153367	0.38854	9.57314	0.00183583	0.131576	0.00425902	0.692568	5.13416e-05	0.00250821	0.631842	89.346	0.000117632	0.0166986	62.6768	107.287	0.00296831	0.00853808	0.000325394	0.00152221	3.64394	296.282	3.03168e-07	1.49144e-05	8.65992e-06	0.000955136	24.8221	35.0996	0.000158855	0.00123476	0.00217855	0.000453686	0	0.000389611	0.000583439	1.54985e-08	9.35295e-06	0.00109162	5.23755e-06	0.0159332	0.000277319	0.00446869	0.00120538	2.08976e-05	0.000787766	0.000126342	29.9841	0.00116108	0.00929641	0.0735174	8.31976e-06	2.49591	3400	0.000922939	0.00408717	1.07522e-06	0.000509978	4.13769e-06	0.000805835	6.81029e-05	0.0143691	0.000276661	0.990787	0.00683863	0.00237437	0.000352481	0.00485074	32523.3	2600	0.000258337	0.000375095	0.000620736
74	583.658	816.238	0.00191317	0.0660328	0.174928	19.6167	0.00154462	0.169338	0.388503	9.57214	0.0018501	0.132598	0.00425707	0.692244	5.69819e-05	0.00278374	0.631836	89.3444	0.000125249	0.017782	62.6769	107.286	0.00299558	0.00861585	0.000363725	0.00170147	3.64386	296.273	3.77196e-07	1.85555e-05	1.07006e-05	0.00118019	24.8184	35.094	0.000157879	0.00123684	0.00217501	0.000454442	0	0.000390265	0.000584418	1.56145e-08	1.0975e-05	0.00121672	6.14518e-06	0.0160744	0.000279806	0.00498891	0.00134447	2.33196e-05	0.000878034	0.00014083	29.9822	0.00129617	0.0103988	0.0822103	1.03274e-05	2.49579	3400	0.00103264	0.00420484	1.12525e-06	0.000629692	4.33991e-06	0.000829155	6.87168e-05	0.0160238	0.000308662	0.989722	0.00762916	0.00264847	0.000394554	0.00542662	32523	2600	0.000289043	0.000385949	0.000697665
75	583.656	816.227	0.0021352	0.073695	0.174748	19.5962	0.00170602	0.187035	0.388466	9.57113	0.00186449	0.133628	0.00425491	0.691883	6.32426e-05	0.00308956	0.631829	89.3425	0.000133642	0.0189759	62.677	107.286	0.00302111	0.00868857	0.000406419	0.00190113	3.64378	296.264	4.69071e-07	2.30742e-05	1.32202e-05	0.00145806	24.8143	35.0878	0.000156926	0.00123893	0.00217144	0.000455198	0	0.000390919	0.000585398	1.57206e-08	1.29052e-05	0.0013558	7.22512e-06	0.0162047	0.000282115	0.0055693	0.00149935	2.60192e-05	0.000978392	0.00015694	29.9801	0.00144687	0.0116292	0.0918917	1.28142e-05	2.49568	3400	0.00115511	0.00432352	1.17677e-06	0.000777437	4.55545e-06	0.000852681	6.92903e-05	0.017865	0.000344302	0.988537	0.00850968	0.00295367	0.000441513	0.00606942	32522.7	2600	0.000323323	0.0003969	0.000783707
76	583.654	816.215	0.00238268	0.0822349	0.174548	19.5735	0.00188483	0.206638	0.388429	9.57011	0.001879	0.134666	0.00425251	0.691482	7.01896e-05	0.00342889	0.631821	89.3405	0.0001429	0.0202928	62.6772	107.285	0.00304481	0.00875601	0.000453955	0.00212342	3.64369	296.253	5.83049e-07	2.86799e-05	1.6331e-05	0.00180111	24.8097	35.0808	0.000155993	0.00124101	0.00216784	0.000455955	0	0.000391574	0.000586379	1.58165e-08	1.52069e-05	0.00151031	8.51273e-06	0.0163237	0.000284238	0.00621668	0.00167175	2.90272e-05	0.00108988	0.00017484	29.9777	0.00161494	0.0130026	0.10267	1.5893e-05	2.49556	3400	0.00129182	0.00444313	1.2298e-06	0.000959733	4.78568e-06	0.0008764	6.98215e-05	0.0199127	0.000383983	0.987216	0.00949012	0.00329339	0.000493918	0.00678688	32522.4	2600	0.000361589	0.000407941	0.000879919
77	583.652	816.202	0.00265843	0.0917503	0.174327	19.5482	0.00208287	0.228351	0.388392	9.56909	0.00189362	0.135713	0.00424983	0.691036	7.78953e-05	0.00380527	0.631813	89.3382	0.000153123	0.0217472	62.6774	107.284	0.00306662	0.00881798	0.000506862	0.00237082	3.64358	296.241	7.24384e-07	3.56306e-05	2.01709e-05	0.00222457	24.8045	35.0731	0.000155078	0.0012431	0.00216421	0.000456712	0	0.000392231	0.000587363	1.5902e-08	1.79569e-05	0.00168182	1.0051e-05	0.0164305	0.000286165	0.00693863	0.00186354	3.23776e-05	0.00121363	0.000194713	29.9751	0.00180235	0.0145353	0.114666	1.97024e-05	2.49544	3400	0.00144441	0.0045636	1.28435e-06	0.00118458	5.03212e-06	0.000900297	7.0309e-05	0.022189	0.000428144	0.985747	0.0105814	0.00367137	0.000552393	0.00758757	32522	2600	0.000404302	0.000419064	0.000987482
78	583.649	816.188	0.00296559	0.102349	0.174081	19.5202	0.00230215	0.25239	0.388355	9.56805	0.00190834	0.136766	0.00424686	0.69054	8.64384e-05	0.00422252	0.631804	89.3357	0.000164422	0.0233547	62.6777	107.283	0.00308649	0.00887437	0.000565725	0.00264605	3.64346	296.227	8.99561e-07	4.42453e-05	2.49101e-05	0.00274718	24.7988	35.0644	0.00015418	0.0012452	0.00216055	0.00045747	0	0.000392889	0.000588348	1.59768e-08	2.12489e-05	0.00187203	1.18922e-05	0.0165247	0.000287889	0.0077435	0.00207681	3.61079e-05	0.00135087	0.000216756	29.9722	0.00201124	0.0162455	0.12801	2.44128e-05	2.49531	3400	0.00161472	0.00468486	1.34044e-06	0.00146181	5.29648e-06	0.000924357	7.07517e-05	0.0247177	0.000477267	0.984113	0.0117955	0.00409172	0.000617629	0.00848107	32521.5	2600	0.000451971	0.000430264	0.00110771
79	583.647	816.172	0.0033076	0.114149	0.173808	19.4892	0.00254485	0.278995	0.388319	9.56702	0.00192315	0.137825	0.00424355	0.689989	9.5905e-05	0.00468485	0.631793	89.3329	0.000176922	0.025133	62.678	107.282	0.00310441	0.00892512	0.00063118	0.00295209	3.64333	296.212	1.11657e-06	5.49165e-05	3.07578e-05	0.00339201	24.7924	35.0548	0.000153297	0.0012473	0.00215687	0.000458228	0	0.000393549	0.000589335	1.6041e-08	2.51966e-05	0.00208277	1.41e-05	0.0166058	0.000289407	0.00864057	0.00231382	4.02594e-05	0.00150292	0.000241186	29.9689	0.00224403	0.0181538	0.142847	3.0233e-05	2.49519	3400	0.00180477	0.00480683	1.39808e-06	0.00180344	5.58064e-06	0.000948565	7.11494e-05	0.0275249	0.000531879	0.982296	0.0131455	0.0045589	0.000690396	0.00947801	32521.1	2600	0.000505167	0.000441532	0.00124208
80	583.644	816.154	0.00368825	0.127282	0.173506	19.4547	0.00281333	0.308424	0.388283	9.56597	0.00193804	0.13889	0.00423987	0.689375	0.000106388	0.00519677	0.631782	89.3298	0.000190761	0.0271017	62.6784	107.281	0.0031204	0.00897033	0.000703929	0.0032922	3.64319	296.195	1.38525e-06	6.81278e-05	3.79713e-05	0.0041874	24.7852	35.0441	0.000152427	0.00124941	0.00215316	0.000458987	0	0.00039421	0.000590325	1.60947e-08	2.99388e-05	0.00231605	1.67517e-05	0.0166735	0.000290715	0.00964006	0.00257702	4.48772e-05	0.00167122	0.000268234	29.9652	0.00250334	0.0202825	0.159337	3.74184e-05	2.49507	3399.99	0.00201681	0.00492942	1.45728e-06	0.00222418	5.88673e-06	0.000972905	7.15027e-05	0.0306389	0.000592557	0.980276	0.0146458	0.00507782	0.000771546	0.0105902	32520.5	2600	0.00056452	0.000452861	0.00139221
81	583.641	816.134	0.00411171	0.141891	0.17317	19.4164	0.00311014	0.340956	0.388247	9.56492	0.00195301	0.13996	0.00423578	0.688693	0.000117988	0.00576318	0.631769	89.3264	0.000206092	0.0292828	62.6788	107.28	0.00313453	0.00901021	0.000784736	0.00366997	3.64303	296.177	1.71769e-06	8.44735e-05	4.68663e-05	0.00516816	24.7773	35.0321	0.00015157	0.00125153	0.00214943	0.000459747	0	0.000394873	0.000591317	1.61384e-08	3.56441e-05	0.00257401	1.99418e-05	0.0167278	0.000291817	0.0107533	0.00286911	5.0011e-05	0.00185733	0.000298153	29.9612	0.00279209	0.0226568	0.17765	4.62809e-05	2.49495	3399.99	0.00225337	0.00505257	1.51805e-06	0.00274195	6.21709e-06	0.000997363	7.18134e-05	0.0340902	0.00065993	0.978034	0.016312	0.00565379	0.000862024	0.0118307	32519.9	2600	0.000630734	0.000464246	0.00155994
82	583.637	816.112	0.00458255	0.158133	0.172797	19.3739	0.00343804	0.376893	0.388212	9.56386	0.00196805	0.141034	0.00423123	0.687935	0.000130812	0.00638935	0.631755	89.3226	0.000223086	0.0317005	62.6793	107.278	0.00314694	0.00904517	0.000874436	0.00408927	3.64285	296.156	2.12875e-06	0.000104683	5.78298e-05	0.00637694	24.7685	35.0189	0.000150725	0.00125365	0.00214568	0.000460506	0	0.000395537	0.000592311	1.61728e-08	4.25179e-05	0.00285901	2.37848e-05	0.0167687	0.000292719	0.0119928	0.00319301	5.57154e-05	0.00206293	0.000331217	29.9566	0.00311351	0.0253045	0.197977	5.72003e-05	2.49482	3399.99	0.00251721	0.0051762	1.58041e-06	0.00337858	6.57435e-06	0.00102192	7.20847e-05	0.0379119	0.000734683	0.975546	0.0181611	0.00629259	0.000962877	0.0132141	32519.3	2600	0.000704587	0.000475679	0.00174728
83	583.633	816.088	0.0051058	0.176182	0.172383	19.3268	0.00379996	0.416555	0.388178	9.5628	0.00198314	0.142112	0.00422618	0.687093	0.000144977	0.0070809	0.63174	89.3183	0.000241933	0.0343818	62.6799	107.277	0.00315784	0.00907585	0.000973937	0.00455435	3.64265	296.133	2.63662e-06	0.00012965	7.13356e-05	0.00786592	24.7586	35.0041	0.000149891	0.00125577	0.0021419	0.000461266	0	0.000396203	0.000593307	1.61992e-08	5.08101e-05	0.00317362	2.84205e-05	0.0167967	0.000293436	0.0133724	0.00355189	6.205e-05	0.00228989	0.000367729	29.9516	0.00347116	0.0282563	0.220523	7.06381e-05	2.4947	3399.99	0.00281144	0.00530024	1.64436e-06	0.00416058	6.96144e-06	0.00104658	7.23218e-05	0.0421393	0.00081756	0.972788	0.0202118	0.00700048	0.00107526	0.0147565	32518.5	2600	0.000786943	0.000487154	0.00195649
84	583.628	816.061	0.005687	0.196228	0.171925	19.2746	0.00419905	0.460285	0.388144	9.56174	0.00199828	0.143194	0.00422057	0.686157	0.000160607	0.00784383	0.631722	89.3136	0.000262845	0.0373567	62.6805	107.276	0.00316754	0.00910317	0.00108422	0.00506979	3.64242	296.107	3.26357e-06	0.000160469	8.79629e-05	0.0096989	24.7477	34.9876	0.000149066	0.00125791	0.0021381	0.000462026	0	0.00039687	0.000594306	1.62193e-08	6.08245e-05	0.00352068	3.40186e-05	0.0168127	0.000293989	0.0149075	0.00394922	6.90807e-05	0.00254023	0.000408022	29.9459	0.00386899	0.0315466	0.24551	8.71531e-05	2.49457	3399.99	0.00313948	0.00542464	1.70991e-06	0.00512001	7.38162e-06	0.00107131	7.25318e-05	0.0468108	0.000909371	0.969732	0.022484	0.00778422	0.00120046	0.0164758	32517.7	2600	0.000878764	0.000498666	0.00219009
85	583.624	816.03	0.00633223	0.218481	0.171417	19.2168	0.00463863	0.508447	0.388112	9.56067	0.00201348	0.144278	0.00421433	0.685117	0.00017783	0.00868447	0.631703	89.3084	0.000286056	0.0406586	62.6813	107.274	0.00317646	0.00912837	0.00120636	0.00564057	3.64217	296.078	4.03677e-06	0.000198472	0.000108418	0.0119536	24.7356	34.9694	0.000148252	0.00126005	0.00213428	0.000462785	0	0.000397539	0.000595306	1.62352e-08	7.29303e-05	0.00390334	4.07853e-05	0.016818	0.00029441	0.0166153	0.00438875	7.68799e-05	0.00281624	0.000452466	29.9396	0.0043114	0.0352132	0.273179	0.00010742	2.49445	3399.99	0.00350514	0.00554937	1.77707e-06	0.00629561	7.83851e-06	0.00109612	7.27247e-05	0.051967	0.001011	0.966349	0.0249998	0.00865115	0.00133988	0.0183918	32516.8	2600	0.000981115	0.000510212	0.00245086
86	583.618	815.997	0.0070482	0.243171	0.170855	19.1527	0.0051222	0.561421	0.38808	9.5596	0.00202872	0.145365	0.00420741	0.683964	0.000196785	0.00960951	0.631682	89.3025	0.000311827	0.0443245	62.6821	107.272	0.00318516	0.0091531	0.00134151	0.00627205	3.6419	296.046	4.98934e-06	0.000245287	0.00013356	0.0147248	24.7221	34.9491	0.000147446	0.00126219	0.00213044	0.000463544	0	0.000398209	0.00059631	1.62498e-08	8.75755e-05	0.0043252	4.8971e-05	0.0168146	0.000294741	0.018515	0.00487459	8.55277e-05	0.00312049	0.000501483	29.9326	0.00480331	0.0392983	0.303789	0.000132252	2.49432	3399.99	0.00391265	0.00567439	1.84585e-06	0.00773395	8.33617e-06	0.00112099	7.29135e-05	0.057652	0.00112339	0.962608	0.0277827	0.00960916	0.0014951	0.0205265	32515.8	2600	0.00109518	0.00052179	0.00274191
87	583.612	815.96	0.00784236	0.270556	0.170232	19.0818	0.00565342	0.619608	0.38805	9.55852	0.002044	0.146455	0.00419973	0.682683	0.000217617	0.0106259	0.631658	89.2961	0.000340447	0.0483954	62.6831	107.27	0.00319434	0.00917944	0.0014909	0.00697002	3.64159	296.011	6.1615e-06	0.000302887	0.000164433	0.0181272	24.7071	34.9265	0.000146649	0.00126434	0.00212658	0.000464301	0	0.000398881	0.000597315	1.6267e-08	0.000105303	0.00479036	5.88792e-05	0.016805	0.000295037	0.0206282	0.00541124	9.51132e-05	0.00345594	0.000555557	29.9248	0.00535022	0.0438486	0.33762	0.000162621	2.4942	3399.99	0.0043667	0.00579972	1.91626e-06	0.00949087	8.8791e-06	0.00114593	7.31147e-05	0.0639127	0.00124761	0.958474	0.0308587	0.0106668	0.00166783	0.0229043	32514.7	2600	0.00122227	0.000533401	0.00306669
88	583.606	815.919	0.00872297	0.300919	0.169543	19.0033	0.00623611	0.68342	0.388021	9.55744	0.00205934	0.147549	0.00419121	0.681263	0.000240473	0.011741	0.631631	89.2889	0.000372237	0.052917	62.6842	107.268	0.0032049	0.00920999	0.00165589	0.00774072	3.64125	295.972	7.60203e-06	0.000373664	0.0002023	0.0223001	24.6904	34.9015	0.00014586	0.0012665	0.00212269	0.000465058	0	0.000399554	0.000598323	1.62912e-08	0.000126772	0.00530364	7.08774e-05	0.0167926	0.000295368	0.0229794	0.00600367	0.000105736	0.00382606	0.000615256	29.9161	0.00595838	0.0489161	0.374971	0.000199694	2.49407	3399.99	0.00487254	0.0059254	1.9883e-06	0.0116331	9.4723e-06	0.00117095	7.3349e-05	0.0707997	0.00138479	0.953911	0.034256	0.0118334	0.00186	0.0255523	32513.4	2600	0.00136386	0.000545047	0.00342905
89	583.598	815.873	0.00969933	0.33458	0.168781	18.9166	0.00687418	0.753285	0.387993	9.55636	0.00207475	0.148646	0.00418176	0.679688	0.000265509	0.0129621	0.631601	89.2808	0.000407553	0.0579398	62.6853	107.265	0.00321793	0.00924794	0.0018379	0.00859084	3.64087	295.928	9.36988e-06	0.000460511	0.00024869	0.0274113	24.672	34.8738	0.000145079	0.00126867	0.00211879	0.000465814	0	0.000400229	0.000599333	1.6328e-08	0.000152776	0.00587078	8.541e-05	0.0167813	0.00029582	0.0255966	0.0066574	0.000117509	0.00423497	0.000681255	29.9065	0.00663491	0.0545591	0.416164	0.000244854	2.49395	3399.99	0.00543601	0.00605148	2.06198e-06	0.0142399	1.01213e-05	0.00119606	7.36416e-05	0.0783677	0.00153619	0.948876	0.0380054	0.013119	0.0020737	0.0285008	32512.1	2600	0.00152158	0.000556736	0.00383324
90	583.59	815.823	0.0107819	0.3719	0.167939	18.8207	0.00757163	0.829637	0.387967	9.55527	0.00209023	0.149748	0.00417128	0.677943	0.000292884	0.014297	0.631568	89.2719	0.000446791	0.0635199	62.6867	107.263	0.00323473	0.00929711	0.00203849	0.00952762	3.64045	295.88	1.15361e-05	0.00056691	0.000305441	0.0336633	24.6515	34.8431	0.000144305	0.00127085	0.00211487	0.000466567	0	0.000400905	0.000600345	1.63841e-08	0.000184276	0.00649872	0.000103013	0.0167764	0.000296497	0.0285122	0.00737863	0.00013056	0.00468765	0.000754372	29.8957	0.00738801	0.0608425	0.461543	0.000299746	2.49382	3399.99	0.00606365	0.00617811	2.13731e-06	0.0174055	1.08324e-05	0.00122129	7.4023e-05	0.0866761	0.00170322	0.943324	0.042141	0.0145348	0.00231129	0.0317834	32510.5	2600	0.00169726	0.000568478	0.00428402
91	583.581	815.767	0.0119826	0.41329	0.167009	18.7149	0.00833252	0.912918	0.387942	9.55416	0.00210582	0.150857	0.00415968	0.67601	0.000322758	0.0157535	0.631531	89.262	0.000490389	0.0697196	62.6881	107.26	0.00325685	0.00936205	0.00225934	0.0105588	3.63999	295.827	1.41861e-05	0.000697046	0.000374762	0.0412989	24.6289	34.8091	0.000143538	0.00127303	0.00211094	0.000467319	0	0.000401583	0.000601359	1.64672e-08	0.000222429	0.00719597	0.000124334	0.0167836	0.000297522	0.0317641	0.0081744	0.000145037	0.00519021	0.000835611	29.8837	0.00822722	0.0678393	0.511474	0.00036631	2.49369	3399.98	0.00676283	0.00630546	2.21431e-06	0.0212407	1.16125e-05	0.00124667	7.45291e-05	0.0957901	0.00188744	0.937206	0.0467008	0.0160928	0.00257537	0.0354378	32508.8	2600	0.00189297	0.000580291	0.00478667
92	583.571	815.706	0.0133152	0.459224	0.165982	18.5981	0.00916095	1.00357	0.387919	9.55305	0.00212154	0.151974	0.00414683	0.673869	0.000355296	0.0173395	0.631489	89.251	0.000538837	0.076608	62.6897	107.256	0.00328613	0.00944806	0.00250225	0.0116928	3.63947	295.768	1.74221e-05	0.000855931	0.000459298	0.0506087	24.6038	34.7715	0.000142777	0.00127523	0.00210698	0.000468068	0	0.000402263	0.000602376	1.65867e-08	0.000268626	0.00797308	0.000150149	0.0168101	0.000299039	0.0353968	0.00905279	0.000161112	0.00575024	0.000926216	29.8704	0.00916379	0.0756322	0.566351	0.000446831	2.49356	3399.98	0.00754185	0.00643378	2.29299e-06	0.0258763	1.24691e-05	0.00127225	7.5202e-05	0.105782	0.00209063	0.930466	0.0517272	0.0178066	0.00286883	0.0395068	32507	2600	0.00211102	0.000592197	0.00534709
93	583.56	815.637	0.0147956	0.510251	0.164851	18.4692	0.010061	1.10203	0.387898	9.55193	0.00213743	0.153104	0.00413259	0.671498	0.000390661	0.0190628	0.631443	89.2387	0.000592676	0.0842623	62.6914	107.253	0.00332467	0.0095613	0.00276918	0.0129388	3.6389	295.702	2.13662e-05	0.00104955	0.000562205	0.0619395	24.5761	34.7299	0.000142022	0.00127743	0.002103	0.000468814	0	0.000402944	0.000603396	1.6753e-08	0.000324538	0.00884323	0.000181392	0.0168637	0.000301213	0.0394637	0.0100232	0.000178988	0.00637719	0.00102774	29.8555	0.0102111	0.0843149	0.626595	0.000543992	2.49343	3399.98	0.00841015	0.00656339	2.37336e-06	0.031465	1.34109e-05	0.00129809	7.60905e-05	0.116732	0.00231482	0.92304	0.0572684	0.0196916	0.00319492	0.0440382	32504.9	2600	0.00235407	0.000604225	0.00597187
94	583.548	815.561	0.0164427	0.567022	0.163603	18.3272	0.0110366	1.20873	0.387879	9.55078	0.00215355	0.154248	0.00411683	0.668874	0.000429021	0.0209316	0.631391	89.225	0.000652513	0.0927681	62.6933	107.248	0.0033749	0.00970882	0.00306227	0.0143065	3.63827	295.63	2.61641e-05	0.00128502	0.000687237	0.0757035	24.5455	34.6839	0.000141271	0.00127965	0.002099	0.000469558	0	0.000403628	0.000604418	1.69781e-08	0.000392169	0.00982293	0.000219182	0.0169535	0.000304233	0.0440289	0.0110967	0.000198908	0.00708293	0.00114214	29.8389	0.0113852	0.0939948	0.69266	0.000660926	2.4933	3399.98	0.00937854	0.00669472	2.45546e-06	0.0381854	1.44472e-05	0.00132427	7.72504e-05	0.128732	0.00256235	0.914856	0.0633794	0.021765	0.00355729	0.049087	32502.6	2600	0.00262513	0.000616414	0.00666837
95	583.535	815.477	0.0182788	0.630304	0.162227	18.1708	0.0120917	1.32409	0.387861	9.54962	0.00216996	0.155412	0.00409938	0.665968	0.000470542	0.0229537	0.631333	89.2098	0.000719024	0.102221	62.6954	107.244	0.00343959	0.00989864	0.00338386	0.015807	3.63758	295.55	3.19883e-05	0.00157079	0.000838846	0.0923896	24.5117	34.633	0.000140525	0.00128188	0.00209499	0.000470298	0	0.000404313	0.000605443	1.72756e-08	0.000473918	0.0109329	0.00026486	0.0170893	0.000308309	0.0491707	0.0122865	0.000221162	0.00788234	0.00127187	29.8203	0.0127058	0.104796	0.765033	0.000801292	2.49317	3399.98	0.0104595	0.00682827	2.53931e-06	0.0462453	1.55887e-05	0.00135091	7.87455e-05	0.141886	0.00283596	0.905829	0.070124	0.0240467	0.00396004	0.054716	32500.1	2600	0.00292769	0.000628812	0.00744486
96	583.519	815.383	0.0203306	0.701024	0.160713	17.9984	0.0132303	1.44854	0.387846	9.54842	0.00218674	0.156602	0.00408006	0.662751	0.000515393	0.0251373	0.631268	89.1928	0.000792968	0.11273	62.6977	107.238	0.00352186	0.0101398	0.00373653	0.0174522	3.63681	295.462	3.90434e-05	0.00191686	0.0010223	0.112575	24.4743	34.5769	0.000139781	0.00128412	0.00209095	0.000471034	0	0.000405001	0.000606471	1.7661e-08	0.000572654	0.0121993	0.000320027	0.017282	0.000313672	0.0549854	0.0136083	0.000246105	0.00879411	0.00142	29.7996	0.0141968	0.116861	0.844245	0.000969353	2.49303	3399.97	0.0116674	0.00696469	2.62495e-06	0.0558858	1.68471e-05	0.00137811	8.06473e-05	0.156316	0.00313888	0.895864	0.0775763	0.0265597	0.00440789	0.0609979	32497.3	2600	0.0032658	0.000641476	0.00831066
97	583.502	815.279	0.0226305	0.780296	0.159044	17.8086	0.0144559	1.58245	0.387834	9.5472	0.00220399	0.157823	0.00405865	0.659186	0.000563743	0.0274906	0.631195	89.1739	0.000875198	0.124413	62.7001	107.232	0.00362522	0.0104426	0.00412316	0.0192554	3.63597	295.365	4.75707e-05	0.00233504	0.00124379	0.136941	24.433	34.5149	0.000139038	0.00128639	0.00208689	0.000471766	0	0.000405691	0.000607503	1.81513e-08	0.000691804	0.0136546	0.000386598	0.0175431	0.00032058	0.0615923	0.0150811	0.000274169	0.00984165	0.00159042	29.7765	0.0158878	0.130361	0.930875	0.00117007	2.49289	3399.97	0.0130193	0.00710474	2.71242e-06	0.0673863	1.82355e-05	0.00140604	8.30368e-05	0.172162	0.00347496	0.884846	0.0858236	0.0293309	0.00490619	0.0680174	32494.2	2600	0.00364421	0.000654476	0.0092763
98	583.482	815.162	0.0252178	0.869482	0.157206	17.5995	0.0157722	1.72622	0.387823	9.54592	0.00222181	0.159085	0.00403491	0.655235	0.00061577	0.0300219	0.631114	89.1528	0.000966679	0.13741	62.7027	107.225	0.00375363	0.0108184	0.00454697	0.0212316	3.63503	295.257	5.78548e-05	0.00283923	0.00151064	0.166287	24.3874	34.4464	0.000138295	0.00128867	0.0020828	0.000472493	0	0.000406385	0.000608539	1.87657e-08	0.00083546	0.0153396	0.000466857	0.0178848	0.000329308	0.0691401	0.0167281	0.000305887	0.0110542	0.00178796	29.7505	0.0178157	0.145494	1.02556	0.00140921	2.49275	3399.97	0.0145353	0.00724935	2.80179e-06	0.0810699	1.97684e-05	0.00143488	8.60045e-05	0.189589	0.00384878	0.87264	0.0949687	0.0323916	0.00546115	0.0758742	32490.7	2600	0.00406854	0.000667898	0.0103537
99	583.459	815.03	0.0281408	0.970243	0.155181	17.3693	0.0171825	1.88021	0.387815	9.5446	0.00224035	0.160396	0.00400856	0.65085	0.000671658	0.03274	0.631023	89.1293	0.00106851	0.151873	62.7056	107.218	0.00391153	0.01128	0.00501159	0.0233977	3.63401	295.138	7.02305e-05	0.00344576	0.00183138	0.20155	24.337	34.3708	0.00013755	0.00129097	0.00207869	0.000473216	0	0.000407082	0.00060958	1.95256e-08	0.00100851	0.017305	0.000563532	0.0183194	0.000340154	0.0778156	0.0185772	0.000341917	0.012468	0.00201868	29.7212	0.0200268	0.162499	1.12901	0.0016935	2.4926	3399.96	0.0162392	0.00739959	2.89313e-06	0.0973101	2.14622e-05	0.00146483	8.96518e-05	0.208788	0.00426582	0.859088	0.105133	0.0357786	0.00607999	0.0846868	32486.8	2599.99	0.00454547	0.000681839	0.0115567
100	583.433	814.882	0.0314585	1.08462	0.152949	17.1155	0.0186903	2.04476	0.38781	9.54321	0.00225975	0.161767	0.00397929	0.645979	0.000731602	0.0356543	0.63092	89.1029	0.00118193	0.16798	62.7086	107.209	0.00410389	0.0118418	0.00552116	0.0257726	3.63287	295.007	8.50912e-05	0.00417385	0.00221605	0.243828	24.2814	34.2872	0.0001368	0.0012933	0.00207455	0.000473933	0	0.000407784	0.000610626	2.04549e-08	0.0012168	0.0196136	0.000679883	0.0188596	0.000353436	0.0878546	0.0206626	0.000383074	0.0141281	0.0022901	29.6883	0.0225791	0.181664	1.242	0.00203078	2.49244	3399.96	0.0181598	0.00755673	2.98651e-06	0.116539	2.3335e-05	0.00149614	9.40928e-05	0.229982	0.00473266	0.844005	0.11646	0.0395352	0.00677116	0.0945967	32482.5	2599.99	0.00508309	0.000696415	0.0129008
