Time	[EGF]	[I]	[RE]	[Rd]	[Rp]	[GS]	[Rp_GS]	[Shc]	[Rp_Shc]	[Rp_pShc]	[pShc]	[Rp_pShc_GS]	[PI3K]	[Rp_PI3K]	[RasGAP]	[Rp_RasGAP]	[IRL]	[IRp]	[IRp_PI3K]	[IRp_RasGAP]	[IRS]	[IRp_IRS]	[IRp_IRSp]	[IRSp]	[iSrc]	[mIRS]	[mIRSp]	[mIRSp_GS]	[mIRSp_PI3K]	[SHP2]	[mIRSp_SHP2]	[GAB]	[mGAB]	[mGABp]	[mGABp_GS]	[mGABp_PI3K]	[mGABp_SHP2]	[mGABp_pSHP2]	[PIP3]	[dRas]	[Raf]	[aRaf]	[Mek]	[Erk]	[pErk]	[PDK1]	[Akt]	[pAkt]	[mTOR]	[Null]	[aaRaf]	[PKA]	[pShc_GS]	[ppMek]	[mGABp_pSHP2_GS]	[R]	[ppErk]	[IR]	[mPDK1]	[tRas]	[tRas_PI3K]	[ppAkt]	[mGABp_RasGAP]	[amTOR]	[iGS]	[imGAB]	[imIRS]	[aSrc]	[Ri]	[IRi]	[iPX]	[aPX]	[aPX_GS]	[IRSp_PI3K]	[IRSp_GS]	[IRSp_SHP2]	[GABp]	[GABp_PI3K]	[GABp_GS]	[GABp_RasGAP]	[GABp_SHP2]	[GABp_pSHP2]	[GABp_pSHP2_GS]	[imGABp]	[bRasGAP]	[phosphorylated_Akt]
77	0.0234142	1.481e-29	2.65276	0.469984	0.0766228	169.351	0.776576	263.644	0.579772	0.18289	0.112712	0.929375	114.831	0.819213	49.9947	0.00177284	-2.75895e-26	-2.05064e-24	-1.66557e-24	-3.2183e-29	22.2008	5.73348e-24	-8.54747e-24	0.000548068	514.531	250.606	0.0254214	4.30225e-05	0.376342	298.596	0.00371421	96.8656	13.3915	5.20259	22.8448	82.3085	1.3322	0.00203547	115.666	56.562	57.2704	1.11499	118.799	252.755	93.5627	46.6029	35.9591	58.305	84.1888	9789.02	41.6146	100	4.55115	81.2007	0.00381525	66.7961	53.6818	150	53.3971	93.438	0	5.73592	0.00342855	15.8112	1.08812	0.435437	26.7785	3.46931	11.3794	-6.70196e-24	200	0	0	0.00812244	9.28622e-07	0.000173268	0.103886	1.6565	0.454945	8.62283e-05	0.061615	9.42284e-05	0.000176875	0.332807	1e-05	64.0409
78	0.0234082	1.36819e-29	2.65385	0.470469	0.0764166	168.749	0.779864	263.678	0.57819	0.182828	0.112272	0.925106	113.866	0.806292	49.9947	0.00176392	-8.72659e-26	-1.41888e-23	-2.37156e-25	-3.97711e-29	21.8246	1.84855e-24	-3.25194e-24	0.000545373	514.546	249.789	0.0253741	4.279e-05	0.374452	298.583	0.00370811	95.1255	13.4774	5.24233	23.3814	83.2738	1.34474	0.00205213	117.078	55.0261	56.3804	1.1255	116.676	248.022	95.0152	46.28	35.6591	58.5495	84.103	10176.6	42.4941	100	4.52399	83.3241	0.00383842	66.7959	56.9626	150	53.72	94.9739	0	5.79135	0.0034592	15.897	1.17233	0.477422	27.9735	3.45415	11.3937	-1.05133e-23	200	0	0	0.00805677	9.2075e-07	0.000171805	0.104412	1.67175	0.464503	8.70051e-05	0.0618196	9.44201e-05	0.000176866	0.365207	1e-05	64.3409
79	0.0234042	1.2158e-29	2.65496	0.470945	0.076216	168.16	0.783077	263.711	0.576656	0.182773	0.111832	0.920996	112.975	0.793963	49.9947	0.00175484	-9.66224e-26	-1.34391e-22	1.23684e-23	-4.64521e-29	21.4772	-4.88513e-24	-2.22763e-24	0.000542739	514.56	248.94	0.0253231	4.25552e-05	0.372529	298.572	0.00370142	93.4927	13.5521	5.27702	23.8996	84.1646	1.35586	0.00206674	118.383	53.5625	55.4939	1.13434	114.534	243.23	96.3977	45.9849	35.3887	58.7698	84.0258	10568.6	43.3718	100	4.49702	85.4661	0.00385758	66.7957	60.3722	150	54.0151	96.4375	0	5.84147	0.00348634	15.9742	1.26134	0.522216	29.1724	3.43961	11.4071	-6.04497e-24	200	0	0	0.00799262	9.13087e-07	0.000170419	0.104855	1.68576	0.473746	8.76936e-05	0.0619853	9.45594e-05	0.000176753	0.399799	1e-05	64.6113
80	0.023402	9.81218e-30	2.65609	0.471413	0.0760209	167.586	0.786216	263.743	0.575166	0.182725	0.111393	0.917034	112.157	0.782217	49.9947	0.00174563	-2.51661e-25	-8.89381e-23	-1.85009e-23	-2.17713e-28	21.156	-4.29236e-23	-1.6707e-23	0.000540164	514.574	248.061	0.0252686	4.23187e-05	0.370581	298.562	0.00369418	91.964	13.6164	5.30692	24.3987	84.9834	1.36564	0.00207938	119.586	52.1709	54.6123	1.14156	112.375	238.383	97.7067	45.7157	35.1451	58.9681	83.9562	10964.9	44.2461	100	4.47027	87.6246	0.0038729	66.7957	63.9107	150	54.2843	97.8291	0	5.88675	0.00351013	16.0438	1.3553	0.569912	30.3745	3.42566	11.4198	-4.74987e-23	200	0	0	0.00793002	9.05629e-07	0.000169107	0.105221	1.69857	0.482663	8.82979e-05	0.0621147	9.46497e-05	0.000176546	0.436651	1e-05	64.8549
81	0.0234012	5.68298e-30	2.65722	0.47187	0.0758311	167.026	0.789284	263.776	0.573718	0.182682	0.110954	0.913213	111.41	0.771048	49.9946	0.00173632	-5.46821e-25	5.58234e-24	-3.0991e-23	-3.53774e-28	20.8588	-9.33648e-23	-5.69829e-23	0.000537647	514.588	247.156	0.0252108	4.20809e-05	0.368615	298.554	0.0036864	90.5362	13.6711	5.3323	24.8782	85.7326	1.37413	0.00209014	120.689	50.8505	53.7369	1.14719	110.202	233.483	98.9385	45.4711	34.9259	59.1464	83.8935	11365	45.1159	100	4.44376	89.7975	0.00388461	66.7956	67.5783	150	54.5289	99.1495	0	5.92765	0.00353073	16.1065	1.45438	0.620601	31.5791	3.41226	11.4318	-8.04667e-23	200	0	0	0.00786901	8.98375e-07	0.000167864	0.105515	1.71025	0.491248	8.88223e-05	0.0622109	9.46944e-05	0.000176251	0.47583	1e-05	65.0741
82	0.0234018	-9.06691e-31	2.65836	0.472315	0.0756465	166.481	0.792282	263.807	0.572311	0.182643	0.110517	0.909524	110.729	0.760446	49.9946	0.00172696	-8.39232e-25	3.17925e-24	-6.76742e-24	-3.63754e-28	20.5837	-9.42479e-23	-1.12541e-22	0.000535185	514.601	246.227	0.0251499	4.18424e-05	0.366636	298.546	0.00367812	89.2056	13.7168	5.35347	25.3375	86.4151	1.38141	0.00209913	121.696	49.5998	52.8688	1.15131	108.017	228.536	100.09	45.2495	34.7289	59.3065	83.8371	11768.6	45.9798	100	4.41751	91.9826	0.00389291	66.7957	71.3743	150	54.7505	100.4	0	5.96454	0.00354834	16.1629	1.55876	0.674373	32.7856	3.39938	11.4431	-8.49894e-23	200	0	0	0.0078096	8.91321e-07	0.000166686	0.105742	1.72085	0.499492	8.92712e-05	0.0622766	9.4697e-05	0.000175876	0.5174	1e-05	65.2711
83	0.0234036	-9.87498e-30	2.65949	0.472749	0.0754671	165.951	0.795213	263.839	0.570944	0.182606	0.110081	0.90596	110.113	0.7504	49.9946	0.00171756	-1.01561e-24	-1.10422e-22	8.99055e-25	-3.74766e-28	20.3288	-2.86563e-23	-1.53733e-22	0.000532777	514.613	245.276	0.0250862	4.16035e-05	0.36465	298.54	0.00366938	87.9681	13.7544	5.3707	25.7764	87.034	1.38756	0.00210644	122.611	48.4172	52.0093	1.15397	105.823	223.544	101.158	45.0495	34.5521	59.4501	83.7864	12175.4	46.8368	100	4.39155	94.1773	0.00389802	66.7957	75.2978	150	54.9505	101.583	0	5.99779	0.00356314	16.2136	1.66858	0.731314	33.9934	3.38699	11.4537	-1.08348e-22	200	0	0	0.00775181	8.84464e-07	0.000165568	0.105908	1.73043	0.507393	8.96494e-05	0.0623145	9.46609e-05	0.000175429	0.561421	1e-05	65.4479
84	0.0234064	-2.14063e-29	2.66062	0.47317	0.0752928	165.436	0.798078	263.87	0.569616	0.182572	0.109648	0.902515	109.557	0.740896	49.9946	0.00170817	-1.34774e-24	-1.39355e-22	-3.19861e-23	-4.73845e-28	20.0922	-1.43221e-23	-1.70902e-22	0.000530423	514.625	244.306	0.0250198	4.13648e-05	0.362663	298.535	0.00366021	86.8197	13.7846	5.38427	26.1947	87.5923	1.39264	0.00211217	123.438	47.3003	51.1591	1.15526	103.621	218.513	102.139	44.8695	34.3938	59.5785	83.7409	12585	47.6856	100	4.36587	96.3792	0.00390019	66.7958	79.3473	150	55.1305	102.7	0	6.02772	0.00357532	16.2591	1.78403	0.791508	35.2022	3.37505	11.4637	-1.84487e-22	200	0	0	0.00769564	8.778e-07	0.000164507	0.106019	1.73905	0.514946	8.99615e-05	0.0623272	9.45894e-05	0.000174917	0.607952	1e-05	65.6062
85	0.0234101	-3.70896e-29	2.66173	0.473577	0.0751235	164.936	0.80088	263.9	0.568326	0.182539	0.109216	0.899184	109.06	0.731922	49.9946	0.00169881	-2.0525e-24	-7.79747e-23	-5.85246e-23	-6.06951e-28	19.8726	-4.50708e-23	-1.80038e-22	0.00052812	514.636	243.318	0.0249511	4.11266e-05	0.360679	298.531	0.00365064	85.7561	13.808	5.39448	26.5922	88.0932	1.39673	0.00211643	124.183	46.2469	50.3194	1.15527	101.414	213.448	103.032	44.7084	34.2522	59.6932	83.7001	12997.4	48.5253	100	4.34051	98.5858	0.00389963	66.7959	83.5206	150	55.2916	103.753	0	6.05462	0.00358505	16.2999	1.90525	0.855039	36.4114	3.36356	11.4731	-2.74158e-22	200	0	0	0.00764108	8.71324e-07	0.0001635	0.106079	1.74676	0.522151	9.02122e-05	0.0623171	9.44858e-05	0.000174348	0.657048	1e-05	65.7478
86	0.0234145	-5.81275e-29	2.66283	0.473971	0.0749592	164.451	0.803619	263.93	0.567074	0.182507	0.108787	0.89596	108.617	0.723463	49.9946	0.0016895	-2.91558e-24	7.879e-24	-7.23496e-23	-7.25698e-28	19.6684	-8.53922e-23	-1.86385e-22	0.000525867	514.648	242.315	0.0248803	4.08893e-05	0.358703	298.528	0.00364073	84.7729	13.8252	5.40158	26.9689	88.5399	1.39991	0.00211933	124.849	45.2544	49.4909	1.15407	99.2057	208.353	103.832	44.5647	34.126	59.7952	83.6636	13412	49.355	100	4.31547	100.794	0.00389657	66.7961	87.8151	150	55.4353	104.746	0	6.07877	0.00359253	16.3364	2.0324	0.921985	37.6207	3.35248	11.4819	-3.56996e-22	200	0	0	0.00758812	8.65032e-07	0.000162542	0.106092	1.75362	0.529007	9.0406e-05	0.0622867	9.43534e-05	0.000173727	0.708762	1e-05	65.874
87	0.0234196	-8.22601e-29	2.6639	0.47435	0.0747999	163.98	0.806298	263.96	0.565858	0.182477	0.108361	0.892839	108.225	0.715503	49.9946	0.00168026	-3.11184e-24	2.31612e-22	1.25762e-23	-4.79749e-28	19.4783	4.60461e-24	-1.76084e-22	0.000523663	514.658	241.299	0.0248076	4.06532e-05	0.356739	298.525	0.0036305	83.8658	13.8367	5.40584	27.325	88.9354	1.40224	0.00212098	125.441	44.3202	48.6744	1.15175	96.998	203.234	104.539	44.4373	34.0138	59.8858	83.631	13828.8	50.1739	100	4.29077	103.002	0.00389124	66.7963	92.2275	150	55.5627	105.68	0	6.10038	0.00359793	16.369	2.16564	0.99242	38.8297	3.34179	11.4901	-2.78867e-22	200	0	0	0.00753674	8.5892e-07	0.000161632	0.106064	1.75969	0.535517	9.05474e-05	0.0622379	9.4195e-05	0.000173062	0.763142	1e-05	65.9862
88	0.0234252	-8.67573e-29	2.66495	0.474715	0.0746455	163.523	0.808919	263.989	0.564679	0.182447	0.107938	0.889818	107.882	0.708026	49.9946	0.00167112	7.84612e-25	1.87053e-21	4.44866e-22	1.3353e-27	19.301	6.5192e-22	6.73033e-23	0.000521507	514.669	240.27	0.0247333	4.04186e-05	0.354789	298.524	0.00361998	83.0305	13.8432	5.4075	27.6606	89.283	1.40379	0.00212148	125.963	43.4416	47.8704	1.1484	94.7938	198.096	105.15	44.3249	33.9145	59.9659	83.602	14247.4	50.9812	100	4.26641	105.206	0.00388384	66.7965	96.7539	150	55.6751	106.558	0	6.1197	0.00360142	16.398	2.30511	1.06642	40.038	3.33148	11.4977	5.15148e-22	200	0	0	0.00748692	8.52981e-07	0.000160765	0.105999	1.76501	0.541681	9.06408e-05	0.0621729	9.40138e-05	0.000172359	0.820234	1e-05	66.0855
89	0.0234312	-1.91408e-29	2.66598	0.475066	0.074496	163.081	0.811484	264.017	0.563536	0.182418	0.107519	0.886892	107.583	0.701016	49.9946	0.00166208	1.27862e-23	3.51194e-21	1.14434e-21	5.20973e-27	19.1355	1.91052e-21	8.06254e-22	0.000519398	514.678	239.23	0.0246576	4.01858e-05	0.352859	298.523	0.00360923	82.2627	13.8451	5.4068	27.9759	89.5856	1.40463	0.00212093	126.42	42.616	47.0796	1.14411	92.5959	192.946	105.664	44.2266	33.8268	60.0363	83.5762	14667.6	51.7763	100	4.24241	107.404	0.00387459	66.7967	101.39	150	55.7734	107.384	0	6.13691	0.00360316	16.4238	2.45095	1.14404	41.2454	3.32153	11.5049	2.42884e-21	200	0	0	0.00743863	8.47211e-07	0.000159939	0.1059	1.76965	0.547503	9.06901e-05	0.0620936	9.38122e-05	0.000171622	0.880077	1e-05	66.1732
90	0.0234376	2.0824e-28	2.66698	0.475401	0.0743515	162.652	0.813993	264.045	0.56243	0.182391	0.107104	0.884058	107.327	0.694454	49.9947	0.00165316	3.71566e-23	2.5859e-21	1.78316e-21	1.09659e-26	18.9808	3.50191e-21	2.3781e-21	0.000517335	514.688	238.18	0.0245806	3.9955e-05	0.35095	298.523	0.00359826	81.5582	13.8429	5.40396	28.2713	89.8464	1.40482	0.00211942	126.815	41.8406	46.3025	1.13895	90.4072	187.789	106.081	44.1412	33.7498	60.098	83.5534	15089.3	52.5585	100	4.21876	109.593	0.00386367	66.7969	106.131	150	55.8588	108.159	0	6.15219	0.00360331	16.4466	2.6033	1.22536	42.4516	3.31193	11.5115	5.68626e-21	200	0	0	0.00739184	8.41604e-07	0.000159152	0.10577	1.77364	0.552989	9.06993e-05	0.0620015	9.3593e-05	0.000170858	0.942709	1e-05	66.2502
91	0.0234443	6.74424e-28	2.66794	0.475722	0.0742118	162.235	0.816449	264.073	0.561359	0.182365	0.106693	0.881313	107.11	0.688325	49.9947	0.00164438	6.87943e-23	1.27645e-21	1.92957e-21	1.58498e-26	18.8359	4.54352e-21	4.65065e-21	0.000515316	514.697	237.123	0.0245027	3.97263e-05	0.349065	298.524	0.0035871	80.9131	13.8369	5.39918	28.5472	90.068	1.40442	0.00211705	127.154	41.1128	45.5396	1.13302	88.2305	182.632	106.398	44.0678	33.6826	60.1517	83.5333	15512.1	53.3274	100	4.19549	111.77	0.00385128	66.7971	110.97	150	55.9322	108.887	0	6.16571	0.00360201	16.4667	2.76228	1.31043	43.6562	3.30266	11.5177	9.00715e-21	200	0	0	0.00734653	8.36155e-07	0.0001584	0.105614	1.77703	0.558142	9.06721e-05	0.0618982	9.33586e-05	0.000170071	1.00816	1e-05	66.3174
92	0.0234511	1.43006e-27	2.66888	0.476028	0.0740769	161.831	0.818853	264.1	0.560324	0.182341	0.106286	0.878654	106.93	0.68261	49.9947	0.00163575	1.01388e-22	3.03215e-22	1.45288e-21	1.84892e-26	18.6999	4.34518e-21	7.25414e-21	0.000513341	514.706	236.058	0.024424	3.95001e-05	0.347207	298.525	0.0035758	80.3234	13.8275	5.39266	28.8039	90.2534	1.40348	0.00211391	127.44	40.4303	44.791	1.12638	86.0686	177.482	106.617	44.0054	33.6243	60.1981	83.5157	15936	54.0826	100	4.17258	113.931	0.00383758	66.7973	115.902	150	55.9946	109.57	0	6.17762	0.00359941	16.4843	2.928	1.3993	44.8591	3.29371	11.5234	1.16079e-20	200	0	0	0.00730265	8.30857e-07	0.000157683	0.105434	1.77987	0.56297	9.06119e-05	0.0617853	9.31111e-05	0.000169266	1.07647	1e-05	66.3757
93	0.0234581	2.4394e-27	2.66978	0.47632	0.0739468	161.439	0.821207	264.126	0.559324	0.182318	0.105885	0.876079	106.783	0.677291	49.9947	0.00162727	1.24758e-22	1.13127e-21	9.51925e-22	1.97047e-26	18.5721	2.86383e-21	9.29735e-21	0.000511408	514.715	234.987	0.0243447	3.92763e-05	0.345376	298.526	0.00356438	79.7852	13.815	5.38457	29.0419	90.4051	1.40206	0.00211008	127.676	39.7904	44.0572	1.1191	83.9244	172.344	106.737	43.9533	33.5742	60.2377	83.5003	16360.8	54.8237	100	4.15006	116.076	0.00382274	66.7976	120.919	150	56.0467	110.21	0	6.18806	0.00359563	16.4997	3.10058	1.49202	46.0602	3.28508	11.5286	1.33034e-20	200	0	0	0.00726019	8.25704e-07	0.000156997	0.105233	1.7822	0.567478	9.05219e-05	0.0616639	9.28527e-05	0.000168447	1.14764	1e-05	66.4258
94	0.0234652	3.63811e-27	2.67065	0.476597	0.0738214	161.058	0.823513	264.152	0.558359	0.182298	0.105488	0.873586	106.667	0.672351	49.9947	0.00161896	1.41877e-22	2.17744e-21	8.20231e-22	2.07208e-26	18.4517	1.58083e-21	1.05899e-20	0.000509517	514.723	233.91	0.0242649	3.90551e-05	0.343576	298.528	0.00355286	79.2951	13.7998	5.37507	29.2617	90.5257	1.40021	0.00210563	127.867	39.191	43.3384	1.11127	81.8006	167.227	106.759	43.9105	33.5317	60.2712	83.487	16786.3	55.5503	100	4.12791	118.199	0.0038069	66.7978	126.014	150	56.0895	110.809	0	6.19714	0.00359078	16.513	3.28011	1.58863	47.2591	3.27675	11.5334	1.48551e-20	200	0	0	0.00721909	8.20691e-07	0.000156341	0.105014	1.78406	0.571673	9.04052e-05	0.0615353	9.25851e-05	0.000167617	1.22171	1e-05	66.4683
95	0.0234723	4.92746e-27	2.67149	0.476859	0.0737007	160.687	0.825771	264.178	0.557429	0.18228	0.105097	0.871171	106.58	0.667772	49.9947	0.00161081	1.5549e-22	2.44292e-21	1.35836e-21	2.28549e-26	18.3381	1.72661e-21	1.10353e-20	0.000507666	514.731	232.829	0.0241847	3.88366e-05	0.341807	298.531	0.00354127	78.8494	13.7822	5.36433	29.4638	90.6175	1.39796	0.00210065	128.016	38.6298	42.6348	1.10295	79.7	162.136	106.684	43.8764	33.4959	60.2991	83.4756	17212.4	56.2623	100	4.10615	120.3	0.0037902	66.7981	131.179	150	56.1236	111.37	0	6.205	0.00358497	16.5244	3.46667	1.68916	48.4557	3.2687	11.5379	1.68911e-20	200	0	0	0.00717933	8.15812e-07	0.000155713	0.104778	1.78549	0.575564	9.02643e-05	0.0614004	9.23103e-05	0.000166779	1.29868	1e-05	66.5041
96	0.0234795	6.27823e-27	2.67228	0.477107	0.0735845	160.326	0.827983	264.203	0.556533	0.182266	0.104712	0.868834	106.52	0.663538	49.9947	0.00160285	1.71952e-22	1.81098e-21	1.48182e-21	2.37989e-26	18.2307	2.65786e-21	1.15004e-20	0.000505854	514.739	231.744	0.0241045	3.86208e-05	0.340071	298.534	0.00352963	78.445	13.7622	5.35246	29.6488	90.6827	1.39536	0.00209518	128.126	38.1046	41.9464	1.09419	77.6252	157.079	106.514	43.8502	33.4664	60.3218	83.4659	17638.9	56.9594	100	4.08477	122.375	0.00377277	66.7983	136.406	150	56.1498	111.895	0	6.21172	0.00357832	16.5341	3.66034	1.79364	49.6498	3.26095	11.5419	1.85361e-20	200	0	0	0.00714087	8.11061e-07	0.000155111	0.104527	1.78651	0.579158	9.0102e-05	0.0612602	9.20296e-05	0.000165936	1.37856	1e-05	66.5336
97	0.0234866	7.67593e-27	2.67305	0.477341	0.0734728	159.975	0.83015	264.227	0.555671	0.182255	0.104332	0.866571	106.484	0.659631	49.9947	0.00159506	1.89071e-22	4.38926e-22	1.44863e-21	2.42315e-26	18.1289	3.57381e-21	1.21293e-20	0.000504079	514.747	230.656	0.0240241	3.84077e-05	0.338368	298.537	0.00351797	78.0788	13.7403	5.3396	29.8171	90.7236	1.39245	0.00208931	128.2	37.6134	41.2734	1.08505	75.5788	152.063	106.252	43.8314	33.4427	60.3399	83.4579	18065.7	57.6415	100	4.06378	124.421	0.00375472	66.7985	141.686	150	56.1686	112.387	0	6.21741	0.0035709	16.5421	3.86118	1.90209	50.8413	3.25347	11.5456	2.00065e-20	200	0	0	0.00710367	8.06431e-07	0.000154534	0.104265	1.78716	0.582463	8.99205e-05	0.0611155	9.17446e-05	0.000165092	1.46135	1e-05	66.5573
98	0.0234936	9.14561e-27	2.67378	0.477561	0.0733656	159.632	0.832275	264.251	0.554842	0.182247	0.103959	0.864382	106.471	0.656035	49.9948	0.00158746	2.04165e-22	-6.78054e-22	1.01656e-21	2.32982e-26	18.0322	2.93094e-21	1.32283e-20	0.000502342	514.754	229.566	0.0239439	3.81973e-05	0.336699	298.54	0.00350629	77.7477	13.7165	5.32587	29.9695	90.742	1.38926	0.00208307	128.241	37.1544	40.6158	1.0756	73.5634	147.093	105.899	43.8192	33.4242	60.3536	83.4512	18492.6	58.3086	100	4.04318	126.437	0.00373615	66.7988	147.008	150	56.1808	112.846	0	6.22215	0.0035628	16.5488	4.06924	2.01452	52.0301	3.24625	11.5489	2.08566e-20	200	0	0	0.0070677	8.01917e-07	0.000153979	0.103991	1.78748	0.585487	8.97218e-05	0.060967	9.14566e-05	0.000164248	1.54706	1e-05	66.5758
99	0.0235005	1.0657e-26	2.67447	0.477768	0.0732627	159.297	0.834357	264.275	0.554046	0.182244	0.103592	0.862263	106.478	0.652734	49.9948	0.00158005	2.11655e-22	-1.75882e-22	4.43196e-22	2.10848e-26	17.9402	1.42593e-21	1.39327e-20	0.000500641	514.761	228.474	0.0238637	3.79896e-05	0.335065	298.544	0.00349461	77.4491	13.691	5.31136	30.1063	90.7398	1.38583	0.00207654	128.252	36.7257	39.9737	1.06587	71.5815	142.178	105.458	43.8132	33.4105	60.3634	83.4459	18919.7	58.9605	100	4.02296	128.419	0.00371715	66.799	152.364	150	56.1868	113.274	0	6.22603	0.0035541	16.5541	4.28455	2.13094	53.2161	3.2393	11.5519	2.10996e-20	200	0	0	0.00703292	7.97513e-07	0.000153447	0.103708	1.78749	0.58824	8.95081e-05	0.0608154	9.11666e-05	0.000163406	1.63566	1e-05	66.5895
100	0.0235072	1.2182e-26	2.67513	0.477962	0.073164	158.97	0.836398	264.298	0.553282	0.182245	0.103231	0.860213	106.504	0.649711	49.9948	0.00157282	2.13671e-22	1.01142e-21	6.38114e-23	1.88545e-26	17.8524	-3.50104e-22	1.40272e-20	0.000498973	514.767	227.38	0.0237839	3.77847e-05	0.333465	298.548	0.00348296	77.1802	13.6641	5.29617	30.2283	90.7188	1.38217	0.00206974	128.236	36.3257	39.3469	1.05592	69.6352	137.324	104.934	43.8129	33.4012	60.3696	83.4418	19346.8	59.5972	100	4.00313	130.365	0.00369782	66.7992	157.742	150	56.1871	113.674	0	6.22911	0.00354487	16.5582	4.50712	2.25134	54.3991	3.2326	11.5546	2.12168e-20	200	0	0	0.00699929	7.93214e-07	0.000152934	0.103417	1.78721	0.59073	8.92809e-05	0.0606612	9.08758e-05	0.000162568	1.72714	1e-05	66.5988
