Time	[D]	[CDK5]	[D_CDK5]	[D75]	[CK1]	[D_CK1]	[D137]	[PKA]	[D_PKA]	[D34]	[D34_CDK5]	[D34_CK1]	[PP2B]	[D34_PP2B]	[D34:75]	[D34:137]	[D75_CK1]	[D75_PKA]	[PP2A]	[D75_PP2A]	[PP2AP]	[D75_PP2AP]	[D75:137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[PP2C]	[D34:75_CK1]	[D34:137_CDK5]	[D34:75:137]	[D75:137_PKA]	[D34:75_PP2B]	[D34:137_PP2B]	[D34:75:137_PP2B]	[D34:75_PP2A]	[D75:137_PP2A]	[D34:75:137_PP2A]	[D34:75_PP2AP]	[D75:137_PP2AP]	[D34:75:137_PP2AP]	[D34:137_PP2C]	[D75:137_PP2C]	[PDE]	[PP2Binactive]	[D34:75:137_PP2C]	[CK1P]	[CK1P_PP2B]	[PDE_PKA]	[PDEP]	[PP2A_PKA]	[Ca]	[PP2BinactiveCa2]	[R2C2]	[cAMP]	[cAMP_R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP_PDE]	[AMP]	[cAMP_PDEP]	[PP2ACa]	[D34:75_PP2ACa]	[D34:75:137_PP2ACa]	[D75_PP2ACa]	[D75:137_PP2ACa]	[D34:75_PP2APCa]	[PP2APCa]	[D34:75:137_PP2APCa]	[D75_PP2APCa]	[D75:137_PP2APCa]	[PP2ACa_PKA]	[Empty]
40	2.84051e-06	9.28837e-08	9.85088e-08	1.56933e-06	1.82881e-08	1.52294e-08	2.4848e-07	0	0	0	0	0	2.57327e-08	0	0	0	8.4139e-09	0	1.67427e-07	2.93673e-08	0	0	1.37305e-07	8.60747e-09	0	1.38419e-08	1.11509e-07	0	0	0	0	0	0	0	0	2.56812e-09	0	0	0	0	0	7.64866e-09	2e-06	2.56249e-07	0	1.20957e-07	3.11165e-09	0	0	0	1.36114e-08	4.6907e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.5355e-10	0	0	1.69023e-10	1.47724e-11	0	0	0	0	0	0	0
41	2.83629e-06	9.28909e-08	9.83695e-08	1.5672e-06	1.84654e-08	1.53547e-08	2.52264e-07	0	0	0	0	0	2.60384e-08	0	0	0	8.48421e-09	0	1.67426e-07	2.93271e-08	0	0	1.39412e-07	8.73966e-09	0	1.40186e-08	1.11234e-07	0	0	0	0	0	0	0	0	2.60759e-09	0	0	0	0	0	7.74728e-09	2e-06	2.55692e-07	0	1.20557e-07	3.13825e-09	0	0	0	1.3655e-08	4.71313e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.55105e-10	0	0	1.69373e-10	1.50516e-11	0	0	0	0	0	0	0
42	2.83224e-06	9.28975e-08	9.82356e-08	1.56514e-06	1.86349e-08	1.54739e-08	2.55907e-07	0	0	0	0	0	2.63326e-08	0	0	0	8.55108e-09	0	1.67425e-07	2.92883e-08	0	0	1.41441e-07	8.86698e-09	0	1.4188e-08	1.1097e-07	0	0	0	0	0	0	0	0	2.64558e-09	0	0	0	0	0	7.84173e-09	2e-06	2.55158e-07	0	1.20176e-07	3.16372e-09	0	0	0	1.36968e-08	4.73453e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.56592e-10	0	0	1.69705e-10	1.53214e-11	0	0	0	0	0	0	0
43	2.82835e-06	9.29036e-08	9.81068e-08	1.56314e-06	1.87971e-08	1.55876e-08	2.59415e-07	0	0	0	0	0	2.66158e-08	0	0	0	8.61474e-09	0	1.67424e-07	2.92507e-08	0	0	1.43394e-07	8.98955e-09	0	1.43503e-08	1.10717e-07	0	0	0	0	0	0	0	0	2.68213e-09	0	0	0	0	0	7.93219e-09	2e-06	2.54646e-07	0	1.19813e-07	3.18811e-09	0	0	0	1.37367e-08	4.75497e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.58016e-10	0	0	1.70018e-10	1.55822e-11	0	0	0	0	0	0	0
44	2.82461e-06	9.29094e-08	9.79831e-08	1.56122e-06	1.89522e-08	1.56959e-08	2.62791e-07	0	0	0	0	0	2.68885e-08	0	0	0	8.67536e-09	0	1.67423e-07	2.92145e-08	0	0	1.45271e-07	9.1075e-09	0	1.45058e-08	1.10475e-07	0	0	0	0	0	0	0	0	2.7173e-09	0	0	0	0	0	8.0188e-09	2e-06	2.54155e-07	0	1.19465e-07	3.21148e-09	0	0	0	1.3775e-08	4.77449e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.59379e-10	0	0	1.70315e-10	1.5834e-11	0	0	0	0	0	0	0
45	2.82103e-06	9.29148e-08	9.78643e-08	1.55936e-06	1.91007e-08	1.57991e-08	2.66039e-07	0	0	0	0	0	2.7151e-08	0	0	0	8.73312e-09	0	1.67422e-07	2.91795e-08	0	0	1.47077e-07	9.22098e-09	0	1.46548e-08	1.10243e-07	0	0	0	0	0	0	0	0	2.75111e-09	0	0	0	0	0	8.10174e-09	2e-06	2.53684e-07	0	1.19133e-07	3.23386e-09	0	0	0	1.38117e-08	4.79314e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.60685e-10	0	0	1.70596e-10	1.60772e-11	0	0	0	0	0	0	0
46	2.8176e-06	9.29198e-08	9.775e-08	1.55757e-06	1.92428e-08	1.58976e-08	2.69162e-07	0	0	0	0	0	2.74038e-08	0	0	0	8.78819e-09	0	1.67421e-07	2.91459e-08	0	0	1.48813e-07	9.33013e-09	0	1.47975e-08	1.10021e-07	0	0	0	0	0	0	0	0	2.78363e-09	0	0	0	0	0	8.18115e-09	2e-06	2.53231e-07	0	1.18816e-07	3.25531e-09	0	0	0	1.38468e-08	4.81097e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.61935e-10	0	0	1.70864e-10	1.63119e-11	0	0	0	0	0	0	0
47	2.8143e-06	9.29246e-08	9.76403e-08	1.55584e-06	1.93789e-08	1.59917e-08	2.72166e-07	0	0	0	0	0	2.76471e-08	0	0	0	8.84071e-09	0	1.67421e-07	2.91134e-08	0	0	1.50483e-07	9.43508e-09	0	1.49342e-08	1.09809e-07	0	0	0	0	0	0	0	0	2.81489e-09	0	0	0	0	0	8.25718e-09	2e-06	2.52797e-07	0	1.18513e-07	3.27586e-09	0	0	0	1.38804e-08	4.82801e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.63133e-10	0	0	1.71118e-10	1.65383e-11	0	0	0	0	0	0	0
48	2.81113e-06	9.29291e-08	9.75349e-08	1.55418e-06	1.95092e-08	1.60814e-08	2.75054e-07	0	0	0	0	0	2.78813e-08	0	0	0	8.89083e-09	0	1.6742e-07	2.90822e-08	0	0	1.52087e-07	9.53598e-09	0	1.50651e-08	1.09605e-07	0	0	0	0	0	0	0	0	2.84494e-09	0	0	0	0	0	8.32999e-09	2e-06	2.5238e-07	0	1.18223e-07	3.29557e-09	0	0	0	1.39127e-08	4.84431e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.64281e-10	0	0	1.71359e-10	1.67567e-11	0	0	0	0	0	0	0
49	2.80809e-06	9.29334e-08	9.74336e-08	1.55258e-06	1.96341e-08	1.61671e-08	2.77829e-07	0	0	0	0	0	2.81068e-08	0	0	0	8.93867e-09	0	1.6742e-07	2.90521e-08	0	0	1.53629e-07	9.63298e-09	0	1.51905e-08	1.0941e-07	0	0	0	0	0	0	0	0	2.87381e-09	0	0	0	0	0	8.3997e-09	2e-06	2.5198e-07	0	1.17946e-07	3.31446e-09	0	0	0	1.39436e-08	4.8599e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.65381e-10	0	0	1.71589e-10	1.69673e-11	0	0	0	0	0	0	0
50	2.80517e-06	9.29374e-08	9.73364e-08	1.55103e-06	1.97537e-08	1.6249e-08	2.80497e-07	0	0	0	0	0	2.83239e-08	0	0	0	8.98437e-09	0	1.6742e-07	2.90232e-08	0	0	1.5511e-07	9.72622e-09	0	1.53105e-08	1.09223e-07	0	0	0	0	0	0	0	0	2.90157e-09	0	0	0	0	0	8.46645e-09	2e-06	2.51595e-07	0	1.1768e-07	3.33258e-09	0	0	0	1.39733e-08	4.87481e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.66436e-10	0	0	1.71808e-10	1.71704e-11	0	0	0	0	0	0	0
51	2.80237e-06	9.29413e-08	9.72429e-08	1.54955e-06	1.98683e-08	1.63272e-08	2.83061e-07	0	0	0	0	0	2.8533e-08	0	0	0	9.02802e-09	0	1.6742e-07	2.89954e-08	0	0	1.56534e-07	9.81582e-09	0	1.54256e-08	1.09044e-07	0	0	0	0	0	0	0	0	2.92823e-09	0	0	0	0	0	8.53039e-09	2e-06	2.51226e-07	0	1.17426e-07	3.34996e-09	0	0	0	1.40018e-08	4.88909e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.67447e-10	0	0	1.72017e-10	1.73662e-11	0	0	0	0	0	0	0
52	2.79968e-06	9.29449e-08	9.71532e-08	1.54813e-06	1.99782e-08	1.6402e-08	2.85525e-07	0	0	0	0	0	2.87342e-08	0	0	0	9.06974e-09	0	1.67419e-07	2.89686e-08	0	0	1.57902e-07	9.90193e-09	0	1.55357e-08	1.08873e-07	0	0	0	0	0	0	0	0	2.95386e-09	0	0	0	0	0	8.59162e-09	2e-06	2.50872e-07	0	1.17183e-07	3.36663e-09	0	0	0	1.4029e-08	4.90276e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.68417e-10	0	0	1.72215e-10	1.75549e-11	0	0	0	0	0	0	0
53	2.7971e-06	9.29484e-08	9.7067e-08	1.54675e-06	2.00836e-08	1.64736e-08	2.87893e-07	0	0	0	0	0	2.8928e-08	0	0	0	9.10962e-09	0	1.67419e-07	2.89429e-08	0	0	1.59217e-07	9.98468e-09	0	1.56413e-08	1.08708e-07	0	0	0	0	0	0	0	0	2.97848e-09	0	0	0	0	0	8.65027e-09	2e-06	2.50531e-07	0	1.16951e-07	3.38262e-09	0	0	0	1.40552e-08	4.91585e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.69348e-10	0	0	1.72405e-10	1.77367e-11	0	0	0	0	0	0	0
54	2.79462e-06	9.29517e-08	9.69841e-08	1.54544e-06	2.01846e-08	1.6542e-08	2.90168e-07	0	0	0	0	0	2.91145e-08	0	0	0	9.14777e-09	0	1.67419e-07	2.89182e-08	0	0	1.60479e-07	1.00642e-08	0	1.57424e-08	1.08551e-07	0	0	0	0	0	0	0	0	3.00213e-09	0	0	0	0	0	8.70645e-09	2e-06	2.50204e-07	0	1.16728e-07	3.39796e-09	0	0	0	1.40804e-08	4.92838e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.7024e-10	0	0	1.72586e-10	1.79119e-11	0	0	0	0	0	0	0
55	2.79224e-06	9.29548e-08	9.69046e-08	1.54417e-06	2.02815e-08	1.66074e-08	2.92354e-07	0	0	0	0	0	2.92941e-08	0	0	0	9.18426e-09	0	1.67419e-07	2.88944e-08	0	0	1.61693e-07	1.01406e-08	0	1.58393e-08	1.084e-07	0	0	0	0	0	0	0	0	3.02486e-09	0	0	0	0	0	8.76027e-09	2e-06	2.49889e-07	0	1.16514e-07	3.41269e-09	0	0	0	1.41045e-08	4.94039e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.71097e-10	0	0	1.7276e-10	1.80807e-11	0	0	0	0	0	0	0
56	2.78995e-06	9.29578e-08	9.68282e-08	1.54295e-06	2.03745e-08	1.66701e-08	2.94454e-07	0	0	0	0	0	2.9467e-08	0	0	0	9.21918e-09	0	1.67419e-07	2.88716e-08	0	0	1.62859e-07	1.0214e-08	0	1.59321e-08	1.08256e-07	0	0	0	0	0	0	0	0	3.0467e-09	0	0	0	0	0	8.81184e-09	2e-06	2.49587e-07	0	1.16309e-07	3.42683e-09	0	0	0	1.41276e-08	4.9519e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.71919e-10	0	0	1.72925e-10	1.82433e-11	0	0	0	0	0	0	0
57	2.78776e-06	9.29607e-08	9.67548e-08	1.54178e-06	2.04636e-08	1.67301e-08	2.96472e-07	0	0	0	0	0	2.96334e-08	0	0	0	9.25261e-09	0	1.67419e-07	2.88496e-08	0	0	1.63979e-07	1.02845e-08	0	1.60211e-08	1.08118e-07	0	0	0	0	0	0	0	0	3.06768e-09	0	0	0	0	0	8.86126e-09	2e-06	2.49297e-07	0	1.16113e-07	3.44039e-09	0	0	0	1.41499e-08	4.96292e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.72708e-10	0	0	1.73083e-10	1.84e-11	0	0	0	0	0	0	0
58	2.78565e-06	9.29634e-08	9.66843e-08	1.54065e-06	2.05492e-08	1.67875e-08	2.98411e-07	0	0	0	0	0	2.97937e-08	0	0	0	9.28461e-09	0	1.67418e-07	2.88285e-08	0	0	1.65055e-07	1.03523e-08	0	1.61064e-08	1.07985e-07	0	0	0	0	0	0	0	0	3.08784e-09	0	0	0	0	0	8.90863e-09	2e-06	2.49018e-07	0	1.15925e-07	3.45342e-09	0	0	0	1.41712e-08	4.97349e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.73466e-10	0	0	1.73234e-10	1.85508e-11	0	0	0	0	0	0	0
59	2.78362e-06	9.2966e-08	9.66165e-08	1.53957e-06	2.06313e-08	1.68425e-08	3.00274e-07	0	0	0	0	0	2.9948e-08	0	0	0	9.31526e-09	0	1.67418e-07	2.88082e-08	0	0	1.66089e-07	1.04174e-08	0	1.61881e-08	1.07858e-07	0	0	0	0	0	0	0	0	3.1072e-09	0	0	0	0	0	8.95402e-09	2e-06	2.4875e-07	0	1.15745e-07	3.46592e-09	0	0	0	1.41917e-08	4.98363e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.74193e-10	0	0	1.73379e-10	1.86961e-11	0	0	0	0	0	0	0
60	2.78168e-06	9.29685e-08	9.65515e-08	1.53853e-06	2.07101e-08	1.68952e-08	3.02064e-07	0	0	0	0	0	3.00966e-08	0	0	0	9.34462e-09	0	1.67418e-07	2.87887e-08	0	0	1.67082e-07	1.048e-08	0	1.62664e-08	1.07736e-07	0	0	0	0	0	0	0	0	3.12581e-09	0	0	0	0	0	8.99754e-09	2e-06	2.48492e-07	0	1.15572e-07	3.47793e-09	0	0	0	1.42114e-08	4.99335e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.74891e-10	0	0	1.73517e-10	1.88361e-11	0	0	0	0	0	0	0
61	2.77981e-06	9.29709e-08	9.6489e-08	1.53753e-06	2.07858e-08	1.69456e-08	3.03784e-07	0	0	0	0	0	3.02396e-08	0	0	0	9.37274e-09	0	1.67418e-07	2.877e-08	0	0	1.68037e-07	1.05401e-08	0	1.63416e-08	1.07619e-07	0	0	0	0	0	0	0	0	3.14369e-09	0	0	0	0	0	9.03926e-09	2e-06	2.48244e-07	0	1.15406e-07	3.48947e-09	0	0	0	1.42303e-08	5.00267e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.75562e-10	0	0	1.7365e-10	1.89708e-11	0	0	0	0	0	0	0
62	2.77802e-06	9.29732e-08	9.64289e-08	1.53657e-06	2.08584e-08	1.6994e-08	3.05436e-07	0	0	0	0	0	3.03773e-08	0	0	0	9.3997e-09	0	1.67418e-07	2.8752e-08	0	0	1.68954e-07	1.05979e-08	0	1.64136e-08	1.07507e-07	0	0	0	0	0	0	0	0	3.16088e-09	0	0	0	0	0	9.07927e-09	2e-06	2.48006e-07	0	1.15247e-07	3.50054e-09	0	0	0	1.42484e-08	5.0116e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.76206e-10	0	0	1.73777e-10	1.91006e-11	0	0	0	0	0	0	0
63	2.77629e-06	9.29754e-08	9.63712e-08	1.53565e-06	2.09281e-08	1.70404e-08	3.07025e-07	0	0	0	0	0	3.05099e-08	0	0	0	9.42553e-09	0	1.67418e-07	2.87347e-08	0	0	1.69836e-07	1.06534e-08	0	1.64827e-08	1.074e-07	0	0	0	0	0	0	0	0	3.17739e-09	0	0	0	0	0	9.11764e-09	2e-06	2.47777e-07	0	1.15095e-07	3.51119e-09	0	0	0	1.42659e-08	5.02018e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.76824e-10	0	0	1.73899e-10	1.92255e-11	0	0	0	0	0	0	0
64	2.77464e-06	9.29775e-08	9.63157e-08	1.53476e-06	2.09951e-08	1.70848e-08	3.08551e-07	0	0	0	0	0	3.06376e-08	0	0	0	9.4503e-09	0	1.67418e-07	2.87181e-08	0	0	1.70683e-07	1.07068e-08	0	1.65489e-08	1.07297e-07	0	0	0	0	0	0	0	0	3.19325e-09	0	0	0	0	0	9.15443e-09	2e-06	2.47557e-07	0	1.14948e-07	3.52141e-09	0	0	0	1.42826e-08	5.02841e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.77419e-10	0	0	1.74015e-10	1.93458e-11	0	0	0	0	0	0	0
65	2.77305e-06	9.29795e-08	9.62624e-08	1.53391e-06	2.10594e-08	1.71275e-08	3.10018e-07	0	0	0	0	0	3.07605e-08	0	0	0	9.47405e-09	0	1.67418e-07	2.87021e-08	0	0	1.71497e-07	1.07581e-08	0	1.66125e-08	1.07198e-07	0	0	0	0	0	0	0	0	3.2085e-09	0	0	0	0	0	9.18973e-09	2e-06	2.47345e-07	0	1.14808e-07	3.53123e-09	0	0	0	1.42987e-08	5.0363e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.7799e-10	0	0	1.74127e-10	1.94616e-11	0	0	0	0	0	0	0
66	2.77152e-06	9.29814e-08	9.62112e-08	1.53309e-06	2.11211e-08	1.71683e-08	3.11428e-07	0	0	0	0	0	3.08788e-08	0	0	0	9.49682e-09	0	1.67418e-07	2.86867e-08	0	0	1.72279e-07	1.08074e-08	0	1.66734e-08	1.07103e-07	0	0	0	0	0	0	0	0	3.22316e-09	0	0	0	0	0	9.22359e-09	2e-06	2.47142e-07	0	1.14673e-07	3.54066e-09	0	0	0	1.43142e-08	5.04388e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.78538e-10	0	0	1.74234e-10	1.95732e-11	0	0	0	0	0	0	0
67	2.77005e-06	9.29833e-08	9.6162e-08	1.5323e-06	2.11804e-08	1.72075e-08	3.12782e-07	0	0	0	0	0	3.09928e-08	0	0	0	9.51867e-09	0	1.67418e-07	2.8672e-08	0	0	1.73031e-07	1.08548e-08	0	1.67319e-08	1.07012e-07	0	0	0	0	0	0	0	0	3.23724e-09	0	0	0	0	0	9.25607e-09	2e-06	2.46946e-07	0	1.14544e-07	3.54973e-09	0	0	0	1.43291e-08	5.05116e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.79066e-10	0	0	1.74336e-10	1.96805e-11	0	0	0	0	0	0	0
68	2.76864e-06	9.2985e-08	9.61147e-08	1.53155e-06	2.12374e-08	1.72452e-08	3.14085e-07	0	0	0	0	0	3.11025e-08	0	0	0	9.53962e-09	0	1.67418e-07	2.86578e-08	0	0	1.73754e-07	1.09003e-08	0	1.6788e-08	1.06925e-07	0	0	0	0	0	0	0	0	3.25078e-09	0	0	0	0	0	9.28724e-09	2e-06	2.46758e-07	0	1.14419e-07	3.55844e-09	0	0	0	1.43434e-08	5.05814e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.79572e-10	0	0	1.74435e-10	1.97839e-11	0	0	0	0	0	0	0
69	2.76728e-06	9.29867e-08	9.60692e-08	1.53082e-06	2.12922e-08	1.72812e-08	3.15336e-07	0	0	0	0	0	3.12081e-08	0	0	0	9.55973e-09	0	1.67418e-07	2.86441e-08	0	0	1.74448e-07	1.09441e-08	0	1.68419e-08	1.06841e-07	0	0	0	0	0	0	0	0	3.26379e-09	0	0	0	0	0	9.31716e-09	2e-06	2.46577e-07	0	1.143e-07	3.56681e-09	0	0	0	1.43571e-08	5.06484e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.80059e-10	0	0	1.74529e-10	1.98835e-11	0	0	0	0	0	0	0
70	2.76598e-06	9.29884e-08	9.60255e-08	1.53012e-06	2.13448e-08	1.73159e-08	3.16539e-07	0	0	0	0	0	3.13098e-08	0	0	0	9.57903e-09	0	1.67418e-07	2.8631e-08	0	0	1.75116e-07	1.09861e-08	0	1.68936e-08	1.06761e-07	0	0	0	0	0	0	0	0	3.2763e-09	0	0	0	0	0	9.34587e-09	2e-06	2.46403e-07	0	1.14185e-07	3.57486e-09	0	0	0	1.43703e-08	5.07128e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.80527e-10	0	0	1.7462e-10	1.99793e-11	0	0	0	0	0	0	0
71	2.76472e-06	9.29899e-08	9.59835e-08	1.52945e-06	2.13953e-08	1.73491e-08	3.17696e-07	0	0	0	0	0	3.14077e-08	0	0	0	9.59755e-09	0	1.67417e-07	2.86184e-08	0	0	1.75758e-07	1.10266e-08	0	1.69432e-08	1.06683e-07	0	0	0	0	0	0	0	0	3.28832e-09	0	0	0	0	0	9.37342e-09	2e-06	2.46235e-07	0	1.14075e-07	3.5826e-09	0	0	0	1.4383e-08	5.07746e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.80977e-10	0	0	1.74707e-10	2.00715e-11	0	0	0	0	0	0	0
72	2.76352e-06	9.29914e-08	9.59432e-08	1.5288e-06	2.14439e-08	1.7381e-08	3.18808e-07	0	0	0	0	0	3.1502e-08	0	0	0	9.61532e-09	0	1.67417e-07	2.86063e-08	0	0	1.76375e-07	1.10654e-08	0	1.69908e-08	1.06609e-07	0	0	0	0	0	0	0	0	3.29988e-09	0	0	0	0	0	9.39987e-09	2e-06	2.46074e-07	0	1.1397e-07	3.59003e-09	0	0	0	1.43952e-08	5.0834e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.81409e-10	0	0	1.7479e-10	2.01603e-11	0	0	0	0	0	0	0
73	2.76236e-06	9.29928e-08	9.59043e-08	1.52818e-06	2.14906e-08	1.74117e-08	3.19877e-07	0	0	0	0	0	3.15928e-08	0	0	0	9.63239e-09	0	1.67417e-07	2.85947e-08	0	0	1.76968e-07	1.11028e-08	0	1.70365e-08	1.06538e-07	0	0	0	0	0	0	0	0	3.31099e-09	0	0	0	0	0	9.42527e-09	2e-06	2.45919e-07	0	1.13868e-07	3.59718e-09	0	0	0	1.4407e-08	5.0891e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.81825e-10	0	0	1.7487e-10	2.02458e-11	0	0	0	0	0	0	0
74	2.76125e-06	9.29942e-08	9.5867e-08	1.52758e-06	2.15355e-08	1.74411e-08	3.20904e-07	0	0	0	0	0	3.16802e-08	0	0	0	9.64877e-09	0	1.67417e-07	2.85835e-08	0	0	1.77538e-07	1.11387e-08	0	1.70804e-08	1.0647e-07	0	0	0	0	0	0	0	0	3.32167e-09	0	0	0	0	0	9.44964e-09	2e-06	2.4577e-07	0	1.13771e-07	3.60405e-09	0	0	0	1.44182e-08	5.09458e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.82225e-10	0	0	1.74947e-10	2.03281e-11	0	0	0	0	0	0	0
75	2.76018e-06	9.29955e-08	9.58312e-08	1.52701e-06	2.15786e-08	1.74693e-08	3.21892e-07	0	0	0	0	0	3.17644e-08	0	0	0	9.66451e-09	0	1.67417e-07	2.85727e-08	0	0	1.78087e-07	1.11733e-08	0	1.71226e-08	1.06404e-07	0	0	0	0	0	0	0	0	3.33194e-09	0	0	0	0	0	9.47305e-09	2e-06	2.45627e-07	0	1.13677e-07	3.61066e-09	0	0	0	1.44291e-08	5.09984e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.82609e-10	0	0	1.75021e-10	2.04074e-11	0	0	0	0	0	0	0
76	2.75915e-06	9.29968e-08	9.57967e-08	1.52646e-06	2.162e-08	1.74964e-08	3.22842e-07	0	0	0	0	0	3.18454e-08	0	0	0	9.67962e-09	0	1.67417e-07	2.85624e-08	0	0	1.78614e-07	1.12065e-08	0	1.71631e-08	1.06341e-07	0	0	0	0	0	0	0	0	3.34182e-09	0	0	0	0	0	9.49554e-09	2e-06	2.45489e-07	0	1.13587e-07	3.61701e-09	0	0	0	1.44395e-08	5.1049e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.82978e-10	0	0	1.75092e-10	2.04837e-11	0	0	0	0	0	0	0
77	2.75816e-06	9.2998e-08	9.57635e-08	1.52593e-06	2.16599e-08	1.75225e-08	3.23755e-07	0	0	0	0	0	3.19234e-08	0	0	0	9.69413e-09	0	1.67417e-07	2.85524e-08	0	0	1.79121e-07	1.12385e-08	0	1.72019e-08	1.06281e-07	0	0	0	0	0	0	0	0	3.35131e-09	0	0	0	0	0	9.51714e-09	2e-06	2.45356e-07	0	1.135e-07	3.62312e-09	0	0	0	1.44496e-08	5.10976e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.83334e-10	0	0	1.7516e-10	2.05571e-11	0	0	0	0	0	0	0
78	2.75721e-06	9.29992e-08	9.57316e-08	1.52542e-06	2.16982e-08	1.75475e-08	3.24633e-07	0	0	0	0	0	3.19985e-08	0	0	0	9.70807e-09	0	1.67417e-07	2.85428e-08	0	0	1.79608e-07	1.12692e-08	0	1.72393e-08	1.06223e-07	0	0	0	0	0	0	0	0	3.36044e-09	0	0	0	0	0	9.53788e-09	2e-06	2.45228e-07	0	1.13417e-07	3.62899e-09	0	0	0	1.44592e-08	5.11443e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.83675e-10	0	0	1.75225e-10	2.06278e-11	0	0	0	0	0	0	0
79	2.7563e-06	9.30003e-08	9.5701e-08	1.52492e-06	2.17351e-08	1.75715e-08	3.25478e-07	0	0	0	0	0	3.20709e-08	0	0	0	9.72146e-09	0	1.67417e-07	2.85336e-08	0	0	1.80077e-07	1.12987e-08	0	1.72752e-08	1.06167e-07	0	0	0	0	0	0	0	0	3.36922e-09	0	0	0	0	0	9.55781e-09	2e-06	2.45105e-07	0	1.13337e-07	3.63464e-09	0	0	0	1.44685e-08	5.11892e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.84004e-10	0	0	1.75288e-10	2.06958e-11	0	0	0	0	0	0	0
80	2.75542e-06	9.30014e-08	9.56715e-08	1.52445e-06	2.17705e-08	1.75946e-08	3.2629e-07	0	0	0	0	0	3.21405e-08	0	0	0	9.73432e-09	0	1.67417e-07	2.85248e-08	0	0	1.80528e-07	1.13271e-08	0	1.73096e-08	1.06113e-07	0	0	0	0	0	0	0	0	3.37767e-09	0	0	0	0	0	9.57695e-09	2e-06	2.44987e-07	0	1.13261e-07	3.64007e-09	0	0	0	1.44774e-08	5.12323e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.8432e-10	0	0	1.75348e-10	2.07614e-11	0	0	0	0	0	0	0
81	2.75457e-06	9.30025e-08	9.56431e-08	1.524e-06	2.18045e-08	1.76168e-08	3.27071e-07	0	0	0	0	0	3.22076e-08	0	0	0	9.74668e-09	0	1.67417e-07	2.85163e-08	0	0	1.80961e-07	1.13544e-08	0	1.73427e-08	1.06062e-07	0	0	0	0	0	0	0	0	3.38579e-09	0	0	0	0	0	9.59534e-09	2e-06	2.44873e-07	0	1.13187e-07	3.6453e-09	0	0	0	1.4486e-08	5.12737e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	4.84624e-10	0	0	1.75406e-10	2.08244e-11	0	0	0	0	0	0	0
