Time	[Arr]	[Ca2_buff]	[Ca2_free]	[G_GTP]	[Ga_GDP]	[Ga_GTP]	[Ga_GTP_PDE_a_Ga_GTP]	[Ga_GTP_a_PDE_a_Ga_GTP]	[Gbg]	[Gt]	[Ops]	[Ops_G]	[Ops_G_GTP]	[Ops_Gt]	[PDE]	[PDE_Ga_GTP]	[PDE_a_Ga_GTP]	[R]	[R0]	[R0_G]	[R0_G_GTP]	[R0_Gt]	[R0_RKpre]	[R1]	[R1_Arr]	[R1_G]	[R1_G_GTP]	[R1_Gt]	[R1_RKpost]	[R1_RKpre]	[R2]	[R2_Arr]	[R2_G]	[R2_G_GTP]	[R2_Gt]	[R2_RKpost]	[R2_RKpre]	[R3]	[R3_Arr]	[R3_G]	[R3_G_GTP]	[R3_Gt]	[R3_RKpost]	[R3_RKpre]	[R4]	[R4_Arr]	[R4_G]	[R4_G_GTP]	[R4_Gt]	[R4_RKpost]	[R4_RKpre]	[R5]	[R5_Arr]	[R5_G]	[R5_G_GTP]	[R5_Gt]	[R5_RKpost]	[R5_RKpre]	[R6]	[R6_Arr]	[R6_G]	[R6_G_GTP]	[R6_Gt]	[R6_RKpost]	[R6_RKpre]	[RGS]	[RGS_Ga_GTP_a_PDE_a_Ga_GTP]	[RGS_PDE_a_Ga_GTP]	[RK]	[Rec_wCa2_RK]	[cGMP]
70	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
71	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
72	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
73	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
74	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
75	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
76	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
77	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
78	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
79	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
80	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
81	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
82	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
83	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
84	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
85	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
86	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
87	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
88	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
89	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
90	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
91	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
92	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
93	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
94	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
95	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
96	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
97	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
98	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
99	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
100	3.13e+07	42.822	0.6	0	0	0	0	0	0	3.6e+08	0	0	0	0	1.335e+07	0	0	3.6e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+06	0	0	14183.9	4.20121e+06	4
