Time	[IIa]	[VIII]	[VIIIa]	[APC_PS]	[IX]	[IXa]	[XIa]	[XI]	[XIIa]	[VII]	[VIIa]	[X]	[Xa]	[IXa_VIIIa]	[V]	[Va]	[II]	[F]	[Fg]	[DP]	[P]	[XF]	[XIII]	[Pg]	[APC]	[IIa_Tmod]	[PC]	[Tmod]	[TF]	[VIIa_TF]	[VII_TF]	[Xa_TFPI]	[TFPI]	[PS]	[VKH2]	[Va_Xa]	[CA]	[XII]	[K]	[ATIII_Heparin]	[Xa_ATIII_Heparin]	[VK]	[C_warf]	[VKO]	[Pk]	[FDP]	[D]	[TAT]	[VIIa_TF_Xa_TFPI]	[XIIIa]	[IIa_ATIII_Heparin]	[A_warf]	[IXa_ATIII_Heparin]	[VK_p]	Values[Integral_Fibrin]
48	-1.00255e-22	0.260273	-3.63298e-15	1.67537e-19	18.0437	1.72413e-22	1.28596e-23	29.1458	0	5.54292	-9.85312e-24	31.3639	4.26355e-23	-2.30101e-26	8.89895	-8.25523e-21	415.805	6.41018	1001.89	224.546	0.16203	48.861	5.13921	1006.25	-1.67682e-19	2.79072e-23	22.4109	38.4215	1.84808e-22	2.00401e-25	8.77698e-06	-3.10074e-23	2.5	121.102	0.0780104	1.74555e-28	0	234.464	0	0	0	0.780875	0	0.0778725	422.785	55.8169	168.729	0.65851	-7.13479e-34	0.000423364	0	0	0	2.0528	4835.18
49	-1.84859e-24	0.285052	-2.9009e-14	7.94684e-22	19.5261	-4.56546e-23	2.62604e-24	29.2842	0	5.79836	-4.64599e-25	33.2303	-3.18267e-24	1.8361e-27	9.64817	-8.45106e-20	422.492	5.48323	1093.71	211.223	0.145868	45.9826	5.37337	1059.26	-9.59484e-22	-1.18097e-23	23.6009	38.9861	-5.50928e-24	-5.51788e-25	4.35853e-06	-2.54598e-24	2.5	122.95	0.0780274	-5.56289e-31	0	236.141	0	0	0	0.780995	0	0.0779024	424.112	55.8121	155.411	0.539143	5.69325e-35	0.000212349	0	0	0	2.09759	4841.11
50	-9.85342e-26	0.308434	-1.94748e-15	1.64313e-22	20.9665	-6.51497e-24	6.09028e-25	29.4094	0	6.02511	3.31664e-25	35.0639	-1.20756e-24	5.86965e-28	10.3659	-5.64954e-21	429.115	4.73869	1185.48	198.925	0.132072	43.3182	5.60668	1109.97	-1.55192e-22	2.00586e-25	24.7334	39.5233	3.51918e-25	-6.32599e-27	2.16438e-06	1.10788e-24	2.5	124.769	0.0780433	5.44342e-30	0	237.797	0	0	0	0.781109	0	0.0779296	425.375	55.7685	143.156	0.441413	1.82001e-35	0.000106509	0	0	0	2.14236	4846.21
51	1.36038e-26	0.330499	6.68348e-16	-2.80826e-22	22.3662	6.8046e-24	4.93091e-26	29.5227	0	6.22639	1.41238e-25	36.8653	3.39615e-25	-3.26403e-29	11.0533	1.96342e-21	435.675	4.13143	1277.33	187.585	0.120158	40.8445	5.83916	1158.46	2.99271e-22	5.28431e-25	25.8111	40.0343	-6.11924e-24	5.39539e-27	1.0748e-06	3.47145e-25	2.5	126.559	0.0780583	2.95407e-30	0	239.434	0	0	0	0.781221	0	0.0779544	426.576	55.6994	131.886	0.361398	-1.01208e-36	5.34227e-05	0	0	0	2.18711	4850.63
52	-3.47103e-28	0.35132	7.28344e-17	1.46126e-23	23.7262	-7.6857e-26	-1.68953e-26	29.6252	0	6.40508	-7.31476e-27	38.6349	-2.58802e-27	-1.49718e-29	11.7119	2.13414e-22	442.171	3.62957	1369.37	177.139	0.109769	38.5418	6.0708	1204.8	-1.55171e-23	6.77875e-27	26.8366	40.5203	4.34695e-25	-3.74953e-27	5.33732e-07	-4.09016e-26	2.5	128.321	0.0780724	-4.02668e-30	0	241.051	0	0	0	0.781328	0	0.0779771	427.718	55.6142	121.525	0.295888	-4.64229e-37	2.67956e-05	0	0	0	2.23185	4854.51
53	-1.20058e-27	0.370968	-1.63298e-17	-3.8746e-24	25.0477	-3.4046e-25	-2.68995e-27	29.718	0	6.56371	-6.81696e-27	40.3735	-2.00256e-26	5.94314e-31	12.3427	-4.839e-23	448.604	3.21007	1461.66	167.524	0.100636	36.3937	6.30161	1249.06	2.97662e-24	-1.63823e-26	27.8126	40.9826	-6.77969e-26	-1.09271e-27	2.65044e-07	-1.23919e-26	2.5	130.054	0.0780859	2.12585e-31	0	242.649	0	0	0	0.781434	0	0.077998	428.805	55.5201	112.004	0.242252	1.84279e-38	1.344e-05	0	0	0	2.27657	4857.92
54	-2.40103e-28	0.389509	-2.18158e-18	5.0288e-24	26.3317	3.98235e-27	1.16088e-27	29.8019	0	6.70455	9.44248e-28	42.0814	-1.51762e-27	3.67871e-31	12.947	-6.4155e-24	454.976	2.85586	1554.22	158.677	0.0925515	34.3859	6.53159	1291.34	-4.97007e-24	1.26992e-27	28.7413	41.4224	-1.34871e-26	1.02864e-28	1.31617e-07	3.66605e-27	2.5	131.76	0.0780987	-8.89436e-31	0	244.227	0	0	0	0.781536	0	0.0780172	429.838	55.4222	103.255	0.198339	1.14065e-38	6.74121e-06	0	0	0	2.32128	4860.95
55	-5.41402e-29	0.407005	-5.32879e-19	-1.2127e-24	27.5794	-2.20483e-26	-2.92499e-28	29.8779	0	6.82961	-6.28661e-28	43.7593	-1.22344e-27	1.80042e-33	13.5258	-1.63316e-24	461.285	2.5541	1647.07	150.541	0.0853507	32.5062	6.76074	1331.7	1.17099e-24	-9.84699e-28	29.6251	41.8407	-1.45232e-26	-3.30172e-29	6.53593e-08	-1.04456e-27	2.5	133.438	0.0781109	1.23992e-30	0	245.787	0	0	0	0.781637	0	0.0780352	430.822	55.3245	95.2166	0.162387	5.58281e-41	3.38124e-06	0	0	0	2.36597	4863.65
56	2.01787e-26	0.423516	-1.02349e-17	-5.95374e-21	28.7917	9.61851e-27	-3.52513e-27	29.9466	0	6.94067	-7.90557e-29	45.4076	8.81894e-28	-3.52194e-32	14.0803	-3.4236e-23	467.534	2.29496	1740.21	143.062	0.0789027	30.7439	6.98907	1370.22	5.95076e-21	-1.5886e-26	30.4662	42.2387	2.76776e-24	6.2869e-29	3.24565e-08	-3.36057e-28	2.5	135.089	0.0781227	1.6585e-31	0	247.328	0	0	0	0.781735	0	0.0780519	431.757	55.2299	87.8317	0.132951	-1.09205e-39	1.69595e-06	0	0	0	2.41064	4866.07
57	1.17253e-24	0.439096	-7.8105e-16	-6.87457e-19	29.9697	-1.21099e-25	-1.71307e-25	30.0088	0	7.03929	-1.57136e-27	47.0268	-2.10741e-26	-1.03717e-32	14.6115	-2.62083e-21	473.722	2.07083	1833.63	136.187	0.0731012	29.0895	7.21658	1406.99	6.86599e-19	-9.94646e-25	31.2665	42.6172	1.48346e-22	3.91007e-27	1.61175e-08	-1.32318e-27	2.5	136.714	0.0781341	-2.4565e-31	0	248.851	0	0	0	0.781832	0	0.0780675	432.647	55.1405	81.0469	0.108851	-3.21593e-40	8.50651e-07	0	0	0	2.45529	4868.25
58	-3.50756e-25	0.453798	-1.1089e-15	-3.52955e-20	31.1143	1.46951e-25	2.6601e-25	30.065	0	7.1269	-8.55055e-27	48.6175	5.51357e-27	-5.61081e-33	15.1203	-3.78513e-21	479.849	1.87571	1927.32	129.871	0.0678592	27.5348	7.44327	1442.06	2.91086e-20	-2.70139e-25	32.0282	42.9773	-5.58642e-24	5.39734e-27	8.00373e-09	-1.58276e-26	2.5	138.313	0.0781451	-7.40559e-32	0	250.356	0	0	0	0.781928	0	0.0780823	433.493	55.0581	74.813	0.0891197	-1.7399e-40	4.26667e-07	0	0	0	2.49993	4870.22
59	1.7335e-26	0.467671	-2.04834e-17	-1.03071e-19	32.2264	4.82351e-25	-1.43571e-28	30.1159	0	7.20471	1.04809e-27	50.1802	3.6125e-26	-1.81225e-34	15.6076	-7.46823e-23	485.918	1.70485	2021.25	124.069	0.0631047	26.0723	7.66915	1475.53	1.03081e-19	-1.79759e-26	32.753	43.3198	-2.65472e-23	-5.68467e-30	3.97455e-09	1.41929e-27	2.5	139.887	0.0781559	-4.9521e-32	0	251.843	0	0	0	0.782022	0	0.0780962	434.298	54.984	69.0847	0.072965	-5.62549e-42	2.14007e-07	0	0	0	2.54455	4872.01
60	4.27031e-24	0.480763	-2.38109e-15	-3.91609e-17	33.3071	1.15853e-24	-6.84516e-25	30.162	0	7.27385	-2.49646e-26	51.7153	7.46706e-26	5.64009e-34	16.0745	-8.32099e-21	491.927	1.55442	2115.39	118.739	0.0587775	24.6953	7.89422	1507.45	3.91191e-17	-3.50059e-24	33.4428	43.6456	-1.08721e-21	-4.07165e-27	1.97371e-09	-3.57188e-26	2.5	141.435	0.0781663	6.00751e-32	0	253.312	0	0	0	0.782115	0	0.0781095	435.064	54.919	63.8202	0.0597387	1.76608e-41	1.07341e-07	0	0	0	2.58915	4873.64
61	2.48857e-23	0.493117	-2.06055e-14	-3.43326e-16	34.3571	6.0606e-24	-2.68211e-24	30.2037	0	7.33529	-1.51462e-25	53.2234	6.55161e-25	2.18722e-34	16.5217	-7.26369e-20	497.878	1.42132	2209.72	113.845	0.0548269	23.3977	8.11847	1537.89	3.42578e-16	-2.30806e-23	34.0993	43.9555	-8.94388e-21	-2.60796e-26	9.80123e-10	-6.22477e-26	2.5	142.958	0.0781765	2.17858e-33	0	254.763	0	0	0	0.782207	0	0.0781222	435.792	54.8642	58.981	0.0489099	7.15e-42	5.38401e-08	0	0	0	2.63374	4875.12
62	-7.28867e-24	0.504775	-1.963e-14	-6.74889e-18	35.3773	8.17826e-24	5.58024e-24	30.2414	0	7.38989	7.00144e-26	54.7048	-4.11533e-25	-5.32532e-34	16.9501	-7.2176e-20	503.772	1.30302	2304.19	109.352	0.0512099	22.1743	8.34193	1566.93	4.50323e-18	-4.27364e-24	34.724	44.2503	2.78287e-21	-1.77071e-26	4.86719e-10	9.19013e-27	2.5	144.457	0.0781865	-2.45188e-31	0	256.198	0	0	0	0.782299	0	0.0781343	436.485	54.8199	54.532	0.0400441	-3.69433e-42	2.70051e-08	0	0	0	2.6783	4876.49
63	-1.02838e-22	0.515776	4.48433e-14	-3.51048e-15	36.3687	-1.59161e-23	1.7553e-23	30.2755	0	7.43843	-7.03875e-27	56.1602	9.24379e-25	7.39579e-34	17.3605	1.62506e-19	509.608	1.19744	2398.78	105.227	0.0478897	21.0198	8.56457	1594.61	3.50734e-15	7.80842e-23	35.3186	44.5307	1.36689e-20	-3.66252e-27	2.41703e-10	-1.11594e-25	2.5	145.931	0.0781963	5.00451e-31	0	257.615	0	0	0	0.782389	0	0.078146	437.144	54.7868	50.4406	0.0327853	2.31201e-42	1.35454e-08	0	0	0	2.72285	4877.74
64	-2.85404e-23	0.526157	7.48114e-16	3.57368e-16	37.3319	8.64945e-24	7.24915e-24	30.3064	0	7.48159	1.21557e-26	57.5899	6.88251e-26	-8.88503e-35	17.7535	-1.0705e-21	515.387	1.10285	2493.44	101.442	0.0448348	19.93	8.78642	1621.01	-3.54866e-16	1.61337e-23	35.8844	44.7974	3.05156e-20	6.94728e-27	1.20027e-10	-3.63182e-25	2.5	147.382	0.0782059	-1.40275e-30	0	259.015	0	0	0	0.78248	0	0.0781573	437.771	54.7652	46.6772	0.0268423	-4.65277e-43	6.79408e-09	0	0	0	2.76739	4878.88
65	5.85361e-25	0.535953	1.02281e-15	-1.27976e-18	38.2679	1.26855e-24	-3.8122e-25	30.3343	0	7.51998	3.06393e-26	58.9944	1.34215e-25	3.64866e-37	18.1301	3.92448e-21	521.11	1.0178	2588.13	97.9698	0.0420178	18.9005	9.00747	1646.17	1.09079e-18	5.95174e-26	36.4229	45.0512	-4.4619e-22	2.09007e-28	5.96016e-11	-5.11937e-26	2.5	148.81	0.0782155	-6.9619e-30	0	260.398	0	0	0	0.782569	0	0.0781682	438.368	54.7553	43.2145	0.0219766	-8.03305e-45	3.40765e-09	0	0	0	2.8119	4879.94
66	6.65921e-27	0.545197	1.98947e-16	-1.40728e-19	39.1773	-1.35106e-25	-4.18518e-26	30.3596	0	7.55414	5.88243e-27	60.3741	4.61144e-27	4.96191e-36	18.4908	7.89802e-22	526.778	0.941076	2682.82	94.7848	0.0394152	17.9276	9.22773	1670.16	1.01304e-19	9.20709e-26	36.9355	45.2925	-3.75814e-23	5.38828e-29	2.95991e-11	6.92558e-27	2.5	150.215	0.0782248	-1.93214e-30	0	261.765	0	0	0	0.782658	0	0.0781788	438.935	54.7573	40.0275	0.017993	6.40552e-45	1.70929e-09	0	0	0	2.8564	4880.92
67	-2.95764e-26	0.55392	-4.22772e-16	4.42752e-20	40.061	-6.18013e-26	9.40947e-26	30.3825	0	7.58453	-1.72986e-26	61.7295	-2.15087e-26	1.3454e-36	18.8363	-1.68058e-21	532.39	0.871651	2777.46	91.8647	0.037006	17.0077	9.44719	1693.03	-3.67081e-20	-1.83407e-25	37.4233	45.5221	1.48491e-22	-1.62742e-28	1.47015e-11	-9.57055e-27	2.5	151.598	0.0782341	-1.31833e-30	0	263.116	0	0	0	0.782746	0	0.0781892	439.475	54.7713	37.0933	0.0147314	-4.26432e-45	8.57499e-10	0	0	0	2.90088	4881.83
68	-7.5007e-28	0.562152	1.95154e-16	-5.2813e-20	40.9197	-3.62116e-25	-4.02377e-26	30.4032	0	7.6116	-3.74254e-27	63.061	-4.07948e-27	-4.12508e-37	19.1673	7.74077e-22	537.948	0.80865	2872.01	89.1885	0.0347722	16.1377	9.66587	1714.83	-1.56274e-20	9.19992e-26	37.8876	45.7405	-2.26361e-24	-7.65802e-29	7.30579e-12	3.37305e-27	2.5	152.958	0.0782433	5.78419e-30	0	264.451	0	0	0	0.782835	0	0.0781993	439.988	54.7975	34.391	0.012061	7.80257e-45	4.30381e-10	0	0	0	2.94535	4882.67
69	1.65098e-27	0.569919	-2.25043e-16	1.09649e-19	41.7541	5.74267e-25	4.75694e-26	30.4219	0	7.63571	1.05894e-26	64.3691	1.02038e-26	-1.0205e-36	19.4843	-8.90838e-22	543.452	0.751326	2966.43	86.7371	0.0326977	15.3144	9.88376	1735.61	2.26081e-21	-1.03606e-25	38.3295	45.9482	-1.00735e-23	2.03427e-28	3.62986e-12	-2.46311e-27	2.5	154.296	0.0782524	-9.66634e-31	0	265.769	0	0	0	0.782922	0	0.0782093	440.476	54.8358	31.9013	0.00987475	-1.18563e-44	2.15973e-10	0	0	0	2.98979	4883.45
70	-8.55228e-27	0.577249	7.93992e-16	1.62244e-19	42.5648	-8.3829e-25	-1.57178e-25	30.4389	0	7.65719	1.33688e-26	65.6541	1.27249e-26	-7.40927e-37	19.788	3.15674e-21	548.902	0.699038	3060.68	84.4928	0.0307684	14.5353	10.1009	1755.41	-3.72513e-19	3.91876e-25	38.7501	46.1458	6.29824e-24	-1.46179e-28	1.80669e-12	2.26518e-26	2.5	155.613	0.0782615	5.76523e-30	0	267.072	0	0	0	0.78301	0	0.078219	440.941	54.8862	29.6067	0.00808476	2.58696e-44	1.08551e-10	0	0	0	3.03422	4884.17
71	-8.91533e-26	0.584166	3.7098e-15	2.28525e-18	43.3526	-3.79536e-24	-7.26063e-25	30.4542	0	7.67635	4.01868e-26	66.9164	7.54121e-26	1.21344e-35	20.0789	1.47378e-20	554.3	0.651232	3154.71	82.4395	0.0289716	13.7975	10.3172	1774.28	-3.50588e-18	1.84731e-24	39.1505	46.3338	1.85372e-22	-1.67451e-27	8.99101e-13	1.01793e-25	2.5	156.909	0.0782705	1.59228e-29	0	268.36	0	0	0	0.783097	0	0.0782286	441.383	54.9485	27.491	0.00661925	1.4155e-43	5.45521e-11	0	0	0	3.07863	4884.85
72	-6.65674e-25	0.590694	1.52529e-14	2.77494e-17	44.1181	-7.75648e-24	-2.93515e-24	30.4681	0	7.69344	2.98343e-25	68.1565	5.99399e-25	3.67452e-35	20.3576	6.06616e-20	559.645	0.607428	3248.49	80.5623	0.0272962	13.0988	10.5327	1792.27	-3.24428e-17	7.72472e-24	39.5316	46.5126	1.20807e-21	-6.50347e-27	4.47193e-13	4.1994e-25	2.5	158.184	0.0782794	5.23666e-29	0	269.632	0	0	0	0.783184	0	0.0782381	441.803	55.0228	25.5395	0.00541938	5.59367e-43	2.74018e-11	0	0	0	3.12303	4885.48
73	-5.14851e-24	0.596853	6.62536e-14	2.9433e-16	44.862	-2.28678e-24	-1.24885e-23	30.4806	0	7.7087	1.49774e-24	69.3748	3.59342e-24	8.4739e-36	20.6245	2.64109e-19	564.938	0.56721	3341.97	78.8476	0.025732	12.4369	10.7475	1809.41	-3.12995e-16	3.42672e-23	39.8944	46.6827	8.49755e-21	-2.75078e-26	2.22751e-13	1.62348e-24	2.5	159.439	0.0782883	2.10691e-28	0	270.889	0	0	0	0.783271	0	0.0782475	442.203	55.1089	23.7387	0.00443702	2.34876e-42	1.37816e-11	0	0	0	3.16741	4886.06
74	-1.14972e-23	0.602665	1.13837e-14	9.94489e-16	45.5848	8.0173e-23	-6.32182e-25	30.492	0	7.72234	3.20295e-25	70.5716	2.80902e-24	1.66494e-33	20.8802	4.76692e-20	570.179	0.530213	3435.12	77.2829	0.0242702	11.8096	10.9615	1825.75	-9.90458e-16	9.76777e-24	40.2398	46.8445	1.51506e-20	-5.64585e-28	1.10715e-13	-7.58944e-25	2.5	160.673	0.0782971	9.88208e-30	0	272.131	0	0	0	0.783358	0	0.0782567	442.583	55.2066	22.0763	0.00363272	6.12816e-44	6.91826e-12	0	0	0	3.21176	4886.61
75	1.92391e-23	0.60815	-2.4308e-13	-1.02911e-16	46.2872	5.22283e-23	4.41112e-23	30.5023	0	7.73453	-6.18189e-24	71.7473	-1.53657e-23	-2.62586e-33	21.1252	-9.57907e-19	575.37	0.496117	3527.89	75.8566	0.0229026	11.2151	11.1748	1841.31	1.95952e-16	-1.27273e-22	40.5685	46.9984	-3.32021e-20	1.11893e-25	5.49698e-14	-5.37055e-24	2.5	161.888	0.0783059	-8.65335e-28	0	273.358	0	0	0	0.783444	0	0.0782659	442.945	55.3157	20.5409	0.00297422	-9.52037e-42	3.46942e-12	0	0	0	3.25611	4887.12
76	-2.74288e-23	0.613326	-3.39449e-14	2.08699e-15	46.9698	4.46568e-23	1.29345e-23	30.5116	0	7.74544	-2.0021e-24	72.9023	-1.27167e-24	5.79363e-34	21.3598	-1.35601e-19	580.51	0.464642	3620.25	74.5583	0.021622	10.6516	11.3872	1856.14	-2.07299e-15	-2.91448e-24	40.8815	47.1448	2.60962e-20	1.93385e-26	2.72926e-14	-2.3402e-24	2.5	163.083	0.0783147	-1.49151e-28	0	274.57	0	0	0	0.78353	0	0.078275	443.289	55.436	19.1223	0.00243509	-1.64079e-42	1.73991e-12	0	0	0	3.30043	4887.6
77	-1.73507e-23	0.61821	-1.41418e-14	7.8565e-16	47.633	2.06216e-23	6.67024e-24	30.52	0	7.75522	-1.36916e-24	74.037	-3.81988e-25	8.58889e-34	21.5846	-5.76395e-20	585.6	0.435541	3712.15	73.3781	0.0204217	10.1172	11.5989	1870.28	-7.80379e-16	1.43457e-24	41.1795	47.284	2.0514e-20	8.08365e-27	1.35497e-14	-1.56628e-24	2.5	164.259	0.0783234	-6.38226e-29	0	275.768	0	0	0	0.783617	0	0.078284	443.616	55.5673	17.8108	0.00199368	-6.9114e-43	8.72494e-13	0	0	0	3.34474	4888.05
78	-4.59403e-23	0.622819	-4.31148e-14	2.66891e-15	48.2775	-5.76999e-24	2.07364e-23	30.5276	0	7.76399	-2.55084e-24	75.1518	-4.00335e-24	1.30395e-32	21.7999	-1.82105e-19	590.641	0.408593	3803.56	72.3072	0.0192958	9.61042	11.8099	1883.74	-2.66592e-15	3.99099e-24	41.4632	47.4165	4.08059e-20	2.0958e-26	6.72653e-15	-1.78656e-24	2.5	165.417	0.0783321	-1.59287e-28	0	276.952	0	0	0	0.783703	0	0.0782929	443.927	55.7093	16.598	0.00163229	-1.75976e-42	4.37501e-13	0	0	0	3.38903	4888.48
79	5.53456e-23	0.627168	3.70134e-15	-2.90511e-15	48.9039	-5.51154e-23	-1.34297e-23	30.5345	0	7.77187	1.82453e-24	76.2469	-7.00957e-25	2.66778e-33	22.0061	1.56631e-20	595.633	0.383604	3894.44	71.3374	0.0182388	9.12971	12.0201	1896.57	2.90312e-15	-2.65019e-23	41.7334	47.5425	-5.39787e-20	-9.58598e-27	3.33907e-15	2.31122e-24	2.5	166.556	0.0783408	6.20498e-29	0	278.121	0	0	0	0.783789	0	0.0783018	444.224	55.8617	15.4757	0.0013364	8.08021e-43	2.1936e-13	0	0	0	3.4333	4888.87
80	1.27322e-23	0.631272	9.78923e-15	3.39115e-16	49.5125	5.64684e-23	-6.51086e-24	30.5407	0	7.77895	-1.05528e-25	77.3227	3.17349e-24	-9.24065e-33	22.2037	4.25932e-20	600.576	0.3604	3984.76	70.4611	0.0172458	8.67368	12.2295	1908.8	-3.29488e-16	-4.72186e-24	41.9906	47.6623	-2.38564e-21	-6.10643e-27	1.65642e-15	-1.20995e-24	2.5	167.676	0.0783495	3.07268e-29	0	279.277	0	0	0	0.783874	0	0.0783107	444.505	56.0243	14.4368	0.00109415	4.02451e-43	1.09923e-13	0	0	0	3.47755	4889.24
81	-8.33306e-22	0.635145	3.12425e-13	1.25674e-13	50.104	-3.49019e-22	1.44753e-22	30.5464	0	7.78534	3.80626e-24	78.3796	-1.49499e-23	6.09634e-34	22.3929	1.36474e-18	605.471	0.338828	4074.48	69.6713	0.0163122	8.24098	12.4382	1920.44	-1.25535e-13	6.42231e-22	42.2355	47.7763	2.63552e-19	2.83258e-26	8.21845e-16	9.00386e-24	2.5	168.779	0.0783581	-2.32073e-28	0	280.419	0	0	0	0.78396	0	0.0783195	444.773	56.1967	13.4745	0.000895815	-2.52987e-42	5.51073e-14	0	0	0	3.52179	4889.59
82	-4.49067e-23	0.6388	1.31301e-14	1.42688e-14	50.6787	-4.40938e-23	8.0169e-24	30.5515	0	7.79109	-1.0594e-24	79.418	-6.89973e-25	-2.02215e-33	22.5742	5.71784e-20	610.319	0.318749	4163.57	68.9616	0.015434	7.83036	12.6461	1931.54	-1.42747e-14	3.13058e-23	42.4687	47.8848	-1.80535e-20	2.19757e-27	4.0825e-16	-7.62453e-25	2.5	169.864	0.0783668	-1.92191e-29	0	281.547	0	0	0	0.784046	0	0.0783283	445.028	56.3787	12.5828	0.000733431	-1.9837e-43	2.76395e-14	0	0	0	3.56601	4889.92
83	-8.67432e-27	0.642248	4.62053e-18	-1.11618e-17	51.2373	1.02781e-24	1.19675e-26	30.5561	0	7.7963	7.06349e-27	80.4381	9.47628e-26	-5.43127e-37	22.7479	4.68628e-24	615.12	0.300037	4252	68.326	0.0146073	7.44064	12.8533	1942.11	1.12145e-17	2.7382e-26	42.6908	47.988	2.36697e-23	3.43624e-27	2.02728e-16	7.90914e-27	2.5	170.932	0.0783754	2.90208e-29	0	282.662	0	0	0	0.784131	0	0.0783371	445.271	56.5699	11.7561	0.000600482	8.2058e-47	1.38637e-14	0	0	0	3.61021	4890.23
84	-1.41162e-26	0.645503	-1.83065e-17	-2.82444e-18	51.7801	-1.88503e-24	-2.02195e-26	30.5603	0	7.80101	-3.22807e-26	81.4402	-1.52643e-25	3.1327e-36	22.9142	-6.39224e-23	619.874	0.282583	4339.73	67.7593	0.0138287	7.07072	13.0597	1952.18	2.95012e-18	-6.06573e-26	42.9023	48.0861	1.17439e-24	-4.31431e-27	1.00641e-16	-5.27428e-26	2.5	171.983	0.078384	1.22788e-29	0	283.763	0	0	0	0.784217	0	0.0783458	445.501	56.77	10.9893	0.000491633	-1.04905e-46	6.95175e-15	0	0	0	3.6544	4890.52
85	-3.64401e-27	0.648573	-1.01407e-17	2.36164e-18	52.3077	-3.9555e-25	-8.27287e-27	30.564	0	7.80529	-9.75723e-27	82.4248	-2.8197e-26	6.64697e-37	23.0735	-3.91557e-23	624.582	0.266284	4426.73	67.2561	0.013095	6.71955	13.2654	1961.78	-2.33283e-18	-2.79765e-26	43.1038	48.1794	4.63904e-25	-1.04977e-28	4.99566e-17	-1.72944e-26	2.5	173.017	0.0783926	-3.88177e-31	0	284.851	0	0	0	0.784302	0	0.0783545	445.721	56.9786	10.2775	0.000402515	-2.07251e-47	3.48551e-15	0	0	0	3.69856	4890.8
86	8.93858e-27	0.651471	1.15082e-17	-7.16165e-18	52.8203	9.43631e-25	1.3183e-26	30.5675	0	7.80918	1.43816e-26	83.392	8.28454e-26	-1.5504e-36	23.2262	3.9011e-23	629.245	0.25105	4512.99	66.8121	0.0124033	6.38613	13.4704	1970.92	7.0865e-18	3.92737e-26	43.2956	48.2682	1.30935e-26	1.26183e-27	2.47895e-17	2.51317e-26	2.5	174.034	0.0784012	-2.17303e-31	0	285.927	0	0	0	0.784388	0	0.0783632	445.929	57.1954	9.61665	0.000329551	5.9228e-47	1.74707e-15	0	0	0	3.74271	4891.06
87	-3.00965e-26	0.654206	5.54427e-17	1.2955e-16	53.3186	-9.21484e-25	3.1334e-26	30.5706	0	7.81273	3.24805e-26	84.3423	-1.51631e-25	3.42072e-36	23.3724	2.2882e-22	633.862	0.236799	4598.46	66.4227	0.0117508	6.06954	13.6746	1979.63	-1.29199e-16	1.24343e-25	43.4784	48.3527	-5.1587e-24	-3.9935e-27	1.22942e-17	7.65534e-26	2.5	175.035	0.0784097	1.59002e-29	0	286.989	0	0	0	0.784473	0	0.0783718	446.128	57.42	9.00265	0.000269813	-1.66436e-46	8.75242e-16	0	0	0	3.78685	4891.3
88	-5.56212e-26	0.656786	9.53192e-17	3.64512e-16	53.8028	-7.8051e-27	6.55407e-26	30.5734	0	7.81597	5.82175e-26	85.2758	-1.00639e-25	3.22496e-36	23.5124	3.76362e-22	638.435	0.223455	4683.12	66.084	0.011135	5.76891	13.8781	1987.93	-3.64328e-16	2.37419e-25	43.6525	48.433	-1.18661e-23	-4.69206e-27	6.10283e-18	1.40084e-25	2.5	176.021	0.0784183	-9.45835e-31	0	288.039	0	0	0	0.784558	0	0.0783804	446.317	57.6521	8.4319	0.000220904	-1.72958e-46	4.38848e-16	0	0	0	3.83096	4891.53
89	7.13557e-27	0.659222	-1.02776e-17	-3.03511e-17	54.2734	5.52659e-25	-2.28913e-27	30.5759	0	7.81894	-8.64878e-27	86.193	7.32178e-26	-6.29741e-37	23.6466	-4.85003e-23	642.963	0.210952	4766.95	65.7924	0.0105536	5.48339	14.0808	1995.83	2.97185e-17	-1.72755e-26	43.8184	48.5094	1.22087e-26	1.96004e-27	3.03657e-18	-1.83584e-26	2.5	176.99	0.0784269	-4.30223e-30	0	289.076	0	0	0	0.784644	0	0.0783891	446.496	57.8913	7.90109	0.000180861	4.57612e-47	2.20513e-16	0	0	0	3.87506	4891.75
90	-7.76602e-27	0.661519	-6.31084e-18	1.07646e-17	54.7308	-1.20193e-24	-1.37939e-26	30.5782	0	7.82168	-4.93495e-27	87.0941	-1.18989e-25	8.15665e-37	23.7751	-1.01499e-23	647.447	0.199227	4849.92	65.5443	0.0100046	5.21221	14.2828	2003.36	-1.02036e-17	-3.30957e-26	43.9764	48.5821	1.01299e-24	-2.35408e-27	1.50763e-18	-1.25893e-26	2.5	177.944	0.0784354	7.80736e-30	0	290.101	0	0	0	0.784729	0	0.0783977	446.667	58.1372	7.40715	0.000148077	-5.60159e-47	1.10585e-16	0	0	0	3.91914	4891.95
