Time	[IL6]	[IFN]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
21	0	0.1	4.18762e-06	3.54144e-13	1.23277e-09	9.55202e-12	8	0	0.8	2.18269	6.903	0	0	0	0	1000	7.29292e-05	0	1.80631e-10	0	0	3.36399e-08	6.25015e-21	49.9999	8.35628e-06	1.30698e-11	4.11882e-19	51.3737	0	0	0.373658	0	0	19000	0	0	67	0	0	0	0	0	33.6263	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.66863e-13	8.80625e-11	40493	0	0	9.49916	0.294369	0.0115237	5.08781e-05	0.00030005	999.999	0.00050486	1.45059e-10	8.41546e-09	1.33426e-05	5.67026e-05	2.28239e-07	3.04126e-18	4.60377e-20	8.88061e-27	5.93629e-10	4.06549e-26	3.64842e-27	1.88903e-30	2.18269	100	8.13208e-05	0.000561811	0	0	5.097	4.0581e-11	5.30331e-12	7.01981e-11	4.75279e-14	1.84236e-15	3.28977e-12	2.11326e-14	1.41964e-12	60	1.15444e-13	2.08116e-12	1.56553e-13	4.327e-15	7.45376e-16	2.4901e-16
22	0	0.1	4.84549e-06	5.00495e-13	1.92213e-09	1.55563e-11	8	0	0.8	2.18126	6.96171	0	0	0	0	1000	8.88105e-05	0	2.79426e-10	0	0	4.22151e-08	1.18664e-20	49.9999	1.04842e-05	2.10116e-11	7.41522e-19	51.3416	0	0	0.341615	0	0	19000	0	0	67	0	0	0	0	0	33.6584	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.29965e-12	1.42785e-10	40493	0	0	9.4876	0.305007	0.0126408	5.88299e-05	0.000349277	999.999	0.00061927	2.10917e-10	1.3225e-08	1.58627e-05	7.1743e-05	2.88843e-07	5.48099e-18	8.75389e-20	2.00721e-26	9.70719e-10	9.44001e-26	8.85428e-27	4.8377e-30	2.18126	100	9.93396e-05	0.000691333	0	0	5.03829	6.55342e-11	9.40555e-12	1.19486e-10	8.83401e-14	3.14451e-15	5.53399e-12	3.70742e-14	2.29242e-12	60	1.93874e-13	3.55963e-12	2.78701e-13	7.82406e-15	1.30339e-15	4.24772e-16
23	0	0.1	5.56167e-06	6.94312e-13	2.92782e-09	2.46951e-11	8	0	0.8	2.17987	7.01326	0	0	0	0	1000	0.000107049	0	4.22565e-10	0	0	5.23325e-08	2.18087e-20	49.9999	1.29942e-05	3.29495e-11	1.29522e-18	51.3163	0	0	0.316259	0	0	19000	0	0	67	0	0	0	0	0	33.6837	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.14219e-12	2.25665e-10	40493	0	0	9.47623	0.315351	0.0137823	6.74824e-05	0.000403095	999.999	0.000751397	3.00401e-10	2.02901e-08	1.86721e-05	8.96061e-05	3.60838e-07	9.58056e-18	1.6107e-19	4.35145e-26	1.54614e-09	2.09867e-25	2.05252e-26	1.18065e-29	2.17987	100	0.000120099	0.000841411	0	0	4.98674	1.03128e-10	1.61805e-11	1.97731e-10	1.58944e-13	5.21759e-15	9.05044e-12	6.30875e-14	3.61088e-12	60	3.16898e-13	5.92256e-12	4.81572e-13	1.37258e-14	2.21346e-15	7.04628e-16
24	0	0.1	6.33714e-06	9.47077e-13	4.36603e-09	3.83013e-11	8	0	0.8	2.17851	7.05853	0	0	0	0	1000	0.000127836	0	6.25979e-10	0	0	6.41578e-08	3.89123e-20	49.9999	1.59272e-05	5.05136e-11	2.20097e-18	51.2962	0	0	0.29619	0	0	19000	0	0	67	0	0	0	0	0	33.7038	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.44271e-12	3.48449e-10	40493	0	0	9.46505	0.325416	0.0149449	7.68474e-05	0.000461594	999.999	0.000902765	4.19899e-10	3.04576e-08	2.17817e-05	0.000110611	4.45513e-07	1.62876e-17	2.87639e-19	9.0822e-26	2.4045e-09	4.48463e-25	4.56379e-26	2.75797e-29	2.17851	100	0.000143834	0.00101389	0	0	4.94147	1.58521e-10	2.70757e-11	3.1895e-10	2.77641e-13	8.43814e-15	1.44272e-11	1.04418e-13	5.56041e-12	60	5.05385e-13	9.60944e-12	8.09828e-13	2.3425e-14	3.66015e-15	1.13955e-15
25	0	0.1	7.17276e-06	1.27215e-12	6.38578e-09	5.81554e-11	8	0	0.8	2.17719	7.09828	0	0	0	0	1000	0.000151368	0	9.09997e-10	0	0	7.78618e-08	6.75747e-20	49.9998	1.93255e-05	7.58549e-11	3.64723e-18	51.2803	0	0	0.280303	0	0	19000	0	0	67	0	0	0	0	0	33.7197	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	5.40635e-12	5.26727e-10	40493	0	0	9.45406	0.335211	0.0161257	8.69349e-05	0.00052485	999.998	0.00107492	5.76993e-10	4.48192e-08	2.52013e-05	0.000135086	5.44204e-07	2.69959e-17	4.99812e-19	1.83092e-25	3.65873e-09	9.24222e-25	9.76725e-26	6.18879e-29	2.17719	100	0.00017078	0.00121065	0	0	4.90172	2.38506e-10	4.41764e-11	5.02609e-10	4.72037e-13	1.33308e-14	2.24672e-11	1.68508e-13	8.38721e-12	60	7.88033e-13	1.52372e-11	1.32843e-12	3.89826e-14	5.90665e-15	1.80065e-15
26	0	0.1	8.06923e-06	1.68494e-12	9.1756e-09	8.65986e-11	8	0	0.8	2.17589	7.13319	0	0	0	0	1000	0.000177841	0	1.30022e-09	0	0	9.36199e-08	1.14469e-19	49.9998	2.32324e-05	1.11769e-10	5.90604e-18	51.2677	0	0	0.267725	0	0	19000	0	0	67	0	0	0	0	0	33.7323	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	8.31194e-12	7.80863e-10	40493	0	0	9.44326	0.344749	0.017322	9.77531e-05	0.000592929	999.998	0.00126942	7.80582e-10	6.47624e-08	2.89397e-05	0.000163372	6.58284e-07	4.37153e-17	8.46984e-19	3.57531e-25	5.45708e-09	1.84248e-24	2.01835e-25	1.33843e-28	2.17589	100	0.00020118	0.0014336	0	0	4.86681	3.51887e-10	7.0428e-11	7.75272e-10	7.8288e-13	2.06136e-14	3.42478e-11	2.65704e-13	1.24134e-11	60	1.20363e-12	2.3657e-11	2.13003e-12	6.33884e-14	9.32115e-15	2.78546e-15
27	0	0.1	9.02714e-06	2.20305e-12	1.2971e-08	1.26666e-10	8	0	0.8	2.17461	7.16384	0	0	0	0	1000	0.000207454	0	1.8285e-09	0	0	1.11611e-07	1.89532e-19	49.9998	2.76922e-05	1.61839e-10	9.36336e-18	51.2578	0	0	0.257765	0	0	19000	0	0	67	0	0	0	0	0	33.7422	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.25326e-11	1.13709e-09	40493	0	0	9.43265	0.354039	0.0185312	0.000109309	0.000665885	999.998	0.00148784	1.04101e-09	9.20278e-08	3.30049e-05	0.000195816	7.89165e-07	6.92938e-17	1.40265e-18	6.78079e-25	7.99148e-09	3.56321e-24	4.03954e-25	2.79888e-28	2.17461	100	0.000235276	0.00168466	0	0	4.83616	5.09922e-10	1.09919e-10	1.17262e-09	1.26918e-12	3.12541e-14	5.11913e-11	4.10147e-13	1.80546e-11	60	1.8038e-12	3.60247e-11	3.34456e-12	1.00904e-13	1.441e-14	4.22559e-15
28	0	0.1	1.0047e-05	2.84644e-12	1.80628e-08	1.82241e-10	8	0	0.8	2.17336	7.19075	0	0	0	0	1000	0.000240406	0	2.53401e-09	0	0	1.32019e-07	3.07272e-19	49.9997	3.27499e-05	2.30598e-10	1.45572e-17	51.2499	0	0	0.249878	0	0	19000	0	0	67	0	0	0	0	0	33.7501	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.85599e-11	1.62873e-09	40493	0	0	9.42222	0.363091	0.0197511	0.000121609	0.000743762	999.997	0.00173177	1.37016e-09	1.28773e-07	3.74038e-05	0.000232774	9.38286e-07	1.07695e-16	2.27402e-18	1.25182e-24	1.15068e-08	6.70028e-24	7.84931e-25	5.67396e-28	2.17336	100	0.000273313	0.00196579	0	0	4.80925	7.26805e-10	1.68224e-10	1.74186e-09	2.01474e-12	4.65353e-14	7.51468e-11	6.20818e-13	2.584e-11	60	2.65623e-12	5.38855e-11	5.15099e-12	1.57497e-13	2.18578e-14	6.29594e-15
29	0	0.1	1.11291e-05	3.63757e-12	2.48063e-08	2.58227e-10	8	0	0.8	2.17213	7.21438	0	0	0	0	1000	0.000276896	0	3.46444e-09	0	0	1.5503e-07	4.88525e-19	49.9997	3.84515e-05	3.23714e-10	2.22262e-17	51.2436	0	0	0.243632	0	0	19000	0	0	67	0	0	0	0	0	33.7564	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.70327e-11	2.29762e-09	40493	0	0	9.41196	0.371915	0.0209796	0.000134656	0.000826598	999.997	0.0020028	1.78164e-09	1.77643e-07	4.21426e-05	0.000274607	1.10712e-06	1.64356e-16	3.61491e-18	2.25401e-24	1.63116e-08	1.2276e-23	1.48398e-24	1.11755e-27	2.17213	100	0.000315538	0.00227893	0	0	4.78562	1.02023e-09	2.52836e-10	2.54454e-09	3.13667e-12	6.81361e-14	1.08486e-10	9.22824e-13	3.64357e-11	60	3.84849e-12	7.92784e-11	7.79233e-12	2.41393e-13	3.25769e-14	9.22582e-15
30	0	0.1	1.22738e-05	4.60157e-12	3.36314e-08	3.60754e-10	8	0	0.8	2.17093	7.23514	0	0	0	0	1000	0.000317125	0	4.67733e-09	0	0	1.80831e-07	7.62751e-19	49.9996	4.48436e-05	4.48195e-10	3.33708e-17	51.2387	0	0	0.238685	0	0	19000	0	0	67	0	0	0	0	0	33.7613	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.8771e-11	3.19568e-09	40493	0	0	9.40188	0.380518	0.0222148	0.000148454	0.00091442	999.996	0.00230252	2.29084e-09	2.41849e-07	4.72267e-05	0.000321685	1.29715e-06	2.46624e-16	5.64256e-18	3.96561e-24	2.27906e-08	2.19558e-23	2.73509e-24	2.14295e-27	2.17093	100	0.000362198	0.00262608	0	0	4.76486	1.41199e-09	3.73681e-10	3.66005e-09	4.79604e-12	9.8226e-14	1.54214e-10	1.34891e-12	5.06709e-11	60	5.49251e-12	1.14859e-10	1.15938e-11	3.63779e-13	4.77662e-14	1.33122e-14
31	0	0.1	1.34812e-05	5.7664e-12	4.50537e-08	4.97402e-10	8	0	0.8	2.16974	7.25336	0	0	0	0	1000	0.000361295	0	6.24145e-09	0	0	2.09614e-07	1.17102e-18	49.9996	5.19731e-05	6.12624e-10	4.93279e-17	51.2348	0	0	0.234767	0	0	19000	0	0	67	0	0	0	0	0	33.7652	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	5.48149e-11	4.38673e-09	40493	0	0	9.39197	0.388909	0.0234548	0.000163005	0.00100725	999.996	0.00263254	2.91509e-09	3.25255e-07	5.26607e-05	0.000374378	1.50991e-06	3.64304e-16	8.65942e-18	6.82855e-24	3.14179e-08	3.84005e-23	4.92359e-24	4.00861e-27	2.16974	99.9999	0.000413541	0.0030092	0	0	4.74664	1.92871e-09	5.43742e-10	5.18945e-09	7.21129e-12	1.39576e-13	2.16092e-10	1.94122e-12	6.95674e-11	60	7.72971e-12	1.64049e-10	1.69853e-11	5.39657e-13	6.89818e-14	1.8935e-14
32	0	0.1	1.47515e-05	7.16295e-12	5.96863e-08	6.77456e-10	8	0	0.8	2.16857	7.26936	0	0	0	0	1000	0.000409604	0	8.23838e-09	0	0	2.41571e-07	1.76979e-18	49.9995	5.98875e-05	8.27413e-10	7.18629e-17	51.2317	0	0	0.231664	0	0	19000	0	0	67	0	0	0	0	0	33.7683	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.64696e-11	5.94841e-09	40493	0	0	9.38222	0.397096	0.0246981	0.000178311	0.0011051	999.995	0.00299445	3.67374e-09	4.32467e-07	5.84487e-05	0.000433065	1.7469e-06	5.30322e-16	1.30808e-17	1.15249e-23	4.27723e-08	6.57775e-23	8.67064e-24	7.32724e-27	2.16857	99.9999	0.000469818	0.00343029	0	0	4.73064	2.60255e-09	7.79796e-10	7.26016e-09	1.06747e-11	1.95686e-13	2.98781e-10	2.75336e-12	9.4373e-11	60	1.07369e-11	2.31206e-10	2.4528e-11	7.88905e-13	9.82189e-14	2.65757e-14
33	0	0.1	1.60847e-05	8.8252e-12	7.82529e-08	9.12188e-10	8	0	0.8	2.16742	7.28341	0	0	0	0	999.999	0.000462254	0	1.07641e-08	0	0	2.76897e-07	2.63572e-18	49.9994	6.86347e-05	1.10508e-09	1.0328e-16	51.2292	0	0	0.229206	0	0	19000	0	0	67	0	0	0	0	0	33.7708	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.05356e-10	7.97438e-09	40493	0	0	9.37264	0.405085	0.0259432	0.000194372	0.00120798	999.995	0.00338985	4.58833e-09	5.68937e-07	6.45938e-05	0.000498123	2.00969e-06	7.61517e-16	1.94698e-17	1.90892e-23	5.75542e-08	1.10491e-22	1.49573e-23	1.31047e-26	2.16742	99.9999	0.000531277	0.00389135	0	0	4.71659	3.47205e-09	1.10328e-09	1.00311e-08	1.55725e-11	2.70936e-13	4.07998e-10	3.85275e-12	1.26598e-10	60	1.47331e-11	3.21824e-10	3.49463e-11	1.13755e-12	1.38008e-13	3.68373e-14
34	0	0.1	1.74808e-05	1.07904e-11	1.01601e-07	1.21517e-09	8	0	0.8	2.16629	7.29575	0	0	0	0	999.999	0.000519443	0	1.3931e-08	0	0	3.15786e-07	3.87169e-18	49.9994	7.82627e-05	1.46057e-09	1.46555e-16	51.2273	0	0	0.227259	0	0	19000	0	0	67	0	0	0	0	0	33.7727	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.4347e-10	1.05767e-08	40493	0	0	9.36322	0.412884	0.0271889	0.000211187	0.00131589	999.994	0.00382033	5.68265e-09	7.41067e-07	7.10988e-05	0.000569935	2.29982e-06	1.07961e-15	2.85808e-17	3.10669e-23	7.66038e-08	1.82239e-22	2.53083e-23	2.29643e-26	2.16629	99.9999	0.000598167	0.00439435	0	0	4.70425	4.58301e-09	1.54129e-09	1.36988e-08	2.24091e-11	3.7075e-13	5.50689e-10	5.32328e-12	1.68056e-10	60	1.99868e-11	4.4277e-10	4.91657e-11	1.61932e-12	1.91527e-13	5.04691e-14
35	0	0.1	1.89397e-05	1.3099e-11	1.30719e-07	1.60262e-09	8	0	0.8	2.16518	7.30658	0	0	0	0	999.999	0.000581371	0	1.78693e-08	0	0	3.58434e-07	5.61432e-18	49.9993	8.88198e-05	1.91156e-09	2.055e-16	51.2257	0	0	0.225716	0	0	19000	0	0	67	0	0	0	0	0	33.7743	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.93246e-10	1.38884e-08	40493	0	0	9.35394	0.4205	0.0284337	0.000228756	0.00142882	999.994	0.00428749	6.98287e-09	9.56327e-07	7.79657e-05	0.000648886	2.61887e-06	1.51233e-15	4.14146e-17	4.97354e-23	1.00921e-07	2.95483e-22	4.20563e-23	3.9483e-26	2.16518	99.9999	0.000670736	0.0049413	0	0	4.69342	5.98952e-09	2.12781e-09	1.85042e-08	3.18368e-11	5.01797e-13	7.35227e-10	7.26842e-12	2.20908e-10	60	2.68248e-11	6.02549e-10	6.83576e-11	2.27748e-12	2.62727e-13	6.83939e-14
36	0	0.1	2.04613e-05	1.57952e-11	1.66747e-07	2.09378e-09	8	0	0.8	2.16409	7.31609	0	0	0	0	999.999	0.000648236	0	2.27296e-08	0	0	4.05037e-07	8.04315e-18	49.9992	0.000100354	2.47887e-09	2.84941e-16	51.2245	0	0	0.224494	0	0	19000	0	0	67	0	0	0	0	0	33.7755	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	2.5763e-10	1.80663e-08	40493	0	0	9.34482	0.427938	0.0296768	0.000247077	0.00154678	999.993	0.0047929	8.51765e-09	1.22338e-06	8.51963e-05	0.000735359	2.96839e-06	2.09478e-15	5.92839e-17	7.83992e-23	1.31688e-07	4.71463e-22	6.87108e-23	6.66774e-26	2.16409	99.9999	0.000749234	0.00553418	0	0	4.68391	7.75489e-09	2.90497e-09	2.47401e-08	4.469e-11	6.72199e-13	9.71621e-10	9.81453e-12	2.87712e-10	60	3.56414e-11	8.1161e-10	9.39904e-11	3.16702e-12	3.56478e-13	9.17387e-14
37	0	0.1	2.20454e-05	1.89265e-11	2.10999e-07	2.71131e-09	8	0	0.8	2.16301	7.32445	0	0	0	0	999.999	0.000720233	0	2.86846e-08	0	0	4.55793e-07	1.13919e-17	49.9991	0.000112915	3.18679e-09	3.90949e-16	51.2235	0	0	0.223527	0	0	19000	0	0	67	0	0	0	0	0	33.7765	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	3.40159e-10	2.32939e-08	40493	0	0	9.33585	0.435204	0.0309169	0.000266148	0.00166975	999.992	0.00533813	1.03182e-08	1.55219e-06	9.27917e-05	0.00082974	3.34997e-06	2.87099e-15	8.38951e-17	1.21796e-22	1.7029e-07	7.40967e-22	1.10479e-22	1.10719e-25	2.16301	99.9999	0.000833907	0.00617497	0	0	4.67555	9.95288e-09	3.92468e-09	3.276e-08	6.20263e-11	8.91785e-13	1.27175e-09	1.31147e-11	3.71476e-10	60	4.6909e-11	1.08269e-09	1.2789e-10	4.35721e-12	4.78734e-13	1.2187e-13
38	0	0.1	2.36918e-05	2.25442e-11	2.64977e-07	3.48176e-09	8	0	0.8	2.16195	7.33178	0	0	0	0	999.999	0.00079756	0	3.59317e-08	0	0	5.10898e-07	1.59621e-17	49.9989	0.000126549	4.06355e-09	5.31095e-16	51.2228	0	0	0.22276	0	0	19000	0	0	67	0	0	0	0	0	33.7772	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	4.45052e-10	2.9785e-08	40493	0	0	9.32702	0.442304	0.0321533	0.000285965	0.00179771	999.991	0.00592474	1.24185e-08	1.95421e-06	0.000100753	0.000932416	3.76519e-06	3.89577e-15	1.17447e-16	1.86641e-22	2.18346e-07	1.14811e-21	1.74994e-22	1.80966e-25	2.16195	99.9999	0.000925002	0.00686565	0	0	4.66822	1.26688e-08	5.25031e-09	4.29878e-08	8.51751e-11	1.17236e-12	1.6496e-09	1.73531e-11	4.75712e-10	60	6.11894e-11	1.43122e-09	1.72309e-10	5.93459e-12	6.36714e-13	1.60433e-13
39	0	0.1	2.54001e-05	2.67036e-11	3.30391e-07	4.43602e-09	8	0	0.8	2.16091	7.33822	0	0	0	0	999.999	0.00088041	0	4.46948e-08	0	0	5.70548e-07	2.21395e-17	49.9988	0.000141306	5.14172e-09	7.14744e-16	51.2222	0	0	0.222153	0	0	19000	0	0	67	0	0	0	0	0	33.7778	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	5.77305e-10	3.77867e-08	40493	0	0	9.31834	0.449243	0.033385	0.000306526	0.00193064	999.99	0.00655428	1.48551e-08	2.44246e-06	0.000109079	0.00104377	4.21561e-06	5.23679e-15	1.62745e-16	2.82326e-22	2.77729e-07	1.75521e-21	2.73275e-22	2.91379e-25	2.16091	99.9999	0.00102276	0.0076082	0	0	4.66178	1.60008e-08	6.95868e-09	5.59276e-08	1.15792e-10	1.52799e-12	2.12156e-09	2.27491e-11	6.04503e-10	60	7.91466e-11	1.87574e-09	2.30003e-10	8.00645e-12	8.3911e-13	2.09393e-13
40	0	0.1	2.71702e-05	3.14636e-11	4.09175e-07	5.60985e-09	8	0	0.8	2.15988	7.34388	0	0	0	0	999.999	0.000968976	0	5.52276e-08	0	0	6.34939e-07	3.04136e-17	49.9987	0.000157234	6.45872e-09	9.53406e-16	51.2217	0	0	0.221672	0	0	19000	0	0	67	0	0	0	0	0	33.7783	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	7.42799e-10	4.75833e-08	40493	0	0	9.30979	0.456026	0.0346114	0.000327827	0.00206853	999.99	0.0072283	1.76676e-08	3.03173e-06	0.000117772	0.00116419	4.70282e-06	6.97705e-15	2.23348e-16	4.21861e-22	3.50599e-07	2.64944e-21	4.21057e-22	4.62543e-25	2.15988	99.9999	0.00112744	0.00840456	0	0	4.65612	2.00611e-08	9.14228e-09	7.21764e-08	1.55925e-10	1.97538e-12	2.70668e-09	2.95631e-11	7.62563e-10	60	1.0156e-10	2.43841e-09	3.04324e-10	1.07048e-11	1.09631e-12	2.7109e-13
41	0	0.1	2.90016e-05	3.68873e-11	5.03513e-07	7.04443e-09	8	0	0.8	2.15887	7.34884	0	0	0	0	999.999	0.00106345	0	6.78152e-08	0	0	7.04266e-07	4.1401e-17	49.9985	0.00017438	8.05728e-09	1.26113e-15	51.2213	0	0	0.22129	0	0	19000	0	0	67	0	0	0	0	0	33.7787	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	9.48413e-10	5.95001e-08	40493	0	0	9.30138	0.462658	0.0358317	0.000349864	0.00221135	999.989	0.0079483	2.08985e-08	3.7387e-06	0.000126829	0.00129405	5.2284e-06	9.21765e-15	3.03726e-16	6.23083e-22	4.39432e-07	3.95145e-21	6.40557e-22	7.24453e-25	2.15887	99.9999	0.00123926	0.00925668	0	0	4.65116	2.49776e-08	1.19117e-08	9.24362e-08	2.08087e-10	2.53419e-12	3.42703e-09	3.81012e-11	9.55315e-10	60	1.29341e-10	3.14554e-09	3.99317e-10	1.4191e-11	1.42066e-12	3.48282e-13
42	0	0.1	3.0894e-05	4.30418e-11	6.15855e-07	8.78692e-09	8	0	0.8	2.15787	7.3532	0	0	0	0	999.999	0.00116402	0	8.27775e-08	0	0	7.78724e-07	5.5873e-17	49.9984	0.000192793	9.98601e-09	1.65494e-15	51.221	0	0	0.220989	0	0	19000	0	0	67	0	0	0	0	0	33.779	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.20215e-09	7.39076e-08	40493	0	0	9.29309	0.469144	0.0370452	0.000372633	0.00235906	999.987	0.00871579	2.45931e-08	4.58215e-06	0.000136251	0.00143374	5.7939e-06	1.2081e-14	4.09466e-16	9.10221e-22	5.47052e-07	5.82651e-21	9.62814e-22	1.12031e-24	2.15787	99.9999	0.00135848	0.0101665	0	0	4.6468	3.08952e-08	1.53985e-08	1.17528e-07	2.7534e-10	3.22749e-12	4.30796e-09	4.87217e-11	1.18896e-09	60	1.63547e-10	4.02822e-09	5.19836e-10	1.86609e-11	1.82672e-12	4.44216e-13
43	0	0.1	3.28469e-05	4.99984e-11	7.4894e-07	1.08911e-08	8	0	0.8	2.15689	7.35703	0	0	0	0	999.998	0.00127087	0	1.00472e-07	0	0	8.58507e-07	7.47881e-17	49.9982	0.00021252	1.22999e-08	2.1554e-15	51.2207	0	0	0.220749	0	0	19000	0	0	67	0	0	0	0	0	33.7793	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.51328e-09	9.12258e-08	40493	0	0	9.28494	0.475487	0.0382514	0.000396128	0.00251164	999.986	0.00953228	2.88e-08	5.58307e-06	0.000146037	0.00158363	6.40091e-06	1.57143e-14	5.47496e-16	1.3159e-21	6.76665e-07	8.49928e-21	1.43082e-21	1.71179e-24	2.15689	99.9999	0.00148533	0.011136	0	0	4.64297	3.79773e-08	1.97579e-08	1.48408e-07	3.61394e-10	4.08215e-12	5.37853e-09	6.18416e-11	1.47055e-09	60	2.05399e-10	5.12296e-09	6.71673e-10	2.43511e-11	2.3316e-12	5.62681e-13
44	0	0.1	3.48601e-05	5.78326e-11	9.05819e-07	1.34181e-08	8	0	0.8	2.15593	7.3604	0	0	0	0	999.998	0.00138419	0	1.21295e-07	0	0	9.43806e-07	9.93294e-17	49.998	0.000233608	1.5061e-08	2.78713e-15	51.2206	0	0	0.22056	0	0	19000	0	0	67	0	0	0	0	0	33.7794	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	1.89245e-09	1.11929e-07	40493	0	0	9.27692	0.481693	0.0394499	0.000420344	0.00266906	999.985	0.0103992	3.35708e-08	6.76488e-06	0.000156185	0.0017441	7.05098e-06	2.02937e-14	7.26353e-16	1.88363e-21	8.31894e-07	1.22715e-20	2.10338e-21	2.58577e-24	2.15593	99.9998	0.00162006	0.012167	0	0	4.6396	4.64074e-08	2.51726e-08	1.86184e-07	4.70712e-10	5.12937e-12	6.67179e-09	7.79429e-11	1.80809e-09	60	2.563e-10	6.47244e-09	8.61695e-10	3.1545e-11	2.95524e-12	7.08086e-13
