Time	[thrombin]	[thrombin_R]	[pro_thrombinR]	[thrombin_ligand]	[thrombinR active]	[RGS]	[Inositol]	[sa40_degraded]	[thrombinR]	[RGS]	[GTP]	[G_sub_q_endsub__alpha_.GTP]	[GDP]	[IP3R]	[3IP3.IP3R]	[p115RhoGEF]	[Rho-kinase]	[RhoGAP]	[DAG]	[IP3]	[Rho_GAP]	[Rho.GTP]	[PIP2]	[PC]	[Rho.GDP]	[Rho_GEF]	[Rho_GEF_active]	[Rho.GTP.Rho-kinase]	[Ca_super_2_plus__endsuper_.CaM]	[2Ca_super_2_plus__endsuper_.CaM]	[3Ca_super_2_plus__endsuper_.CaM]	[4Ca_super_2_plus__endsuper_.CaM]	[MLCK]	[MLCK.Ca_super_2_plus__endsuper_.CaM]	[MLCK.2Ca_super_2_plus__endsuper_.CaM]	[MLCK.3Ca_super_2_plus__endsuper_.CaM]	[MLCK.4Ca_super_2_plus__endsuper_.CaM]	[PKC]	[PKC active1]	[PKC.DAG]	[PKC active_2]	[PKC active_3]	[csa39_degraded]	[csa36_degraded]	[csa35_degraded]	[PKC active_1.CPI]	[PKC active_2.CPI]	[PKC active_3.CPI]	[CPI-17.MYPT1_PPase]	[CPI-17.MYPT1_PPase]	[CPI-17]	[MLC]	[MLC]	[Rho-kinase.MLC]	[Rho-kinase.MLC]	[CPI-17]	[Ca_super_2_plus__endsuper_]	[CaM]	[Ca_super_2_plus__endsuper_ store]	[G_beta__gamma__1]	[G_beta__gamma__2]	[PLC_beta_]	[Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_ pump]	[G_sub_12_endsub__alpha__beta__gamma__thrombinR active]	[p115RhoGEF.GTP_alpha_]	[G_sub_12_endsub__alpha__beta__gamma_]	[G_sub_12_endsub__alpha_.GDP]	[G_sub_12_endsub__alpha_.GTP]	[G_sub_q_endsub__alpha_.GDP]	[G_sub_q_endsub__alpha__beta__gamma__thrombinR active]	[G_sub_q_endsub__alpha__beta__gamma_]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP]	[2Ca_super_2_plus__endsuper_ .Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_  pump.Ca_super_2_plus__endsuper_]	[Rho.GTP.Rho-kinase.MLC]	[Rho.GTP.Rho-kinase.MLC]	[MLC]	[MYPT1.Rho-kinase]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MLCK.MLC]	[MLCK.MLC]	[MYPT1.Rho-kinase]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[Ca_super_2_plus__endsuper_ ext leak]	[Ca_super_2_plus__endsuper_ ext]	[Ca_super_2_plus__endsuper_ int leak]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP.Ca_super_2_plus__endsuper_]	[PKC.Ca_super_2_plus__endsuper_.DAG]	[PKC.Ca_super_2_plus__endsuper_]	[PLC_beta_.G_sub_q_endsub_.GTP.Ca.PIP2]	[PLC_beta_.Ca.PIP2]	[PLC_beta_.Ca_super_2_plus__endsuper_]	[MYPT1_PPase]	[MYPT1_PPase]
31	0	0	0.42	0	0	0.2	25.4338	0	0	0.2	50	5.55641e-25	5	0.00833052	2.47606e-06	0.095878	0.00781781	0.0998529	5.2345	0.309673	0.000147089	0.00416938	10	20.1689	0.086011	0.00412197	0	0.000632976	0.350078	0.00695684	3.5597e-05	6.3101e-08	0.641436	0.0454807	0.00102218	0.00564355	1.10734e-05	2.53584	0.0507166	0.0365287	0.0500085	0.00320747	2.98105e-06	0.000104023	7.13161e-05	0.000605441	0.000597125	3.82831e-05	0.00959249	0.00959249	1.67146e-05	0.0543788	0.0543788	0.00758849	0.00758849	1.67146e-05	0.0894559	19.5654	154.037	0	0	0.569253	0.471643	0.0308976	0	0	0.5	0	0	1.77141e-24	0	0.5	8.03909e-25	0.0283568	0.0691024	0.000124922	0.000124922	0.0543788	0.025198	0.000471094	0.000471094	0.000471094	0.000471094	0.00211188	0.00211188	0.025198	5.37906e-07	0.000274072	5.37906e-07	0.000274072	4.97881e-05	4.97881e-05	0.00221418	0.00221418	0.00833	4000	0.001	2.16157e-24	0.00033272	0.137696	4.32327e-24	0.0773284	0.153419	0.580013	0.580013
32	0	0	0.42	0	0	0.2	26.2069	0	0	0.2	50	5.53275e-25	5	0.00833054	2.45521e-06	0.0958779	0.00781896	0.0998526	5.22215	0.308807	0.000147351	0.00417679	10	20.9531	0.0859937	0.00412213	0	0.000634312	0.348864	0.00690818	3.52327e-05	6.22413e-08	0.641551	0.0452953	0.00101327	0.00575798	1.12685e-05	2.53629	0.0507255	0.0368379	0.0497986	0.00321765	3.1298e-06	0.000106334	7.36645e-05	0.00060667	0.000595713	3.84775e-05	0.00959246	0.00959246	1.67455e-05	0.0543327	0.0543327	0.00759001	0.00759001	1.67455e-05	0.08914	19.5668	154.018	0	0	0.56988	0.471835	0.0309732	0	0	0.5	0	0	1.83039e-24	0	0.5	8.01182e-25	0.0281649	0.0690268	0.00012515	0.00012515	0.0543327	0.025186	0.000471053	0.000471053	0.000471053	0.000471053	0.00211166	0.00211166	0.025186	5.47268e-07	0.00027957	5.47268e-07	0.00027957	4.9337e-05	4.9337e-05	0.00220446	0.00220446	0.00833	4000	0.001	2.14632e-24	0.000330886	0.13713	4.29277e-24	0.0771181	0.153002	0.579652	0.579652
33	0	0	0.42	0	0	0.2	26.9779	0	0	0.2	50	5.50859e-25	5	0.00833056	2.4359e-06	0.0958779	0.00782014	0.0998524	5.20968	0.308001	0.000147605	0.004184	10	21.7355	0.0859769	0.00412211	0	0.000635645	0.347737	0.00686317	3.48973e-05	6.14522e-08	0.64165	0.0451222	0.001005	0.00587017	1.14589e-05	2.53672	0.0507341	0.0371093	0.0496038	0.00322517	3.27896e-06	0.000108635	7.60133e-05	0.00060783	0.000594407	3.86362e-05	0.00959244	0.00959244	1.67745e-05	0.0542971	0.0542971	0.00759146	0.00759146	1.67745e-05	0.0888467	19.5681	153.999	0	0	0.570463	0.472013	0.0310438	0	0	0.5	0	0	1.88905e-24	0	0.5	7.98326e-25	0.0279873	0.0689562	0.000125388	0.000125388	0.0542971	0.025174	0.000471102	0.000471102	0.000471102	0.000471102	0.00211158	0.00211158	0.025174	5.56441e-07	0.000284982	5.56441e-07	0.000284982	4.89215e-05	4.89215e-05	0.00219554	0.00219554	0.00833	4000	0.001	2.13134e-24	0.000329111	0.136604	4.2628e-24	0.0769224	0.152614	0.579288	0.579288
34	0	0	0.42	0	0	0.2	27.747	0	0	0.2	50	5.48395e-25	5	0.00833058	2.41803e-06	0.095878	0.00782136	0.0998521	5.19722	0.307251	0.000147853	0.00419102	10	22.516	0.0859604	0.00412195	0	0.000636975	0.346691	0.00682154	3.45883e-05	6.07279e-08	0.641734	0.0449607	0.000997307	0.00598025	1.16448e-05	2.53713	0.0507424	0.0373465	0.0494229	0.00323035	3.42841e-06	0.000110927	7.83625e-05	0.000608923	0.000593199	3.87628e-05	0.00959241	0.00959241	1.68019e-05	0.0542717	0.0542717	0.00759284	0.00759284	1.68019e-05	0.0885747	19.5693	153.982	0	0	0.571006	0.472177	0.0311095	0	0	0.5	0	0	1.94739e-24	0	0.5	7.9535e-25	0.0278229	0.0688905	0.000125637	0.000125637	0.0542717	0.025162	0.00047124	0.00047124	0.00047124	0.00047124	0.00211164	0.00211164	0.025162	5.65441e-07	0.000290314	5.65441e-07	0.000290314	4.85393e-05	4.85393e-05	0.00218739	0.00218739	0.00833	4000	0.001	2.11662e-24	0.000327398	0.136116	4.23336e-24	0.0767403	0.152253	0.578922	0.578922
35	0	0	0.42	0	0	0.2	28.5142	0	0	0.2	50	5.4589e-25	5	0.0083306	2.40149e-06	0.0958783	0.00782262	0.0998519	5.18491	0.306553	0.000148094	0.00419786	10	23.2947	0.0859443	0.00412168	0	0.000638299	0.345721	0.00678304	3.43039e-05	6.00629e-08	0.641806	0.04481	0.000990168	0.00608834	1.18265e-05	2.53753	0.0507505	0.0375527	0.0492551	0.00323347	3.57806e-06	0.000113212	8.0712e-05	0.000609952	0.000592083	3.88609e-05	0.00959239	0.00959239	1.68275e-05	0.0542563	0.0542563	0.00759415	0.00759415	1.68275e-05	0.0883224	19.5704	153.965	0	0	0.571511	0.472329	0.0311707	0	0	0.5	0	0	2.00541e-24	0	0.5	7.92265e-25	0.0276708	0.0688293	0.000125895	0.000125895	0.0542563	0.02515	0.000471463	0.000471463	0.000471463	0.000471463	0.00211184	0.00211184	0.02515	5.74282e-07	0.000295572	5.74282e-07	0.000295572	4.81882e-05	4.81882e-05	0.00217995	0.00217995	0.00833	4000	0.001	2.10214e-24	0.000325753	0.135663	4.20441e-24	0.076571	0.151918	0.578555	0.578555
36	0	0	0.42	0	0	0.2	29.2798	0	0	0.2	50	5.43345e-25	5	0.00833061	2.38618e-06	0.0958787	0.00782389	0.0998517	5.17282	0.305905	0.00014833	0.00420453	10	24.0715	0.0859286	0.00412133	0	0.000639616	0.344821	0.00674743	3.4042e-05	5.94521e-08	0.641864	0.0446695	0.000983543	0.00619456	1.20043e-05	2.53792	0.0507582	0.037731	0.0490994	0.00323478	3.72781e-06	0.000115489	8.30619e-05	0.000610922	0.000591053	3.89335e-05	0.00959236	0.00959236	1.68516e-05	0.0542505	0.0542505	0.00759539	0.00759539	1.68516e-05	0.0880884	19.5714	153.949	0	0	0.57198	0.47247	0.0312277	0	0	0.5	0	0	2.06311e-24	0	0.5	7.89079e-25	0.0275301	0.0687723	0.000126161	0.000126161	0.0542505	0.0251381	0.000471768	0.000471768	0.000471768	0.000471768	0.00211215	0.00211215	0.0251381	5.82978e-07	0.000300762	5.82978e-07	0.000300762	4.7866e-05	4.7866e-05	0.00217318	0.00217318	0.00833	4000	0.001	2.0879e-24	0.000324177	0.135244	4.17592e-24	0.0764137	0.151606	0.578188	0.578188
37	0	0	0.42	0	0	0.2	30.0438	0	0	0.2	50	5.40766e-25	5	0.00833063	2.37202e-06	0.0958791	0.00782519	0.0998514	5.16103	0.305302	0.00014856	0.00421104	10	24.8466	0.0859132	0.0041209	0	0.000640924	0.343987	0.00671451	3.38008e-05	5.88912e-08	0.641911	0.0445385	0.000977395	0.00629901	1.21785e-05	2.53829	0.0507656	0.0378843	0.0489551	0.00323452	3.87757e-06	0.000117758	8.54122e-05	0.000611833	0.000590103	3.89837e-05	0.00959234	0.00959234	1.68742e-05	0.0542538	0.0542538	0.00759656	0.00759656	1.68742e-05	0.0878716	19.5723	153.934	0	0	0.572416	0.4726	0.0312807	0	0	0.5	0	0	2.1205e-24	0	0.5	7.858e-25	0.0273998	0.0687193	0.000126436	0.000126436	0.0542538	0.0251263	0.00047215	0.00047215	0.00047215	0.00047215	0.00211259	0.00211259	0.0251263	5.91538e-07	0.000305889	5.91538e-07	0.000305889	4.75708e-05	4.75708e-05	0.00216703	0.00216703	0.00833	4000	0.001	2.07388e-24	0.000322671	0.134855	4.14788e-24	0.0762675	0.151317	0.577821	0.577821
38	0	0	0.42	0	0	0.2	30.8063	0	0	0.2	50	5.38156e-25	5	0.00833064	2.35891e-06	0.0958796	0.00782651	0.0998512	5.1496	0.304743	0.000148785	0.00421741	10	25.6198	0.085898	0.00412043	0	0.000642223	0.343213	0.00668407	3.35788e-05	5.83759e-08	0.641948	0.0444163	0.000971692	0.00640177	1.23491e-05	2.53864	0.0507727	0.0380151	0.0488214	0.00323291	4.0273e-06	0.000120022	8.77628e-05	0.000612691	0.000589228	3.90142e-05	0.00959231	0.00959231	1.68954e-05	0.0542658	0.0542658	0.00759767	0.00759767	1.68954e-05	0.0876706	19.5731	153.92	0	0	0.57282	0.472721	0.03133	0	0	0.5	0	0	2.17757e-24	0	0.5	7.82437e-25	0.0272794	0.06867	0.000126717	0.000126717	0.0542658	0.0251146	0.000472606	0.000472606	0.000472606	0.000472606	0.00211314	0.00211314	0.0251146	5.99974e-07	0.000310956	5.99974e-07	0.000310956	4.73006e-05	4.73006e-05	0.00216147	0.00216147	0.00833	4000	0.001	2.06007e-24	0.000321237	0.134494	4.12026e-24	0.0761319	0.151048	0.577454	0.577454
39	0	0	0.42	0	0	0.2	31.5675	0	0	0.2	50	5.35518e-25	5	0.00833065	2.34679e-06	0.0958801	0.00782785	0.099851	5.13857	0.304224	0.000149004	0.00422364	10	26.3915	0.0858832	0.00411991	0	0.000643512	0.342497	0.00665594	3.33743e-05	5.79025e-08	0.641974	0.0443024	0.000966402	0.00650294	1.25166e-05	2.53898	0.0507795	0.0381258	0.0486975	0.00323013	4.17692e-06	0.000122279	9.01138e-05	0.000613496	0.000588421	3.90274e-05	0.00959229	0.00959229	1.69153e-05	0.0542859	0.0542859	0.00759872	0.00759872	1.69153e-05	0.0874845	19.5739	153.906	0	0	0.573195	0.472832	0.0313758	0	0	0.5	0	0	2.23432e-24	0	0.5	7.78997e-25	0.027168	0.0686242	0.000127005	0.000127005	0.0542859	0.0251029	0.00047313	0.00047313	0.00047313	0.00047313	0.00211379	0.00211379	0.0251029	6.08294e-07	0.000315968	6.08294e-07	0.000315968	4.70535e-05	4.70535e-05	0.00215645	0.00215645	0.00833	4000	0.001	2.04647e-24	0.000319872	0.13416	4.09305e-24	0.076006	0.150799	0.577088	0.577088
40	0	0	0.42	0	0	0.2	32.3275	0	0	0.2	50	5.32855e-25	5	0.00833066	2.33558e-06	0.0958806	0.0078292	0.0998508	5.12796	0.303742	0.000149219	0.00422973	10	27.1614	0.0858686	0.00411936	0	0.000644788	0.341833	0.00662993	3.31861e-05	5.74676e-08	0.64199	0.0441962	0.000961496	0.00660261	1.26809e-05	2.53931	0.050786	0.0382187	0.0485828	0.00322637	4.32639e-06	0.000124532	9.2465e-05	0.000614253	0.000587678	3.90256e-05	0.00959227	0.00959227	1.69339e-05	0.0543137	0.0543137	0.00759971	0.00759971	1.69339e-05	0.0873121	19.5746	153.893	0	0	0.573544	0.472935	0.0314183	0	0	0.5	0	0	2.29076e-24	0	0.5	7.75489e-25	0.0270651	0.0685817	0.000127298	0.000127298	0.0543137	0.0250913	0.000473717	0.000473717	0.000473717	0.000473717	0.00211453	0.00211453	0.0250913	6.16506e-07	0.000320929	6.16506e-07	0.000320929	4.6828e-05	4.6828e-05	0.00215194	0.00215194	0.00833	4000	0.001	2.03305e-24	0.000318577	0.133851	4.06621e-24	0.0758891	0.150567	0.576724	0.576724
41	0	0	0.42	0	0	0.2	33.0862	0	0	0.2	50	5.30171e-25	5	0.00833067	2.32522e-06	0.0958812	0.00783055	0.0998506	5.11781	0.303295	0.00014943	0.0042357	10	27.9299	0.0858543	0.00411879	0	0.000646053	0.341218	0.00660589	3.30129e-05	5.70679e-08	0.641998	0.0440973	0.000956946	0.00670083	1.28424e-05	2.53962	0.0507922	0.0382956	0.0484766	0.00322178	4.47567e-06	0.000126778	9.48165e-05	0.000614964	0.000586994	3.90108e-05	0.00959225	0.00959225	1.69514e-05	0.0543486	0.0543486	0.00760064	0.00760064	1.69514e-05	0.0871525	19.5752	153.88	0	0	0.573867	0.47303	0.0314578	0	0	0.5	0	0	2.34688e-24	0	0.5	7.71918e-25	0.0269698	0.0685422	0.000127596	0.000127596	0.0543486	0.0250799	0.000474365	0.000474365	0.000474365	0.000474365	0.00211537	0.00211537	0.0250799	6.24617e-07	0.00032584	6.24617e-07	0.00032584	4.66225e-05	4.66225e-05	0.0021479	0.0021479	0.00833	4000	0.001	2.01982e-24	0.00031735	0.133564	4.03975e-24	0.0757808	0.150353	0.576362	0.576362
42	0	0	0.42	0	0	0.2	33.844	0	0	0.2	50	5.27468e-25	5	0.00833068	2.31563e-06	0.0958818	0.00783191	0.0998504	5.10811	0.302881	0.000149636	0.00424155	10	28.6968	0.0858402	0.00411821	0	0.000647305	0.340649	0.00658367	3.28534e-05	5.67007e-08	0.641998	0.044005	0.000952725	0.00679769	1.30012e-05	2.53991	0.0507981	0.0383585	0.0483783	0.0032165	4.62472e-06	0.000129021	9.71684e-05	0.00061563	0.000586366	3.89849e-05	0.00959222	0.00959222	1.69677e-05	0.0543902	0.0543902	0.00760152	0.00760152	1.69677e-05	0.0870047	19.5758	153.868	0	0	0.574166	0.473118	0.0314944	0	0	0.5	0	0	2.40269e-24	0	0.5	7.68291e-25	0.0268818	0.0685056	0.000127899	0.000127899	0.0543902	0.0250685	0.000475067	0.000475067	0.000475067	0.000475067	0.00211629	0.00211629	0.0250685	6.32634e-07	0.000330705	6.32634e-07	0.000330705	4.64353e-05	4.64353e-05	0.0021443	0.0021443	0.00833	4000	0.001	2.00676e-24	0.000316188	0.133299	4.01363e-24	0.0756804	0.150154	0.576003	0.576003
43	0	0	0.42	0	0	0.2	34.6007	0	0	0.2	50	5.24749e-25	5	0.00833069	2.30677e-06	0.0958824	0.00783328	0.0998502	5.09888	0.302497	0.000149839	0.00424729	10	29.4623	0.0858264	0.00411761	0	0.000648543	0.340122	0.00656314	3.27067e-05	5.63633e-08	0.641991	0.0439189	0.000948812	0.00689325	1.31574e-05	2.5402	0.0508038	0.038409	0.0482873	0.00321066	4.77351e-06	0.000131258	9.95204e-05	0.000616255	0.000585788	3.89496e-05	0.0095922	0.0095922	1.6983e-05	0.0544379	0.0544379	0.00760234	0.00760234	1.6983e-05	0.0868679	19.5764	153.856	0	0	0.574443	0.4732	0.0315284	0	0	0.5	0	0	2.45818e-24	0	0.5	7.64614e-25	0.0268004	0.0684716	0.000128205	0.000128205	0.0544379	0.0250573	0.000475821	0.000475821	0.000475821	0.000475821	0.00211728	0.00211728	0.0250573	6.40562e-07	0.000335527	6.40562e-07	0.000335527	4.62653e-05	4.62653e-05	0.0021411	0.0021411	0.00833	4000	0.001	1.99387e-24	0.000315091	0.133054	3.98785e-24	0.0755873	0.149969	0.575646	0.575646
44	0	0	0.42	0	0	0.2	35.3565	0	0	0.2	50	5.22016e-25	5	0.0083307	2.29858e-06	0.095883	0.00783465	0.09985	5.09012	0.302141	0.000150037	0.00425292	10	30.2265	0.0858128	0.00411701	0	0.000649768	0.339634	0.00654416	3.25716e-05	5.60532e-08	0.641976	0.0438387	0.000945182	0.00698756	1.33112e-05	2.54047	0.0508091	0.0384485	0.0482032	0.00320437	4.92202e-06	0.000133492	0.000101873	0.000616841	0.000585257	3.89064e-05	0.00959218	0.00959218	1.69973e-05	0.0544914	0.0544914	0.00760311	0.00760311	1.69973e-05	0.0867414	19.5769	153.845	0	0	0.574701	0.473275	0.0315599	0	0	0.5	0	0	2.51336e-24	0	0.5	7.60893e-25	0.0267252	0.0684401	0.000128514	0.000128514	0.0544914	0.0250462	0.000476621	0.000476621	0.000476621	0.000476621	0.00211834	0.00211834	0.0250462	6.48407e-07	0.000340307	6.48407e-07	0.000340307	4.6111e-05	4.6111e-05	0.00213827	0.00213827	0.00833	4000	0.001	1.98114e-24	0.000314056	0.132827	3.96239e-24	0.0755011	0.149798	0.575292	0.575292
45	0	0	0.42	0	0	0.2	36.1114	0	0	0.2	50	5.19271e-25	5	0.00833071	2.29101e-06	0.0958836	0.00783602	0.0998498	5.08181	0.301812	0.000150232	0.00425844	10	30.9894	0.0857994	0.00411641	0	0.000650978	0.339182	0.00652663	3.24474e-05	5.57683e-08	0.641956	0.0437639	0.000941815	0.00708069	1.34627e-05	2.54072	0.0508143	0.0384784	0.0481253	0.00319773	5.07023e-06	0.000135722	0.000104225	0.00061739	0.000584769	3.88566e-05	0.00959216	0.00959216	1.70107e-05	0.0545501	0.0545501	0.00760383	0.00760383	1.70107e-05	0.0866243	19.5773	153.834	0	0	0.574939	0.473344	0.0315892	0	0	0.5	0	0	2.56822e-24	0	0.5	7.57133e-25	0.0266557	0.0684108	0.000128826	0.000128826	0.0545501	0.0250352	0.000477464	0.000477464	0.000477464	0.000477464	0.00211947	0.00211947	0.0250352	6.56172e-07	0.000345047	6.56172e-07	0.000345047	4.59713e-05	4.59713e-05	0.00213579	0.00213579	0.00833	4000	0.001	1.96856e-24	0.000313081	0.132618	3.93723e-24	0.0754212	0.14964	0.574941	0.574941
46	0	0	0.42	0	0	0.2	36.8655	0	0	0.2	50	5.16517e-25	5	0.00833072	2.28402e-06	0.0958842	0.00783739	0.0998496	5.07396	0.301506	0.000150423	0.00426387	10	31.7511	0.0857863	0.0041158	0	0.000652174	0.338764	0.00651043	3.23331e-05	5.55066e-08	0.641929	0.0436941	0.000938691	0.00717268	1.3612e-05	2.54096	0.0508191	0.0385001	0.0480533	0.00319082	5.21813e-06	0.000137949	0.000106578	0.000617905	0.000584321	3.88014e-05	0.00959214	0.00959214	1.70232e-05	0.0546137	0.0546137	0.00760451	0.00760451	1.70232e-05	0.0865159	19.5777	153.824	0	0	0.575159	0.473409	0.0316162	0	0	0.5	0	0	2.62278e-24	0	0.5	7.53339e-25	0.0265914	0.0683838	0.00012914	0.00012914	0.0546137	0.0250244	0.000478345	0.000478345	0.000478345	0.000478345	0.00212065	0.00212065	0.0250244	6.63862e-07	0.00034975	6.63862e-07	0.00034975	4.5845e-05	4.5845e-05	0.00213363	0.00213363	0.00833	4000	0.001	1.95613e-24	0.000312162	0.132424	3.91237e-24	0.0753472	0.149493	0.574593	0.574593
47	0	0	0.42	0	0	0.2	37.619	0	0	0.2	50	5.13756e-25	5	0.00833072	2.27755e-06	0.0958848	0.00783875	0.0998494	5.06654	0.301223	0.000150611	0.00426919	10	32.5116	0.0857733	0.0041152	0	0.000653356	0.338378	0.00649546	3.22279e-05	5.52661e-08	0.641897	0.0436289	0.000935793	0.00726357	1.37592e-05	2.54119	0.0508237	0.0385144	0.0479868	0.00318373	5.3657e-06	0.000140172	0.000108931	0.000618386	0.000583911	3.87419e-05	0.00959212	0.00959212	1.70348e-05	0.0546818	0.0546818	0.00760514	0.00760514	1.70348e-05	0.0864157	19.5781	153.814	0	0	0.575364	0.473468	0.0316413	0	0	0.5	0	0	2.67702e-24	0	0.5	7.49515e-25	0.026532	0.0683587	0.000129456	0.000129456	0.0546818	0.0250136	0.000479263	0.000479263	0.000479263	0.000479263	0.00212189	0.00212189	0.0250136	6.71481e-07	0.000354415	6.71481e-07	0.000354415	4.57312e-05	4.57312e-05	0.00213177	0.00213177	0.00833	4000	0.001	1.94384e-24	0.000311298	0.132244	3.88778e-24	0.0752787	0.149358	0.574249	0.574249
48	0	0	0.42	0	0	0.2	38.3717	0	0	0.2	50	5.1099e-25	5	0.00833073	2.27157e-06	0.0958854	0.00784011	0.0998492	5.05956	0.300962	0.000150796	0.00427443	10	33.271	0.0857606	0.00411459	0	0.000654522	0.33802	0.00648163	3.21312e-05	5.50452e-08	0.64186	0.0435681	0.000933103	0.00735343	1.39044e-05	2.54141	0.0508281	0.0385225	0.0479253	0.00317652	5.51294e-06	0.000142392	0.000111284	0.000618837	0.000583534	3.86791e-05	0.0095921	0.0095921	1.70457e-05	0.0547539	0.0547539	0.00760573	0.00760573	1.70457e-05	0.086323	19.5784	153.804	0	0	0.575553	0.473523	0.0316646	0	0	0.5	0	0	2.73096e-24	0	0.5	7.45665e-25	0.0264772	0.0683354	0.000129773	0.000129773	0.0547539	0.0250031	0.000480212	0.000480212	0.000480212	0.000480212	0.00212317	0.00212317	0.0250031	6.79032e-07	0.000359046	6.79032e-07	0.000359046	4.56288e-05	4.56288e-05	0.00213018	0.00213018	0.00833	4000	0.001	1.93168e-24	0.000310486	0.132079	3.86346e-24	0.0752152	0.149232	0.573909	0.573909
49	0	0	0.42	0	0	0.2	39.1238	0	0	0.2	50	5.08219e-25	5	0.00833073	2.26605e-06	0.095886	0.00784146	0.099849	5.05298	0.300719	0.000150977	0.00427957	10	34.0295	0.0857481	0.004114	0	0.000655674	0.337689	0.00646885	3.20424e-05	5.48424e-08	0.641818	0.0435113	0.000930607	0.00744227	1.40477e-05	2.54162	0.0508322	0.0385252	0.0478684	0.00316925	5.65984e-06	0.00014461	0.000113638	0.000619259	0.000583189	3.86138e-05	0.00959208	0.00959208	1.70559e-05	0.0548297	0.0548297	0.00760628	0.00760628	1.70559e-05	0.0862373	19.5787	153.794	0	0	0.575728	0.473574	0.0316861	0	0	0.5	0	0	2.78458e-24	0	0.5	7.41793e-25	0.0264265	0.0683139	0.00013009	0.00013009	0.0548297	0.0249926	0.000481191	0.000481191	0.000481191	0.000481191	0.00212449	0.00212449	0.0249926	6.86518e-07	0.000363644	6.86518e-07	0.000363644	4.55371e-05	4.55371e-05	0.00212884	0.00212884	0.00833	4000	0.001	1.91965e-24	0.000309724	0.131925	3.8394e-24	0.0751566	0.149116	0.573572	0.573572
50	0	0	0.42	0	0	0.2	39.8753	0	0	0.2	50	5.05446e-25	5	0.00833074	2.26095e-06	0.0958866	0.0078428	0.0998488	5.0468	0.300495	0.000151156	0.00428463	10	34.787	0.0857357	0.0041134	0	0.00065681	0.337383	0.00645705	3.19607e-05	5.46561e-08	0.641772	0.0434582	0.000928289	0.00753015	1.41893e-05	2.54181	0.0508361	0.0385234	0.0478158	0.00316197	5.80641e-06	0.000146825	0.000115992	0.000619654	0.000582872	3.85467e-05	0.00959206	0.00959206	1.70655e-05	0.0549089	0.0549089	0.00760679	0.00760679	1.70655e-05	0.0861581	19.579	153.785	0	0	0.575889	0.47362	0.031706	0	0	0.5	0	0	2.8379e-24	0	0.5	7.37904e-25	0.0263796	0.068294	0.000130409	0.000130409	0.0549089	0.0249824	0.000482195	0.000482195	0.000482195	0.000482195	0.00212585	0.00212585	0.0249824	6.93942e-07	0.000368208	6.93942e-07	0.000368208	4.5455e-05	4.5455e-05	0.00212773	0.00212773	0.00833	4000	0.001	1.90774e-24	0.000309009	0.131784	3.81559e-24	0.0751022	0.149008	0.573239	0.573239
51	0	0	0.42	0	0	0.2	40.6263	0	0	0.2	50	5.02673e-25	5	0.00833074	2.25623e-06	0.0958872	0.00784413	0.0998487	5.041	0.300288	0.000151331	0.0042896	10	35.5435	0.0857236	0.00411282	0	0.000657932	0.337099	0.00644614	3.18857e-05	5.44851e-08	0.641723	0.0434086	0.000926137	0.0076171	1.43291e-05	2.542	0.0508398	0.0385176	0.0477673	0.00315473	5.95264e-06	0.000149038	0.000118345	0.000620023	0.000582582	3.84785e-05	0.00959204	0.00959204	1.70744e-05	0.0549912	0.0549912	0.00760727	0.00760727	1.70744e-05	0.0860848	19.5792	153.776	0	0	0.576039	0.473664	0.0317244	0	0	0.5	0	0	2.89091e-24	0	0.5	7.33999e-25	0.0263364	0.0682756	0.000130727	0.000130727	0.0549912	0.0249722	0.000483223	0.000483223	0.000483223	0.000483223	0.00212724	0.00212724	0.0249722	7.01306e-07	0.000372741	7.01306e-07	0.000372741	4.5382e-05	4.5382e-05	0.00212684	0.00212684	0.00833	4000	0.001	1.89596e-24	0.000308338	0.131653	3.79201e-24	0.075052	0.148909	0.572911	0.572911
