Time	[ErbB1]	[ErbB2]	[ErbB3]	[ErbB4]	[EGF-ErbB1]	[HRG-ErbB3]	[HRG-ErbB4]	[(EGF-ErbB1)2]	[EGF-ErbB1-ErbB2]	[HRG-ErbB3-ErbB2]	[(HRG-ErbB3/4)2]	[HRG-Erb4-ErbB2]	[(HRG-Erb4)2]	[E11_p]	[E12_p]	[E23_p]	[E34_p]	[E24_p]	[E44_p]	[Grb2]	[Shc]	[PI-3K]	[RasGAP]	[SOS]	[Gab1]	[E11-Grb2]	[E11-Shc]	[E11-RasGAP]	[E12-Grb2]	[E12-Shc]	[E12-RasGAP]	[E23-Grb2]	[E23-Shc]	[E23-PI-3K]	[E23-RasGAP]	[E34-Grb2]	[E34-Shc]	[E34-PI-3K]	[E34-RasGAP]	[E24-Grb2]	[E24-Shc]	[E24-PI-3K]	[E24-RasGAP]	[E44-Grb2]	[E44-Shc]	[E44-PI-3K]	[E44-RasGAP]	[Sum Grb2]	[Sum Shc]	[Sum PI-3K]	[Sum RasGAP]	[Sum Gab1]	[Sum Shc_p]	[Sum Gab1_p]	[Sum Grb2-SOS]	[Sum Grb2-Gab1]	[Sum Shc_p-Grb2]	[Sum Gab1_p-Shc]	[Sum Gab1_p-PI-3K]	[Sum Gab1_p-RasGAP]	[Empty]	[PIP3-Gab1]	[PIP2]	[PIP3]	[Akt]	[RasGDP]	[RasGTP]	[Sum RasGAP_p]	[Raf]	[Raf*]	[MEK]	[MEK*]	[ERK]	[ERK*]	[SOS_p]	[Gab1_p]	[Gab1_SumGrb2-SOS]	[Sum PIP3-Gab1-Grb2]	[Sum PIP3-Gab1-Grb2_SOS]	[Sum SOS]	[ErbB1-ErbB3]	[ErbB1-ErbB4]	[ErbB1-ErbB3_p]	[ErbB1-ErbB3_p]	[E13-Grb2]	[E13-Shc]	[E13-PI-3K]	[E13-RasGAP]	[E14-Grb2]	[E14-Shc]	[E14-PI-3K]	[E14-RasGAP]	[PTP-1B]	[E11-PTP-1B]	[E12-PTP-1B]	[E23-PTP-1B]	[E34-PTP-1B]	[E24-PTP-1B]	[E44-PTP-1B]	[E13-PTP-1B]	[E14-PTP-1B]	[Sig-PTP-1B]	[E1_p-PTP-1B]	[E2_p-PTP-1B]	[E4_p-PTP-1B]	[E_E1_p-PTP-1B]	[H_E4_p-PTP-1B]	[Aktstar]	[SumGab1_p-PTP-1B]	[EGF]	[HRG]	[fint]	[p_ERK]	[ERK-MEK*]	[p_ERK-MEK*]	[p_ERK-ERKpase]	[ERKpase]	[ERK*-ERKpase]	[normalized Akt*]	[normalized Erk*]
29	249.648	39.3829	229.059	135.907	0.534832	8.57042	12.8196	0.607632	12.1128	28.9295	14.434	56.9439	67.842	0.00104128	0.00455594	0.359927	0.0181094	0.481485	0.120829	76.5433	10.859	45.3898	82.0742	80.6169	40.0536	0.00709837	0.000118875	0.00110221	0.0653584	0.0259854	0.00236171	0.0258577	0.0881882	0.0554153	3.48131	4.51563	0.00804726	0.005236	0.0670939	0.0733264	0.0712227	0.00508697	2.74375	0.00191214	0.218198	0.037666	5.15311	2.98204	0.498334	1.01018	8.74614	0.695202	0.131882	0.265547	1.36897	0.510009	0.0108216	0.227642	0.906074	0.039499	10.0561	1.3301	194.193	0.539515	439.949	94.9583	0.74166	2.77969	726.379	16.6205	737.479	14.9195	471.908	12.4463	0.0550785	0.210557	0.0586828	0.736675	0.200339	1.62799	0.698454	2.20477	0.00671141	0.00671141	0.215114	3.85889e-05	3.69899e-05	0.00222867	0.00458614	0.00159629	0.00065986	0.0353713	487.365	0.00761638	0.0696748	3.35386	0.0433345	3.89635	4.49894	0.0627802	0.000427349	12.6348	6.92278	5.82706	5.01908	0.118248	3.95063	4.0509	0.70184	9.47661	0.299845	0.167673	269.811	11.7158	7.8858	10.647	23.7667	0.586313	0.215473	0.0221078
30	248.684	39.1518	228.664	135.842	0.550304	8.63182	12.8016	0.645843	12.3906	28.9705	14.5169	56.5368	67.6571	0.00110593	0.00465671	0.360157	0.0182011	0.477667	0.120406	76.2996	10.8466	45.3347	82.1103	80.5464	39.8683	0.00754483	0.000126018	0.00117065	0.0665535	0.0265179	0.00241255	0.0257774	0.0880655	0.0553857	3.48183	4.68391	0.00806911	0.00525575	0.0673796	0.0724833	0.070556	0.00504143	2.72213	0.00189834	0.216998	0.0374939	5.13444	3.09266	0.508433	1.0653	8.7276	0.738362	0.133988	0.280851	1.41957	0.526012	0.0109532	0.241367	0.961413	0.0417791	10.0726	1.41823	194.011	0.569279	439.719	94.9267	0.773267	2.76212	725.152	17.8482	734.313	16.2881	449.9	13.5184	0.0594192	0.225306	0.0605491	0.787556	0.214072	1.69419	0.723718	2.26521	0.00695071	0.00695071	0.224983	3.98614e-05	3.82425e-05	0.00230586	0.00468909	0.00163487	0.000676433	0.0362766	487.355	0.00809131	0.0712174	3.35628	0.0435458	3.8674	4.49036	0.0649738	0.000438617	12.6449	7.40358	6.19604	5.37493	0.126627	4.25532	4.28058	0.742644	9.46209	0.296718	0.168945	288.428	12.1945	9.20405	11.1323	23.2449	0.622772	0.227691	0.0239884
31	247.58	38.8906	228.273	135.73	0.566647	8.69721	12.7809	0.686015	12.6735	29	14.6031	56.0761	67.4447	0.00117412	0.00476041	0.360333	0.0183014	0.473521	0.119965	76.0546	10.8341	45.2784	82.149	80.4746	39.6754	0.00800587	0.000133512	0.00124248	0.067767	0.027056	0.00246476	0.0256912	0.0879259	0.0553462	3.48185	4.85153	0.0080938	0.00527764	0.0676933	0.0715913	0.0698462	0.0049925	2.69891	0.00188418	0.215762	0.0373158	5.11509	3.20328	0.518716	1.12163	8.70723	0.782773	0.136106	0.296458	1.4701	0.541564	0.0110838	0.255372	1.01796	0.0441041	10.0882	1.50889	193.823	0.599705	439.484	94.8948	0.805217	2.74374	723.882	19.1177	731.002	17.7242	428.136	14.8174	0.0647549	0.24366	0.0623747	0.839933	0.228191	1.76067	0.750707	2.32846	0.00720742	0.00720742	0.234973	4.12178e-05	3.95776e-05	0.00238836	0.00479706	0.00167537	0.00069385	0.0372207	487.348	0.00859095	0.0727962	3.35821	0.0437759	3.83605	4.48044	0.0673097	0.000450487	12.6519	8.0065	6.66074	5.82033	0.13721	4.63152	4.51582	0.784283	9.44704	0.295002	0.170113	306.525	12.6283	10.645	11.5802	22.7517	0.668073	0.240203	0.0262689
32	246.324	38.5967	227.884	135.567	0.584039	8.76728	12.7574	0.728567	12.9635	29.0177	14.6934	55.5578	67.203	0.00124661	0.0048679	0.360457	0.0184114	0.469017	0.119503	75.8082	10.8214	45.2209	82.1907	80.4014	39.475	0.00848517	0.000141437	0.00131846	0.06901	0.0276042	0.00251877	0.0255992	0.0877695	0.0552971	3.48136	5.01858	0.00812192	0.00530206	0.0680399	0.0706467	0.0690887	0.00493988	2.67389	0.00186963	0.214487	0.0371312	5.09506	3.31402	0.529165	1.17906	8.68489	0.828401	0.138227	0.31234	1.52061	0.55666	0.0112129	0.269631	1.07563	0.0464697	10.1032	1.60194	193.631	0.630744	439.244	94.8625	0.837544	2.72446	722.571	20.4291	727.548	19.229	406.759	16.3586	0.0711543	0.26584	0.0641601	0.893723	0.242672	1.82744	0.779772	2.39516	0.0074851	0.0074851	0.245138	4.26769e-05	4.10135e-05	0.00247729	0.00491138	0.00171827	0.000712317	0.0382145	487.344	0.00912079	0.0744238	3.35966	0.0440283	3.80205	4.46927	0.0698199	0.000463093	12.6555	8.7401	7.2262	6.36179	0.150189	5.08432	4.75625	0.826682	9.43135	0.294672	0.171186	323.947	13.0169	12.2061	11.9895	22.288	0.722477	0.252992	0.0289755
33	244.903	38.2682	227.496	135.346	0.602667	8.84273	12.7309	0.773998	13.2624	29.0232	14.7886	54.9785	66.9301	0.00132433	0.00498002	0.360529	0.0185325	0.46413	0.119019	75.5603	10.8086	45.1625	82.2353	80.3268	39.2672	0.00898718	0.000149892	0.00139952	0.0702938	0.0281669	0.00257501	0.0255015	0.0875968	0.0552387	3.48039	5.18515	0.00815403	0.00532941	0.0684245	0.0696462	0.0682794	0.0048833	2.6469	0.00185467	0.213169	0.0369396	5.07429	3.42499	0.539759	1.23748	8.66045	0.875206	0.140342	0.328466	1.57115	0.571301	0.0113396	0.284116	1.13431	0.0488713	10.1176	1.69721	193.434	0.662342	438.998	94.8297	0.870282	2.70423	721.218	21.7824	723.952	20.8034	385.891	18.1561	0.0786826	0.292046	0.0659062	0.94883	0.257486	1.89454	0.811297	2.46597	0.00778765	0.00778765	0.255538	4.42594e-05	4.25706e-05	0.0025739	0.00503341	0.00176407	0.000732044	0.039269	487.344	0.00968732	0.0761136	3.36065	0.0443062	3.76518	4.45696	0.072539	0.000476576	12.6557	9.61247	7.89664	7.00551	0.165757	5.6186	5.0015	0.869763	9.41488	0.295721	0.172172	340.562	13.3607	13.8839	12.3595	21.8543	0.786219	0.266037	0.0321329
34	243.305	37.9034	227.106	135.066	0.622727	8.92424	12.701	0.822888	13.5721	29.0166	14.8895	54.3354	66.6235	0.00140833	0.00509765	0.360552	0.0186659	0.458836	0.118509	75.311	10.7956	45.1032	82.2832	80.2506	39.0522	0.00951725	0.000158989	0.00148673	0.0716298	0.0287488	0.00263394	0.0253985	0.0874083	0.0551716	3.47894	5.35137	0.00819066	0.00536002	0.0688516	0.0685871	0.0674151	0.00482256	2.61779	0.00183927	0.211804	0.0367404	5.05271	3.53633	0.550476	1.29679	8.63379	0.923139	0.142443	0.344803	1.62177	0.585494	0.0114633	0.298798	1.1939	0.051304	10.1317	1.79452	193.233	0.694439	438.749	94.7965	0.903469	2.683	719.822	23.1776	720.217	22.4486	365.633	20.2234	0.0874006	0.322455	0.0676141	1.00515	0.272604	1.96199	0.845693	2.54155	0.00811933	0.00811933	0.266244	4.5988e-05	4.42709e-05	0.00267957	0.00516457	0.00181328	0.000753252	0.0403962	487.348	0.0102982	0.0778787	3.3612	0.0446126	3.72522	4.44356	0.0755053	0.000491084	12.6522	10.6311	8.67517	7.75724	0.184108	6.23891	5.25114	0.913437	9.39749	0.298158	0.173078	356.259	13.6608	15.6736	12.6905	21.45	0.859508	0.279316	0.0357641
35	241.519	37.5012	226.712	134.722	0.644422	9.01245	12.6676	0.875912	13.8945	28.9975	14.9965	53.6264	66.2807	0.00149988	0.00522164	0.360527	0.0188127	0.453119	0.11797	75.0602	10.7826	45.0431	82.3345	80.1728	38.83	0.0100817	0.000168861	0.00158132	0.0730291	0.0293548	0.00269601	0.0252903	0.0872048	0.0550962	3.47704	5.51734	0.0082323	0.00539422	0.0693256	0.0674678	0.0664929	0.00475748	2.58645	0.00182338	0.210387	0.0365327	5.03025	3.64819	0.561291	1.35687	8.60476	0.972144	0.144523	0.361314	1.67254	0.599247	0.0115833	0.313643	1.25426	0.0537624	10.1455	1.89366	193.029	0.726971	438.495	94.7629	0.937145	2.66075	718.385	24.6148	716.346	24.1658	346.063	22.5725	0.0973636	0.357217	0.0692853	1.06256	0.287991	2.02982	0.883411	2.62256	0.00848479	0.00848479	0.277337	4.78869e-05	4.61386e-05	0.00279579	0.00530626	0.00186643	0.000776163	0.0416083	487.355	0.0109622	0.0797328	3.36131	0.0449502	3.682	4.42908	0.0787605	0.000506767	12.6449	11.8026	9.56371	8.62219	0.205437	6.9494	5.50468	0.957614	9.37903	0.302004	0.17391	370.951	13.919	17.5695	12.9829	21.0746	0.942531	0.292802	0.0398898
36	239.534	37.0608	226.313	134.314	0.667962	9.10801	12.6303	0.933849	14.2313	28.9658	15.1102	52.85	65.8988	0.00160041	0.00535282	0.360459	0.0189739	0.446966	0.117398	74.8077	10.7695	44.9824	82.3893	80.0933	38.6011	0.0106878	0.00017966	0.00168475	0.0745025	0.0299895	0.00276165	0.0251771	0.0869874	0.0550132	3.47473	5.68321	0.00827941	0.00543231	0.0698505	0.0662871	0.0655111	0.00468797	2.55278	0.00180695	0.208913	0.0363155	5.0068	3.76071	0.572179	1.41758	8.57324	1.02215	0.146573	0.377963	1.72353	0.612574	0.011699	0.328617	1.31528	0.0562413	10.1592	1.99441	192.821	0.75987	438.238	94.7287	0.97135	2.63744	716.906	26.0944	712.341	25.9561	327.238	25.2141	0.108621	0.396454	0.0709216	1.12093	0.30361	2.09806	0.924933	2.70968	0.00888908	0.00888908	0.288907	4.9983e-05	4.81996e-05	0.00292418	0.0054599	0.00192406	0.000801006	0.0429177	487.366	0.0116898	0.0816891	3.36102	0.0453216	3.63539	4.41352	0.0823501	0.000523776	12.6337	13.1326	10.5628	9.60493	0.229934	7.75375	5.76164	1.00219	9.35935	0.30729	0.174674	384.572	14.1373	19.5653	13.2378	20.7267	1.03544	0.30647	0.0445284
37	237.339	36.5823	225.907	133.841	0.693561	9.21152	12.5887	0.997592	14.584	28.9217	15.231	52.0057	65.4747	0.00171159	0.00549197	0.36035	0.0191504	0.440369	0.116787	74.5535	10.7565	44.9212	82.4478	80.012	38.3656	0.0113443	0.000191562	0.00179871	0.0760601	0.0306577	0.00283128	0.0250595	0.0867572	0.0549232	3.47204	5.84911	0.00833238	0.00547452	0.0704298	0.0650449	0.0644685	0.00461395	2.51672	0.00178993	0.207376	0.0360876	4.98224	3.87408	0.583112	1.47879	8.53911	1.07309	0.148586	0.39471	1.77481	0.625494	0.0118097	0.343685	1.37681	0.0587348	10.1728	2.09653	192.611	0.793063	437.979	94.6939	1.00613	2.61309	715.383	27.6166	708.207	27.8209	309.196	28.1575	0.121214	0.440256	0.0725251	1.18013	0.319422	2.16676	0.970776	2.80355	0.00933769	0.00933769	0.301056	5.23049e-05	5.04825e-05	0.00306652	0.00562686	0.00198668	0.000828005	0.0443373	487.382	0.0124927	0.0837604	3.36036	0.045729	3.5853	4.39684	0.0863237	0.000542265	12.6184	14.6256	11.6715	10.7093	0.257786	8.65511	6.02147	1.04707	9.33829	0.314051	0.175377	397.08	14.3179	21.6543	13.4566	20.4051	1.13837	0.320291	0.0496961
38	234.928	36.0661	225.492	133.303	0.721431	9.32356	12.5426	1.06816	14.954	28.8653	15.3592	51.0939	65.0054	0.00183533	0.00563982	0.360205	0.0193427	0.433327	0.116133	74.2976	10.7435	44.8596	82.5101	79.9289	38.124	0.0120608	0.000204768	0.0019251	0.077711	0.0313638	0.00290528	0.0249376	0.0865159	0.0548272	3.46902	6.01519	0.00839154	0.00552106	0.0710666	0.0637419	0.063365	0.00453544	2.47824	0.00177225	0.205768	0.0358476	4.95643	3.98846	0.59406	1.54035	8.50224	1.12487	0.150554	0.411516	1.82645	0.638028	0.011915	0.358811	1.43871	0.0612373	10.1866	2.19978	192.398	0.826476	437.716	94.6585	1.04152	2.58769	713.818	29.1818	703.946	29.7615	291.958	31.4105	0.13518	0.488682	0.0740985	1.24001	0.335384	2.23593	1.0215	2.90476	0.00983657	0.00983657	0.313897	5.48837e-05	5.30177e-05	0.00322473	0.00580846	0.00205481	0.000857381	0.0458797	487.401	0.0133847	0.0859586	3.35936	0.0461743	3.53168	4.37897	0.0907348	0.000562382	12.599	16.2848	12.8874	11.9385	0.289179	9.65605	6.28359	1.09215	9.3157	0.322327	0.176022	408.448	14.463	23.8292	13.6406	20.108	1.2514	0.334233	0.0554062
39	232.292	35.5133	225.066	132.7	0.751785	9.44468	12.4915	1.14672	15.3423	28.7968	15.4947	50.116	64.4875	0.0019738	0.00579697	0.360029	0.0195515	0.425845	0.115429	74.0397	10.7305	44.7979	82.5762	79.8438	37.8766	0.0128488	0.000219508	0.00206615	0.079463	0.0321119	0.00298401	0.024812	0.0862651	0.054726	3.46574	6.18158	0.00845716	0.00557208	0.0717634	0.0623798	0.0622012	0.00445251	2.43734	0.00175385	0.20408	0.0355942	4.9292	4.10404	0.604992	1.60213	8.46253	1.17739	0.152472	0.42834	1.87853	0.650205	0.0120143	0.373957	1.50084	0.063743	10.2005	2.3039	192.184	0.86003	437.453	94.6224	1.07757	2.56127	712.21	30.7903	699.563	31.7793	275.531	34.9796	0.150547	0.54176	0.0756443	1.3004	0.351451	2.30562	1.07768	3.01387	0.0103921	0.0103921	0.327554	5.7753e-05	5.58384e-05	0.00340088	0.00600592	0.00212896	0.000889345	0.0475574	487.425	0.0143814	0.0882945	3.35807	0.0466587	3.47452	4.35983	0.0956417	0.000584272	12.5753	18.1121	14.2065	13.2948	0.324292	10.7585	6.54741	1.13732	9.29142	0.332162	0.176614	418.666	14.5749	26.0827	13.7915	19.8339	1.37461	0.348267	0.0616695
40	229.427	34.9256	224.626	132.036	0.784829	9.5754	12.4351	1.23457	15.7496	28.7168	15.6376	49.0743	63.9177	0.0021295	0.00596393	0.359828	0.019777	0.417933	0.114669	73.7799	10.7177	44.736	82.6463	79.7568	37.624	0.0137211	0.000236043	0.00222438	0.0813223	0.0329057	0.00306775	0.0246831	0.0860069	0.0546208	3.46226	6.34845	0.00852945	0.00562769	0.0725221	0.060961	0.0609788	0.00436528	2.39407	0.00173463	0.202305	0.0353254	4.90038	4.22101	0.615879	1.66398	8.41987	1.23056	0.154333	0.445141	1.93113	0.662056	0.0121072	0.389086	1.56306	0.0662463	10.2146	2.40861	191.969	0.893645	437.188	94.5857	1.11432	2.53387	710.557	32.4429	695.061	33.8757	259.909	38.8694	0.167335	0.599486	0.0771657	1.36114	0.367578	2.37587	1.13995	3.13137	0.0110112	0.0110112	0.342164	6.09485e-05	5.89799e-05	0.00359721	0.00622037	0.00220957	0.000924094	0.0493826	487.453	0.0155006	0.0907775	3.35654	0.0471834	3.41388	4.33929	0.101107	0.000608068	12.5473	20.1077	15.6236	14.7799	0.363301	11.9636	6.81233	1.18247	9.26529	0.343597	0.177158	427.74	14.6558	28.4073	13.911	19.581	1.50801	0.362358	0.0684943
41	226.328	34.3053	224.172	131.311	0.820761	9.71619	12.373	1.33319	16.1762	28.6257	15.7876	47.9719	63.2927	0.00230525	0.00614107	0.359609	0.0200193	0.409609	0.113845	73.518	10.705	44.6743	82.7203	79.6677	37.3665	0.0146923	0.000254669	0.00240266	0.0832933	0.0337484	0.00315673	0.0245515	0.0857435	0.0545127	3.45866	6.51593	0.00860852	0.00568792	0.0733439	0.059489	0.0597001	0.00427394	2.34849	0.00171453	0.200434	0.0350396	4.86975	4.33957	0.626686	1.72574	8.37418	1.28424	0.156133	0.461879	1.98433	0.673617	0.0121934	0.404162	1.6252	0.0687416	10.2292	2.51365	191.753	0.927241	436.922	94.5482	1.15182	2.50555	708.86	34.14	690.445	36.0522	245.079	43.0833	0.185561	0.661828	0.0786659	1.42207	0.383716	2.44672	1.20897	3.25763	0.0117011	0.0117011	0.357877	6.45087e-05	6.24802e-05	0.00381612	0.00645272	0.00229706	0.000961802	0.0513664	487.485	0.0167626	0.0934149	3.35482	0.0477489	3.34984	4.31721	0.107197	0.000633892	12.5151	22.2703	17.1319	16.3944	0.406378	13.2718	7.0777	1.22749	9.23718	0.356675	0.177658	435.682	14.7077	30.7952	14.0007	19.3477	1.65161	0.376473	0.0758861
42	222.994	33.655	223.7	130.531	0.859761	9.8675	12.3048	1.44424	16.6221	28.5243	15.9445	46.813	62.6094	0.00250422	0.00632857	0.35938	0.0202784	0.400893	0.112952	73.254	10.6925	44.6127	82.7983	79.5766	37.1047	0.0157789	0.00027572	0.00260424	0.0853782	0.0346424	0.00325109	0.0244178	0.0854776	0.0544032	3.45503	6.68416	0.00869441	0.00575276	0.0742293	0.057968	0.0583684	0.00417874	2.30071	0.00169345	0.198455	0.0347347	4.8371	4.45993	0.637382	1.78727	8.32537	1.33832	0.157868	0.478515	2.03823	0.684927	0.0122726	0.419149	1.68713	0.0712236	10.2443	2.61873	191.538	0.960736	436.657	94.5099	1.19011	2.47635	707.118	35.8822	685.718	38.3103	231.021	47.6231	0.20523	0.728724	0.0801486	1.483	0.399815	2.51819	1.28541	3.39292	0.0124697	0.0124697	0.374853	6.84741e-05	6.63793e-05	0.00406016	0.0067037	0.00239177	0.00100262	0.0535191	487.521	0.0181902	0.0962118	3.35299	0.0483551	3.28253	4.29344	0.113984	0.000661845	12.4786	24.5968	18.7235	18.1386	0.453686	14.6829	7.34289	1.27228	9.20692	0.371433	0.178117	442.517	14.7326	33.2388	14.0623	19.1323	1.80537	0.39058	0.0838481
43	219.425	32.978	223.208	129.697	0.901989	10.0297	12.23	1.56954	17.0864	28.4135	16.1078	45.6024	61.865	0.00272999	0.00652644	0.359149	0.0205538	0.391813	0.11198	72.9876	10.6802	44.5516	82.8802	79.4833	36.8391	0.0169997	0.000299569	0.00283279	0.0875766	0.0355894	0.00335089	0.0242826	0.0852118	0.0542936	3.45148	6.8533	0.00878707	0.00582212	0.0751783	0.0564027	0.0569879	0.00407998	2.25086	0.00167131	0.19636	0.0344088	4.80218	4.58227	0.647935	1.84842	8.27338	1.39266	0.159535	0.495012	2.0929	0.69603	0.0123447	0.434013	1.7487	0.0736874	10.26	2.72358	191.323	0.994053	436.393	94.4708	1.22923	2.44638	705.33	37.6705	680.886	40.6517	217.708	52.4892	0.226342	0.800088	0.0816175	1.54376	0.415827	2.59034	1.36997	3.53735	0.0133251	0.0133251	0.39327	7.28876e-05	7.07198e-05	0.00433204	0.00697379	0.00249396	0.00104665	0.0558492	487.562	0.0198093	0.0991707	3.35112	0.0490015	3.21216	4.26778	0.121544	0.000692005	12.438	27.0822	20.3895	20.0117	0.505382	16.1955	7.60728	1.31674	9.17439	0.387906	0.178539	448.274	14.7323	35.7304	14.0974	18.9334	1.9692	0.404643	0.0923806
44	215.624	32.2779	222.695	128.816	0.947579	10.2033	12.1484	1.71109	17.5682	28.2944	16.2768	44.3459	61.0568	0.00298652	0.00673448	0.358927	0.0208451	0.382402	0.110923	72.7188	10.6681	44.4909	82.9661	79.3879	36.5703	0.0183752	0.000326634	0.0030924	0.0898856	0.03659	0.00345609	0.0241468	0.0849494	0.0541856	3.44812	7.02345	0.00888638	0.00589588	0.0761898	0.0547987	0.0555632	0.003978	2.19912	0.00164802	0.194138	0.0340598	4.76475	4.70682	0.658313	1.90905	8.21816	1.44711	0.161133	0.511335	2.14842	0.706975	0.0124096	0.448721	1.80977	0.0761285	10.2765	2.82792	191.109	1.02711	436.13	94.4308	1.26923	2.4157	703.495	39.5054	675.951	43.0778	205.111	57.6806	0.248893	0.875808	0.0830764	1.60417	0.431702	2.6632	1.46337	3.69087	0.0142759	0.0142759	0.413313	7.7794e-05	7.55458e-05	0.00463459	0.00726311	0.0026038	0.00109396	0.0583634	487.607	0.0216485	0.102291	3.34929	0.0496871	3.13892	4.24004	0.129955	0.00072442	12.3933	29.7196	22.1203	22.0125	0.561613	17.8077	7.87024	1.36078	9.13946	0.406121	0.178927	452.987	14.7084	38.2624	14.1075	18.7495	2.14299	0.41863	0.101482
45	211.597	31.5584	222.159	127.891	0.996631	10.3884	12.0596	1.87111	18.0656	28.1682	16.4507	43.0496	60.1827	0.00327819	0.00695225	0.358723	0.0211515	0.372694	0.109774	72.4476	10.6564	44.431	83.0559	79.2903	36.299	0.0199286	0.000357374	0.00338764	0.0922993	0.037644	0.00356653	0.0240109	0.0846934	0.054081	3.44507	7.19476	0.00899211	0.0059738	0.0772622	0.0531621	0.0540997	0.00387318	2.14566	0.0016235	0.191779	0.0336856	4.72456	4.83377	0.668485	1.96905	8.15967	1.50153	0.162662	0.527452	2.20489	0.717811	0.0124673	0.463245	1.87021	0.0785429	10.2936	2.9315	190.897	1.05984	435.869	94.3898	1.31015	2.38442	701.612	41.388	670.92	45.5903	193.2	63.1948	0.272868	0.95575	0.0845295	1.66405	0.447389	2.73681	1.56632	3.85323	0.0153307	0.0153307	0.435184	8.32394e-05	8.09032e-05	0.00497077	0.00757145	0.0027213	0.00114457	0.0610662	487.655	0.0237397	0.105569	3.3476	0.0504103	3.06309	4.21	0.139301	0.000759102	12.3448	32.5002	23.9054	24.139	0.622513	19.5162	8.13116	1.4043	9.10201	0.4261	0.179283	456.695	14.6625	40.8269	14.094	18.5794	2.32661	0.432508	0.111148
46	207.35	30.8238	221.596	126.929	1.04921	10.5855	11.9632	2.05194	18.5764	28.0363	16.6287	41.7202	59.2411	0.0036098	0.00717909	0.358549	0.0214719	0.362731	0.108525	72.1736	10.6449	44.3717	83.1495	79.1905	36.0255	0.0216852	0.000392292	0.00372351	0.0948086	0.0387498	0.00368194	0.023876	0.0844476	0.0539814	3.44246	7.36731	0.00910395	0.00605564	0.078393	0.0514994	0.0526032	0.00376595	2.09071	0.00159767	0.189274	0.0332843	4.68134	4.96333	0.678423	2.02827	8.09789	1.55575	0.164123	0.543334	2.26238	0.728591	0.0125181	0.477558	1.9299	0.0809272	10.3117	3.03406	190.688	1.09217	435.611	94.348	1.35203	2.35265	699.681	43.3191	665.796	48.191	181.944	69.0282	0.298248	1.03976	0.0859808	1.72322	0.462842	2.81121	1.67954	4.02395	0.0164987	0.0164987	0.459094	8.92714e-05	8.68388e-05	0.00534362	0.00789816	0.00284638	0.00119843	0.0639588	487.707	0.0261176	0.108997	3.34614	0.0511688	2.98496	4.17744	0.149667	0.000796019	12.2925	35.4128	25.7342	26.3888	0.688198	21.317	8.38946	1.44724	9.06195	0.447854	0.17961	459.437	14.5961	43.4164	14.0585	18.4217	2.51986	0.446248	0.121371
47	202.895	30.0782	221.006	125.933	1.10532	10.7948	11.8591	2.25609	19.0977	27.9	16.8098	40.3648	58.2311	0.00398651	0.00741407	0.358418	0.0218051	0.352555	0.107171	71.897	10.6338	44.3134	83.2467	79.0886	35.7506	0.0236726	0.000431931	0.00410548	0.0974016	0.0399048	0.00380194	0.0237427	0.0842154	0.0538889	3.44044	7.54121	0.00922151	0.00614105	0.0795789	0.0498173	0.05108	0.00365675	2.03449	0.00157048	0.186615	0.0328541	4.63484	5.0957	0.6881	2.08661	8.03283	1.6096	0.165519	0.558956	2.32098	0.739372	0.0125622	0.491638	1.98872	0.0832788	10.3307	3.13536	190.481	1.12404	435.355	94.3051	1.39491	2.32049	697.7	45.2997	660.585	50.8816	171.31	75.1757	0.325007	1.12767	0.0874346	1.78153	0.478013	2.88643	1.80369	4.20233	0.0177885	0.0177885	0.485265	9.59377e-05	9.33996e-05	0.00575622	0.00824213	0.00297876	0.0012554	0.0670392	487.763	0.0288202	0.112563	3.34502	0.0519599	2.90484	4.14213	0.161137	0.000835093	12.2368	38.4444	27.5961	28.7587	0.758766	23.2049	8.64461	1.48951	9.01919	0.471388	0.17991	461.256	14.5105	46.0233	14.0022	18.2753	2.72253	0.459819	0.132143
48	198.244	29.3258	220.386	124.909	1.16492	11.0164	11.747	2.48619	19.6261	27.7611	16.9929	38.9906	57.1526	0.00441381	0.00765604	0.358342	0.0221496	0.342209	0.105706	71.6174	10.6231	44.256	83.3474	78.9844	35.4748	0.0259207	0.000476872	0.00453943	0.100063	0.0411052	0.00392601	0.0236121	0.0840007	0.0538055	3.43915	7.71654	0.00934432	0.00622964	0.0808161	0.0481227	0.0495365	0.00354604	1.97724	0.00154186	0.183794	0.0323933	4.58481	5.23106	0.697491	2.14398	7.96451	1.66294	0.166853	0.574299	2.38077	0.750209	0.0125999	0.505466	2.04659	0.0855955	10.3508	3.23519	190.278	1.15538	435.104	94.2612	1.43882	2.28808	695.669	47.3308	655.289	53.6638	161.267	81.6309	0.353115	1.21929	0.0888948	1.8388	0.492859	2.96252	1.93943	4.3874	0.0192091	0.0192091	0.513928	0.000103286	0.000100632	0.00621166	0.00860175	0.003118	0.00131531	0.0703018	487.822	0.0318878	0.116254	3.34435	0.0527805	2.82308	4.10385	0.173799	0.000876195	12.1779	41.5798	29.4804	31.2454	0.834287	25.174	8.89609	1.53106	8.97367	0.496691	0.180186	462.195	14.4068	48.6401	13.9264	18.1393	2.93437	0.473196	0.143453
