Time	[camR]	[ca]	[camR_ca1_A]	[camR_ca1_B]	[camR_ca1_C]	[camR_ca1_D]	[camR_ca2_AB]	[camR_ca2_AC]	[camR_ca2_AD]	[camR_ca2_BC]	[camR_ca2_BD]	[camR_ca2_CD]	[camR_ca3_ABC]	[camR_ca3_ABD]	[camR_ca3_ACD]	[camR_ca3_BCD]	[camR_ca4_ABCD]	[camT]	[camT_ca1_A]	[camT_ca1_B]	[camT_ca1_C]	[camT_ca1_D]	[camT_ca2_AB]	[camT_ca2_AC]	[camT_ca2_AD]	[camT_ca2_BC]	[camT_ca2_BD]	[camT_ca2_CD]	[camT_ca3_ABC]	[camT_ca3_ABD]	[camT_ca3_ACD]	[camT_ca3_BCD]	[camT_ca4_ABCD]	[CaMKII]	[camR_CaMKII]	[camR_ca1_A_CaMKII]	[camR_ca1_B_CaMKII]	[camR_ca1_C_CaMKII]	[camR_ca1_D_CaMKII]	[camR_ca2_AB_CaMKII]	[camR_ca2_AC_CaMKII]	[camR_ca2_AD_CaMKII]	[camR_ca2_BC_CaMKII]	[camR_ca2_BD_CaMKII]	[camR_ca2_CD_CaMKII]	[camR_ca3_ABC_CaMKII]	[camR_ca3_ABD_CaMKII]	[camR_ca3_ACD_CaMKII]	[camR_ca3_BCD_CaMKII]	[camR_ca4_ABCD_CaMKII]	[PP2B]	[camR_PP2B]	[camR_ca1_A_PP2B]	[camR_ca1_B_PP2B]	[camR_ca1_C_PP2B]	[camR_ca1_D_PP2B]	[camR_ca2_AB_PP2B]	[camR_ca2_AC_PP2B]	[camR_ca2_AD_PP2B]	[camR_ca2_BC_PP2B]	[camR_ca2_BD_PP2B]	[camR_ca2_CD_PP2B]	[camR_ca3_ABC_PP2B]	[camR_ca3_ABD_PP2B]	[camR_ca3_ACD_PP2B]	[camR_ca3_BCD_PP2B]	[camR_ca4_ABCD_PP2B]
41	1.10917e-17	9.42415e-06	7.94228e-19	3.96628e-16	3.79745e-19	4.54027e-16	6.55327e-15	6.45614e-18	7.50179e-15	3.20393e-15	3.26883e-12	3.66765e-15	3.12514e-15	3.6956e-12	3.57771e-15	1.76723e-12	2.00143e-12	2.29287e-13	1.02913e-15	5.14001e-13	4.91991e-16	5.88386e-13	2.15046e-15	2.13208e-18	2.4617e-15	1.05525e-15	1.05972e-12	1.20798e-15	4.03213e-18	4.74377e-15	4.61603e-18	2.26852e-15	1.01733e-17	6.99917e-05	6.77383e-15	7.65383e-15	3.84001e-12	3.65845e-15	4.39615e-12	4.3894e-12	4.16911e-15	5.02511e-12	2.09455e-12	2.52575e-09	2.3979e-12	2.37836e-12	2.8609e-09	2.72281e-12	1.36798e-09	1.54951e-09	1.40833e-06	1.57447e-13	1.78337e-13	8.93846e-11	8.52733e-14	1.0233e-10	1.01258e-10	9.65973e-14	1.15923e-10	4.84165e-11	5.81036e-08	5.54286e-11	5.48436e-11	6.58145e-08	6.27865e-11	3.14699e-08	3.56463e-08
42	1.05651e-17	9.42415e-06	7.56526e-19	3.77828e-16	3.61718e-19	4.32507e-16	6.24291e-15	6.14986e-18	7.14652e-15	3.05215e-15	3.1143e-12	3.49391e-15	2.97738e-15	3.52091e-12	3.40855e-15	1.68369e-12	1.90683e-12	2.18403e-13	9.80279e-16	4.89637e-13	4.68636e-16	5.60497e-13	2.0486e-15	2.03091e-18	2.34511e-15	1.00525e-15	1.00963e-12	1.15075e-15	3.84147e-18	4.51954e-15	4.39776e-18	2.16128e-15	9.69243e-18	6.99921e-05	6.42364e-15	7.25807e-15	3.64148e-12	3.46928e-15	4.16886e-12	4.16264e-12	3.95364e-15	4.7655e-12	1.98632e-12	2.3953e-09	2.27399e-12	2.25549e-12	2.71314e-09	2.58215e-12	1.29732e-09	1.46948e-09	1.4079e-06	1.57803e-13	1.78739e-13	8.95862e-11	8.54658e-14	1.02561e-10	1.01486e-10	9.68149e-14	1.16184e-10	4.85256e-11	5.82342e-08	5.55534e-11	5.4967e-11	6.59624e-08	6.29278e-11	3.15407e-08	3.57264e-08
43	1.00782e-17	9.42415e-06	7.21657e-19	3.6044e-16	3.45046e-19	4.12605e-16	5.95587e-15	5.86661e-18	6.81794e-15	2.91177e-15	2.97139e-12	3.33322e-15	2.84072e-15	3.35935e-12	3.2521e-15	1.60643e-12	1.81933e-12	2.08336e-13	9.35097e-16	4.67104e-13	4.47036e-16	5.34705e-13	1.9544e-15	1.93734e-18	2.23727e-15	9.59012e-16	9.63296e-13	1.09781e-15	3.66514e-18	4.31215e-15	4.1959e-18	2.06211e-15	9.24767e-18	6.99925e-05	6.09981e-15	6.8921e-15	3.45788e-12	3.29434e-15	3.95868e-12	3.95294e-12	3.75438e-15	4.52543e-12	1.88624e-12	2.27466e-09	2.15942e-12	2.14187e-12	2.5765e-09	2.45207e-12	1.23199e-09	1.39547e-09	1.40751e-06	1.58131e-13	1.79111e-13	8.97727e-11	8.56437e-14	1.02774e-10	1.01697e-10	9.70162e-14	1.16425e-10	4.86264e-11	5.8355e-08	5.56688e-11	5.50811e-11	6.60993e-08	6.30584e-11	3.16061e-08	3.58005e-08
44	9.62781e-18	9.42415e-06	6.89409e-19	3.4436e-16	3.29627e-19	3.94198e-16	5.6904e-15	5.60463e-18	6.51406e-15	2.78194e-15	2.83921e-12	3.18461e-15	2.71433e-15	3.20992e-12	3.10741e-15	1.53498e-12	1.7384e-12	1.99026e-13	8.93311e-16	4.46265e-13	4.27059e-16	5.10851e-13	1.86727e-15	1.85081e-18	2.13754e-15	9.16245e-16	9.20445e-13	1.04886e-15	3.50206e-18	4.12034e-15	4.0092e-18	1.97038e-15	8.83633e-18	6.99929e-05	5.80034e-15	6.55366e-15	3.2881e-12	3.13256e-15	3.76431e-12	3.75901e-12	3.57012e-15	4.30342e-12	1.79368e-12	2.1631e-09	2.05346e-12	2.0368e-12	2.45014e-09	2.33179e-12	1.17156e-09	1.32704e-09	1.40714e-06	1.58435e-13	1.79456e-13	8.99451e-11	8.58083e-14	1.02972e-10	1.01892e-10	9.72023e-14	1.16649e-10	4.87196e-11	5.84667e-08	5.57755e-11	5.51867e-11	6.62258e-08	6.31792e-11	3.16666e-08	3.58691e-08
45	9.21127e-18	9.42415e-06	6.59583e-19	3.29487e-16	3.15367e-19	3.77174e-16	5.44487e-15	5.36234e-18	6.23299e-15	2.66187e-15	2.71696e-12	3.04716e-15	2.59743e-15	3.07171e-12	2.97358e-15	1.46889e-12	1.66355e-12	1.90415e-13	8.54663e-16	4.26991e-13	4.08583e-16	4.88789e-13	1.78669e-15	1.77078e-18	2.0453e-15	8.76691e-16	8.80812e-13	1.00358e-15	3.35122e-18	3.94293e-15	3.83652e-18	1.88554e-15	8.45587e-18	6.99932e-05	5.52339e-15	6.24067e-15	3.13109e-12	2.98295e-15	3.58456e-12	3.57967e-12	3.39971e-15	4.0981e-12	1.70809e-12	2.05993e-09	1.95547e-12	1.93963e-12	2.33328e-09	2.22054e-12	1.11569e-09	1.26374e-09	1.4068e-06	1.58715e-13	1.79774e-13	9.01046e-11	8.59605e-14	1.03154e-10	1.02072e-10	9.73744e-14	1.16855e-10	4.88058e-11	5.857e-08	5.58742e-11	5.52842e-11	6.63429e-08	6.32909e-11	3.17226e-08	3.59325e-08
46	8.82601e-18	9.42414e-06	6.31996e-19	3.15731e-16	3.02176e-19	3.61427e-16	5.21776e-15	5.13823e-18	5.97303e-15	2.5508e-15	2.60388e-12	2.92002e-15	2.4893e-15	2.94388e-12	2.8498e-15	1.40776e-12	1.59432e-12	1.82451e-13	8.18916e-16	4.09164e-13	3.91493e-16	4.68383e-13	1.71216e-15	1.69675e-18	1.95998e-15	8.40105e-16	8.44154e-13	9.61702e-16	3.2117e-18	3.77884e-15	3.6768e-18	1.80708e-15	8.10397e-18	6.99935e-05	5.26725e-15	5.9512e-15	2.98587e-12	2.84458e-15	3.41831e-12	3.4138e-12	3.24211e-15	3.90821e-12	1.62893e-12	1.96452e-09	1.86484e-12	1.84976e-12	2.2252e-09	2.11766e-12	1.06401e-09	1.2052e-09	1.40648e-06	1.58975e-13	1.80068e-13	9.02521e-11	8.61013e-14	1.03323e-10	1.02239e-10	9.75336e-14	1.17046e-10	4.88855e-11	5.86656e-08	5.59655e-11	5.53745e-11	6.64511e-08	6.33943e-11	3.17743e-08	3.59911e-08
47	8.46964e-18	9.42414e-06	6.06479e-19	3.03007e-16	2.89976e-19	3.46863e-16	5.0077e-15	4.93093e-18	5.73257e-15	2.44807e-15	2.49929e-12	2.80242e-15	2.38929e-15	2.82564e-12	2.7353e-15	1.35121e-12	1.53029e-12	1.75084e-13	7.85852e-16	3.92674e-13	3.75686e-16	4.49507e-13	1.64321e-15	1.62828e-18	1.88106e-15	8.06264e-16	8.10245e-13	9.22965e-16	3.08265e-18	3.62706e-15	3.52906e-18	1.73449e-15	7.77847e-18	6.99938e-05	5.03034e-15	5.68346e-15	2.85156e-12	2.71661e-15	3.26455e-12	3.26039e-12	3.09634e-15	3.73259e-12	1.55571e-12	1.87626e-09	1.78102e-12	1.76664e-12	2.12524e-09	2.0225e-12	1.01621e-09	1.15106e-09	1.40619e-06	1.59215e-13	1.80341e-13	9.03885e-11	8.62315e-14	1.03479e-10	1.02393e-10	9.76808e-14	1.17222e-10	4.89593e-11	5.8754e-08	5.60499e-11	5.5458e-11	6.65512e-08	6.34898e-11	3.18222e-08	3.60453e-08
48	8.14003e-18	9.42414e-06	5.82877e-19	2.91238e-16	2.78691e-19	3.33391e-16	4.8134e-15	4.73919e-18	5.51015e-15	2.35305e-15	2.40254e-12	2.69365e-15	2.29678e-15	2.71627e-12	2.62939e-15	1.29891e-12	1.47106e-12	1.6827e-13	7.55269e-16	3.77422e-13	3.61066e-16	4.32049e-13	1.57945e-15	1.56494e-18	1.80807e-15	7.74963e-16	7.78881e-13	8.87135e-16	2.96329e-18	3.48667e-15	3.39241e-18	1.66736e-15	7.47739e-18	6.99941e-05	4.81123e-15	5.43584e-15	2.72734e-12	2.59824e-15	3.12234e-12	3.11851e-12	2.96152e-15	3.57015e-12	1.48799e-12	1.79464e-09	1.7035e-12	1.68976e-12	2.03278e-09	1.93449e-12	9.72e-10	1.10099e-09	1.40592e-06	1.59437e-13	1.80592e-13	9.05147e-11	8.63519e-14	1.03624e-10	1.02535e-10	9.7817e-14	1.17385e-10	4.90275e-11	5.88357e-08	5.6128e-11	5.55352e-11	6.66438e-08	6.35782e-11	3.18665e-08	3.60954e-08
49	7.83514e-18	9.42414e-06	5.61047e-19	2.80352e-16	2.68253e-19	3.2093e-16	4.63367e-15	4.56184e-18	5.30442e-15	2.26516e-15	2.31306e-12	2.59304e-15	2.21121e-15	2.6151e-12	2.53143e-15	1.25054e-12	1.41627e-12	1.61968e-13	7.26981e-16	3.63315e-13	3.47542e-16	4.15901e-13	1.52046e-15	1.50636e-18	1.74055e-15	7.46011e-16	7.4987e-13	8.53994e-16	2.85288e-18	3.35681e-15	3.26601e-18	1.60526e-15	7.19891e-18	6.99943e-05	4.60858e-15	5.20682e-15	2.61245e-12	2.48877e-15	2.99081e-12	2.98728e-12	2.83683e-15	3.41992e-12	1.42536e-12	1.71915e-09	1.63179e-12	1.61866e-12	1.94727e-09	1.85309e-12	9.31113e-10	1.05468e-09	1.40567e-06	1.59643e-13	1.80825e-13	9.06314e-11	8.64633e-14	1.03757e-10	1.02667e-10	9.7943e-14	1.17536e-10	4.90906e-11	5.89113e-08	5.62002e-11	5.56066e-11	6.67294e-08	6.366e-11	3.19074e-08	3.61418e-08
50	7.55314e-18	9.42414e-06	5.40854e-19	2.70283e-16	2.58598e-19	3.09404e-16	4.46744e-15	4.3978e-18	5.11413e-15	2.18386e-15	2.23028e-12	2.49998e-15	2.13206e-15	2.52153e-12	2.44082e-15	1.20579e-12	1.36559e-12	1.56138e-13	7.00815e-16	3.50266e-13	3.35033e-16	4.00964e-13	1.4659e-15	1.45218e-18	1.6781e-15	7.19231e-16	7.23036e-13	8.23339e-16	2.75075e-18	3.2367e-15	3.1491e-18	1.54782e-15	6.94132e-18	6.99946e-05	4.42114e-15	4.99499e-15	2.50619e-12	2.38751e-15	2.86915e-12	2.8659e-12	2.7215e-15	3.28096e-12	1.36743e-12	1.64932e-09	1.56548e-12	1.5529e-12	1.86818e-09	1.7778e-12	8.93295e-10	1.01184e-09	1.40544e-06	1.59833e-13	1.81041e-13	9.07393e-11	8.65663e-14	1.03881e-10	1.02789e-10	9.80595e-14	1.17676e-10	4.91489e-11	5.89812e-08	5.6267e-11	5.56726e-11	6.68086e-08	6.37356e-11	3.19453e-08	3.61847e-08
51	7.29228e-18	9.42414e-06	5.22176e-19	2.60969e-16	2.49667e-19	2.98743e-16	4.31366e-15	4.24606e-18	4.9381e-15	2.10866e-15	2.15372e-12	2.4139e-15	2.05885e-15	2.43497e-12	2.35701e-15	1.1644e-12	1.31871e-12	1.50746e-13	6.76613e-16	3.38195e-13	3.23463e-16	3.87147e-13	1.41544e-15	1.40205e-18	1.62033e-15	6.94459e-16	6.98213e-13	7.94984e-16	2.65628e-18	3.12559e-15	3.04095e-18	1.49468e-15	6.70303e-18	6.99948e-05	4.24777e-15	4.79906e-15	2.4079e-12	2.29386e-15	2.75663e-12	2.75363e-12	2.61482e-15	3.15243e-12	1.31385e-12	1.58474e-09	1.50414e-12	1.49207e-12	1.79503e-09	1.70816e-12	8.58315e-10	9.72218e-10	1.40523e-06	1.60009e-13	1.8124e-13	9.08391e-11	8.66616e-14	1.03995e-10	1.02902e-10	9.81672e-14	1.17805e-10	4.92029e-11	5.90459e-08	5.63288e-11	5.57337e-11	6.68819e-08	6.38055e-11	3.19803e-08	3.62244e-08
52	7.05099e-18	9.42414e-06	5.04898e-19	2.52353e-16	2.41406e-19	2.88881e-16	4.17142e-15	4.1057e-18	4.77528e-15	2.0391e-15	2.08289e-12	2.33427e-15	1.99112e-15	2.3549e-12	2.27947e-15	1.12611e-12	1.27535e-12	1.45758e-13	6.54224e-16	3.2703e-13	3.1276e-16	3.74367e-13	1.36876e-15	1.35569e-18	1.56689e-15	6.71545e-16	6.75253e-13	7.68754e-16	2.56889e-18	3.02281e-15	2.94091e-18	1.44553e-15	6.48262e-18	6.9995e-05	4.08741e-15	4.61783e-15	2.31698e-12	2.20723e-15	2.65254e-12	2.64979e-12	2.51615e-15	3.03355e-12	1.26429e-12	1.525e-09	1.4474e-12	1.4358e-12	1.72737e-09	1.64375e-12	8.25961e-10	9.35569e-10	1.40503e-06	1.60171e-13	1.81424e-13	9.09315e-11	8.67497e-14	1.04101e-10	1.03006e-10	9.82669e-14	1.17925e-10	4.92528e-11	5.91057e-08	5.6386e-11	5.57902e-11	6.69496e-08	6.38702e-11	3.20127e-08	3.62611e-08
53	6.82778e-18	9.42414e-06	4.88916e-19	2.44384e-16	2.33765e-19	2.79758e-16	4.03984e-15	3.97586e-18	4.62466e-15	1.97475e-15	2.01738e-12	2.26062e-15	1.92848e-15	2.28084e-12	2.20775e-15	1.09069e-12	1.23524e-12	1.41144e-13	6.33515e-16	3.16702e-13	3.02859e-16	3.62545e-13	1.32557e-15	1.3128e-18	1.51746e-15	6.50348e-16	6.54013e-13	7.44491e-16	2.48806e-18	2.92774e-15	2.84837e-18	1.40007e-15	6.27873e-18	6.99952e-05	3.93908e-15	4.4502e-15	2.23289e-12	2.1271e-15	2.55627e-12	2.55373e-12	2.42488e-15	2.92359e-12	1.21845e-12	1.46975e-09	1.39491e-12	1.38376e-12	1.66478e-09	1.58417e-12	7.96033e-10	9.0167e-10	1.40485e-06	1.60322e-13	1.81595e-13	9.10169e-11	8.68312e-14	1.04199e-10	1.03103e-10	9.83591e-14	1.18035e-10	4.9299e-11	5.91611e-08	5.64388e-11	5.58425e-11	6.70123e-08	6.393e-11	3.20427e-08	3.6295e-08
54	6.62131e-18	9.42414e-06	4.74132e-19	2.37011e-16	2.26696e-19	2.7132e-16	3.91813e-15	3.85575e-18	4.48533e-15	1.91523e-15	1.95677e-12	2.19248e-15	1.87052e-15	2.21232e-12	2.14141e-15	1.05793e-12	1.19813e-12	1.36876e-13	6.14358e-16	3.07148e-13	2.93701e-16	3.51609e-13	1.28563e-15	1.27313e-18	1.47173e-15	6.30741e-16	6.34365e-13	7.22047e-16	2.41328e-18	2.83979e-15	2.76276e-18	1.35801e-15	6.09013e-18	6.99953e-05	3.80188e-15	4.29514e-15	2.1551e-12	2.05298e-15	2.46722e-12	2.46488e-12	2.34046e-15	2.82187e-12	1.17604e-12	1.41863e-09	1.34637e-12	1.33562e-12	1.60688e-09	1.52905e-12	7.6835e-10	8.70313e-10	1.40468e-06	1.60461e-13	1.81752e-13	9.10959e-11	8.69066e-14	1.04289e-10	1.03192e-10	9.84443e-14	1.18137e-10	4.93417e-11	5.92123e-08	5.64877e-11	5.58908e-11	6.70703e-08	6.39854e-11	3.20704e-08	3.63264e-08
55	6.43032e-18	9.42414e-06	4.60456e-19	2.30192e-16	2.20157e-19	2.63514e-16	3.80554e-15	3.74465e-18	4.35645e-15	1.86016e-15	1.90071e-12	2.12945e-15	1.81692e-15	2.14894e-12	2.08004e-15	1.02762e-12	1.16381e-12	1.32927e-13	5.96637e-16	2.9831e-13	2.85229e-16	3.41492e-13	1.24868e-15	1.23643e-18	1.42944e-15	6.12603e-16	6.1619e-13	7.01285e-16	2.34411e-18	2.75844e-15	2.68358e-18	1.31911e-15	5.91566e-18	6.99955e-05	3.67496e-15	4.15171e-15	2.08315e-12	1.98442e-15	2.38485e-12	2.3827e-12	2.26237e-15	2.72778e-12	1.13682e-12	1.37136e-09	1.30146e-12	1.29109e-12	1.55333e-09	1.47808e-12	7.42743e-10	8.41308e-10	1.40452e-06	1.6059e-13	1.81898e-13	9.1169e-11	8.69764e-14	1.04373e-10	1.03275e-10	9.85232e-14	1.18232e-10	4.93812e-11	5.92596e-08	5.6533e-11	5.59356e-11	6.71239e-08	6.40366e-11	3.2096e-08	3.63555e-08
56	6.25364e-18	9.42414e-06	4.47804e-19	2.23883e-16	2.14108e-19	2.56292e-16	3.70138e-15	3.64187e-18	4.23722e-15	1.80923e-15	1.84885e-12	2.07115e-15	1.76732e-15	2.09031e-12	2.02327e-15	9.99582e-13	1.13206e-12	1.29275e-13	5.80244e-16	2.90135e-13	2.77392e-16	3.32134e-13	1.21449e-15	1.20248e-18	1.39031e-15	5.95825e-16	5.99377e-13	6.82079e-16	2.28012e-18	2.68318e-15	2.61032e-18	1.28312e-15	5.75426e-18	6.99956e-05	3.55756e-15	4.01903e-15	2.01659e-12	1.921e-15	2.30865e-12	2.30667e-12	2.19013e-15	2.64075e-12	1.10054e-12	1.32762e-09	1.25993e-12	1.2499e-12	1.50379e-09	1.43092e-12	7.19056e-10	8.14478e-10	1.40438e-06	1.60709e-13	1.82033e-13	9.12366e-11	8.70409e-14	1.0445e-10	1.03351e-10	9.85962e-14	1.18319e-10	4.94177e-11	5.93034e-08	5.65748e-11	5.59769e-11	6.71735e-08	6.40839e-11	3.21198e-08	3.63824e-08
57	6.0902e-18	9.42414e-06	4.36101e-19	2.18048e-16	2.08512e-19	2.49612e-16	3.60503e-15	3.54679e-18	4.12693e-15	1.76211e-15	1.80087e-12	2.01721e-15	1.72145e-15	2.03608e-12	1.97075e-15	9.73646e-13	1.10268e-12	1.25896e-13	5.65079e-16	2.82572e-13	2.70142e-16	3.23477e-13	1.18287e-15	1.17108e-18	1.35411e-15	5.80303e-16	5.83823e-13	6.64312e-16	2.22093e-18	2.61356e-15	2.54256e-18	1.24982e-15	5.60496e-18	6.99958e-05	3.44896e-15	3.8963e-15	1.95502e-12	1.86233e-15	2.23816e-12	2.23635e-12	2.12331e-15	2.56024e-12	1.06697e-12	1.28717e-09	1.2215e-12	1.2118e-12	1.45797e-09	1.3873e-12	6.97145e-10	7.89659e-10	1.40424e-06	1.60819e-13	1.82158e-13	9.12991e-11	8.71006e-14	1.04522e-10	1.03422e-10	9.86637e-14	1.184e-10	4.94516e-11	5.93439e-08	5.66135e-11	5.60152e-11	6.72194e-08	6.41277e-11	3.21417e-08	3.64072e-08
58	5.939e-18	9.42414e-06	4.25275e-19	2.12649e-16	2.03336e-19	2.43433e-16	3.5159e-15	3.45884e-18	4.0249e-15	1.71852e-15	1.75649e-12	1.96731e-15	1.67901e-15	1.9859e-12	1.92216e-15	9.49653e-13	1.07551e-12	1.22771e-13	5.5105e-16	2.75576e-13	2.63436e-16	3.15469e-13	1.15362e-15	1.14202e-18	1.32063e-15	5.65945e-16	5.69435e-13	6.47876e-16	2.16617e-18	2.54916e-15	2.47987e-18	1.21903e-15	5.46684e-18	6.99959e-05	3.3485e-15	3.78277e-15	1.89807e-12	1.80806e-15	2.17296e-12	2.1713e-12	2.0615e-15	2.48576e-12	1.03593e-12	1.24974e-09	1.18596e-12	1.17655e-12	1.41558e-09	1.34695e-12	6.76876e-10	7.667e-10	1.40412e-06	1.60921e-13	1.82273e-13	9.1357e-11	8.71558e-14	1.04588e-10	1.03487e-10	9.87261e-14	1.18475e-10	4.94828e-11	5.93814e-08	5.66493e-11	5.60506e-11	6.72619e-08	6.41683e-11	3.2162e-08	3.64302e-08
59	5.79913e-18	9.42414e-06	4.1526e-19	2.07655e-16	1.98547e-19	2.37716e-16	3.43345e-15	3.37748e-18	3.93052e-15	1.6782e-15	1.71543e-12	1.92116e-15	1.63975e-15	1.93949e-12	1.87722e-15	9.27457e-13	1.05037e-12	1.19879e-13	5.38073e-16	2.69104e-13	2.57232e-16	3.08061e-13	1.12656e-15	1.11515e-18	1.28965e-15	5.52662e-16	5.56125e-13	6.32672e-16	2.11551e-18	2.48958e-15	2.42188e-18	1.19053e-15	5.33907e-18	6.9996e-05	3.25557e-15	3.67775e-15	1.84538e-12	1.75786e-15	2.11264e-12	2.11112e-12	2.00432e-15	2.41687e-12	1.0072e-12	1.21512e-09	1.15308e-12	1.14394e-12	1.37637e-09	1.30962e-12	6.58126e-10	7.45462e-10	1.40401e-06	1.61015e-13	1.8238e-13	9.14105e-11	8.72068e-14	1.04649e-10	1.03548e-10	9.87839e-14	1.18544e-10	4.95118e-11	5.94161e-08	5.66824e-11	5.60833e-11	6.73011e-08	6.42058e-11	3.21808e-08	3.64515e-08
60	5.66974e-18	9.42414e-06	4.05995e-19	2.03035e-16	1.94118e-19	2.32428e-16	3.35717e-15	3.30221e-18	3.8432e-15	1.64089e-15	1.67745e-12	1.87846e-15	1.60343e-15	1.89655e-12	1.83564e-15	9.06925e-13	1.02712e-12	1.17205e-13	5.26068e-16	2.63117e-13	2.51492e-16	3.01207e-13	1.10153e-15	1.09029e-18	1.26099e-15	5.40375e-16	5.43811e-13	6.18606e-16	2.06865e-18	2.43446e-15	2.36823e-18	1.16418e-15	5.22087e-18	6.99961e-05	3.16961e-15	3.5806e-15	1.79664e-12	1.71142e-15	2.05685e-12	2.05545e-12	1.95142e-15	2.35314e-12	9.80637e-13	1.1831e-09	1.12266e-12	1.11378e-12	1.34009e-09	1.27509e-12	6.40781e-10	7.25816e-10	1.4039e-06	1.61102e-13	1.82479e-13	9.146e-11	8.72541e-14	1.04706e-10	1.03604e-10	9.88373e-14	1.18608e-10	4.95385e-11	5.94481e-08	5.67131e-11	5.61136e-11	6.73375e-08	6.42404e-11	3.21981e-08	3.64711e-08
61	5.55005e-18	9.42414e-06	3.97425e-19	1.98761e-16	1.9002e-19	2.27536e-16	3.28661e-15	3.23258e-18	3.76243e-15	1.60639e-15	1.64231e-12	1.83896e-15	1.56983e-15	1.85683e-12	1.79718e-15	8.8793e-13	1.00561e-12	1.1473e-13	5.14962e-16	2.57578e-13	2.46183e-16	2.94867e-13	1.07837e-15	1.06729e-18	1.23448e-15	5.29008e-16	5.3242e-13	6.05594e-16	2.0253e-18	2.38347e-15	2.3186e-18	1.13979e-15	5.11152e-18	6.99962e-05	3.09008e-15	3.49072e-15	1.75156e-12	1.66846e-15	2.00523e-12	2.00395e-12	1.90249e-15	2.29418e-12	9.56059e-13	1.15348e-09	1.09452e-12	1.08588e-12	1.30654e-09	1.24314e-12	6.24736e-10	7.07641e-10	1.4038e-06	1.61183e-13	1.8257e-13	9.15058e-11	8.72978e-14	1.04758e-10	1.03655e-10	9.88867e-14	1.18667e-10	4.95633e-11	5.94778e-08	5.67414e-11	5.61417e-11	6.73711e-08	6.42725e-11	3.22142e-08	3.64893e-08
62	5.43931e-18	9.42414e-06	3.89495e-19	1.94807e-16	1.86228e-19	2.2301e-16	3.22133e-15	3.16816e-18	3.6877e-15	1.57446e-15	1.60981e-12	1.80241e-15	1.53875e-15	1.82008e-12	1.76159e-15	8.70357e-13	9.85707e-13	1.12441e-13	5.04688e-16	2.52454e-13	2.41271e-16	2.89002e-13	1.05694e-15	1.04601e-18	1.20996e-15	5.18492e-16	5.21882e-13	5.93557e-16	1.98519e-18	2.3363e-15	2.27268e-18	1.11724e-15	5.01036e-18	6.99963e-05	3.01652e-15	3.40758e-15	1.70985e-12	1.62872e-15	1.95748e-12	1.95631e-12	1.85722e-15	2.23964e-12	9.33322e-13	1.12607e-09	1.06849e-12	1.06007e-12	1.27549e-09	1.21359e-12	6.09893e-10	6.90828e-10	1.40371e-06	1.61257e-13	1.82655e-13	9.15481e-11	8.73382e-14	1.04807e-10	1.03703e-10	9.89324e-14	1.18722e-10	4.95862e-11	5.95052e-08	5.67676e-11	5.61676e-11	6.74022e-08	6.43022e-11	3.22291e-08	3.65062e-08
63	5.33687e-18	9.42414e-06	3.8216e-19	1.9115e-16	1.82721e-19	2.18823e-16	3.16093e-15	3.10857e-18	3.61857e-15	1.54493e-15	1.57974e-12	1.76861e-15	1.51e-15	1.78609e-12	1.72868e-15	8.541e-13	9.67296e-13	1.10324e-13	4.95182e-16	2.47714e-13	2.36727e-16	2.83576e-13	1.03712e-15	1.02633e-18	1.18727e-15	5.08763e-16	5.12133e-13	5.82421e-16	1.94809e-18	2.29266e-15	2.23021e-18	1.09637e-15	4.91678e-18	6.99964e-05	2.94846e-15	3.33067e-15	1.67127e-12	1.59196e-15	1.91331e-12	1.91224e-12	1.81535e-15	2.18919e-12	9.12288e-13	1.10072e-09	1.04441e-12	1.03619e-12	1.24678e-09	1.18626e-12	5.96161e-10	6.75274e-10	1.40363e-06	1.61326e-13	1.82733e-13	9.15873e-11	8.73756e-14	1.04852e-10	1.03747e-10	9.89747e-14	1.18773e-10	4.96074e-11	5.95306e-08	5.67919e-11	5.61916e-11	6.74309e-08	6.43297e-11	3.22428e-08	3.65218e-08
64	5.24209e-18	9.42414e-06	3.75374e-19	1.87766e-16	1.79476e-19	2.1495e-16	3.10506e-15	3.05343e-18	3.55462e-15	1.51761e-15	1.55192e-12	1.73733e-15	1.48339e-15	1.75463e-12	1.69822e-15	8.39061e-13	9.50263e-13	1.08364e-13	4.86389e-16	2.43328e-13	2.32523e-16	2.78556e-13	1.01879e-15	1.00812e-18	1.16628e-15	4.99763e-16	5.03114e-13	5.72118e-16	1.91376e-18	2.25229e-15	2.19091e-18	1.07706e-15	4.8302e-18	6.99964e-05	2.8855e-15	3.25952e-15	1.63557e-12	1.55795e-15	1.87245e-12	1.87147e-12	1.77661e-15	2.14251e-12	8.9283e-13	1.07726e-09	1.02214e-12	1.0141e-12	1.22021e-09	1.16097e-12	5.83458e-10	6.60885e-10	1.40355e-06	1.6139e-13	1.82805e-13	9.16236e-11	8.74102e-14	1.04893e-10	1.03788e-10	9.90139e-14	1.1882e-10	4.9627e-11	5.95541e-08	5.68143e-11	5.62138e-11	6.74575e-08	6.43551e-11	3.22555e-08	3.65362e-08
