Time	[NULL]	[Ins]	[InR]	[Ins_InR]	[Ins_InR_P]	[Ins_2_InR_P]	[cytoplasm_InR]	[cytoplasm_Ins_2_InR_P]	[cytoplasm_Ins_InR_P]	[InR_tot]	[InR_bound]	[InR_active]	[PTP1B]	[IRS1_TyrP_PI3K]	[PI345P3]	[PIP2]	[PI345P3_mol]	[PIP2_mol]	[Akt]	[Akt_P2]	[PKC]	[PKC_P]	[AS160]	[AS160_P]	[cytoplasm_GLUT4]	[cellsurface_GLUT4]	[PTEN]	[PP2A]	[extracellular_ROS]	[PTP1B_ox]	[PTP1B_plus_PTP1B_ox]	[PTEN_ox]	[PTEN_plus_PTEN_ox]	[ROS]	[GSH]	[GSSG]	[cytoplasm_SOD2]	[NOX_inact]	[NOX]	[NOX_deact]	[NOX_total]	[Mt]	[IRS1]	[IRS1_TyrP]	[IRS1_PolySerP]	[IRS1_TyrP_PolySerP]	[IRS_total]	[PI3K]	[JNK_P]	[IKK_P]	[JNK]	[JNK_plus_JNK_P]	[IKK]	[IKK_plus_IKK_P]	[DUSP]	[DUSP_ox]	[DUSP_plus_DUSP_ox]	[null]	[degr_Foxo1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1]	[Foxo1_Pa0_tot]	[Foxo1_Pa1_tot]	[Foxo1_Pd0_tot]	[Foxo1_Pd1_tot]	[Foxo1_Pe0_tot]	[Foxo1_Pe1_tot]	[Foxo1_pUb0_tot]	[Foxo1_pUb1_tot]	[cytoplasm_Foxo1_tot]	[nucleus_Foxo1_tot]	[dnabound_Foxo1_tot]	[Foxo1_all]	[nucleus_RNA_InR]	[cytoplasm_RNA_InR]	[nucleus_RNA_SOD2]	[cytoplasm_RNA_SOD2]	[E2F1]	[SGK]	[CDK2]	[AMPK]	[CBPP300]	[SIRT1]	[E3]	[USP7]	[SCF]	[Proteasome]
60	0	0	1.41357e+18	0	0	0	6.1391e+14	0	0	6.09685e+15	0	0	4.69914e+15	0	1.12381e+13	1.21706e+16	1.12381e+16	1.21706e+19	6.06061e+15	0.000259961	6.06061e+15	5.60516e-05	1.21212e+15	5.17658	5.56111e+15	1.28776e+17	6.04575e+15	3.0303e+16	0	1.36147e+15	6.06061e+15	1.48514e+13	6.06061e+15	1.04957e+11	5.80895e+12	2.51655e+11	2.62349e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.56906e+15	0	4.06428e+13	0	6.60971e+15	6.06061e+14	8.23809e+12	2.07207e+11	9.61459e+14	9.69697e+14	1.21005e+14	1.21212e+14	5.91233e+15	1.48273e+14	6.06061e+15	0	7.07057e+11	5.81118e+12	6.12505e+14	6.06594e+15	1.82671e+11	2.97649e+13	3.10406e+14	3.54381e+10	1.93549e+13	1.69639e+14	1.09943e+09	9.13622e+11	8.61898e+12	1.48419e+10	3.77603e+11	5.52225e+12	1.31662e+09	3.0816e+10	5.0244e+11	1.28417e+08	1.71926e+10	1.5937e+11	1.17808e+07	1.50593e+09	1.46181e+10	0.179494	0.244606	1.57834	0.00633796	0.0126391	0.126455	0.00365894	0.039818	0.0750687	0.000128228	0.00174782	0.00495356	0.000169669	3.51752e-05	0.00125878	2.47096e-05	3.87919e-06	0.000250498	3.88997e-06	1.9532e-05	5.74637e-05	5.87255e-07	2.53927e-06	1.01588e-05	1.31004e+14	0.416875	1.30871e+14	1.32814e+11	1.27559e+14	3.44482e+12	1.24936e+14	6.06793e+12	1.20205e+13	3.99377e+13	7.90458e+13	1.31004e+14	1.46802e+15	1.74039e+12	5.76734e+15	6.83738e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
61	0	0	1.41393e+18	0	0	0	6.14082e+14	0	0	6.09843e+15	0	0	4.70057e+15	0	1.12381e+13	1.21706e+16	1.12381e+16	1.21706e+19	6.06061e+15	0.000142259	6.06061e+15	2.96443e-05	1.21212e+15	3.13011	5.56111e+15	1.28777e+17	6.04577e+15	3.0303e+16	0	1.36003e+15	6.06061e+15	1.48314e+13	6.06061e+15	1.0482e+11	5.80927e+12	2.5134e+11	2.62692e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.57777e+15	0	4.07155e+13	0	6.61848e+15	6.06061e+14	8.25193e+12	2.07563e+11	9.61445e+14	9.69697e+14	1.21005e+14	1.21212e+14	5.91189e+15	1.48718e+14	6.06061e+15	0	7.25697e+11	5.81286e+12	6.12822e+14	6.06928e+15	1.85236e+11	3.02066e+13	3.15049e+14	3.55107e+10	1.94031e+13	1.70071e+14	1.11678e+09	9.28971e+11	8.76524e+12	1.488e+10	3.78545e+11	5.53639e+12	1.32864e+09	3.11694e+10	5.08049e+11	1.28985e+08	1.72708e+10	1.60099e+11	1.19059e+07	1.525e+09	1.48089e+10	0.108284	0.146973	0.93841	0.00382295	0.00757912	0.0752273	0.00221192	0.0240503	0.0450092	7.75136e-05	0.00105482	0.00296568	0.000102549	2.11559e-05	0.000748796	1.49371e-05	2.32967e-06	0.000149017	2.35614e-06	1.1819e-05	3.44764e-05	3.55765e-07	1.53632e-06	6.08789e-06	1.31166e+14	0.25128	1.31033e+14	1.33248e+11	1.2771e+14	3.45581e+12	1.25007e+14	6.15841e+12	1.20292e+13	3.99873e+13	7.91492e+13	1.31166e+14	1.46996e+15	1.7427e+12	5.77505e+15	6.84653e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
62	0	0	1.4143e+18	0	0	0	6.14254e+14	0	0	6.10002e+15	0	0	4.702e+15	0	1.1238e+13	1.21706e+16	1.1238e+16	1.21706e+19	6.06061e+15	7.75114e-05	6.06061e+15	1.55856e-05	1.21212e+15	1.88969	5.56111e+15	1.28777e+17	6.04579e+15	3.0303e+16	0	1.3586e+15	6.06061e+15	1.48114e+13	6.06061e+15	1.04683e+11	5.80958e+12	2.51026e+11	2.63035e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.58647e+15	0	4.07822e+13	0	6.62725e+15	6.06061e+14	8.2646e+12	2.07889e+11	9.61432e+14	9.69697e+14	1.21004e+14	1.21212e+14	5.91147e+15	1.49139e+14	6.06061e+15	0	7.44595e+11	5.81465e+12	6.13141e+14	6.07263e+15	1.8779e+11	3.06463e+13	3.1967e+14	3.55788e+10	1.94483e+13	1.70478e+14	1.13395e+09	9.44165e+11	8.91002e+12	1.4916e+10	3.7943e+11	5.54968e+12	1.34043e+09	3.15175e+10	5.13571e+11	1.29514e+08	1.73438e+10	1.60781e+11	1.20275e+07	1.54364e+09	1.49955e+10	0.065215	0.0881795	0.557332	0.00230188	0.00453757	0.0446854	0.0013347	0.0145006	0.0269474	4.67669e-05	0.000635403	0.00177255	6.18683e-05	1.27046e-05	0.00044489	9.01286e-06	1.39684e-06	8.85227e-05	1.42426e-06	7.138e-06	2.06527e-05	2.15091e-07	9.27674e-07	3.64227e-06	1.31327e+14	0.151215	1.31193e+14	1.33661e+11	1.27861e+14	3.46628e+12	1.25079e+14	6.24845e+12	1.20381e+13	4.00367e+13	7.92522e+13	1.31327e+14	1.4719e+15	1.74499e+12	5.78269e+15	6.85561e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
63	0	0	1.41467e+18	0	0	0	6.14427e+14	0	0	6.10161e+15	0	0	4.70344e+15	0	1.1238e+13	1.21706e+16	1.1238e+16	1.21706e+19	6.06061e+15	4.22176e-05	6.06061e+15	8.18576e-06	1.21212e+15	1.14097	5.56111e+15	1.28777e+17	6.04581e+15	3.0303e+16	0	1.35717e+15	6.06061e+15	1.47913e+13	6.06061e+15	1.04547e+11	5.80989e+12	2.50712e+11	2.63379e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.59517e+15	0	4.08433e+13	0	6.63601e+15	6.06061e+14	8.27615e+12	2.08187e+11	9.61421e+14	9.69697e+14	1.21004e+14	1.21212e+14	5.91107e+15	1.49535e+14	6.06061e+15	0	7.63752e+11	5.81654e+12	6.13462e+14	6.07599e+15	1.90334e+11	3.10839e+13	3.24269e+14	3.56427e+10	1.94908e+13	1.7086e+14	1.15095e+09	9.59204e+11	9.05332e+12	1.49498e+10	3.80261e+11	5.56216e+12	1.35201e+09	3.18606e+10	5.1901e+11	1.30008e+08	1.74119e+10	1.61416e+11	1.21459e+07	1.56185e+09	1.5178e+10	0.0392786	0.0529227	0.331318	0.00138598	0.00271732	0.0265578	0.000805312	0.00874227	0.0161408	2.82118e-05	0.000382707	0.0010597	3.73228e-05	7.6319e-06	0.000264567	5.43748e-06	8.37737e-07	5.26215e-05	8.60766e-07	4.31027e-06	1.23769e-05	1.30005e-07	5.6003e-07	2.17976e-06	1.31488e+14	0.0910084	1.31354e+14	1.34054e+11	1.28011e+14	3.47625e+12	1.2515e+14	6.33806e+12	1.20472e+13	4.00859e+13	7.93546e+13	1.31488e+14	1.47381e+15	1.74727e+12	5.79028e+15	6.86462e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
64	0	0	1.41503e+18	0	0	0	6.146e+14	0	0	6.10321e+15	0	0	4.70487e+15	0	1.1238e+13	1.21706e+16	1.1238e+16	1.21706e+19	6.06061e+15	2.29734e-05	6.06061e+15	4.29345e-06	1.21212e+15	0.688625	5.56111e+15	1.28777e+17	6.04583e+15	3.0303e+16	0	1.35574e+15	6.06061e+15	1.47713e+13	6.06061e+15	1.04411e+11	5.81021e+12	2.50398e+11	2.63723e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.60386e+15	0	4.0899e+13	0	6.64476e+15	6.06061e+14	8.28665e+12	2.08458e+11	9.6141e+14	9.69697e+14	1.21004e+14	1.21212e+14	5.9107e+15	1.49907e+14	6.06061e+15	0	7.83165e+11	5.81852e+12	6.13785e+14	6.07935e+15	1.92866e+11	3.15196e+13	3.28846e+14	3.57025e+10	1.95306e+13	1.71218e+14	1.16778e+09	9.74087e+11	9.19515e+12	1.49815e+10	3.81041e+11	5.57388e+12	1.36338e+09	3.21986e+10	5.24367e+11	1.30467e+08	1.74752e+10	1.62007e+11	1.2261e+07	1.57964e+09	1.53565e+10	0.0236462	0.0317561	0.197033	0.000834064	0.00162682	0.0157841	0.000485608	0.00526781	0.00966699	1.70072e-05	0.00023037	0.000633354	2.25023e-05	4.58296e-06	0.000157383	3.27841e-06	5.02253e-07	3.12848e-05	5.19839e-07	2.601e-06	7.41618e-06	7.85174e-08	3.37853e-07	1.30423e-06	1.31648e+14	0.0547505	1.31513e+14	1.34428e+11	1.28162e+14	3.48574e+12	1.25221e+14	6.42724e+12	1.20564e+13	4.0135e+13	7.94565e+13	1.31648e+14	1.47572e+15	1.74953e+12	5.79781e+15	6.87356e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
65	0	0	1.4154e+18	0	0	0	6.14774e+14	0	0	6.10481e+15	0	0	4.7063e+15	0	1.12379e+13	1.21706e+16	1.12379e+16	1.21706e+19	6.06061e+15	1.22168e-05	6.06061e+15	2.1802e-06	1.21212e+15	0.41236	5.56111e+15	1.28777e+17	6.04585e+15	3.0303e+16	0	1.35431e+15	6.06061e+15	1.47513e+13	6.06061e+15	1.04274e+11	5.81052e+12	2.50085e+11	2.64068e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.61255e+15	0	4.09495e+13	0	6.6535e+15	6.06061e+14	8.29615e+12	2.08703e+11	9.61401e+14	9.69697e+14	1.21003e+14	1.21212e+14	5.91035e+15	1.50257e+14	6.06061e+15	0	8.02833e+11	5.82059e+12	6.14109e+14	6.08273e+15	1.95388e+11	3.19531e+13	3.33402e+14	3.57584e+10	1.9568e+13	1.71553e+14	1.18443e+09	9.88817e+11	9.33552e+12	1.50113e+10	3.81772e+11	5.58485e+12	1.37454e+09	3.25317e+10	5.29642e+11	1.30894e+08	1.75341e+10	1.62556e+11	1.23729e+07	1.59702e+09	1.55309e+10	0.0141201	0.0188983	0.116153	0.000497829	0.000965702	0.00929666	0.000290447	0.00314859	0.00574124	1.01687e-05	0.000137534	0.000375259	1.34568e-05	2.729e-06	9.27972e-05	1.9607e-06	2.98574e-07	1.84339e-05	3.11397e-07	1.55679e-06	4.40617e-06	4.70383e-08	2.02168e-07	7.73691e-07	1.31808e+14	0.0326701	1.31673e+14	1.34784e+11	1.28313e+14	3.49477e+12	1.25292e+14	6.51598e+12	1.20658e+13	4.01839e+13	7.9558e+13	1.31808e+14	1.47761e+15	1.75177e+12	5.8053e+15	6.88245e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
66	0	0	1.41577e+18	0	0	0	6.14947e+14	0	0	6.10642e+15	0	0	4.70772e+15	0	1.12379e+13	1.21706e+16	1.12379e+16	1.21706e+19	6.06061e+15	6.12302e-06	6.06061e+15	1.01218e-06	1.21212e+15	0.242753	5.56111e+15	1.28777e+17	6.04587e+15	3.0303e+16	0	1.35288e+15	6.06061e+15	1.47314e+13	6.06061e+15	1.04138e+11	5.81083e+12	2.49773e+11	2.64413e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.62124e+15	0	4.09951e+13	0	6.66223e+15	6.06061e+14	8.30468e+12	2.08924e+11	9.61392e+14	9.69697e+14	1.21003e+14	1.21212e+14	5.91002e+15	1.50586e+14	6.06061e+15	0	8.22756e+11	5.82274e+12	6.14436e+14	6.08611e+15	1.97898e+11	3.23847e+13	3.37937e+14	3.58106e+10	1.96029e+13	1.71867e+14	1.20091e+09	1.00339e+12	9.47444e+12	1.50392e+10	3.82455e+11	5.59513e+12	1.3855e+09	3.286e+10	5.3484e+11	1.31289e+08	1.75886e+10	1.63065e+11	1.24818e+07	1.614e+09	1.57015e+10	0.0082843	0.0110428	0.0671007	0.000291918	0.000562567	0.00536452	0.000170698	0.0018492	0.00334625	5.97372e-06	8.06636e-05	0.000218079	7.9075e-06	1.59545e-06	5.3608e-05	1.15236e-06	1.74211e-07	1.06413e-05	1.83313e-07	9.15626e-07	2.56867e-06	2.76965e-08	1.1888e-07	4.50237e-07	1.31967e+14	0.0191511	1.31832e+14	1.35122e+11	1.28463e+14	3.50336e+12	1.25363e+14	6.6043e+12	1.20752e+13	4.02326e+13	7.9659e+13	1.31967e+14	1.47949e+15	1.75401e+12	5.81274e+15	6.89128e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
67	0	0	1.41614e+18	0	0	0	6.15122e+14	0	0	6.10803e+15	0	0	4.70915e+15	0	1.12379e+13	1.21706e+16	1.12379e+16	1.21706e+19	6.06061e+15	2.91344e-06	6.06061e+15	4.2747e-07	1.21212e+15	0.141419	5.56111e+15	1.28777e+17	6.04589e+15	3.0303e+16	0	1.35146e+15	6.06061e+15	1.47114e+13	6.06061e+15	1.04003e+11	5.81115e+12	2.4946e+11	2.64758e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.62992e+15	0	4.1036e+13	0	6.67095e+15	6.06061e+14	8.3123e+12	2.09122e+11	9.61385e+14	9.69697e+14	1.21003e+14	1.21212e+14	5.90971e+15	1.50893e+14	6.06061e+15	0	8.42932e+11	5.82496e+12	6.14764e+14	6.08949e+15	2.00398e+11	3.28142e+13	3.42451e+14	3.58592e+10	1.96356e+13	1.72161e+14	1.21722e+09	1.01782e+12	9.61192e+12	1.50653e+10	3.83094e+11	5.60474e+12	1.39626e+09	3.31836e+10	5.3996e+11	1.31653e+08	1.76389e+10	1.63535e+11	1.25877e+07	1.63059e+09	1.58682e+10	0.00480754	0.00638053	0.038292	0.000169293	0.000323915	0.00305635	9.922e-05	0.00107408	0.00192786	3.47046e-06	4.6778e-05	0.000125204	4.59555e-06	9.22419e-07	3.05837e-05	6.69838e-07	1.00483e-07	6.06473e-06	1.06717e-07	5.32566e-07	1.47986e-06	1.61276e-08	6.91233e-08	2.58847e-07	1.32125e+14	0.0111034	1.3199e+14	1.35443e+11	1.28614e+14	3.51153e+12	1.25433e+14	6.69219e+12	1.20848e+13	4.02811e+13	7.97595e+13	1.32125e+14	1.48136e+15	1.75622e+12	5.82014e+15	6.90007e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
68	0	0	1.41651e+18	0	0	0	6.15296e+14	0	0	6.10965e+15	0	0	4.71058e+15	0	1.12378e+13	1.21706e+16	1.12378e+16	1.21706e+19	6.06061e+15	1.38591e-06	6.06061e+15	1.76529e-07	1.21212e+15	0.0826405	5.56111e+15	1.28777e+17	6.04591e+15	3.0303e+16	0	1.35003e+15	6.06061e+15	1.46915e+13	6.06061e+15	1.03867e+11	5.81146e+12	2.49148e+11	2.65104e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.63859e+15	0	4.10725e+13	0	6.67967e+15	6.06061e+14	8.31905e+12	2.09298e+11	9.61378e+14	9.69697e+14	1.21003e+14	1.21212e+14	5.90943e+15	1.51181e+14	6.06061e+15	0	8.63361e+11	5.82724e+12	6.15093e+14	6.09289e+15	2.02886e+11	3.32418e+13	3.46943e+14	3.59044e+10	1.96661e+13	1.72435e+14	1.23336e+09	1.03209e+12	9.74796e+12	1.50898e+10	3.8369e+11	5.61371e+12	1.40684e+09	3.35025e+10	5.45004e+11	1.31989e+08	1.76853e+10	1.63968e+11	1.26906e+07	1.64679e+09	1.60312e+10	0.00279847	0.00370015	0.021966	9.8469e-05	0.000187189	0.00174925	5.784e-05	0.000625564	0.00111507	2.02181e-06	2.72001e-05	7.2154e-05	2.67844e-06	5.35377e-07	1.75406e-05	3.9037e-07	5.81717e-08	3.47271e-06	6.22884e-08	3.10599e-07	8.5601e-07	9.41314e-09	4.02886e-08	1.4937e-07	1.32284e+14	0.00645807	1.32148e+14	1.35749e+11	1.28764e+14	3.5193e+12	1.25504e+14	6.77965e+12	1.20945e+13	4.03295e+13	7.98597e+13	1.32284e+14	1.48321e+15	1.75843e+12	5.8275e+15	6.9088e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
69	0	0	1.41689e+18	0	0	0	6.15471e+14	0	0	6.11127e+15	0	0	4.712e+15	0	1.12378e+13	1.21706e+16	1.12378e+16	1.21706e+19	6.06061e+15	6.96471e-07	6.06061e+15	8.02507e-08	1.21212e+15	0.0488205	5.56111e+15	1.28777e+17	6.04593e+15	3.0303e+16	0	1.34861e+15	6.06061e+15	1.46716e+13	6.06061e+15	1.03731e+11	5.81177e+12	2.48837e+11	2.6545e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.64726e+15	0	4.11048e+13	0	6.68837e+15	6.06061e+14	8.32497e+12	2.09452e+11	9.61372e+14	9.69697e+14	1.21003e+14	1.21212e+14	5.90916e+15	1.51449e+14	6.06061e+15	0	8.8404e+11	5.8296e+12	6.15424e+14	6.09629e+15	2.05364e+11	3.36673e+13	3.51414e+14	3.59463e+10	1.96945e+13	1.7269e+14	1.24933e+09	1.04622e+12	9.88258e+12	1.51126e+10	3.84245e+11	5.62207e+12	1.41723e+09	3.3817e+10	5.49975e+11	1.32296e+08	1.77279e+10	1.64365e+11	1.27908e+07	1.66263e+09	1.61906e+10	0.00164735	0.00217238	0.0127977	5.79177e-05	0.000109563	0.00101629	3.40883e-05	0.000368363	0.000653413	1.19072e-06	1.59922e-05	4.2137e-05	1.57828e-06	3.14426e-07	1.02194e-05	2.29948e-07	3.40922e-08	2.01927e-06	3.67454e-08	1.83092e-07	5.01734e-07	5.55126e-09	2.37334e-08	8.73491e-08	1.32441e+14	0.00379943	1.32305e+14	1.36039e+11	1.28915e+14	3.52669e+12	1.25575e+14	6.86669e+12	1.21043e+13	4.03777e+13	7.99594e+13	1.32441e+14	1.48506e+15	1.76062e+12	5.83481e+15	6.91748e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
70	0	0	1.41726e+18	0	0	0	6.15646e+14	0	0	6.11289e+15	0	0	4.71342e+15	0	1.12377e+13	1.21706e+16	1.12377e+16	1.21706e+19	6.06061e+15	3.41599e-07	6.06061e+15	3.61918e-08	1.21212e+15	0.0283525	5.56111e+15	1.28777e+17	6.04595e+15	3.0303e+16	0	1.34718e+15	6.06061e+15	1.46518e+13	6.06061e+15	1.03596e+11	5.81208e+12	2.48526e+11	2.65797e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.65593e+15	0	4.11329e+13	0	6.69706e+15	6.06061e+14	8.3301e+12	2.09587e+11	9.61367e+14	9.69697e+14	1.21003e+14	1.21212e+14	5.90891e+15	1.51699e+14	6.06061e+15	0	9.04969e+11	5.83201e+12	6.15757e+14	6.0997e+15	2.07831e+11	3.40908e+13	3.55864e+14	3.59851e+10	1.97209e+13	1.72928e+14	1.26513e+09	1.06019e+12	1.00158e+13	1.51339e+10	3.84762e+11	5.62985e+12	1.42745e+09	3.41269e+10	5.54873e+11	1.32578e+08	1.77668e+10	1.64729e+11	1.28882e+07	1.67809e+09	1.63464e+10	0.000952847	0.0012534	0.00733036	3.3467e-05	6.29999e-05	0.000580028	1.97451e-05	0.000213195	0.000376362	6.89099e-07	9.23925e-06	2.41768e-05	9.14056e-07	1.81407e-07	5.85565e-06	1.3311e-07	1.96294e-08	1.15427e-06	2.1311e-08	1.06084e-07	2.89166e-07	3.2179e-09	1.37428e-08	5.02185e-08	1.32599e+14	0.00219644	1.32462e+14	1.36314e+11	1.29065e+14	3.53371e+12	1.25645e+14	6.9533e+12	1.21142e+13	4.04257e+13	8.00587e+13	1.32599e+14	1.4869e+15	1.76281e+12	5.8421e+15	6.92613e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
71	0	0	1.41763e+18	0	0	0	6.15822e+14	0	0	6.11452e+15	0	0	4.71485e+15	0	1.12377e+13	1.21706e+16	1.12377e+16	1.21706e+19	6.06061e+15	1.04001e-07	6.06061e+15	4.41522e-09	1.21212e+15	0.0149782	5.56111e+15	1.28777e+17	6.04597e+15	3.0303e+16	0	1.34576e+15	6.06061e+15	1.46319e+13	6.06061e+15	1.03461e+11	5.81239e+12	2.48215e+11	2.66144e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.66459e+15	0	4.11573e+13	0	6.70575e+15	6.06061e+14	8.33447e+12	2.09702e+11	9.61362e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90867e+15	1.51932e+14	6.06061e+15	0	9.26147e+11	5.83447e+12	6.1609e+14	6.10311e+15	2.10287e+11	3.45124e+13	3.60294e+14	3.6021e+10	1.97454e+13	1.73149e+14	1.28077e+09	1.07402e+12	1.01476e+13	1.51537e+10	3.85241e+11	5.63708e+12	1.43748e+09	3.44325e+10	5.59701e+11	1.32833e+08	1.78023e+10	1.6506e+11	1.29829e+07	1.69319e+09	1.64986e+10	0.000499458	0.000653366	0.00375808	1.75105e-05	3.26184e-05	0.000295419	1.03832e-05	0.000111973	0.000195517	3.61794e-07	4.83585e-06	1.2465e-05	4.80557e-07	9.45418e-08	3.00511e-06	6.9942e-08	1.01928e-08	5.89969e-07	1.12411e-08	5.5846e-08	1.50426e-07	1.69629e-09	7.22929e-09	2.60081e-08	1.32755e+14	0.00114995	1.32619e+14	1.36576e+11	1.29215e+14	3.54038e+12	1.25716e+14	7.03949e+12	1.21241e+13	4.04736e+13	8.01576e+13	1.32755e+14	1.48873e+15	1.76498e+12	5.84934e+15	6.93473e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
