Time	[NULL]	[Ins]	[InR]	[Ins_InR]	[Ins_InR_P]	[Ins_2_InR_P]	[cytoplasm_InR]	[cytoplasm_Ins_2_InR_P]	[cytoplasm_Ins_InR_P]	[InR_tot]	[InR_bound]	[InR_active]	[PTP1B]	[IRS1_TyrP_PI3K]	[PI345P3]	[PIP2]	[PI345P3_mol]	[PIP2_mol]	[Akt]	[Akt_P2]	[PKC]	[PKC_P]	[AS160]	[AS160_P]	[cytoplasm_GLUT4]	[cellsurface_GLUT4]	[PTEN]	[PP2A]	[extracellular_ROS]	[PTP1B_ox]	[PTP1B_plus_PTP1B_ox]	[PTEN_ox]	[PTEN_plus_PTEN_ox]	[ROS]	[GSH]	[GSSG]	[cytoplasm_SOD2]	[NOX_inact]	[NOX]	[NOX_deact]	[NOX_total]	[Mt]	[IRS1]	[IRS1_TyrP]	[IRS1_PolySerP]	[IRS1_TyrP_PolySerP]	[IRS_total]	[PI3K]	[JNK_P]	[IKK_P]	[JNK]	[JNK_plus_JNK_P]	[IKK]	[IKK_plus_IKK_P]	[DUSP]	[DUSP_ox]	[DUSP_plus_DUSP_ox]	[null]	[degr_Foxo1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1]	[Foxo1_Pa0_tot]	[Foxo1_Pa1_tot]	[Foxo1_Pd0_tot]	[Foxo1_Pd1_tot]	[Foxo1_Pe0_tot]	[Foxo1_Pe1_tot]	[Foxo1_pUb0_tot]	[Foxo1_pUb1_tot]	[cytoplasm_Foxo1_tot]	[nucleus_Foxo1_tot]	[dnabound_Foxo1_tot]	[Foxo1_all]	[nucleus_RNA_InR]	[cytoplasm_RNA_InR]	[nucleus_RNA_SOD2]	[cytoplasm_RNA_SOD2]	[E2F1]	[SGK]	[CDK2]	[AMPK]	[CBPP300]	[SIRT1]	[E3]	[USP7]	[SCF]	[Proteasome]
22	0	0	1.40181e+18	0	0	0	6.05996e+14	0	0	6.04334e+15	0	0	4.64759e+15	0	1.12389e+13	1.21706e+16	1.12389e+16	1.21706e+19	6.06061e+15	1.66716e+06	6.06061e+15	1.1777e+06	1.21212e+15	8.13446e+08	5.56529e+15	1.277e+17	6.04531e+15	3.0303e+16	0	1.41302e+15	6.06061e+15	1.52969e+13	6.06061e+15	1.10013e+11	5.7974e+12	2.63202e+11	2.50285e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.23962e+15	0	2.8564e+13	0	6.26819e+15	6.06061e+14	5.89107e+12	1.47761e+11	9.63806e+14	9.69697e+14	1.21064e+14	1.21212e+14	5.96327e+15	9.73367e+13	6.06061e+15	0	1.96559e+11	6.90323e+12	6.11873e+14	5.75213e+15	8.67428e+10	1.15549e+13	1.15082e+14	2.99454e+10	1.34585e+13	1.10065e+14	3.72618e+08	2.45968e+11	2.18357e+12	1.06885e+10	2.56397e+11	3.54631e+12	6.50119e+08	1.25187e+10	1.99131e+11	6.50004e+07	8.04984e+09	6.99754e+10	4.1717e+06	4.45272e+08	3.9932e+09	2.75103e+07	6.62201e+07	8.36563e+08	749011	2.28904e+06	3.25442e+07	376152	4.81815e+06	1.8706e+07	10183	157109	713944	18238.4	7210.17	487038	2389.14	646.967	70650.8	278.285	1660.68	10687.9	37.9866	187.432	1519.26	1.24465e+14	7.21272e+07	1.24379e+14	8.54066e+10	1.22225e+14	2.23978e+12	1.22163e+14	2.30145e+12	1.39787e+13	3.83982e+13	7.20877e+13	1.24465e+14	1.23873e+15	1.46358e+12	4.86008e+15	5.74212e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
23	0	0	1.40197e+18	0	0	0	6.06364e+14	0	0	6.04431e+15	0	0	4.64854e+15	0	1.1239e+13	1.21706e+16	1.1239e+16	1.21706e+19	6.06061e+15	920555	6.06061e+15	630377	1.21212e+15	4.99808e+08	5.56459e+15	1.27879e+17	6.04528e+15	3.0303e+16	0	1.41207e+15	6.06061e+15	1.53286e+13	6.06061e+15	1.09909e+11	5.79764e+12	2.6297e+11	2.50523e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.24811e+15	0	2.93013e+13	0	6.27741e+15	6.06061e+14	6.03489e+12	1.51386e+11	9.63662e+14	9.69697e+14	1.21061e+14	1.21212e+14	5.96056e+15	1.0005e+14	6.06061e+15	0	2.0541e+11	6.72729e+12	6.10666e+14	5.78796e+15	8.821e+10	1.20536e+13	1.20892e+14	2.98932e+10	1.3767e+13	1.13783e+14	3.88038e+08	2.63151e+11	2.35719e+12	1.08642e+10	2.63301e+11	3.6725e+12	6.72219e+08	1.3137e+10	2.10363e+11	6.773e+07	8.47738e+09	7.44436e+10	4.4189e+06	4.78055e+08	4.33205e+09	1.69783e+07	3.97318e+07	4.96418e+08	473086	1.42725e+06	2.02301e+07	238946	3.03298e+06	1.15032e+07	6615.67	101818	458200	11552.5	4428.74	296910	1527.62	406.227	43946.4	181.551	1072.78	6744.24	25.0027	122.741	976.307	1.24646e+14	4.42487e+07	1.24558e+14	8.80002e+10	1.2234e+14	2.3063e+12	1.22238e+14	2.40778e+12	1.36322e+13	3.83756e+13	7.26381e+13	1.24646e+14	1.26192e+15	1.49171e+12	4.95182e+15	5.85338e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
24	0	0	1.40215e+18	0	0	0	6.06711e+14	0	0	6.04534e+15	0	0	4.64956e+15	0	1.1239e+13	1.21706e+16	1.1239e+16	1.21706e+19	6.06061e+15	508304	6.06061e+15	337418	1.21212e+15	3.06698e+08	5.56401e+15	1.28029e+17	6.04525e+15	3.0303e+16	0	1.41105e+15	6.06061e+15	1.53521e+13	6.06061e+15	1.098e+11	5.79788e+12	2.62725e+11	2.50773e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.25662e+15	0	3.00017e+13	0	6.28662e+15	6.06061e+14	6.17146e+12	1.5483e+11	9.63526e+14	9.69697e+14	1.21057e+14	1.21212e+14	5.95795e+15	1.02653e+14	6.06061e+15	0	2.14421e+11	6.57919e+12	6.09672e+14	5.8184e+15	8.98857e+10	1.25537e+13	1.2664e+14	2.98964e+10	1.40651e+13	1.17288e+14	4.04253e+08	2.80623e+11	2.53256e+12	1.104e+10	2.69888e+11	3.79109e+12	6.94283e+08	1.37482e+10	2.21345e+11	7.04338e+07	8.89672e+09	7.87957e+10	4.66736e+06	5.11083e+08	4.67222e+09	1.04639e+07	2.38169e+07	2.93786e+08	297857	886633	1.25137e+07	151258	1.90292e+06	7.04308e+06	4275.66	65611	292071	7292.95	2712.2	180120	972.68	253.851	27173.8	117.787	689.351	4227.86	16.353	79.861	622.565	1.24827e+14	2.71081e+07	1.24736e+14	9.0478e+10	1.22457e+14	2.36978e+12	1.22313e+14	2.51391e+12	1.33415e+13	3.83653e+13	7.31199e+13	1.24827e+14	1.28237e+15	1.51652e+12	5.03272e+15	5.95151e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
25	0	0	1.40234e+18	0	0	0	6.07036e+14	0	0	6.04643e+15	0	0	4.65064e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	280670	6.06061e+15	180607	1.21212e+15	1.87982e+08	5.56353e+15	1.28153e+17	6.04524e+15	3.0303e+16	0	1.40997e+15	6.06061e+15	1.53686e+13	6.06061e+15	1.09686e+11	5.79814e+12	2.62469e+11	2.51034e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.26515e+15	0	3.06666e+13	0	6.29581e+15	6.06061e+14	6.30111e+12	1.581e+11	9.63396e+14	9.69697e+14	1.21054e+14	1.21212e+14	5.95546e+15	1.05148e+14	6.06061e+15	0	2.23614e+11	6.4545e+12	6.08859e+14	5.8443e+15	9.17416e+10	1.30548e+13	1.32332e+14	2.99468e+10	1.4353e+13	1.20591e+14	4.2119e+08	2.98349e+11	2.70938e+12	1.12151e+10	2.76172e+11	3.90256e+12	7.16283e+08	1.43521e+10	2.32084e+11	7.31069e+07	9.30718e+09	8.30248e+10	4.91661e+06	5.44278e+08	5.01284e+09	6.44081e+06	1.4266e+07	1.73468e+08	186980	548950	7.70656e+06	95443	1.19035e+06	4.29597e+06	2750.1	42061.3	185041	4589.74	1656.66	108801	616.976	157.959	16714.7	76.0314	440.858	2635.07	10.6343	51.659	394.279	1.25007e+14	1.65867e+07	1.24914e+14	9.28448e+10	1.22577e+14	2.43034e+12	1.22387e+14	2.61981e+12	1.30979e+13	3.83654e+13	7.3544e+13	1.25007e+14	1.3004e+15	1.53839e+12	5.10403e+15	6.03801e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
26	0	0	1.40256e+18	0	0	0	6.07343e+14	0	0	6.04756e+15	0	0	4.65177e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	154978	6.06061e+15	96672.3	1.21212e+15	1.15099e+08	5.56312e+15	1.28257e+17	6.04523e+15	3.0303e+16	0	1.40883e+15	6.06061e+15	1.53792e+13	6.06061e+15	1.09568e+11	5.7984e+12	2.62204e+11	2.51304e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.27369e+15	0	3.12979e+13	0	6.30499e+15	6.06061e+14	6.42417e+12	1.61205e+11	9.63273e+14	9.69697e+14	1.21051e+14	1.21212e+14	5.95307e+15	1.0754e+14	6.06061e+15	0	2.33003e+11	6.34949e+12	6.08203e+14	5.8664e+15	9.37519e+10	1.35564e+13	1.3797e+14	3.00368e+10	1.46307e+13	1.23707e+14	4.38775e+08	3.16292e+11	2.88735e+12	1.13889e+10	2.82166e+11	4.00736e+12	7.38187e+08	1.49486e+10	2.42585e+11	7.57439e+07	9.70816e+09	8.71261e+10	5.16613e+06	5.77568e+08	5.35311e+09	3.95971e+06	8.54003e+06	1.02227e+08	117056	338845	4.72742e+06	60046.3	742598	2.61175e+06	1761.06	26837.2	116590	2880.33	1009.63	65474.1	389.988	97.919	10233.7	48.8514	280.727	1633.98	6.87919	33.24	248.184	1.25187e+14	1.01376e+07	1.25092e+14	9.51054e+10	1.22699e+14	2.48813e+12	1.22462e+14	2.72543e+12	1.28937e+13	3.83743e+13	7.39194e+13	1.25187e+14	1.31629e+15	1.55766e+12	5.16689e+15	6.11426e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
27	0	0	1.40279e+18	0	0	0	6.07632e+14	0	0	6.04874e+15	0	0	4.65295e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	85574.3	6.06061e+15	51745.1	1.21212e+15	7.04087e+07	5.56279e+15	1.28344e+17	6.04522e+15	3.0303e+16	0	1.40765e+15	6.06061e+15	1.5385e+13	6.06061e+15	1.09447e+11	5.79868e+12	2.6193e+11	2.51582e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.28226e+15	0	3.1897e+13	0	6.31415e+15	6.06061e+14	6.54093e+12	1.64152e+11	9.63156e+14	9.69697e+14	1.21048e+14	1.21212e+14	5.95077e+15	1.09833e+14	6.06061e+15	0	2.42605e+11	6.26104e+12	6.0768e+14	5.88533e+15	9.58942e+10	1.40582e+13	1.43559e+14	3.01595e+10	1.48983e+13	1.26646e+14	4.56931e+08	3.3442e+11	3.06623e+12	1.15607e+10	2.87882e+11	4.10595e+12	7.5996e+08	1.55376e+10	2.52856e+11	7.83396e+07	1.00991e+10	9.10961e+10	5.41544e+06	6.10884e+08	5.69235e+09	2.43163e+06	5.10992e+06	6.01449e+07	73095.3	208579	2.88969e+06	37674.1	462137	1.5833e+06	1123.12	17049.6	73098.2	1802.87	614.094	39271.3	245.722	60.496	6239.97	31.2546	178.06	1008.65	4.42871	21.2857	155.376	1.25367e+14	6.18982e+06	1.2527e+14	9.72646e+10	1.22824e+14	2.54327e+12	1.22536e+14	2.83075e+12	1.27228e+13	3.83907e+13	7.42536e+13	1.25367e+14	1.3303e+15	1.57466e+12	5.22234e+15	6.18151e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
28	0	0	1.40303e+18	0	0	0	6.07905e+14	0	0	6.04996e+15	0	0	4.65417e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	47251.6	6.06061e+15	27697.2	1.21212e+15	4.3035e+07	5.56251e+15	1.28416e+17	6.04522e+15	3.0303e+16	0	1.40644e+15	6.06061e+15	1.53866e+13	6.06061e+15	1.09323e+11	5.79896e+12	2.61649e+11	2.51868e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.29084e+15	0	3.24655e+13	0	6.3233e+15	6.06061e+14	6.65169e+12	1.66949e+11	9.63045e+14	9.69697e+14	1.21045e+14	1.21212e+14	5.94858e+15	1.1203e+14	6.06061e+15	0	2.5243e+11	6.18652e+12	6.07271e+14	5.90159e+15	9.81482e+10	1.45599e+13	1.49101e+14	3.03089e+10	1.51559e+13	1.29419e+14	4.75586e+08	3.527e+11	3.24577e+12	1.17297e+10	2.9333e+11	4.19872e+12	7.81569e+08	1.61189e+10	2.62907e+11	8.08886e+07	1.04797e+10	9.49328e+10	5.66403e+06	6.44161e+08	6.02997e+09	1.49167e+06	3.05648e+06	3.53381e+07	45536.1	128072	1.76076e+06	23577.9	286960	957471	713.571	10788.8	45625.8	1125.75	372.88	23487.2	154.368	37.2634	3791	19.9184	112.539	620.174	2.83857	13.5711	96.8032	1.25546e+14	3.77598e+06	1.25447e+14	9.93266e+10	1.2295e+14	2.59588e+12	1.22611e+14	2.93573e+12	1.25799e+13	3.84133e+13	7.45533e+13	1.25546e+14	1.34268e+15	1.58967e+12	5.27131e+15	6.24089e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
29	0	0	1.40329e+18	0	0	0	6.08165e+14	0	0	6.05121e+15	0	0	4.65542e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	26091	6.06061e+15	14825.3	1.21212e+15	2.62842e+07	5.56227e+15	1.28476e+17	6.04522e+15	3.0303e+16	0	1.40518e+15	6.06061e+15	1.53847e+13	6.06061e+15	1.09196e+11	5.79924e+12	2.61362e+11	2.5216e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.29943e+15	0	3.30046e+13	0	6.33244e+15	6.06061e+14	6.75673e+12	1.69603e+11	9.6294e+14	9.69697e+14	1.21043e+14	1.21212e+14	5.94647e+15	1.14135e+14	6.06061e+15	0	2.6249e+11	6.12372e+12	6.0696e+14	5.91563e+15	1.00497e+11	1.50612e+13	1.546e+14	3.04795e+10	1.54035e+13	1.32037e+14	4.94669e+08	3.71102e+11	3.42575e+12	1.18956e+10	2.98524e+11	4.28609e+12	8.02985e+08	1.66924e+10	2.72743e+11	8.3386e+07	1.08494e+10	9.86356e+10	5.91142e+06	6.7734e+08	6.36545e+09	914156	1.82782e+06	2.07399e+07	28305.2	78460.5	1.06982e+06	14721.5	177825	577789	451.78	6802.21	28363.6	701.384	226.083	14012	96.7147	22.8915	2295.75	12.6482	70.8965	379.984	1.81198	8.61794	60.0504	1.25725e+14	2.3016e+06	1.25624e+14	1.01296e+11	1.23079e+14	2.64607e+12	1.22685e+14	3.04036e+12	1.24604e+13	3.84411e+13	7.48236e+13	1.25725e+14	1.35363e+15	1.60294e+12	5.31463e+15	6.2934e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
30	0	0	1.40355e+18	0	0	0	6.08412e+14	0	0	6.0525e+15	0	0	4.6567e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	14406.7	6.06061e+15	7935.48	1.21212e+15	1.60428e+07	5.56208e+15	1.28526e+17	6.04523e+15	3.0303e+16	0	1.4039e+15	6.06061e+15	1.53799e+13	6.06061e+15	1.09067e+11	5.79954e+12	2.6107e+11	2.52458e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.30804e+15	0	3.35159e+13	0	6.34156e+15	6.06061e+14	6.85631e+12	1.72119e+11	9.62841e+14	9.69697e+14	1.2104e+14	1.21212e+14	5.94446e+15	1.16151e+14	6.06061e+15	0	2.72793e+11	6.07079e+12	6.06732e+14	5.92782e+15	1.02924e+11	1.55617e+13	1.60058e+14	3.06665e+10	1.56413e+13	1.3451e+14	5.14114e+08	3.89598e+11	3.60599e+12	1.20578e+10	3.03472e+11	4.3684e+12	8.24179e+08	1.72582e+10	2.82375e+11	8.58274e+07	1.12081e+10	1.02204e+11	6.15714e+06	7.10366e+08	6.69833e+09	559713	1.09292e+06	1.21615e+07	17558.3	47968.3	648354	9171.79	109993	348039	285.105	4274.42	17568.1	436.093	136.907	8341.18	60.4421	14.0292	1386.3	8.00494	44.5305	232.104	1.15234	5.45258	37.1077	1.25903e+14	1.40188e+06	1.258e+14	1.03176e+11	1.2321e+14	2.69396e+12	1.22759e+14	3.14462e+12	1.23608e+13	3.84734e+13	7.50693e+13	1.25903e+14	1.36334e+15	1.6147e+12	5.35304e+15	6.33994e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
31	0	0	1.40383e+18	0	0	0	6.08647e+14	0	0	6.0538e+15	0	0	4.65801e+15	0	1.12391e+13	1.21706e+16	1.12391e+16	1.21706e+19	6.06061e+15	7954.99	6.06061e+15	4247.58	1.21212e+15	9.78602e+06	5.56192e+15	1.28568e+17	6.04523e+15	3.0303e+16	0	1.4026e+15	6.06061e+15	1.53726e+13	6.06061e+15	1.08937e+11	5.79983e+12	2.60773e+11	2.5276e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.31667e+15	0	3.40006e+13	0	6.35067e+15	6.06061e+14	6.95069e+12	1.74505e+11	9.62746e+14	9.69697e+14	1.21038e+14	1.21212e+14	5.94252e+15	1.18082e+14	6.06061e+15	0	2.83346e+11	6.02618e+12	6.06576e+14	5.93845e+15	1.05417e+11	1.60614e+13	1.65477e+14	3.08658e+10	1.58695e+13	1.36846e+14	5.3386e+08	4.08162e+11	3.78629e+12	1.22159e+10	3.08186e+11	4.44598e+12	8.45126e+08	1.78161e+10	2.91809e+11	8.82087e+07	1.15555e+10	1.0564e+11	6.40079e+06	7.43186e+08	7.02821e+09	342401	653474	7.12642e+06	10870.9	29271.7	392026	5702.73	67920.7	209325	179.378	2677.73	10845.6	270.63	82.8172	4956.16	37.686	8.57954	835.019	5.05069	27.894	141.393	0.7303	3.43828	22.8514	1.26081e+14	853303	1.25976e+14	1.04971e+11	1.23342e+14	2.73965e+12	1.22833e+14	3.24849e+12	1.22779e+13	3.85093e+13	7.52941e+13	1.26081e+14	1.37197e+15	1.62515e+12	5.38718e+15	6.38128e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
32	0	0	1.40411e+18	0	0	0	6.08874e+14	0	0	6.05513e+15	0	0	4.65934e+15	0	1.1239e+13	1.21706e+16	1.1239e+16	1.21706e+19	6.06061e+15	4392.52	6.06061e+15	2273.58	1.21212e+15	5.9662e+06	5.56178e+15	1.28603e+17	6.04524e+15	3.0303e+16	0	1.40127e+15	6.06061e+15	1.53632e+13	6.06061e+15	1.08805e+11	5.80013e+12	2.60473e+11	2.53067e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.3253e+15	0	3.44599e+13	0	6.35976e+15	6.06061e+14	7.04011e+12	1.76767e+11	9.62657e+14	9.69697e+14	1.21035e+14	1.21212e+14	5.94068e+15	1.1993e+14	6.06061e+15	0	2.94155e+11	5.98858e+12	6.06482e+14	5.9478e+15	1.07964e+11	1.65599e+13	1.70859e+14	3.10739e+10	1.60881e+13	1.39054e+14	5.53851e+08	4.26769e+11	3.96651e+12	1.23695e+10	3.12675e+11	4.51916e+12	8.65804e+08	1.83661e+10	3.01053e+11	9.05267e+07	1.18914e+10	1.08943e+11	6.64198e+06	7.75757e+08	7.35476e+09	209292	390738	4.17391e+06	6718.55	17832.4	236549	3539.14	41876.5	125735	112.541	1672.73	6675.46	167.651	50.0528	2940.19	23.447	5.23689	501.847	3.17765	17.4292	85.9315	0.461347	2.16143	14.0289	1.26259e+14	519081	1.26152e+14	1.06686e+11	1.23475e+14	2.78325e+12	1.22907e+14	3.35196e+12	1.2209e+13	3.85482e+13	7.55014e+13	1.26259e+14	1.37966e+15	1.63446e+12	5.41764e+15	6.41813e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
33	0	0	1.40441e+18	0	0	0	6.09091e+14	0	0	6.05649e+15	0	0	4.66068e+15	0	1.1239e+13	1.21706e+16	1.1239e+16	1.21706e+19	6.06061e+15	2425.43	6.06061e+15	1216.97	1.21212e+15	3.63562e+06	5.56167e+15	1.28632e+17	6.04525e+15	3.0303e+16	0	1.39992e+15	6.06061e+15	1.53521e+13	6.06061e+15	1.08672e+11	5.80044e+12	2.60169e+11	2.53377e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.33395e+15	0	3.48951e+13	0	6.36884e+15	6.06061e+14	7.12481e+12	1.7891e+11	9.62572e+14	9.69697e+14	1.21033e+14	1.21212e+14	5.93891e+15	1.21699e+14	6.06061e+15	0	3.05226e+11	5.95688e+12	6.0644e+14	5.95607e+15	1.10555e+11	1.70572e+13	1.76207e+14	3.12877e+10	1.62976e+13	1.41142e+14	5.74035e+08	4.45399e+11	4.14649e+12	1.25186e+10	3.16948e+11	4.58822e+12	8.86195e+08	1.89083e+10	3.10115e+11	9.27784e+07	1.22157e+10	1.12116e+11	6.88034e+06	8.08035e+08	7.67766e+09	127832	233663	2.44385e+06	4145.34	10847	142472	2192.57	25782.5	75444.7	70.4235	1042.2	4097.62	103.688	30.2282	1741.9	14.559	3.19117	301.022	1.99393	10.8655	52.1179	0.290578	1.3549	8.58896	1.26435e+14	315595	1.26327e+14	1.08322e+11	1.23611e+14	2.82484e+12	1.2298e+14	3.45501e+12	1.2152e+13	3.85897e+13	7.56937e+13	1.26435e+14	1.38655e+15	1.64279e+12	5.44489e+15	6.4511e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
34	0	0	1.40471e+18	0	0	0	6.09301e+14	0	0	6.05786e+15	0	0	4.66204e+15	0	1.1239e+13	1.21706e+16	1.1239e+16	1.21706e+19	6.06061e+15	1339.25	6.06061e+15	651.398	1.21212e+15	2.21447e+06	5.56158e+15	1.28656e+17	6.04527e+15	3.0303e+16	0	1.39856e+15	6.06061e+15	1.53395e+13	6.06061e+15	1.08537e+11	5.80074e+12	2.59863e+11	2.53691e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.3426e+15	0	3.53072e+13	0	6.37791e+15	6.06061e+14	7.20499e+12	1.80939e+11	9.62492e+14	9.69697e+14	1.21031e+14	1.21212e+14	5.93721e+15	1.23392e+14	6.06061e+15	0	3.16561e+11	5.93018e+12	6.06443e+14	5.96344e+15	1.13182e+11	1.7553e+13	1.81521e+14	3.15045e+10	1.64979e+13	1.43116e+14	5.94365e+08	4.64029e+11	4.32609e+12	1.26628e+10	3.21016e+11	4.65341e+12	9.06285e+08	1.94426e+10	3.19e+11	9.49616e+07	1.25285e+10	1.15162e+11	7.11558e+06	8.39984e+08	7.99666e+09	78022.5	139754	1.43065e+06	2553.69	6588.89	85668.4	1356.14	15853.1	45229.7	43.9605	647.776	2509.09	64.0304	18.2444	1030.84	9.02344	1.94167	180.254	1.2481	6.75936	31.5538	0.182515	0.847101	5.24556	1.26612e+14	191784	1.26502e+14	1.09885e+11	1.23747e+14	2.86452e+12	1.23054e+14	3.55764e+12	1.21049e+13	3.86333e+13	7.58735e+13	1.26612e+14	1.39274e+15	1.65027e+12	5.4694e+15	6.48071e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
