Time	[BM]	[ACT]	[GLC]	[ACoA]	[AKG]	[cAMP]	[FBP]	[G6P]	[GLX]	[ICT]	[MAL]	[OAA]	[PEP]	[PG3]	[PYR]	[AceA]	[AceB]	[AceK]	[Acoa2act]	[Acs]	[Akg2mal]	[CAMPdegr]	[Cya]	[Emp]	[Eno]	[Fdp]	[GltA]	[Icd]	[Icd_P]	[Mdh]	[Me]	[PckA]	[Pdh]	[PfkA]	[Ppc]	[PpsA]	[PykF]	[Cra]	[CraFBP]	[Crp]	[CrpcAMP]	[IclR]	[PdhR]	[PdhRPYR]	[EIIA]	[EIIA_P]	[EIICB]
49	0.0302657	0.000102612	4.79944	0.357506	0.19207	0.20278	6.57481	1.90811	5.68803e-09	0.00141173	3.28615	0.0503534	0.210451	5.72076	0.863165	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220568	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999712	0.000987493	0.00597717	0.000299119	0.00699088	0.0059434	0.0013466	0.00729	0.00116394	0.00612606	0.0964775	0.0035225	0.003
50	0.0302712	0.000104705	4.79943	0.357608	0.192087	0.20278	6.57481	1.90811	5.68746e-09	0.00141179	3.28632	0.0503506	0.210451	5.72076	0.863164	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220568	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299119	0.00699088	0.0059434	0.0013466	0.00729	0.00116394	0.00612606	0.0964775	0.0035225	0.003
51	0.0302766	0.000106797	4.79942	0.357711	0.192105	0.20278	6.5748	1.90811	5.68689e-09	0.00141186	3.28648	0.0503478	0.210451	5.72075	0.863163	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220569	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299119	0.00699088	0.0059434	0.0013466	0.00729	0.00116394	0.00612606	0.0964775	0.0035225	0.003
52	0.030282	0.00010889	4.79941	0.357812	0.192122	0.20278	6.5748	1.90811	5.68632e-09	0.00141193	3.28665	0.0503451	0.210451	5.72075	0.863162	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220569	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299119	0.00699088	0.0059434	0.0013466	0.00729	0.00116394	0.00612606	0.0964775	0.0035225	0.003
53	0.0302875	0.000110982	4.79939	0.357914	0.192139	0.20278	6.5748	1.90811	5.68574e-09	0.001412	3.28681	0.0503423	0.210451	5.72075	0.863162	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.00022057	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.00029912	0.00699088	0.0059434	0.0013466	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
54	0.0302929	0.000113075	4.79938	0.358015	0.192156	0.20278	6.5748	1.90811	5.68516e-09	0.00141207	3.28697	0.0503395	0.210451	5.72075	0.863161	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.00022057	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.00029912	0.00699088	0.0059434	0.0013466	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
55	0.0302984	0.000115168	4.79937	0.358115	0.192173	0.20278	6.57479	1.9081	5.68458e-09	0.00141214	3.28713	0.0503368	0.210451	5.72074	0.86316	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220571	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.00029912	0.00699088	0.0059434	0.0013466	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
56	0.0303039	0.00011726	4.79936	0.358216	0.19219	0.20278	6.57479	1.9081	5.68399e-09	0.00141221	3.2873	0.050334	0.210451	5.72074	0.863159	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220571	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.00029912	0.00699088	0.0059434	0.0013466	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
57	0.0303093	0.000119352	4.79935	0.358316	0.192206	0.20278	6.57479	1.9081	5.6834e-09	0.00141227	3.28746	0.0503313	0.210451	5.72074	0.863159	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220572	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299121	0.00699088	0.0059434	0.0013466	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
58	0.0303148	0.000121445	4.79934	0.358415	0.192223	0.20278	6.57478	1.9081	5.68281e-09	0.00141234	3.28762	0.0503286	0.210451	5.72074	0.863158	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.0042907	0.000220572	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299121	0.00699088	0.0059434	0.0013466	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
59	0.0303202	0.000123537	4.79933	0.358514	0.19224	0.20278	6.57478	1.9081	5.68222e-09	0.00141241	3.28778	0.0503259	0.210451	5.72074	0.863157	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220572	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299121	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
60	0.0303257	0.00012563	4.79931	0.358613	0.192256	0.20278	6.57478	1.9081	5.68162e-09	0.00141247	3.28794	0.0503232	0.210451	5.72073	0.863157	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220573	0.00345727	0.000999712	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299121	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
61	0.0303311	0.000127722	4.7993	0.358712	0.192273	0.20278	6.57478	1.9081	5.68103e-09	0.00141254	3.28809	0.0503205	0.210451	5.72073	0.863156	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220573	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299121	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
62	0.0303366	0.000129815	4.79929	0.35881	0.192289	0.20278	6.57477	1.9081	5.68043e-09	0.00141261	3.28825	0.0503178	0.210451	5.72073	0.863155	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220574	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299122	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
63	0.0303421	0.000131907	4.79928	0.358908	0.192306	0.20278	6.57477	1.9081	5.67983e-09	0.00141267	3.28841	0.0503151	0.210451	5.72073	0.863155	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220574	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987493	0.00597717	0.000299122	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
64	0.0303475	0.000133999	4.79927	0.359005	0.192322	0.20278	6.57477	1.9081	5.67923e-09	0.00141274	3.28857	0.0503125	0.210451	5.72073	0.863154	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220575	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987494	0.00597717	0.000299122	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
65	0.030353	0.000136092	4.79926	0.359102	0.192338	0.20278	6.57477	1.9081	5.67862e-09	0.0014128	3.28872	0.0503099	0.210451	5.72072	0.863153	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220575	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987494	0.00597717	0.000299122	0.00699088	0.00594341	0.00134659	0.00729	0.00116395	0.00612605	0.0964775	0.00352249	0.003
66	0.0303584	0.000138184	4.79925	0.359199	0.192354	0.20278	6.57476	1.9081	5.67802e-09	0.00141287	3.28888	0.0503072	0.210451	5.72072	0.863152	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220576	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987494	0.00597717	0.000299123	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352249	0.003
67	0.0303639	0.000140276	4.79923	0.359296	0.19237	0.202779	6.57476	1.9081	5.67741e-09	0.00141293	3.28903	0.0503046	0.210451	5.72072	0.863152	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220576	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987494	0.00597717	0.000299123	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352249	0.003
68	0.0303694	0.000142369	4.79922	0.359392	0.192387	0.202779	6.57476	1.9081	5.6768e-09	0.001413	3.28918	0.050302	0.21045	5.72072	0.863151	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220577	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987494	0.00597717	0.000299123	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
69	0.0303748	0.000144461	4.79921	0.359487	0.192402	0.202779	6.57476	1.9081	5.67619e-09	0.00141306	3.28934	0.0502994	0.21045	5.72071	0.86315	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220577	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999711	0.000987494	0.00597717	0.000299123	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
70	0.0303803	0.000146553	4.7992	0.359583	0.192418	0.202779	6.57475	1.9081	5.67559e-09	0.00141313	3.28949	0.0502968	0.21045	5.72071	0.86315	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220577	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299123	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
71	0.0303858	0.000148646	4.79919	0.359678	0.192434	0.202779	6.57475	1.9081	5.67497e-09	0.00141319	3.28964	0.0502942	0.21045	5.72071	0.863149	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220578	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299124	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
72	0.0303912	0.000150738	4.79918	0.359773	0.19245	0.202779	6.57475	1.9081	5.67436e-09	0.00141325	3.28979	0.0502916	0.21045	5.72071	0.863148	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220578	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299124	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
73	0.0303967	0.00015283	4.79916	0.359867	0.192466	0.202779	6.57475	1.9081	5.67375e-09	0.00141332	3.28995	0.0502891	0.21045	5.72071	0.863148	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220579	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299124	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
74	0.0304022	0.000154923	4.79915	0.359961	0.192482	0.202779	6.57474	1.9081	5.67314e-09	0.00141338	3.2901	0.0502865	0.21045	5.7207	0.863147	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220579	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299124	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
75	0.0304076	0.000157015	4.79914	0.360055	0.192497	0.202779	6.57474	1.9081	5.67253e-09	0.00141344	3.29025	0.050284	0.21045	5.7207	0.863146	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.00022058	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299125	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
76	0.0304131	0.000159107	4.79913	0.360148	0.192513	0.202779	6.57474	1.9081	5.67191e-09	0.00141351	3.29039	0.0502814	0.21045	5.7207	0.863146	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.00022058	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299125	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
77	0.0304186	0.000161199	4.79912	0.360241	0.192528	0.202779	6.57474	1.9081	5.6713e-09	0.00141357	3.29054	0.0502789	0.21045	5.7207	0.863145	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.00022058	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299125	0.00699088	0.00594341	0.00134659	0.00729	0.00116396	0.00612604	0.0964775	0.00352248	0.003
78	0.0304241	0.000163292	4.79911	0.360334	0.192544	0.202779	6.57473	1.9081	5.67069e-09	0.00141363	3.29069	0.0502764	0.21045	5.7207	0.863144	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220581	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299125	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352248	0.003
79	0.0304295	0.000165384	4.7991	0.360427	0.192559	0.202779	6.57473	1.9081	5.67007e-09	0.00141369	3.29084	0.0502739	0.21045	5.72069	0.863144	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220581	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299125	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352248	0.003
80	0.030435	0.000167476	4.79908	0.360519	0.192574	0.202779	6.57473	1.9081	5.66946e-09	0.00141375	3.29099	0.0502714	0.21045	5.72069	0.863143	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220582	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299126	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352248	0.003
81	0.0304405	0.000169569	4.79907	0.360611	0.19259	0.202779	6.57473	1.9081	5.66884e-09	0.00141382	3.29113	0.0502689	0.21045	5.72069	0.863142	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220582	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299126	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352248	0.003
82	0.030446	0.000171661	4.79906	0.360702	0.192605	0.202779	6.57472	1.9081	5.66823e-09	0.00141388	3.29128	0.0502665	0.21045	5.72069	0.863141	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429069	0.000220583	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299126	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352248	0.003
83	0.0304515	0.000173753	4.79905	0.360793	0.19262	0.202779	6.57472	1.9081	5.66762e-09	0.00141394	3.29142	0.050264	0.21045	5.72069	0.863141	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220583	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299126	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352248	0.003
84	0.0304569	0.000175846	4.79904	0.360884	0.192635	0.202779	6.57472	1.9081	5.667e-09	0.001414	3.29157	0.0502615	0.21045	5.72068	0.86314	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220584	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299126	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
85	0.0304624	0.000177938	4.79903	0.360975	0.19265	0.202779	6.57472	1.9081	5.66639e-09	0.00141406	3.29171	0.0502591	0.21045	5.72068	0.863139	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220584	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299127	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
86	0.0304679	0.000180031	4.79901	0.361065	0.192665	0.202779	6.57471	1.9081	5.66577e-09	0.00141412	3.29185	0.0502567	0.21045	5.72068	0.863139	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220584	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299127	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
87	0.0304734	0.000182123	4.799	0.361155	0.19268	0.202779	6.57471	1.9081	5.66516e-09	0.00141418	3.292	0.0502542	0.21045	5.72068	0.863138	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220585	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299127	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
88	0.0304789	0.000184215	4.79899	0.361245	0.192695	0.202779	6.57471	1.9081	5.66455e-09	0.00141424	3.29214	0.0502518	0.21045	5.72068	0.863137	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220585	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299127	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
89	0.0304844	0.000186308	4.79898	0.361334	0.19271	0.202779	6.57471	1.9081	5.66393e-09	0.0014143	3.29228	0.0502494	0.21045	5.72067	0.863137	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220586	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.00099971	0.000987494	0.00597717	0.000299127	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
90	0.0304898	0.0001884	4.79897	0.361423	0.192725	0.202779	6.57471	1.90809	5.66332e-09	0.00141436	3.29242	0.050247	0.21045	5.72067	0.863136	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220586	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299128	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
91	0.0304953	0.000190493	4.79896	0.361512	0.192739	0.202779	6.5747	1.90809	5.66271e-09	0.00141442	3.29256	0.0502446	0.21045	5.72067	0.863136	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220587	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299128	0.00699087	0.00594341	0.00134659	0.00729	0.00116397	0.00612603	0.0964775	0.00352247	0.003
92	0.0305008	0.000192585	4.79895	0.3616	0.192754	0.202779	6.5747	1.90809	5.6621e-09	0.00141448	3.2927	0.0502422	0.21045	5.72067	0.863135	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220587	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299128	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
93	0.0305063	0.000194678	4.79893	0.361688	0.192768	0.202779	6.5747	1.90809	5.66149e-09	0.00141453	3.29284	0.0502398	0.21045	5.72067	0.863134	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220587	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299128	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
94	0.0305118	0.00019677	4.79892	0.361776	0.192783	0.202779	6.5747	1.90809	5.66088e-09	0.00141459	3.29298	0.0502375	0.210449	5.72066	0.863134	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220588	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299128	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
95	0.0305173	0.000198863	4.79891	0.361864	0.192798	0.202779	6.57469	1.90809	5.66027e-09	0.00141465	3.29312	0.0502351	0.210449	5.72066	0.863133	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220588	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299129	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
96	0.0305228	0.000200956	4.7989	0.361951	0.192812	0.202778	6.57469	1.90809	5.65966e-09	0.00141471	3.29326	0.0502328	0.210449	5.72066	0.863132	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220589	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299129	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
97	0.0305283	0.000203048	4.79889	0.362038	0.192826	0.202778	6.57469	1.90809	5.65905e-09	0.00141477	3.2934	0.0502304	0.210449	5.72066	0.863132	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220589	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299129	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
98	0.0305338	0.000205141	4.79888	0.362125	0.192841	0.202778	6.57469	1.90809	5.65845e-09	0.00141482	3.29354	0.0502281	0.210449	5.72066	0.863131	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.000220589	0.00345727	0.000999711	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299129	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
99	0.0305393	0.000207234	4.79886	0.362211	0.192855	0.202778	6.57469	1.90809	5.65784e-09	0.00141488	3.29367	0.0502258	0.210449	5.72065	0.86313	0.00472323	0.00141697	0.000141697	0.001	0.00109622	0.00102685	0.001	0.001	0.0115156	0.0115528	0.000157492	0.00102961	0.00429068	0.00022059	0.00345727	0.00099971	0.00229089	0.0046474	0.000143816	0.000999709	0.000987494	0.00597717	0.000299129	0.00699087	0.00594341	0.00134659	0.00729	0.00116398	0.00612602	0.0964775	0.00352247	0.003
