Time	[C16AcylCarCYT]	[C16AcylCarMAT]	[C16AcylCoAMAT]	[C16EnoylCoAMAT]	[C16HydroxyacylCoAMAT]	[C16KetoacylCoAMAT]	[C14AcylCarCYT]	[C14AcylCarMAT]	[C14AcylCoAMAT]	[C14EnoylCoAMAT]	[C14HydroxyacylCoAMAT]	[C14KetoacylCoAMAT]	[C12AcylCarCYT]	[C12AcylCarMAT]	[C12AcylCoAMAT]	[C12EnoylCoAMAT]	[C12HydroxyacylCoAMAT]	[C12KetoacylCoAMAT]	[C10AcylCarCYT]	[C10AcylCarMAT]	[C10AcylCoAMAT]	[C10EnoylCoAMAT]	[C10HydroxyacylCoAMAT]	[C10KetoacylCoAMAT]	[C8AcylCarCYT]	[C8AcylCarMAT]	[C8AcylCoAMAT]	[C8EnoylCoAMAT]	[C8HydroxyacylCoAMAT]	[C8KetoacylCoAMAT]	[C6AcylCarCYT]	[C6AcylCarMAT]	[C6AcylCoAMAT]	[C6EnoylCoAMAT]	[C6HydroxyacylCoAMAT]	[C6KetoacylCoAMAT]	[C4AcylCarCYT]	[C4AcylCarMAT]	[C4AcylCoAMAT]	[C4EnoylCoAMAT]	[C4HydroxyacylCoAMAT]	[C4AcetoacylCoAMAT]	[AcetylCoAMAT]	[FADHMAT]	[NADHMAT]	[CoAMAT]	[C16AcylCoACYT]	[CarCYT]	[CoACYT]	[MalCoACYT]	[CarMAT]	[FADtMAT]	[NADtMAT]	[CoAMATt]
50	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
51	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
52	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
53	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
54	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
55	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
56	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
57	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
58	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
59	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
60	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
61	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
62	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
63	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
64	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
65	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
66	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
67	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
68	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
69	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
70	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
71	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
72	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
73	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
74	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
75	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
76	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
77	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
78	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
79	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
80	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
81	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
82	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
83	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
84	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
85	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
86	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
87	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
88	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
89	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
90	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
91	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
92	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
93	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
94	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
95	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
96	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
97	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
98	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
99	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
100	0.184406	0.433779	1.05875	0.0729304	0.228272	0.00072445	0.047488	0.225568	2.33184	0.0819532	0.234931	0.00074485	0.0689099	0.327322	3.38374	0.0963317	0.292648	0.000925149	0.151552	0.719873	7.4418	0.107741	0.329315	0.00103834	0.181286	0.86111	8.90186	0.237706	0.736059	0.00232	0.493484	2.34405	24.232	21.1593	65.8814	0.207526	0.825654	3.92186	40.5428	79.5015	248.379	0.782582	70	0.46	16	4423.77	25	200	140	0	950	0.77	250	5000
