Time	[EGFR]	[L_EGFR]	[L_EGFR_dimer]	[SOS]	[L_dpEGFR]	[pSOS]	[SOS_Grb2]	[Grb2]	[Dok]	[pDok]	[Crk]	[FRS2]	[Shc]	[pSOS_Grb2]	[Rap1_GDP]	[MEK]	[MKP3]	[pShc_dpEGFR]	[dpEGFR_c_Cbl]	[B_Raf_Rap1_GTP]	[pShc_dpEGFR_c_Cbl]	[pFRS2_dpEGFR_c_Cbl]	[Shc_dpEGFR]	[c_Cbl]	[RasGAP]	[c_Raf]	[B_Raf]	[ERK]	[PP2A]	[Ras_GDP]	[Rap1GAP]	[C3G]	[NGFR]	[pShc]	[pFRS2_dpEGFR]	[pTrkA_endo]	[MEK_ERK]	[pMEK_ERK]	[FRS2_dpEGFR_c_Cbl_ubiq]	[Crk_C3G_pFRS2_dpEGFR_c_Cbl]	[pShc_dpEGFR_c_Cbl_ubiq]	[Crk_C3G_pFRS2_dpEGFR]	[Grb2_SOS_pShc_dpEGFR_c_Cbl_ubiq]	[Grb2_SOS_pShc_dpEGFR_c_Cbl]	[Shc_dpEGFR_c_Cbl_ubiq]	[dpEGFR_c_Cbl_ubiq]	[proteasome]	[Grb2_SOS_pShc]	[Shc_dpEGFR_c_Cbl]	[Grb2_SOS_pShc_dpEGFR]	[pFRS2]	[FRS2_dpEGFR]	[pDok_RasGAP]	[pMEK]	[FRS2_dpEGFR_c_Cbl]	[pFRS2_dpEGFR_c_Cbl_ubiq]	[Ras_GTP]	[Crk_C3G_pFRS2_dpEGFR_c_Cbl_ubiq]	[c_Raf_Ras_GTP]	[B_Raf_Ras_GTP]	[ppMEK]	[ppERK]	[pTrkA]	[Crk_C3G]	[Rap1_GTP]	[L_NGFR]	[ppMEK_ERK]	[dppERK]	[Shc_pTrkA]	[Shc_pTrkA_endo]	[pShc_pTrkA]	[pFRS2_pTrkA]	[FRS2_pTrkA]	[pShc_pTrkA_endo]	[FRS2_pTrkA_endo]	[pFRS2_pTrkA_endo]	[Crk_C3G_pFRS2_pTrkA_endo]	[Grb2_SOS_pShc_pTrkA]	[Crk_C3G_pFRS2_pTrkA]	[Grb2_SOS_pShc_pTrkA_endo]	[c_Raf_Ras_GTP_MEK]	[c_Raf_Ras_GTP_pMEK]	[c_Raf_Ras_GTP_MEK_ERK]	[c_Raf_Ras_GTP_pMEK_ERK]	[B_Raf_Ras_GTP_MEK]	[B_Raf_Ras_GTP_pMEK]	[B_Raf_Ras_GTP_MEK_ERK]	[B_Raf_Ras_GTP_pMEK_ERK]	[B_Raf_Rap1_GTP_MEK]	[B_Raf_Rap1_GTP_pMEK]	[B_Raf_Rap1_GTP_MEK_ERK]	[B_Raf_Rap1_GTP_pMEK_ERK]	[ppERK_MKP3]	[dppERK_MKP3]	[pro_TrkA]	[NGF]	[EGF]	[pro_EGFR]	[degradation]
55	0.24609	0.00671935	0.000112452	0.0350692	0.000157079	0.000103436	0.0291574	0.935173	0.241976	0.0486604	0.501976	0.992768	0.931626	0.000159331	0.199266	0.194427	0.00770594	0.0027877	0.000109613	0.000184857	0.00261659	0.000336975	0.00113564	0.483776	0.0906368	0.433431	0.172794	0.0142674	0.24	0.00657417	0.012	0.00197558	0.0618939	0.0203969	0.000344714	0	0.0781545	0.0579484	0.000141328	0.000720768	0.00366981	0.000691147	0.00286674	0.00193462	0.00136668	0.000158407	0.000152219	0.0287767	0.00089011	0.00193254	0.00346412	0.000120851	0.00936322	0.144922	9.47108e-05	0.000442077	0.000372808	0.000875414	0.0167304	0.00664029	0.101302	0.0173467	0	0.495737	1.19562e-05	0	0.0330265	0.0124964	0	0	0	0	0	0	0	0	0	0	0	0	0.0204236	0.0150398	0.00829728	0.00607784	0.00816134	0.00589612	0.00336756	0.00241881	0.000220344	0.000160999	9.01014e-05	6.54784e-05	0.00664145	0.00365261	0.020631	0	0.001613	0.3	0
56	0.245211	0.00670727	0.000112049	0.0345617	0.000157816	0.000120971	0.0287871	0.934683	0.240151	0.0500457	0.501975	0.992563	0.929793	0.000189227	0.199239	0.191212	0.00735688	0.00282034	0.000110508	0.00019344	0.00264965	0.000340845	0.00113944	0.483392	0.0901971	0.433658	0.172847	0.0138584	0.24	0.0068775	0.012	0.00197536	0.0618939	0.0211535	0.000348462	0	0.0747947	0.0570704	0.000145938	0.000730495	0.00379773	0.00070064	0.00296066	0.00193852	0.00140993	0.000163749	0.000161009	0.0295053	0.000895168	0.00193653	0.003584	0.000121469	0.00980288	0.146715	9.54167e-05	0.000458572	0.000376251	0.000910804	0.016821	0.00667718	0.106613	0.0179483	0	0.495683	1.24072e-05	0	0.0337912	0.0140388	0	0	0	0	0	0	0	0	0	0	0	0	0.0201933	0.0153167	0.00798667	0.00602423	0.00807004	0.00601111	0.00324413	0.00240178	0.000226824	0.000170778	9.03241e-05	6.76181e-05	0.00664157	0.00400155	0.020631	0	0.001613	0.3	0
57	0.244335	0.00669522	0.000111647	0.0340608	0.000158522	0.000140336	0.0284168	0.934201	0.238319	0.0514309	0.501975	0.992358	0.92796	0.000222821	0.199211	0.188202	0.00703168	0.00285258	0.000111367	0.000202174	0.00268222	0.000344582	0.00114298	0.483008	0.0897496	0.433915	0.172913	0.0134473	0.24	0.00722383	0.012	0.00197514	0.0618939	0.0219228	0.000352095	0	0.0715614	0.0561096	0.000150578	0.000739909	0.00392717	0.00070986	0.00305465	0.00194139	0.00145337	0.00016913	0.000170093	0.0302237	0.000899915	0.00193956	0.0037048	0.00012206	0.0102504	0.148433	9.6092e-05	0.000475242	0.000379648	0.000946637	0.0169013	0.00670982	0.111892	0.0185172	0	0.495628	1.2863e-05	0	0.0344423	0.0156531	0	0	0	0	0	0	0	0	0	0	0	0	0.0199689	0.015578	0.00768063	0.00595665	0.00798076	0.00611952	0.00312215	0.0023788	0.000233397	0.000180798	9.04107e-05	6.9616e-05	0.00661906	0.00434926	0.020631	0	0.001613	0.3	0
58	0.243462	0.00668319	0.000111246	0.0335663	0.000159197	0.000161573	0.0280468	0.933728	0.236479	0.0528156	0.501975	0.992152	0.926126	0.000260285	0.199183	0.185385	0.00672921	0.00288443	0.00011219	0.00021105	0.00271429	0.00034819	0.00114624	0.482623	0.0892944	0.434198	0.17299	0.0130359	0.24	0.00760864	0.012	0.00197493	0.0618939	0.0227045	0.000355615	0	0.0684528	0.0550776	0.000155245	0.000749016	0.00405809	0.00071881	0.00314867	0.00194327	0.00149701	0.000174547	0.00017947	0.0309314	0.00090436	0.00194167	0.00382645	0.000122626	0.0107056	0.150085	9.67376e-05	0.000492078	0.000382963	0.000982896	0.0169714	0.00673828	0.117126	0.0190547	0	0.495574	1.33231e-05	0	0.0349809	0.0173316	0	0	0	0	0	0	0	0	0	0	0	0	0.0197504	0.0158242	0.00737998	0.00587653	0.00789355	0.00622166	0.00300199	0.00235043	0.000240062	0.000191056	9.03661e-05	7.14669e-05	0.00657752	0.00469327	0.020631	0	0.001613	0.3	0
59	0.242593	0.00667119	0.000110847	0.0330779	0.000159841	0.000184709	0.0276777	0.933263	0.234632	0.0541995	0.501975	0.991946	0.924293	0.000301772	0.199154	0.18275	0.0064482	0.00291589	0.000112978	0.000220059	0.00274588	0.000351672	0.00114926	0.482239	0.0888319	0.434505	0.173078	0.0126257	0.24	0.00802863	0.012	0.00197471	0.0618939	0.0234986	0.000359024	0	0.065467	0.0539854	0.00015994	0.00075782	0.00419047	0.000727496	0.00324266	0.0019442	0.00154081	0.000179999	0.000189144	0.0316281	0.000908515	0.00194291	0.00394891	0.000123166	0.0111681	0.151678	9.73543e-05	0.000509074	0.000386165	0.00101957	0.0170315	0.00676258	0.122307	0.0195619	0	0.49552	1.37871e-05	0	0.0354089	0.0190663	0	0	0	0	0	0	0	0	0	0	0	0	0.0195374	0.0160559	0.00708535	0.0057852	0.00780836	0.00631774	0.00288394	0.00231722	0.000246816	0.000201545	9.01956e-05	7.31672e-05	0.00652031	0.00503149	0.020631	0	0.001613	0.3	0
60	0.241726	0.00665921	0.00011045	0.0325956	0.000160457	0.000209764	0.0273098	0.932805	0.23278	0.0555822	0.501974	0.991739	0.92246	0.000347417	0.199126	0.180287	0.00618737	0.00294696	0.000113734	0.000229189	0.00277698	0.00035503	0.00115202	0.481855	0.0883623	0.434834	0.173177	0.0122182	0.24	0.00848142	0.012	0.0019745	0.0618939	0.0243048	0.000362325	0	0.0626021	0.0528433	0.000164661	0.000766328	0.00432429	0.000735922	0.00333659	0.00194423	0.00158477	0.000185485	0.000199117	0.0323133	0.00091239	0.0019433	0.00407213	0.000123682	0.0116377	0.153218	9.7943e-05	0.000526225	0.000389224	0.00105663	0.0170816	0.00678269	0.127425	0.0200403	0	0.495467	1.42544e-05	0	0.0357293	0.0208492	0	0	0	0	0	0	0	0	0	0	0	0	0.0193296	0.0162734	0.00679727	0.00568391	0.00772508	0.00640792	0.00276826	0.00227967	0.000253659	0.000212259	8.99053e-05	7.47143e-05	0.00645048	0.00536215	0.020631	0	0.001613	0.3	0
61	0.240863	0.00664725	0.000110054	0.0321191	0.000161044	0.000236745	0.0269434	0.932356	0.230923	0.0569631	0.501974	0.991532	0.920629	0.000397332	0.199097	0.177987	0.0059454	0.00297764	0.000114456	0.00023843	0.00280759	0.000358267	0.00115455	0.48147	0.087886	0.435185	0.173284	0.0118145	0.24	0.00896529	0.012	0.00197428	0.0618939	0.025123	0.000365519	0	0.059856	0.0516606	0.000169405	0.000774545	0.00445951	0.000744092	0.0034304	0.00194339	0.00162887	0.000191001	0.000209389	0.0329867	0.000915993	0.00194289	0.00419605	0.000124174	0.012114	0.154709	9.85046e-05	0.000543523	0.000392116	0.00109408	0.0171215	0.00679857	0.13247	0.0204912	0	0.495413	1.47246e-05	0	0.0359457	0.0226723	0	0	0	0	0	0	0	0	0	0	0	0	0.0191266	0.0164768	0.00651615	0.00557382	0.00764355	0.00649228	0.00265513	0.00223828	0.000260587	0.000223189	8.95018e-05	7.61071e-05	0.00637078	0.00568383	0.020631	0	0.001613	0.3	0
62	0.240003	0.00663532	0.000109659	0.0316483	0.000161604	0.000265651	0.026579	0.931914	0.229061	0.0583421	0.501974	0.991324	0.9188	0.000451607	0.199069	0.175841	0.00572099	0.00300792	0.000115147	0.000247771	0.00283772	0.000361385	0.00115685	0.481086	0.0874032	0.435557	0.173401	0.011416	0.24	0.00947907	0.012	0.00197407	0.0618939	0.025953	0.000368608	0	0.0572264	0.0504463	0.000174172	0.000782478	0.00459612	0.000752012	0.00352405	0.00194172	0.00167311	0.000196548	0.000219963	0.033648	0.000919334	0.00194171	0.00432063	0.000124642	0.0125968	0.156157	9.90399e-05	0.000560962	0.000394817	0.0011319	0.017151	0.00681014	0.137433	0.0209158	0	0.49536	1.51971e-05	0	0.0360624	0.0245279	0	0	0	0	0	0	0	0	0	0	0	0	0.0189278	0.0166661	0.00624234	0.00545604	0.00756361	0.00657087	0.00254473	0.0021935	0.000267599	0.000234327	8.89923e-05	7.73454e-05	0.0062836	0.00599541	0.020631	0	0.001613	0.3	0
63	0.239147	0.00662341	0.000109266	0.0311831	0.000162136	0.000296472	0.0262167	0.93148	0.227196	0.0597187	0.501974	0.991116	0.916974	0.000510313	0.19904	0.173843	0.00551291	0.00303781	0.000115808	0.000257199	0.00286736	0.000364388	0.00115893	0.480702	0.0869142	0.435948	0.173527	0.0110236	0.24	0.0100219	0.012	0.00197386	0.0618939	0.0267946	0.000371596	0	0.0547111	0.0492085	0.00017896	0.000790131	0.00473408	0.000759685	0.00361751	0.00193926	0.00171746	0.000202122	0.000230839	0.0342969	0.000922422	0.00193979	0.00444582	0.000125088	0.0130858	0.157566	9.95496e-05	0.000578537	0.000397309	0.00117006	0.0171699	0.00681733	0.142306	0.0213156	0	0.495306	1.56713e-05	0	0.0360843	0.0264082	0	0	0	0	0	0	0	0	0	0	0	0	0.0187328	0.0168414	0.00597609	0.00533161	0.00748507	0.00664369	0.0024372	0.00214576	0.000274695	0.000245664	8.83843e-05	7.84301e-05	0.00619103	0.00629606	0.020631	0	0.001613	0.3	0
64	0.238293	0.00661152	0.000108874	0.0307234	0.000162643	0.000329189	0.0258568	0.931053	0.225327	0.0610926	0.501974	0.990908	0.91515	0.0005735	0.199011	0.171987	0.00531996	0.0030673	0.000116438	0.000266704	0.00289653	0.000367278	0.00116079	0.480319	0.0864193	0.43636	0.17366	0.0106384	0.24	0.0105933	0.012	0.00197365	0.0618939	0.0276476	0.000374483	0	0.0523075	0.0479544	0.000183768	0.000797511	0.00487338	0.000767117	0.00371073	0.00193605	0.00176191	0.000207724	0.00024202	0.0349332	0.000925266	0.00193717	0.00457157	0.000125512	0.0135807	0.158939	0.000100034	0.000596242	0.000399572	0.00120856	0.0171779	0.00682007	0.14708	0.0216917	0	0.495253	1.61466e-05	0	0.0360167	0.0283059	0	0	0	0	0	0	0	0	0	0	0	0	0.018541	0.0170025	0.00571763	0.00520152	0.00740776	0.00671073	0.00233266	0.00209549	0.000281872	0.000257191	8.76855e-05	7.93631e-05	0.00609485	0.00658519	0.020631	0	0.001613	0.3	0
65	0.237443	0.00659965	0.000108484	0.0302691	0.000163124	0.000363777	0.0254997	0.930633	0.223455	0.0624635	0.501973	0.990699	0.91333	0.000641198	0.198982	0.170266	0.00514102	0.00309639	0.00011704	0.000276271	0.00292521	0.000370057	0.00116245	0.479935	0.0859188	0.43679	0.173803	0.0102611	0.24	0.0111927	0.012	0.00197343	0.0618939	0.0285118	0.000377273	0	0.0500131	0.046691	0.000188596	0.000804624	0.00501398	0.000774312	0.00380368	0.00193212	0.00180646	0.00021335	0.000253507	0.0355565	0.000927874	0.00193387	0.00469785	0.000125915	0.0140812	0.16028	0.000100495	0.000614071	0.00040159	0.00124739	0.0171748	0.00681826	0.151747	0.0220453	0	0.4952	1.66223e-05	0	0.0358651	0.0302139	0	0	0	0	0	0	0	0	0	0	0	0	0.018352	0.0171491	0.00546713	0.0050667	0.00733152	0.00677193	0.00223118	0.00204307	0.000289132	0.000268895	8.69041e-05	8.01472e-05	0.00599654	0.00686244	0.020631	0	0.001613	0.3	0
66	0.236596	0.00658781	0.000108096	0.0298202	0.000163581	0.000400205	0.0251456	0.93022	0.221582	0.0638312	0.501973	0.990491	0.911513	0.000713419	0.198953	0.168677	0.00497503	0.00312508	0.000117614	0.00028589	0.0029534	0.000372729	0.0011639	0.479552	0.085413	0.43724	0.173953	0.00989244	0.24	0.0118198	0.012	0.00197322	0.0618939	0.0293868	0.000379967	0	0.0478251	0.0454243	0.00019344	0.000811476	0.00515586	0.000781275	0.00389632	0.00192751	0.00185108	0.000219001	0.000265301	0.0361668	0.000930254	0.00192994	0.0048246	0.000126297	0.014587	0.161591	0.000100933	0.000632018	0.000403349	0.00128653	0.0171605	0.00681185	0.156298	0.0223777	0	0.495147	1.70979e-05	0	0.0356354	0.0321256	0	0	0	0	0	0	0	0	0	0	0	0	0.0181654	0.0172812	0.00522472	0.00492802	0.00725619	0.00682724	0.00213285	0.00198887	0.000296473	0.000280766	8.60481e-05	8.07861e-05	0.00589737	0.0071276	0.020631	0	0.001613	0.3	0
67	0.235752	0.00657599	0.000107708	0.0293766	0.000164014	0.000438434	0.0247946	0.929815	0.219707	0.0651953	0.501973	0.990282	0.9097	0.000790153	0.198924	0.167215	0.00482101	0.00315336	0.00011816	0.000295546	0.00298112	0.000375295	0.00116516	0.479169	0.0849022	0.437709	0.174111	0.009533	0.24	0.0124745	0.012	0.00197301	0.0618939	0.0302725	0.000382568	0	0.0457407	0.0441598	0.000198302	0.000818072	0.005299	0.000788012	0.00398863	0.00192225	0.00189578	0.000224673	0.000277403	0.0367639	0.000932415	0.00192539	0.00495179	0.00012666	0.0150978	0.162875	0.000101347	0.000650078	0.000404835	0.00132596	0.0171346	0.00680076	0.160727	0.0226898	0	0.495095	1.75727e-05	0	0.0353335	0.0340347	0	0	0	0	0	0	0	0	0	0	0	0	0.0179807	0.0173985	0.00499048	0.00478631	0.00718164	0.0068766	0.00203772	0.00193324	0.000303897	0.000292791	8.51258e-05	8.12842e-05	0.00579833	0.00738066	0.020631	0	0.001613	0.3	0
68	0.234911	0.0065642	0.000107322	0.0289382	0.000164423	0.000478423	0.0244471	0.929417	0.217831	0.0665556	0.501973	0.990073	0.907892	0.000871374	0.198895	0.165877	0.00467805	0.00318124	0.00011868	0.000305228	0.00300835	0.000377759	0.00116624	0.478786	0.0843866	0.438197	0.174278	0.00918327	0.24	0.0131565	0.012	0.0019728	0.0618939	0.0311686	0.000385077	0	0.043757	0.0429024	0.000203178	0.000824417	0.00544337	0.000794525	0.00408056	0.00191638	0.00194053	0.000230367	0.000289814	0.0373476	0.000934364	0.00192027	0.00507937	0.000127002	0.0156134	0.164134	0.00010174	0.000668245	0.000406037	0.00136568	0.017097	0.00678495	0.165027	0.0229827	0	0.495043	1.8046e-05	0	0.0349655	0.0359353	0	0	0	0	0	0	0	0	0	0	0	0	0.0177978	0.0175009	0.00476447	0.00464233	0.00710776	0.00691995	0.00194582	0.0018765	0.000311405	0.000304959	8.41454e-05	8.16464e-05	0.00570025	0.0076217	0.020631	0	0.001613	0.3	0
69	0.234074	0.00655242	0.000106938	0.0285051	0.00016481	0.000520124	0.0241032	0.929025	0.215955	0.0679119	0.501973	0.989864	0.906089	0.000957042	0.198865	0.164659	0.00454528	0.00320871	0.000119174	0.000314922	0.00303509	0.000380122	0.00116713	0.478404	0.0838666	0.438704	0.174452	0.00884363	0.24	0.0138653	0.012	0.0019726	0.0618939	0.0320749	0.000387497	0	0.0418708	0.0416565	0.000208069	0.000830519	0.00558894	0.000800821	0.0041721	0.00190992	0.00198533	0.00023608	0.000302536	0.0379179	0.000936108	0.0019146	0.00520731	0.000127326	0.0161334	0.165371	0.000102111	0.000686515	0.000406945	0.00140567	0.0170476	0.00676439	0.169189	0.0232575	0	0.49499	1.85173e-05	0	0.0345374	0.037822	0	0	0	0	0	0	0	0	0	0	0	0	0.0176164	0.017588	0.0045467	0.00449682	0.00703443	0.00695722	0.00185719	0.00181897	0.000318999	0.000317255	8.31147e-05	8.18783e-05	0.0056038	0.00785092	0.020631	0	0.001613	0.3	0
70	0.233239	0.00654067	0.000106555	0.0280773	0.000165174	0.000563489	0.0237631	0.928641	0.214078	0.069264	0.501972	0.989655	0.904291	0.0010471	0.198836	0.163559	0.00442193	0.00323576	0.000119643	0.000324614	0.00306135	0.000382388	0.00116785	0.478023	0.0833425	0.43923	0.174633	0.00851439	0.24	0.0146008	0.012	0.00197239	0.0618939	0.032991	0.000389829	0	0.0400791	0.040426	0.000212973	0.000836382	0.00573569	0.000806904	0.0042632	0.00190292	0.00203016	0.000241811	0.000315569	0.0384745	0.000937654	0.00190841	0.00533556	0.000127631	0.0166575	0.166586	0.000102462	0.000704883	0.000407553	0.00144591	0.0169863	0.00673905	0.173208	0.023515	0	0.494938	1.89858e-05	0	0.034055	0.0396897	0	0	0	0	0	0	0	0	0	0	0	0	0.0174361	0.0176599	0.00433716	0.00435045	0.00696158	0.00698837	0.00177183	0.00176092	0.000326683	0.000329666	8.20418e-05	8.1986e-05	0.00550948	0.00806859	0.020631	0	0.001613	0.3	0
71	0.232408	0.00652895	0.000106174	0.0276546	0.000165518	0.000608465	0.0234269	0.928263	0.212203	0.0706116	0.501972	0.989446	0.902499	0.00114147	0.198807	0.162575	0.00430728	0.0032624	0.000120088	0.000334293	0.00308712	0.000384558	0.00116841	0.477641	0.0828144	0.439774	0.174822	0.00819575	0.24	0.0153624	0.012	0.00197218	0.0618939	0.0339167	0.000392076	0	0.0383788	0.0392143	0.000217889	0.000842012	0.0058836	0.000812779	0.00435385	0.0018954	0.00207503	0.00024756	0.000328914	0.0390176	0.000939011	0.00190172	0.00546409	0.000127918	0.0171856	0.167782	0.000102792	0.000723343	0.000407853	0.00148641	0.0169131	0.00670893	0.177078	0.0237563	0	0.494887	1.94509e-05	0	0.0335244	0.0415339	0	0	0	0	0	0	0	0	0	0	0	0	0.0172569	0.0177163	0.00413581	0.00420384	0.00688916	0.00701336	0.00168973	0.00170262	0.000334458	0.000342179	8.09342e-05	8.19759e-05	0.00541768	0.00827504	0.020631	0	0.001613	0.3	0
72	0.23158	0.00651724	0.000105793	0.0272371	0.00016584	0.000654996	0.0230948	0.927892	0.210328	0.0719545	0.501972	0.989237	0.900713	0.00124007	0.198777	0.161706	0.00420066	0.00328861	0.000120509	0.000343944	0.0031124	0.000386635	0.0011688	0.477261	0.0822828	0.440336	0.175019	0.00788787	0.24	0.0161497	0.012	0.00197197	0.0618939	0.0348516	0.00039424	0	0.0367664	0.0380242	0.000222816	0.000847415	0.00603263	0.000818449	0.00444403	0.00188739	0.00211991	0.000253325	0.000342572	0.039547	0.000940183	0.00189458	0.00559286	0.000128188	0.0177172	0.168961	0.000103103	0.00074189	0.000407842	0.00152714	0.016828	0.00667407	0.180792	0.0239821	0	0.494835	1.9912e-05	0	0.0329512	0.0433506	0	0	0	0	0	0	0	0	0	0	0	0	0.0170786	0.0177572	0.00394259	0.00405757	0.00681711	0.00703215	0.00161087	0.00164433	0.00034233	0.00035478	7.97992e-05	8.1855e-05	0.0053287	0.00847065	0.020631	0	0.001613	0.3	0
73	0.230754	0.00650556	0.000105415	0.0268248	0.000166142	0.000703027	0.0227669	0.927528	0.208455	0.0732925	0.501972	0.989029	0.898933	0.00134281	0.198748	0.160949	0.00410145	0.00331441	0.000120907	0.000353556	0.0031372	0.000388622	0.00116903	0.47688	0.0817479	0.440916	0.175222	0.0075908	0.24	0.0169619	0.012	0.00197177	0.0618939	0.0357954	0.000396322	0	0.035239	0.0368585	0.000227753	0.000852595	0.00618276	0.00082392	0.0045337	0.00187893	0.0021648	0.000259104	0.000356543	0.0400628	0.000941179	0.00188699	0.00572184	0.00012844	0.0182521	0.170123	0.000103395	0.000760521	0.000407518	0.00156809	0.0167311	0.00663451	0.184347	0.0241934	0	0.494784	2.03686e-05	0	0.0323408	0.0451359	0	0	0	0	0	0	0	0	0	0	0	0	0.0169012	0.0177826	0.0037574	0.00391218	0.00674541	0.00704476	0.00153524	0.00158625	0.000350303	0.000367454	7.86439e-05	8.163e-05	0.00524273	0.00865582	0.020631	0	0.001613	0.3	0
74	0.229932	0.0064939	0.000105038	0.0264177	0.000166424	0.000752499	0.0224434	0.92717	0.206584	0.0746255	0.501972	0.98882	0.897159	0.00144958	0.198719	0.160304	0.00400909	0.00333977	0.000121283	0.000363116	0.0031615	0.00039052	0.00116911	0.476501	0.08121	0.441512	0.175433	0.00730459	0.24	0.0177984	0.012	0.00197156	0.0618939	0.0367479	0.000398325	0	0.033793	0.035719	0.0002327	0.000857559	0.00633397	0.000829197	0.00462284	0.00187003	0.0022097	0.000264897	0.000370829	0.0405649	0.000942004	0.00187899	0.00585098	0.000128677	0.01879	0.17127	0.000103669	0.00077923	0.00040688	0.00160926	0.0166225	0.00659032	0.187736	0.0243909	0	0.494732	2.08199e-05	0	0.0316987	0.0468867	0	0	0	0	0	0	0	0	0	0	0	0	0.0167245	0.0177925	0.00358012	0.00376815	0.00667404	0.00705118	0.00146279	0.00152861	0.000358383	0.000380187	7.74749e-05	8.13084e-05	0.00515993	0.00883098	0.020631	0	0.001613	0.3	0
75	0.229113	0.00648227	0.000104662	0.0260158	0.000166687	0.000803356	0.0221243	0.926819	0.204716	0.0759533	0.501971	0.988611	0.895392	0.00156026	0.198689	0.159769	0.00392307	0.00336471	0.000121638	0.000372611	0.00318531	0.000392332	0.00116905	0.476122	0.0806693	0.442125	0.17565	0.00702917	0.24	0.0186583	0.012	0.00197136	0.0618939	0.0377087	0.00040025	0	0.0324254	0.0346077	0.000237654	0.000862312	0.00648624	0.000834282	0.00471145	0.00186073	0.00225458	0.000270702	0.00038543	0.0410535	0.000942664	0.00187061	0.00598026	0.000128897	0.0193307	0.172403	0.000103925	0.000798013	0.000405931	0.00165063	0.0165024	0.00654159	0.190956	0.0245755	0	0.494681	2.12656e-05	0	0.0310298	0.0486001	0	0	0	0	0	0	0	0	0	0	0	0	0.0165487	0.017787	0.00341062	0.00362592	0.00660301	0.00705147	0.00139348	0.00147159	0.000366574	0.000392966	7.62984e-05	8.08973e-05	0.00508036	0.00899657	0.020631	0	0.001613	0.3	0
76	0.228297	0.00647066	0.000104287	0.0256191	0.000166932	0.000855538	0.0218098	0.926475	0.20285	0.0772758	0.501971	0.988403	0.893633	0.00167472	0.19866	0.159344	0.00384291	0.00338922	0.000121972	0.00038203	0.00320863	0.00039406	0.00116885	0.475743	0.0801262	0.442754	0.175873	0.00676447	0.24	0.0195405	0.012	0.00197116	0.0618939	0.0386774	0.000402099	0	0.0311329	0.0335259	0.000242616	0.000866859	0.00663952	0.000839182	0.00479949	0.00185106	0.00229945	0.000276519	0.000400347	0.0415285	0.000943166	0.00186187	0.00610965	0.000129102	0.0198738	0.173524	0.000104163	0.000816866	0.000404674	0.00169219	0.0163712	0.00648843	0.194003	0.0247478	0	0.494631	2.17049e-05	0	0.0303389	0.0502735	0	0	0	0	0	0	0	0	0	0	0	0	0.0163738	0.0177662	0.00324876	0.00348589	0.00653232	0.00704567	0.00132724	0.00141535	0.000374883	0.000405774	7.51204e-05	8.0404e-05	0.00500406	0.00915303	0.020631	0	0.001613	0.3	0
77	0.227484	0.00645907	0.000103914	0.0252275	0.000167158	0.000908988	0.0214999	0.926137	0.200988	0.0785927	0.501971	0.988195	0.891881	0.00179283	0.198631	0.159027	0.00376818	0.00341329	0.000122285	0.000391362	0.00323146	0.000395706	0.00116852	0.475366	0.0795809	0.443398	0.176102	0.00651036	0.24	0.0204439	0.012	0.00197095	0.0618939	0.0396538	0.000403874	0	0.0299123	0.0324749	0.000247585	0.000871205	0.00679381	0.0008439	0.00488695	0.00184103	0.0023443	0.000282346	0.000415579	0.04199	0.000943514	0.00185279	0.00623911	0.000129291	0.0204191	0.174632	0.000104385	0.000835784	0.000403114	0.00173392	0.016229	0.006431	0.196875	0.0249085	0	0.49458	2.21375e-05	0	0.0296306	0.051905	0	0	0	0	0	0	0	0	0	0	0	0	0.0161998	0.0177305	0.00309435	0.00334841	0.00646201	0.00703388	0.00126402	0.00136006	0.000383316	0.000418599	7.39462e-05	7.98359e-05	0.00493102	0.0093008	0.020631	0	0.001613	0.3	0
78	0.226675	0.0064475	0.000103542	0.0248412	0.000167367	0.000963647	0.0211946	0.925805	0.19913	0.079904	0.501971	0.987988	0.890136	0.00191447	0.198602	0.158818	0.00369847	0.00343693	0.000122578	0.000400595	0.00325379	0.000397273	0.00116805	0.474989	0.0790336	0.444056	0.176337	0.00626669	0.24	0.0213673	0.012	0.00197075	0.0618939	0.0406374	0.000405577	0	0.0287605	0.0314553	0.000252559	0.000875354	0.00694907	0.00084844	0.00497381	0.00183069	0.00238911	0.000288182	0.000431128	0.0424381	0.000943716	0.00184339	0.00636861	0.000129466	0.0209664	0.175729	0.00010459	0.000854764	0.000401259	0.00177583	0.0160764	0.00636945	0.199567	0.0250585	0	0.49453	2.25629e-05	0	0.0289091	0.0534928	0	0	0	0	0	0	0	0	0	0	0	0	0.0160267	0.0176799	0.00294721	0.00321379	0.0063921	0.00701619	0.00120375	0.00130584	0.000391881	0.000431427	7.2781e-05	7.92002e-05	0.00486122	0.00944031	0.020631	0	0.001613	0.3	0
