Time	[IL6]	[IFN]	[(IL6-gp80-gp130-JAK)2*-STAT1C-STAT3C]	[(IL6-gp80-gp130-JAK)2*-STAT1C]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(IFN-R-JAK)2*-STAT1C-STAT3C]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
20	0	0.1	0	0	1.90394e-05	1.57729e-11	1.45391e-09	1.05626e-11	7.99471e-13	9.79701e-11	8	0	0.8	2.18417	6.83613	0	0	0	0	1000	0.000111014	0	3.85931e-10	0	0	4.8292e-08	4.87227e-21	49.9999	1.20006e-05	2.59374e-11	3.45491e-19	51.4142	0	0	0.414165	0	0	19000	0	0	67	0	0	0	0	0	33.5858	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.51091	0.283426	0.0104343	2.57659e-05	0.000140685	999.999	0.000417021	5.93679e-11	5.47733e-09	6.64865e-06	4.52687e-05	1.82173e-07	1.70939e-18	2.44484e-20	2.32668e-27	3.70058e-10	1.03742e-26	8.92447e-28	4.39249e-31	2.18417	100	0.000123065	0.000462485	0	0	5.16387	0.000121524	2.56336e-11	3.07782e-12	4.26149e-11	2.73402e-14	1.09712e-15	1.98821e-12	1.22064e-14	2.7957e-12	60	2.11045e-13	2.50603e-12	1.77041e-13	4.40963e-15	1.26306e-15	2.25266e-16
21	0	0.1	0	0	2.23625e-05	2.34036e-11	2.35198e-09	1.79045e-11	1.41474e-12	1.65344e-10	8	0	0.8	2.18269	6.903	0	0	0	0	1000	0.000138084	0	6.25386e-10	0	0	6.21318e-08	9.70447e-21	49.9999	1.54363e-05	4.38557e-11	6.50875e-19	51.3737	0	0	0.373659	0	0	19000	0	0	67	0	0	0	0	0	33.6263	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.49916	0.294369	0.0115236	2.99273e-05	0.000165174	999.999	0.000517899	8.7939e-11	8.8455e-09	7.9509e-06	5.81222e-05	2.33952e-07	3.18814e-18	4.82269e-20	5.48484e-27	6.23387e-10	2.51688e-26	2.26782e-27	1.18027e-30	2.18269	100	0.000153586	0.000576277	0	0	5.097	0.000143109	4.26265e-11	5.65181e-12	7.49178e-11	5.26928e-14	1.93308e-15	3.4526e-12	2.21616e-14	4.74774e-12	60	3.74211e-13	4.48772e-12	3.31088e-13	8.38657e-15	2.34104e-15	4.01092e-16
22	0	0.1	0	0	2.60184e-05	3.39478e-11	3.70441e-09	2.94754e-11	2.42534e-12	2.71007e-10	8	0	0.8	2.18126	6.96171	0	0	0	0	1000	0.000169675	0	9.86521e-10	0	0	7.87869e-08	1.86357e-20	49.9999	1.95699e-05	7.20028e-11	1.18517e-18	51.3416	0	0	0.341615	0	0	19000	0	0	67	0	0	0	0	0	33.6584	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.4876	0.305007	0.0126407	3.44675e-05	0.000192107	999.999	0.000635486	1.27362e-10	1.39103e-08	9.40818e-06	7.35642e-05	2.96174e-07	5.74881e-18	9.17449e-20	1.23527e-26	1.02004e-09	5.82212e-26	5.48096e-27	3.00885e-30	2.18126	100	0.00018933	0.00070938	0	0	5.03829	0.000166897	6.88834e-11	1.00348e-11	1.27667e-10	9.79743e-14	3.30135e-15	5.8116e-12	3.89025e-14	7.82915e-12	60	6.42686e-13	7.78508e-12	5.98317e-13	1.54083e-14	4.1922e-15	6.92015e-16
23	0	0.1	0	0	3.00146e-05	4.8245e-11	5.69515e-09	4.72577e-11	4.0401e-12	4.32594e-10	8	0	0.8	2.17987	7.01326	0	0	0	0	1000	0.000206212	0	1.51881e-09	0	0	9.86062e-08	3.46212e-20	49.9999	2.44877e-05	1.15111e-10	2.09256e-18	51.3163	0	0	0.316259	0	0	19000	0	0	67	0	0	0	0	0	33.6837	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.47623	0.315351	0.0137822	3.93935e-05	0.000221538	999.999	0.000771335	1.80748e-10	2.13555e-08	1.10266e-05	9.19114e-05	3.70119e-07	1.00542e-17	1.68892e-19	2.66933e-26	1.62575e-09	1.28995e-25	1.26589e-26	7.3137e-30	2.17987	100	0.000230808	0.00086367	0	0	4.98674	0.000192942	1.0847e-10	1.72822e-11	2.1151e-10	1.7634e-13	5.48113e-15	9.51044e-12	6.62383e-14	1.25716e-11	60	1.07235e-12	1.31222e-11	1.04819e-12	2.74357e-14	7.27676e-15	1.1604e-15
24	0	0.1	0	0	3.4358e-05	6.73022e-11	8.56556e-09	7.39685e-11	6.55649e-12	6.74122e-10	8	0	0.8	2.17851	7.05853	0	0	0	0	999.999	0.000248126	0	2.28725e-09	0	0	1.21953e-07	6.24096e-20	49.9999	3.02795e-05	1.79631e-10	3.59254e-18	51.2962	0	0	0.29619	0	0	19000	0	0	67	0	0	0	0	0	33.7038	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.46505	0.325416	0.0149448	4.4711e-05	0.000253518	999.998	0.000927027	2.51823e-10	3.20775e-08	1.28118e-05	0.000113493	4.57122e-07	1.71021e-17	3.01754e-19	5.55503e-26	2.52989e-09	2.748e-25	2.80538e-26	1.70229e-29	2.17851	100	0.000278542	0.00104106	0	0	4.94147	0.00022129	1.66839e-10	2.89504e-11	3.41553e-10	3.08131e-13	8.86961e-15	1.51698e-11	1.09698e-13	1.97049e-11	60	1.7429e-12	2.15471e-11	1.78522e-12	4.74775e-14	1.22779e-14	1.89602e-15
25	0	0.1	0	0	3.90542e-05	9.23131e-11	1.26273e-08	1.13266e-10	1.03896e-11	1.02771e-09	8	0	0.8	2.17719	7.09828	0	0	0	0	999.999	0.000295855	0	3.37583e-09	0	0	1.49204e-07	1.09446e-19	49.9998	3.70383e-05	2.74202e-10	6.01176e-18	51.2803	0	0	0.280304	0	0	19000	0	0	67	0	0	0	0	0	33.7197	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.45406	0.335211	0.0161256	5.04251e-05	0.000288088	999.998	0.00110416	3.45001e-10	4.72327e-08	1.47688e-05	0.000138651	5.58563e-07	2.83615e-17	5.24604e-19	1.11691e-25	3.85189e-09	5.64777e-25	5.98656e-26	3.80804e-29	2.17719	100	0.000333064	0.00124349	0	0	4.90172	0.000251981	2.51178e-10	4.72854e-11	5.38813e-10	5.24057e-13	1.40207e-14	2.36383e-11	1.77134e-13	3.02122e-11	60	2.76567e-12	3.45463e-11	2.96309e-12	8.00451e-14	2.01867e-14	3.02555e-15
26	0	0.1	0	0	4.41082e-05	1.24677e-10	1.82771e-08	1.69992e-10	1.6108e-11	1.5356e-09	8	0	0.8	2.17589	7.13319	0	0	0	0	999.999	0.000349843	0	4.89159e-09	0	0	1.80746e-07	1.87145e-19	49.9998	4.48598e-05	4.10198e-10	9.82673e-18	51.2677	0	0	0.267726	0	0	19000	0	0	67	0	0	0	0	0	33.7323	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.44326	0.344749	0.0173219	5.65398e-05	0.000325283	999.998	0.00130436	4.65453e-10	6.82917e-08	1.69021e-05	0.000167736	6.75865e-07	4.59525e-17	8.89475e-19	2.17598e-25	5.74869e-09	1.12321e-24	1.23401e-25	8.21408e-29	2.17589	100	0.000394915	0.00147294	0	0	4.86681	0.000285048	3.70812e-10	7.54642e-11	8.32008e-10	8.69477e-13	2.16932e-14	3.60549e-11	2.79472e-13	4.5397e-11	60	4.29337e-12	5.41891e-11	4.8033e-12	1.31763e-13	3.24124e-14	4.72453e-15
27	0	0.1	0	0	4.95242e-05	1.66018e-10	2.60134e-08	2.50467e-10	2.44777e-11	2.25256e-09	8	0	0.8	2.17461	7.16384	0	0	0	0	999.999	0.000410537	0	6.96908e-09	0	0	2.16979e-07	3.12655e-19	49.9997	5.38425e-05	6.02372e-10	1.57196e-17	51.2578	0	0	0.257766	0	0	19000	0	0	67	0	0	0	0	0	33.7422	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.43265	0.354039	0.0185311	6.30586e-05	0.000365134	999.998	0.00152926	6.19175e-10	9.71008e-08	1.92158e-05	0.000201107	8.10488e-07	7.28793e-17	1.47377e-18	4.11797e-25	8.4235e-09	2.16726e-24	2.46382e-25	1.71338e-28	2.17461	100	0.000464641	0.00173142	0	0	4.83616	0.000320522	5.37668e-10	1.179e-10	1.25975e-09	1.41006e-12	3.29096e-14	5.39243e-11	4.31649e-13	6.6961e-11	60	6.53191e-12	8.33088e-11	7.61907e-12	2.12175e-13	5.092e-14	7.23211e-15
28	0	0.1	0	0	5.53054e-05	2.18203e-10	3.6455e-08	3.62818e-10	3.65146e-11	3.24857e-09	8	0	0.8	2.17336	7.19075	0	0	0	0	999.999	0.000478388	0	9.77547e-09	0	0	2.5831e-07	5.11251e-19	49.9997	6.40871e-05	8.69601e-10	2.46505e-17	51.2499	0	0	0.249879	0	0	19000	0	0	67	0	0	0	0	0	33.7501	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.42222	0.363091	0.019751	6.99842e-05	0.000407666	999.997	0.0017805	8.1306e-10	1.3595e-07	2.17133e-05	0.000239135	9.63925e-07	1.13327e-16	2.3905e-18	7.58686e-25	1.21358e-08	4.06662e-24	4.77649e-25	3.46482e-28	2.17336	100	0.000542795	0.00202094	0	0	4.80925	0.000358426	7.66799e-10	1.80619e-10	1.87316e-09	2.23916e-12	4.90274e-14	7.92043e-11	6.53735e-13	9.70955e-11	60	9.75462e-12	1.25724e-10	1.18457e-11	3.34785e-13	7.84037e-14	1.08692e-14
29	0	0.1	0	0	6.14548e-05	2.83366e-10	5.03616e-08	5.17374e-10	5.3547e-11	4.61198e-09	8	0	0.8	2.17213	7.21438	0	0	0	0	999.999	0.000553848	0	1.35162e-08	0	0	3.05155e-07	8.1956e-19	49.9996	7.56961e-05	1.23573e-09	3.79499e-17	51.2436	0	0	0.243633	0	0	19000	0	0	67	0	0	0	0	0	33.7564	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.41196	0.371914	0.0209794	7.73185e-05	0.000452898	999.997	0.00205974	1.05497e-09	1.87649e-07	2.4398e-05	0.000282194	1.1377e-06	1.7304e-16	3.80192e-18	1.36357e-24	1.7213e-08	7.4362e-24	9.01136e-25	6.80887e-28	2.17213	100	0.000629935	0.00234354	0	0	4.78562	0.000398779	1.07698e-09	2.71731e-10	2.73907e-09	3.48724e-12	7.18239e-14	1.14408e-10	9.72294e-13	1.38587e-10	60	1.43192e-11	1.86509e-10	1.80791e-11	5.18406e-13	1.18498e-13	1.60606e-14
30	0	0.1	0	0	6.79744e-05	3.63918e-10	6.86566e-08	7.27108e-10	7.72896e-11	6.45302e-09	8	0	0.8	2.17093	7.23514	0	0	0	0	999.999	0.000637373	0	1.8441e-08	0	0	3.57937e-07	1.28982e-18	49.9996	8.87739e-05	1.73052e-09	5.74348e-17	51.2387	0	0	0.238686	0	0	19000	0	0	67	0	0	0	0	0	33.7613	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.40188	0.380517	0.0222146	8.50632e-05	0.000500846	999.996	0.00236863	1.35379e-09	2.55612e-07	2.72723e-05	0.000330664	1.33336e-06	2.59786e-16	5.93734e-18	2.39504e-24	2.40631e-08	1.32765e-23	1.65773e-24	1.30297e-27	2.17093	100	0.000726622	0.00270127	0	0	4.76486	0.000441597	1.49136e-09	4.01991e-10	3.94365e-09	5.3339e-12	1.03597e-13	1.62722e-10	1.42199e-12	1.94937e-10	60	2.06879e-11	2.7232e-10	2.71225e-11	7.88847e-13	1.76038e-13	2.33611e-14
31	0	0.1	0	0	7.48659e-05	4.62574e-10	9.24522e-08	1.00814e-09	1.09929e-10	8.90777e-09	8	0	0.8	2.16974	7.25336	0	0	0	0	999.999	0.000729417	0	2.48511e-08	0	0	4.17083e-07	1.99541e-18	49.9995	0.000103426	2.39077e-09	8.55539e-17	51.2348	0	0	0.234767	0	0	19000	0	0	67	0	0	0	0	0	33.7652	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.39197	0.388908	0.0234546	9.32191e-05	0.000551522	999.996	0.00270884	1.71953e-09	3.43946e-07	3.03387e-05	0.000384934	1.55247e-06	3.83936e-16	9.11605e-18	4.11764e-24	3.31897e-08	2.3182e-23	2.97879e-24	2.43252e-27	2.16974	100	0.000833419	0.0030962	0	0	4.74664	0.000486891	2.03822e-09	5.85482e-10	5.59682e-09	8.02272e-12	1.47284e-13	2.28136e-10	2.04748e-12	2.70501e-10	60	2.94502e-11	3.91782e-10	4.00448e-11	1.18103e-12	2.57364e-13	3.34869e-14
32	0	0.1	0	0	8.21304e-05	5.82366e-10	1.23076e-07	1.38029e-09	1.54221e-10	1.21426e-08	8	0	0.8	2.16857	7.26936	0	0	0	0	999.998	0.000830439	0	3.3106e-08	0	0	4.83029e-07	3.03803e-18	49.9994	0.00011976	3.26145e-09	1.25566e-16	51.2317	0	0	0.231664	0	0	19000	0	0	67	0	0	0	0	0	33.7683	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.38222	0.397095	0.0246978	0.000101787	0.000604933	999.995	0.00308203	2.16334e-09	4.57555e-07	3.35992e-05	0.000445393	1.79663e-06	5.59165e-16	1.37767e-17	6.93918e-24	4.52078e-08	3.96463e-23	5.23656e-24	4.43756e-27	2.16857	100	0.000950893	0.00353038	0	0	4.73064	0.000534671	2.75175e-09	8.40419e-10	7.83726e-09	1.18798e-11	2.06596e-13	3.15598e-10	2.90558e-12	3.7064e-10	60	4.13503e-11	5.55947e-10	5.82505e-11	1.74161e-12	3.70689e-13	4.73524e-14
33	0	0.1	0	0	8.97685e-05	7.26665e-10	1.62102e-07	1.86775e-09	2.13607e-10	1.63589e-08	8	0	0.8	2.16742	7.28341	0	0	0	0	999.998	0.000940892	0	4.3632e-08	0	0	5.56213e-07	4.55688e-18	49.9993	0.000137883	4.39709e-09	1.81761e-16	51.2292	0	0	0.229206	0	0	19000	0	0	67	0	0	0	0	0	33.7708	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.37264	0.405085	0.0259429	0.000110766	0.000661085	999.995	0.00348986	2.69763e-09	6.02241e-07	3.70553e-05	0.000512436	2.06744e-06	8.03309e-16	2.05146e-17	1.14785e-23	6.0862e-08	6.65028e-23	9.0193e-24	7.92275e-27	2.16742	100	0.00107961	0.0040059	0	0	4.71659	0.00058494	3.67295e-09	1.19011e-09	1.08382e-08	1.73362e-11	2.86181e-13	4.31181e-10	4.0678e-12	5.01892e-10	60	5.73175e-11	7.7883e-10	8.35638e-11	2.53216e-12	5.26532e-13	6.61133e-14
34	0	0.1	0	0	9.77805e-05	8.99193e-10	2.11378e-07	2.49973e-09	2.92339e-10	2.17988e-08	8	0	0.8	2.16629	7.29575	0	0	0	0	999.998	0.00106123	0	5.69307e-08	0	0	6.37074e-07	6.74012e-18	49.9993	0.000157904	5.86321e-09	2.5972e-16	51.2273	0	0	0.227259	0	0	19000	0	0	67	0	0	0	0	0	33.7727	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.36322	0.412884	0.0271885	0.000120157	0.000719979	999.994	0.00393399	3.33609e-09	7.84827e-07	4.07083e-05	0.000586459	2.3665e-06	1.13938e-15	3.01279e-17	1.86581e-23	8.10461e-08	1.09549e-22	1.524e-23	1.38626e-26	2.16629	100	0.00122014	0.00452482	0	0	4.70425	0.000637702	4.85059e-09	1.66405e-09	1.48139e-08	2.49556e-11	3.91798e-13	5.82269e-10	5.62321e-12	6.72167e-10	60	7.85009e-11	1.07804e-09	1.18329e-10	3.63307e-12	7.38218e-13	9.12159e-14
35	0	0.1	0	0	0.000106166	1.10404e-09	2.73065e-07	3.31129e-09	3.95628e-10	2.87506e-08	8	0	0.8	2.16518	7.30658	0	0	0	0	999.998	0.00119191	0	7.35878e-08	0	0	7.26059e-07	9.83945e-18	49.9992	0.000179932	7.73792e-09	3.66638e-16	51.2257	0	0	0.225716	0	0	19000	0	0	67	0	0	0	0	0	33.7743	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.35394	0.420499	0.0284333	0.000129958	0.000781613	999.993	0.00441607	4.09376e-09	1.01327e-06	4.45594e-05	0.00066786	2.69545e-06	1.59678e-15	4.36754e-17	2.98376e-23	1.06824e-07	1.77414e-22	2.52932e-23	2.3801e-26	2.16518	100	0.00137304	0.00508921	0	0	4.69342	0.000692955	6.34224e-09	2.29925e-09	2.00276e-08	3.54665e-11	5.30531e-13	7.77765e-10	7.68166e-12	8.90956e-10	60	1.06309e-10	1.47547e-09	1.65527e-10	5.14821e-12	1.02246e-12	1.24455e-13
36	0	0.1	0	0	0.000114925	1.3457e-09	3.49668e-07	4.34413e-09	5.298e-10	3.75553e-08	8	0	0.8	2.16409	7.31609	0	0	0	0	999.998	0.00133339	0	9.42835e-08	0	0	8.23611e-07	1.41879e-17	49.999	0.000204077	1.01137e-08	5.11703e-16	51.2245	0	0	0.224494	0	0	19000	0	0	67	0	0	0	0	0	33.7755	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.34482	0.427937	0.0296763	0.00014017	0.000845985	999.993	0.00493774	4.98711e-09	1.29682e-06	4.86091e-05	0.000757041	3.05592e-06	2.21273e-15	6.25469e-17	4.69853e-23	1.39455e-07	2.82776e-22	4.12762e-23	4.01445e-26	2.16409	100	0.0015389	0.00570115	0	0	4.68391	0.000750698	8.2154e-09	3.14166e-09	2.67993e-08	4.98019e-11	7.11013e-13	1.02832e-09	1.03774e-11	1.16956e-09	60	1.42455e-10	1.99818e-09	2.28917e-10	7.21044e-12	1.4e-12	1.68039e-13
37	0	0.1	0	0	0.000124057	1.62904e-09	4.44079e-07	5.64758e-09	7.02484e-10	4.86135e-08	8	0	0.8	2.16301	7.32445	0	0	0	0	999.997	0.00148611	0	1.19803e-07	0	0	9.30178e-07	2.02221e-17	49.9989	0.000230449	1.30991e-08	7.06541e-16	51.2235	0	0	0.223527	0	0	19000	0	0	67	0	0	0	0	0	33.7765	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.33585	0.435203	0.0309164	0.000150789	0.000913087	999.992	0.00550063	6.03408e-09	1.6461e-06	5.28581e-05	0.0008544	3.44955e-06	3.03395e-15	8.85501e-17	7.29257e-23	1.80416e-07	4.43991e-22	6.62997e-23	6.65879e-26	2.16301	99.9999	0.00171826	0.0063627	0	0	4.67555	0.000810926	1.05487e-08	4.24794e-09	3.55159e-08	6.91446e-11	9.43694e-13	1.34658e-09	1.38734e-11	1.52134e-09	60	1.89002e-10	2.67928e-09	3.13193e-10	9.98823e-12	1.89641e-12	2.24662e-13
38	0	0.1	0	0	0.00013356	1.95938e-09	5.59611e-07	7.27954e-09	9.22805e-10	6.23929e-08	8	0	0.8	2.16195	7.33178	0	0	0	0	999.997	0.00165051	0	1.51046e-07	0	0	1.04621e-06	2.85087e-17	49.9988	0.000259159	1.6821e-08	9.65746e-16	51.2228	0	0	0.22276	0	0	19000	0	0	67	0	0	0	0	0	33.7772	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.32702	0.442303	0.0321528	0.000161815	0.000982912	999.991	0.00610637	7.25413e-09	2.07332e-06	5.73066e-05	0.000960339	3.87797e-06	4.11862e-15	1.24014e-16	1.11652e-22	2.31431e-07	6.87304e-22	1.0491e-22	1.08716e-25	2.16195	99.9999	0.00191169	0.00707592	0	0	4.66822	0.000873631	1.3433e-08	5.68732e-09	4.66412e-08	9.49816e-11	1.24113e-12	1.74744e-09	1.83651e-11	1.96201e-09	60	2.48423e-10	3.559e-09	4.24169e-10	1.36933e-11	2.54291e-12	2.97594e-13
39	0	0.1	0	0	0.000143432	2.34243e-09	7.00047e-07	9.30763e-09	1.2016e-09	7.94359e-08	8	0	0.8	2.16091	7.33822	0	0	0	0	999.997	0.00182705	0	1.8904e-07	0	0	1.17215e-06	3.97774e-17	49.9986	0.000290315	2.14266e-08	1.3075e-15	51.2222	0	0	0.222153	0	0	19000	0	0	67	0	0	0	0	0	33.7778	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.31834	0.449242	0.0333844	0.000173246	0.00105545	999.99	0.00675658	8.66827e-09	2.5924e-06	6.19546e-05	0.00107526	4.34282e-06	5.53861e-15	1.71913e-16	1.6875e-22	2.94497e-07	1.04981e-21	1.63672e-22	1.74864e-25	2.16091	99.9999	0.00211977	0.00784286	0	0	4.66178	0.000938805	1.69732e-08	7.54381e-09	6.07282e-08	1.29166e-10	1.6183e-12	2.24836e-09	2.40865e-11	2.50991e-09	60	3.23654e-10	4.68593e-09	5.68994e-10	1.85896e-11	3.3773e-12	3.90766e-13
40	0	0.1	0	0	0.000153674	2.78438e-09	8.69679e-07	1.18103e-08	1.55168e-09	1.00368e-07	8	0	0.8	2.15988	7.34388	0	0	0	0	999.996	0.00201617	0	2.34953e-07	0	0	1.30845e-06	5.49602e-17	49.9985	0.000324028	2.70859e-08	1.75427e-15	51.2217	0	0	0.221672	0	0	19000	0	0	67	0	0	0	0	0	33.7783	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.30979	0.456025	0.0346107	0.00018508	0.00113069	999.989	0.00745284	1.02992e-08	3.21913e-06	6.68021e-05	0.00119956	4.84576e-06	7.38211e-15	2.36022e-16	2.51962e-22	3.7192e-07	1.5834e-21	2.51965e-22	2.77325e-25	2.15988	99.9999	0.00234303	0.00866555	0	0	4.65612	0.00100644	2.1289e-08	9.91865e-09	7.84316e-08	1.73992e-10	2.09298e-12	2.86968e-09	3.13144e-11	3.18633e-09	60	4.18166e-10	6.11832e-09	7.56393e-10	2.50038e-11	4.4451e-12	5.08882e-13
41	0	0.1	0	0	0.000164282	3.29186e-09	1.07336e-06	1.48781e-08	1.98806e-09	1.25907e-07	8	0	0.8	2.15887	7.34884	0	0	0	0	999.996	0.0022183	0	2.90104e-07	0	0	1.45555e-06	7.52383e-17	49.9983	0.000360407	3.39938e-08	2.33367e-15	51.2213	0	0	0.22129	0	0	19000	0	0	67	0	0	0	0	0	33.7787	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.30138	0.462657	0.0358309	0.000197314	0.00120862	999.988	0.00819674	1.21712e-08	3.97134e-06	7.18488e-05	0.00133363	5.3884e-06	9.7566e-15	3.21086e-16	3.71891e-22	4.66341e-07	2.35983e-21	3.83019e-22	4.33995e-25	2.15887	99.9999	0.00258205	0.00954603	0	0	4.65116	0.00107652	2.65171e-08	1.2933e-08	1.00522e-07	2.32274e-10	2.68613e-12	3.63489e-09	4.03751e-11	4.01587e-09	60	5.36032e-10	7.9256e-09	9.96939e-10	3.33373e-11	5.80067e-12	6.57536e-13
42	0	0.1	0	0	0.000175254	3.87198e-09	1.31654e-06	1.86152e-08	2.52825e-09	1.56873e-07	8	0	0.8	2.15787	7.3532	0	0	0	0	999.996	0.00243388	0	3.55978e-07	0	0	1.6139e-06	1.02097e-16	49.9981	0.000399562	4.2373e-08	3.07937e-15	51.221	0	0	0.220989	0	0	19000	0	0	67	0	0	0	0	0	33.779	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.29309	0.469142	0.0370444	0.000209946	0.00128922	999.987	0.00898985	1.43103e-08	4.8691e-06	7.70941e-05	0.00147788	5.97239e-06	1.27922e-14	4.33033e-16	5.42921e-22	5.80777e-07	3.4773e-21	5.75296e-22	6.70616e-25	2.15787	99.9999	0.00283737	0.0104863	0	0	4.6468	0.00114903	3.28121e-08	1.6731e-08	1.27903e-07	3.07445e-10	3.42231e-12	4.57107e-09	5.16505e-11	5.02678e-09	60	6.82004e-10	1.019e-08	1.30336e-09	4.40798e-11	7.50852e-12	8.43335e-13
