Time	[AcanmRNA]	[ADAMTS5]	[AGEprod]	[Alk1]	[Alk1_Alk5]	[Alk5]	[Alk5_dimer]	[Bax]	[Bax_Bcl2]	[Bax_Bcl2_Beclin]	[Bax_Bcl2_Beclin_I]	[Bcl2]	[Bcl2_Beclin]	[Bcl2_Beclin_I]	[Beclin]	[Beclin_I]	[Caspase_A]	[Caspase_I]	[Col2mRNA]	[DamP]	[IkB]	[IkB_NFkB]	[IL1]	[Lys_A]	[Lys_I]	[MMP13]	[MMP2]	[NatP]	[NFkB]	[NFkB_P]	[p38]	[p38_P]	[proMMP13]	[proMMP2]	[RAGE]	[ROS]	[Runx2_A]	[Runx2_I]	[Smad1]	[Smad1_P]	[Smad1_P_Smad4]	[Smad2]	[Smad2_P]	[Smad2_P_Smad4]	[Smad4]	[Smad7]	[SOD]	[Sox9]	[Sox9_A]	[Sox9mRNA]	[Tgfb_A]	[Tgfb_Alk1_Alk5]	[Tgfb_Alk1_Alk5_Smad7]	[Tgfb_Alk5_dimer]	[Tgfb_Alk5_dimer_Smad7]	[AggFrag]	[Aggrecan]	[Aggrecan_Collagen2]	[ColFrag]	[Collagen2]	[Integrin]	[Tgfb_I]	[Sink]	[Source]	[IntegrinCount]
32	3.56777e-15	4.73232e-09	3.2e-05	389.809	110.191	93.5899	148.108	0.00443949	91.7419	8.25364	2.3144e-08	22.5159	29.6424	3.43794e-08	72.1039	1.12352e-06	0.000620832	99.9994	3.37335e-13	0.0621222	2.94457e-07	99.9936	1.43006e-06	39.9984	360.002	1.65426e-13	2.58581e-17	1500	0.00633184	3.53902e-05	99.4569	0.543131	3.02815e-10	4.73361e-11	5.35937e-07	1.9801	4.32278e-09	100	600	4.6576e-08	8.16612e-09	600	1.66473e-07	6.1113e-08	600	3.28926e-12	1.93701	99.9998	1.67124e-10	9.96837	2.42567e-05	5.81604e-07	3.09872e-18	1.20898e-06	2.6098e-22	2.58529e-14	1.43236e-20	1000	1.07505e-34	2.5853e-14	1.26981e-05	200	0	1	1.28e-05
33	4.40971e-15	5.49077e-09	3.3e-05	389.113	110.887	91.4964	148.807	0.00447844	91.7827	8.21285	2.44541e-08	22.32	29.7625	3.63184e-08	72.0247	1.15676e-06	0.000654732	99.9993	4.03279e-13	0.0640044	3.31217e-07	99.9934	1.60727e-06	39.9984	360.002	1.98086e-13	3.09635e-17	1500	0.00652664	3.85584e-05	99.4427	0.557318	3.51347e-10	5.49232e-11	5.71579e-07	1.97952	5.20498e-09	100	600	5.25192e-08	9.50397e-09	600	1.8627e-07	7.05895e-08	600	3.92891e-12	1.93508	99.9997	1.99732e-10	9.96738	2.54281e-05	6.36526e-07	4.19293e-18	1.31962e-06	3.52132e-22	3.09571e-14	1.82999e-20	1000	1.59061e-34	3.09573e-14	1.30917e-05	200	0	1	1.32e-05
34	5.41283e-15	6.3416e-09	3.4e-05	388.465	111.535	89.5274	149.468	0.00451766	91.8227	8.17274	2.57916e-08	22.1261	29.8812	3.82972e-08	71.9461	1.18992e-06	0.000689232	99.9993	4.79262e-13	0.0658832	3.71197e-07	99.9932	1.79983e-06	39.9983	360.002	2.3589e-13	3.68732e-17	1500	0.00672121	4.18948e-05	99.4286	0.571355	4.05789e-10	6.34344e-11	6.0851e-07	1.97894	6.22898e-09	100	600	5.89738e-08	1.1004e-08	600	2.07603e-07	8.11325e-08	600	4.66516e-12	1.93314	99.9997	2.3729e-10	9.9664	2.66105e-05	6.94399e-07	5.61638e-18	1.43603e-06	4.70419e-22	3.68653e-14	2.3197e-20	1000	2.32562e-34	3.68655e-14	1.34851e-05	200	0	1	1.36e-05
35	6.60113e-15	7.29265e-09	3.5e-05	387.864	112.136	87.6739	150.094	0.00455717	91.8622	8.13328	2.71558e-08	21.9342	29.9986	4.03151e-08	71.8681	1.223e-06	0.000724312	99.9993	5.66391e-13	0.0677585	4.14563e-07	99.993	2.00848e-06	39.9983	360.002	2.79455e-13	4.36834e-17	1500	0.00691556	4.54018e-05	99.4148	0.585244	4.66645e-10	7.29483e-11	6.46746e-07	1.97836	7.41164e-09	100	600	6.59624e-08	1.26792e-08	600	2.30524e-07	9.28174e-08	600	5.50854e-12	1.93121	99.9997	2.8034e-10	9.96541	2.78035e-05	7.55254e-07	7.45173e-18	1.55828e-06	6.22589e-22	4.36737e-14	2.91877e-20	1000	3.36224e-34	4.3674e-14	1.38782e-05	200	0	1	1.4e-05
36	8.00119e-15	8.35216e-09	3.6e-05	387.307	112.693	85.9276	150.688	0.00459696	91.9009	8.09447	2.85461e-08	21.7443	30.1148	4.23711e-08	71.7907	1.25601e-06	0.000759952	99.9992	6.65854e-13	0.0696303	4.61483e-07	99.9928	2.23402e-06	39.9982	360.002	3.29448e-13	5.14985e-17	1500	0.00710967	4.90821e-05	99.401	0.598987	5.34441e-10	8.35473e-11	6.86302e-07	1.97779	8.77112e-09	100	600	7.35071e-08	1.45428e-08	600	2.55089e-07	1.05721e-07	600	6.47028e-12	1.92928	99.9997	3.29466e-10	9.96442	2.90062e-05	8.19117e-07	9.79849e-18	1.68644e-06	8.16753e-22	5.14868e-14	3.64703e-20	1000	4.80943e-34	5.14871e-14	1.42712e-05	200	0	1	1.44e-05
37	9.64239e-15	9.52878e-09	3.7e-05	386.789	113.211	84.2809	151.253	0.00463703	91.9391	8.05629	2.99622e-08	21.5563	30.2297	4.44644e-08	71.714	1.28893e-06	0.000796133	99.9992	7.78914e-13	0.0714986	5.12128e-07	99.9926	2.47723e-06	39.9982	360.002	3.8659e-13	6.04314e-17	1500	0.00730355	5.29382e-05	99.3874	0.612584	6.0973e-10	9.53179e-11	7.27195e-07	1.97722	1.0327e-08	100	600	8.16303e-08	1.66086e-08	600	2.8135e-07	1.19924e-07	600	7.56237e-12	1.92735	99.9997	3.85286e-10	9.96344	3.02181e-05	8.86012e-07	1.27761e-17	1.82055e-06	1.06263e-21	6.04172e-14	4.52713e-20	1000	6.81174e-34	6.04176e-14	1.46639e-05	200	0	1	1.48e-05
38	1.1557e-14	1.08315e-08	3.8e-05	386.31	113.69	82.727	151.79	0.00467738	91.9766	8.01874	3.14032e-08	21.3703	30.3433	4.65941e-08	71.6379	1.32178e-06	0.000832836	99.9992	9.06918e-13	0.0733634	5.66669e-07	99.9924	2.73889e-06	39.9981	360.002	4.51659e-13	7.06036e-17	1500	0.0074972	5.69722e-05	99.374	0.626038	6.93089e-10	1.0835e-10	7.69441e-07	1.97665	1.21001e-08	100	600	9.0354e-08	1.88907e-08	600	3.0936e-07	1.35505e-07	600	8.79749e-12	1.92543	99.9997	4.4846e-10	9.96245	3.14387e-05	9.55962e-07	1.65259e-17	1.96069e-06	1.37172e-21	7.05866e-14	5.58476e-20	1000	9.55647e-34	7.05871e-14	1.50565e-05	200	0	1	1.52e-05
39	1.37805e-14	1.22698e-08	3.9e-05	385.867	114.133	81.2595	152.302	0.00471803	92.0135	7.9818	3.28688e-08	21.1861	30.4557	4.87594e-08	71.5625	1.35456e-06	0.000870045	99.9991	1.05129e-12	0.0752248	6.25281e-07	99.9922	3.01983e-06	39.9981	360.002	5.25492e-13	8.2146e-17	1500	0.0076906	6.11865e-05	99.3607	0.639349	7.85122e-10	1.22739e-10	8.13056e-07	1.97608	1.41128e-08	100	600	9.97e-08	2.14038e-08	600	3.3917e-07	1.52549e-07	600	1.01891e-11	1.9235	99.9996	5.19686e-10	9.96147	3.26674e-05	1.02899e-06	2.12153e-17	2.10689e-06	1.75763e-21	8.21257e-14	6.849e-20	1000	1.32863e-33	8.21263e-14	1.54489e-05	200	0	1	1.56e-05
40	1.63515e-14	1.38535e-08	4e-05	385.457	114.543	79.8727	152.791	0.00475896	92.0498	7.94546	3.43584e-08	21.0038	30.5669	5.09594e-08	71.4876	1.38727e-06	0.00090774	99.9991	1.21355e-12	0.0770828	6.88139e-07	99.9921	3.32083e-06	39.998	360.002	6.08988e-13	9.51991e-17	1500	0.00788377	6.55831e-05	99.3475	0.65252	8.86458e-10	1.38582e-10	8.58058e-07	1.97552	1.63891e-08	100	600	1.0969e-07	2.41629e-08	600	3.70832e-07	1.71139e-07	600	1.17514e-11	1.92158	99.9996	5.99703e-10	9.96048	3.39037e-05	1.1051e-06	2.70408e-17	2.25922e-06	2.23631e-21	9.51749e-14	8.35262e-20	1000	1.83135e-33	9.51756e-14	1.58411e-05	200	0	1	1.6e-05
41	1.93122e-14	1.55927e-08	4.1e-05	385.078	114.922	78.5611	153.257	0.00480017	92.0855	7.90971	3.58715e-08	20.8233	30.6769	5.31935e-08	71.4134	1.41991e-06	0.000945904	99.9991	1.39529e-12	0.0789373	7.55422e-07	99.9919	3.64272e-06	39.998	360.002	7.03109e-13	1.09913e-16	1500	0.0080767	7.01641e-05	99.3344	0.665552	9.9775e-10	1.55982e-10	9.04463e-07	1.97496	1.89541e-08	100	600	1.20346e-07	2.71834e-08	600	4.04396e-07	1.91362e-07	600	1.34995e-11	1.91966	99.9996	6.89293e-10	9.95949	3.51471e-05	1.18433e-06	3.42322e-17	2.41771e-06	2.82642e-21	1.09885e-13	1.01324e-19	1000	2.50366e-33	1.09885e-13	1.6233e-05	200	0	1	1.64e-05
42	2.27086e-14	1.74982e-08	4.2e-05	384.729	115.271	77.32	153.703	0.00484169	92.1206	7.87455	3.74076e-08	20.6447	30.7857	5.54608e-08	71.3398	1.45248e-06	0.000984521	99.999	1.5982e-12	0.0807884	8.27307e-07	99.9917	3.98632e-06	39.9979	360.002	8.08885e-13	1.2645e-16	1500	0.00826938	7.49314e-05	99.3216	0.678446	1.11968e-09	1.75045e-10	9.52288e-07	1.9744	2.1835e-08	100	600	1.31688e-07	3.0481e-08	600	4.3991e-07	2.13304e-07	600	1.54491e-11	1.91774	99.9996	7.89278e-10	9.95851	3.63973e-05	1.26667e-06	4.30572e-17	2.58242e-06	3.54966e-21	1.26416e-13	1.22297e-19	1000	3.39617e-33	1.26417e-13	1.66248e-05	200	0	1	1.68e-05
43	2.65904e-14	1.9581e-08	4.3e-05	384.408	115.592	76.1447	154.13	0.00488349	92.1552	7.83995	3.89661e-08	20.4679	30.8933	5.77606e-08	71.2668	1.48499e-06	0.00102357	99.999	1.82405e-12	0.082636	9.03976e-07	99.9915	4.35245e-06	39.9978	360.002	9.27413e-13	1.4498e-16	1500	0.00846182	7.98867e-05	99.3088	0.691203	1.25296e-09	1.95883e-10	1.00155e-06	1.97384	2.50601e-08	100	600	1.43738e-07	3.4072e-08	600	4.77424e-07	2.37056e-07	600	1.76167e-11	1.91582	99.9996	9.00524e-10	9.95752	3.76537e-05	1.35215e-06	5.38263e-17	2.75338e-06	4.43124e-21	1.4494e-13	1.46904e-19	1000	4.57302e-33	1.44941e-13	1.70164e-05	200	0	1	1.72e-05
44	3.10116e-14	2.18526e-08	4.4e-05	384.113	115.887	75.0311	154.54	0.00492558	92.1892	7.80591	4.05467e-08	20.2929	30.9997	6.0092e-08	71.1944	1.51744e-06	0.00106305	99.9989	2.07471e-12	0.0844803	9.85612e-07	99.9913	4.74194e-06	39.9978	360.002	1.05987e-12	1.65687e-16	1500	0.00865402	8.50319e-05	99.2962	0.703826	1.39831e-09	2.18609e-10	1.05227e-06	1.97328	2.86597e-08	100	600	1.56516e-07	3.79728e-08	600	5.16986e-07	2.62708e-07	600	2.00199e-11	1.91391	99.9995	1.02394e-09	9.95654	3.89161e-05	1.44077e-06	6.68979e-17	2.93064e-06	5.5002e-21	1.65641e-13	1.75658e-19	1000	6.11479e-33	1.65642e-13	1.74078e-05	200	0	1	1.76e-05
45	3.60303e-14	2.43248e-08	4.5e-05	383.843	116.157	73.9754	154.933	0.00496798	92.2226	7.77242	4.21488e-08	20.1197	31.105	6.24545e-08	71.1226	1.54982e-06	0.00110293	99.9989	2.35214e-12	0.0863211	1.0724e-06	99.9911	5.15563e-06	39.9977	360.002	1.20749e-12	1.88767e-16	1500	0.00884596	9.03685e-05	99.2837	0.716315	1.5565e-09	2.43342e-10	1.10446e-06	1.97273	3.26656e-08	100	600	1.70044e-07	4.22004e-08	600	5.58643e-07	2.90351e-07	600	2.26769e-11	1.912	99.9995	1.16048e-09	9.95555	4.01839e-05	1.53254e-06	8.2683e-17	3.11423e-06	6.78989e-21	1.88712e-13	2.09127e-19	1000	8.12166e-33	1.88714e-13	1.7799e-05	200	0	1	1.8e-05
46	4.17091e-14	2.701e-08	4.6e-05	383.597	116.403	72.9739	155.31	0.00501066	92.2555	7.73948	4.37719e-08	19.9482	31.2092	6.48473e-08	71.0514	1.58215e-06	0.00114319	99.9989	2.65839e-12	0.0881585	1.16451e-06	99.9909	5.59435e-06	39.9977	360.002	1.37161e-12	2.14425e-16	1500	0.00903766	9.5898e-05	99.2713	0.728672	1.72832e-09	2.70207e-10	1.15814e-06	1.97218	3.71113e-08	100	600	1.84341e-07	4.67718e-08	600	6.02442e-07	3.20079e-07	600	2.56067e-11	1.91009	99.9995	1.31115e-09	9.95456	4.14569e-05	1.62748e-06	1.01653e-16	3.3042e-06	8.33853e-21	2.14362e-13	2.47939e-19	1000	1.07186e-32	2.14363e-13	1.819e-05	200	0	1	1.84e-05
47	4.81156e-14	2.99208e-08	4.7e-05	383.372	116.628	72.0235	155.673	0.00505365	92.2879	7.70706	4.54157e-08	19.7784	31.3122	6.72697e-08	70.9808	1.61442e-06	0.00118383	99.9988	2.9956e-12	0.0899925	1.26215e-06	99.9907	6.05894e-06	39.9976	360.002	1.55362e-12	2.42881e-16	1500	0.00922911	0.000101622	99.2591	0.740898	1.91459e-09	2.99329e-10	1.21333e-06	1.97163	4.20321e-08	100	600	1.99427e-07	5.17045e-08	600	6.48428e-07	3.51985e-07	600	2.88292e-11	1.90818	99.9995	1.47699e-09	9.95358	4.27348e-05	1.72557e-06	1.24347e-16	3.50056e-06	1.01898e-20	2.42808e-13	2.92791e-19	1000	1.40605e-32	2.4281e-13	1.85808e-05	200	0	1	1.88e-05
48	5.5322e-14	3.30704e-08	4.8e-05	383.168	116.832	71.1209	156.022	0.00509694	92.3197	7.67516	4.70796e-08	19.6104	31.4141	6.9721e-08	70.9107	1.64663e-06	0.00122483	99.9988	3.36602e-12	0.0918231	1.36549e-06	99.9905	6.55026e-06	39.9976	360.002	1.75502e-12	2.74368e-16	1500	0.0094203	0.000107542	99.247	0.752995	2.11613e-09	3.30841e-10	1.27004e-06	1.97108	4.7465e-08	100	600	2.15323e-07	5.70165e-08	600	6.96647e-07	3.86166e-07	600	3.23652e-11	1.90627	99.9995	1.65908e-09	9.95259	4.40172e-05	1.82684e-06	1.51374e-16	3.70336e-06	1.23932e-20	2.74284e-13	3.44444e-19	1000	1.83368e-32	2.74287e-13	1.89714e-05	200	0	1	1.92e-05
49	6.34058e-14	3.64724e-08	4.9e-05	382.983	117.017	70.2633	156.358	0.00514052	92.3511	7.64377	4.87633e-08	19.444	31.5149	7.22006e-08	70.8413	1.67879e-06	0.00126617	99.9987	3.77199e-12	0.0936504	1.47472e-06	99.9903	7.06914e-06	39.9975	360.003	1.97738e-12	3.09132e-16	1500	0.00961125	0.000113658	99.235	0.764964	2.33382e-09	3.64878e-10	1.3283e-06	1.97054	5.34489e-08	100	600	2.32047e-07	6.27257e-08	600	7.47144e-07	4.22717e-07	600	3.62363e-11	1.90437	99.9994	1.85857e-09	9.95161	4.53038e-05	1.93127e-06	1.83429e-16	3.91262e-06	1.50051e-20	3.09036e-13	4.03742e-19	1000	2.37826e-32	3.09038e-13	1.93618e-05	200	0	1	1.96e-05
50	7.24491e-14	4.01407e-08	5e-05	382.817	117.183	69.4481	156.683	0.00518441	92.3819	7.61289	5.04663e-08	19.2793	31.6147	7.47077e-08	70.7724	1.71089e-06	0.00130785	99.9987	4.21594e-12	0.0954743	1.59003e-06	99.9901	7.61643e-06	39.9974	360.003	2.22234e-12	3.47431e-16	1500	0.00980194	0.000119973	99.2232	0.776806	2.56855e-09	4.0158e-10	1.38812e-06	1.96999	6.00243e-08	100	600	2.4962e-07	6.88505e-08	600	7.99963e-07	4.61737e-07	600	4.04649e-11	1.90246	99.9994	2.07663e-09	9.95062	4.65944e-05	2.03889e-06	2.21281e-16	4.12838e-06	1.80879e-20	3.4732e-13	4.71591e-19	1000	3.0674e-32	3.47323e-13	1.97521e-05	200	0	1	2e-05
51	8.254e-14	4.40897e-08	5.1e-05	382.668	117.332	68.6728	156.996	0.00522861	92.4123	7.5825	5.21882e-08	19.1163	31.7134	7.72418e-08	70.7041	1.74294e-06	0.00134984	99.9987	4.70039e-12	0.0972948	1.71161e-06	99.9899	8.19299e-06	39.9974	360.003	2.49166e-12	3.89538e-16	1500	0.00999238	0.000126488	99.2115	0.788522	2.82125e-09	4.41091e-10	1.44953e-06	1.96945	6.72335e-08	100	600	2.6806e-07	7.54095e-08	600	8.55148e-07	5.03324e-07	600	4.50742e-11	1.90056	99.9994	2.31449e-09	9.94964	4.78887e-05	2.14967e-06	2.65805e-16	4.35065e-06	2.17127e-20	3.89411e-13	5.48994e-19	1000	3.93537e-32	3.89415e-13	2.01421e-05	200	0	1	2.04e-05
52	9.37728e-14	4.83343e-08	5.2e-05	382.535	117.465	67.9351	157.299	0.00527311	92.4421	7.5526	5.39286e-08	18.9549	31.811	7.98022e-08	70.6364	1.77495e-06	0.00139213	99.9986	5.22799e-12	0.0991119	1.83965e-06	99.9897	8.79966e-06	39.9973	360.003	2.78718e-12	4.35742e-16	1500	0.0101826	0.000133202	99.1999	0.800114	3.09286e-09	4.8356e-10	1.51253e-06	1.96891	7.51211e-08	100	600	2.87386e-07	8.24217e-08	600	9.1274e-07	5.47577e-07	600	5.00886e-11	1.89866	99.9994	2.57343e-09	9.94865	4.91864e-05	2.26364e-06	3.17988e-16	4.57948e-06	2.59597e-20	4.35597e-13	6.37048e-19	1000	5.02386e-32	4.35601e-13	2.05319e-05	200	0	1	2.08e-05
53	1.06248e-13	5.28896e-08	5.3e-05	382.418	117.582	67.2329	157.591	0.00531791	92.4715	7.52317	5.56871e-08	18.7951	31.9076	8.23884e-08	70.5693	1.8069e-06	0.00143472	99.9986	5.80149e-12	0.100926	1.97434e-06	99.9895	9.4373e-06	39.9973	360.003	3.11085e-12	4.86347e-16	1500	0.0103725	0.000140118	99.1884	0.811583	3.38436e-09	5.29139e-10	1.57715e-06	1.96838	8.37333e-08	100	600	3.07616e-07	8.99061e-08	600	9.72784e-07	5.94597e-07	600	5.55331e-11	1.89676	99.9993	2.85479e-09	9.94767	5.04874e-05	2.38078e-06	3.78936e-16	4.81487e-06	3.09189e-20	4.86182e-13	7.3695e-19	1000	6.38279e-32	4.86186e-13	2.09216e-05	200	0	1	2.12e-05
54	1.20071e-13	5.77715e-08	5.4e-05	382.315	117.685	66.5641	157.874	0.00536303	92.5004	7.49421	5.74634e-08	18.6369	32.0031	8.49996e-08	70.5027	1.83881e-06	0.00147758	99.9985	6.42373e-12	0.102736	2.11586e-06	99.9893	1.01068e-05	39.9972	360.003	3.46471e-12	5.41671e-16	1500	0.0105622	0.000147237	99.1771	0.822931	3.69676e-09	5.77985e-10	1.6434e-06	1.96784	9.31185e-08	100	600	3.28769e-07	9.78822e-08	600	1.03532e-06	6.44485e-07	600	6.14338e-11	1.89487	99.9993	3.15992e-09	9.94668	5.17914e-05	2.50109e-06	4.49876e-16	5.05686e-06	3.669e-20	5.41484e-13	8.49994e-19	1000	8.07192e-32	5.41489e-13	2.1311e-05	200	0	1	2.16e-05
55	1.35356e-13	6.2996e-08	5.5e-05	382.226	117.774	65.9269	158.148	0.00540845	92.5289	7.4657	5.9257e-08	18.4803	32.0976	8.76354e-08	70.4367	1.87067e-06	0.00152071	99.9985	7.09764e-12	0.104543	2.2644e-06	99.9891	1.08089e-05	39.9971	360.003	3.85089e-12	6.02051e-16	1500	0.0107516	0.000154558	99.1658	0.834158	4.03108e-09	6.30261e-10	1.71131e-06	1.96731	1.03327e-07	100	600	3.50862e-07	1.0637e-07	600	1.10039e-06	6.97344e-07	600	6.78174e-11	1.89297	99.9993	3.49027e-09	9.9457	5.30982e-05	2.62457e-06	5.32174e-16	5.30546e-06	4.33845e-20	6.01839e-13	9.77584e-19	1000	1.01628e-31	6.01845e-13	2.17003e-05	200	0	1	2.2e-05
56	1.5222e-13	6.85797e-08	5.6e-05	382.151	117.849	65.3195	158.414	0.00545418	92.5569	7.43765	6.10676e-08	18.3253	32.1912	9.02951e-08	70.3712	1.90249e-06	0.00156409	99.9984	7.82628e-12	0.106347	2.42017e-06	99.9889	1.15445e-05	39.9971	360.003	4.27165e-12	6.67836e-16	1500	0.0109407	0.000162083	99.1547	0.845266	4.38839e-09	6.8613e-10	1.7809e-06	1.96678	1.1441e-07	100	600	3.73914e-07	1.15388e-07	600	1.16804e-06	7.53275e-07	600	7.47117e-11	1.89108	99.9993	3.84729e-09	9.94471	5.44076e-05	2.75122e-06	6.27347e-16	5.5607e-06	5.1126e-20	6.67597e-13	1.12124e-18	1000	1.27407e-31	6.67603e-13	2.20893e-05	200	0	1	2.24e-05
57	1.70792e-13	7.45394e-08	5.7e-05	382.087	117.913	64.7402	158.672	0.00550023	92.5845	7.41005	6.28948e-08	18.1718	32.2837	9.29783e-08	70.3063	1.93426e-06	0.00160771	99.9984	8.61279e-12	0.108147	2.58334e-06	99.9887	1.23145e-05	39.997	360.003	4.72932e-12	7.39395e-16	1500	0.0111296	0.000169812	99.1437	0.856256	4.76976e-09	7.45763e-10	1.85218e-06	1.96625	1.26423e-07	100	600	3.97943e-07	1.24957e-07	600	1.2383e-06	8.12383e-07	600	8.21453e-11	1.88919	99.9992	4.23251e-09	9.94373	5.57195e-05	2.88104e-06	7.37068e-16	5.82259e-06	6.00509e-20	7.39125e-13	1.2826e-18	1000	1.59059e-31	7.39132e-13	2.24782e-05	200	0	1	2.28e-05
58	1.91202e-13	8.08927e-08	5.8e-05	382.035	117.965	64.1876	158.922	0.00554659	92.6116	7.38287	6.47382e-08	18.0198	32.3752	9.56842e-08	70.2419	1.966e-06	0.00165156	99.9983	9.46043e-12	0.109945	2.7541e-06	99.9885	1.31198e-05	39.997	360.003	5.22638e-12	8.17112e-16	1500	0.0113183	0.000177746	99.1329	0.86713	5.17632e-09	8.09334e-10	1.92516e-06	1.96572	1.39421e-07	100	600	4.22964e-07	1.35098e-07	600	1.31121e-06	8.74772e-07	600	9.01477e-11	1.88731	99.9992	4.6475e-09	9.94275	5.70336e-05	3.01402e-06	8.63195e-16	6.09116e-06	7.0311e-20	8.16807e-13	1.46345e-18	1000	1.9778e-31	8.16816e-13	2.28668e-05	200	0	1	2.32e-05
59	2.13594e-13	8.76571e-08	5.9e-05	381.994	118.006	63.6602	159.165	0.00559327	92.6383	7.35613	6.65976e-08	17.8694	32.4658	9.84125e-08	70.1781	1.99769e-06	0.00169562	99.9983	1.03726e-11	0.111738	2.93266e-06	99.9883	1.39611e-05	39.9969	360.003	5.7654e-12	9.01389e-16	1500	0.0115066	0.000185886	99.1221	0.877888	5.6092e-09	8.77021e-10	1.99988e-06	1.9652	1.53462e-07	100	600	4.48996e-07	1.45829e-07	600	1.38682e-06	9.40546e-07	600	9.87493e-11	1.88542	99.9992	5.09388e-09	9.94176	5.83499e-05	3.15015e-06	1.00777e-15	6.36642e-06	8.20735e-20	9.01048e-13	1.66568e-18	1000	2.44982e-31	9.01057e-13	2.32553e-05	200	0	1	2.36e-05
60	2.38113e-13	9.48511e-08	6e-05	381.963	118.037	63.1565	159.402	0.00564026	92.6646	7.32981	6.84726e-08	17.7204	32.5554	1.01163e-07	70.1148	2.02934e-06	0.0017399	99.9983	1.13527e-11	0.113529	3.11919e-06	99.9881	1.48393e-05	39.9968	360.003	6.34907e-12	9.92648e-16	1500	0.0116948	0.000194232	99.1115	0.888531	6.06956e-09	9.49006e-10	2.07635e-06	1.96467	1.68607e-07	100	600	4.76055e-07	1.57173e-07	600	1.46517e-06	1.00981e-06	600	1.07981e-10	1.88354	99.9991	5.57333e-09	9.94078	5.96681e-05	3.28944e-06	1.17305e-15	6.64839e-06	9.55226e-20	9.92266e-13	1.89136e-18	1000	3.02328e-31	9.92276e-13	2.36436e-05	200	0	1	2.4e-05
61	2.64918e-13	1.02493e-07	6.1e-05	381.942	118.058	62.6755	159.632	0.00568758	92.6904	7.3039	7.03628e-08	17.5729	32.644	1.03934e-07	70.0521	2.06096e-06	0.00178437	99.9982	1.24043e-11	0.115316	3.31389e-06	99.9879	1.57553e-05	39.9968	360.003	6.98019e-12	1.09133e-15	1500	0.0118826	0.000202784	99.1009	0.899062	6.55861e-09	1.02548e-09	2.15458e-06	1.96415	1.84918e-07	100	600	5.04158e-07	1.6915e-07	600	1.54628e-06	1.08267e-06	600	1.17876e-10	1.88165	99.9991	6.08755e-09	9.93979	6.09881e-05	3.43187e-06	1.3615e-15	6.93708e-06	1.1086e-19	1.0909e-12	2.14268e-18	1000	3.71737e-31	1.09091e-12	2.40317e-05	200	0	1	2.44e-05
62	2.9417e-13	1.10603e-07	6.2e-05	381.93	118.07	62.2157	159.856	0.00573521	92.7159	7.27839	7.2268e-08	17.4269	32.7317	1.06726e-07	69.9899	2.09254e-06	0.00182902	99.9982	1.35312e-11	0.1171	3.51694e-06	99.9877	1.67099e-05	39.9967	360.003	7.6617e-12	1.19789e-15	1500	0.0120702	0.000211543	99.0905	0.90948	7.07755e-09	1.10662e-09	2.2346e-06	1.96363	2.02459e-07	100	600	5.33321e-07	1.8178e-07	600	1.63021e-06	1.15924e-06	600	1.28467e-10	1.87977	99.9991	6.63833e-09	9.93881	6.23098e-05	3.57743e-06	1.57581e-15	7.23252e-06	1.28307e-19	1.19741e-12	2.42201e-18	1000	4.55483e-31	1.19742e-12	2.44195e-05	200	0	1	2.48e-05
63	3.26044e-13	1.19199e-07	6.3e-05	381.927	118.073	61.7762	160.074	0.00578316	92.7409	7.25329	7.41878e-08	17.2823	32.8185	1.09538e-07	69.9282	2.12408e-06	0.00187385	99.9981	1.47371e-11	0.118881	3.72855e-06	99.9875	1.77039e-05	39.9967	360.003	8.39664e-12	1.3128e-15	1500	0.0122576	0.000220508	99.0802	0.919788	7.62765e-09	1.19264e-09	2.31643e-06	1.96311	2.21296e-07	100	600	5.63561e-07	1.95085e-07	600	1.71699e-06	1.23962e-06	600	1.39787e-10	1.87789	99.9991	7.22748e-09	9.93783	6.3633e-05	3.72613e-06	1.81894e-15	7.53471e-06	1.48108e-19	1.31227e-12	2.73189e-18	1000	5.56198e-31	1.31228e-12	2.48072e-05	200	0	1	2.52e-05
64	3.60719e-13	1.28301e-07	6.4e-05	381.932	118.068	61.3559	160.287	0.00583144	92.7656	7.22857	7.61219e-08	17.1392	32.9043	1.1237e-07	69.8671	2.15559e-06	0.00191884	99.9981	1.60259e-11	0.120658	3.94888e-06	99.9873	1.87382e-05	39.9966	360.003	9.1882e-12	1.43657e-15	1500	0.0124447	0.000229681	99.07	0.929986	8.21017e-09	1.28373e-09	2.40008e-06	1.9626	2.41499e-07	100	600	5.94893e-07	2.09085e-07	600	1.80665e-06	1.32391e-06	600	1.51873e-10	1.87602	99.999	7.85688e-09	9.93684	6.49576e-05	3.87796e-06	2.09413e-15	7.84366e-06	1.70526e-19	1.43597e-12	3.07503e-18	1000	6.76965e-31	1.43599e-12	2.51947e-05	200	0	1	2.56e-05
