Time	[EGF]	[EGFR]	[EGF-EGFR]	[EGF-EGFR^2]	[EGF-EGFR*^2]	[EGFRi]	[EGF-EGFR*^2-GAP-Grb2-Prot]	[EGF-EGFRi*^2]	[Proti]	[EGF-EGFRi]	[EGF-EGFRi^2]	[Prot]	[EGFideg]	[GAP]	[EGF-EGFR*^2-GAP]	[EGFi]	[EGF-EGFRi*^2-GAP]	[EGF-EGFRi*^2-GAP-Grb2]	[EGF-EGFRi*^2-GAP-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2]	[EGF-EGFR*^2-GAP-Grb2]	[Sos]	[EGF-EGFR*^2-GAP-Grb2-Sos]	[Ras-GDP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP]	[Ras-GTP]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP]	[Grb2-Sos]	[Shc]	[EGF-EGFR*^2-GAP-Shc]	[EGF-EGFR*^2-GAP-Shc*]	[EGF-EGFR*^2-GAP-Shc*-Grb2]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Shc*-Grb2-Sos]	[Shc*-Grb2]	[Shc*]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Phosphotase1]	[Raf*]	[Raf*-P'ase]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-P'ase2]	[Phosphatase2]	[MEK-P-P'ase2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosphotase3]	[ERK-PP-P'ase3]	[ERK-P-P'ase3]	[EGF-EGFRi*^2-GAP-Shc]	[EGF-EGFRi*^2-GAP-Shc*]	[EGF-EGFRi*^2-GAP-Shc*-Grb2]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GDP]	[EGF-EGFRi*^2-GAP-Shc*-Grb2-Sos-Ras-GTP]	[Rasi-GTP]	[Rafi-Rasi-GTP]	[Rasi-GTP*]	[Rafi*]	[Rafi*-P'ase]	[MEKi-Rafi*]	[MEKi-P]	[MEKi-P-Rafi*]	[MEKi-PP]	[MEKi-PP-P'ase2i]	[MEKi-P-P'ase2i]	[ERKi-MEKi-PP]	[ERKi-P]	[ERKi-P-MEKi-PP]	[ERKi-PP]	[ERKi-PP-P'ase3i]	[ERKi-P-P'ase3i]	[EGFRideg]	[EGF-EGFRi*^2deg]	[EGF-EGFR*^2-GAP-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Grb2-Sos-Ras-GTP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GDP-Prot]	[EGF-EGFR*^2-GAP-Shc*-Grb2-Sos-Ras-GTP-Prot]	[t_Raf*]	[t_Ras_GTP]	[t_MEK_PP]	[t_ERK_PP]	[t_SHC_P_t]	[t_EGF_EGFR*]
21	4962	0.874528	80.732	0.178166	1.16436	1.81886	50.2263	8394.9	0.00553707	804.358	589.166	80708.1	368259	10800.8	831394	19.9616	1.42969	188.027	597.831	0.0400627	17.5722	6809.65	16.7609	25860	65.0179	5.33417	0.00432941	28.4624	14.8453	37066.6	54797.5	0.0933784	0.630206	0.0516264	0.594564	3.93107e-05	0.133276	2435.58	3495.07	40267.3	39998.7	0.0122378	65483.9	39999.3	0.0300587	0.2192	2.1771e+07	0.145182	1006.89	2.60781e-05	51574.6	895.836	37891.8	1016.79	3738.42	11.8613	1.00533e+06	174002	9.82007e+06	4490.7	9.88001e+06	115326	0.0389815	0.292638	0.0243347	0.316905	2.15069e-05	0.0340638	62.0144	0.0262032	6342.74	0.0652999	0.474678	0.315388	192.325	1.08199e-05	85.5609	1.48618	194.099	0.0196775	1321.84	0.37955	21.4332	21.5754	151.718	4.90963	14373.8	194.815	0.0129735	44.4949	0.154719	1.7819	0.000118033	0.399885	1.24984	90.5153	51660.2	9.82009e+06	46202.4	10184.4
22	4962	0.826021	76.0326	0.154365	0.980616	1.73116	41.8052	7931.92	0.00460858	783.109	556.753	80757.1	398779	11001.7	694090	20.4189	1.22665	156.523	497.629	0.0333761	14.7213	6836.55	13.9542	25858.9	54.1204	5.35154	0.00360826	20.3618	12.3538	37214.3	54761.2	0.0778733	0.525006	0.0431784	0.497278	3.29196e-05	0.111398	2445.97	3509.9	40279.1	39999	0.00875477	65465.6	39999.4	0.0215005	0.156765	2.17803e+07	0.103891	833.403	1.54393e-05	43307.4	758.896	38227.3	848.93	5376.72	14.3247	1.1941e+06	173546	9.62994e+06	4568.08	9.8559e+06	139325	0.0333735	0.249711	0.0208405	0.270749	1.83836e-05	0.0285779	52.2631	0.0220835	6391.82	0.0550342	0.400071	0.265919	160.728	7.62085e-06	71.1831	1.24739	163.664	0.0235451	1564.19	0.373664	20.7505	21.2522	182.611	5.0639	15083.5	162.152	0.010802	37.0254	0.128948	1.48508	9.83069e-05	0.33299	1.0032	72.6558	43378.6	9.62997e+06	46238.7	9488
23	4962	0.783488	71.9234	0.135137	0.834817	1.64857	34.821	7474.45	0.00383817	761.349	524.71	80797.7	429967	11168.4	581259	20.8459	1.05512	130.36	414.419	0.0278159	12.3254	6858.86	11.6275	25858.1	45.0832	5.36646	0.0030099	14.7035	10.2882	37337	54730.6	0.0651558	0.438882	0.0362132	0.417066	2.76479e-05	0.0933749	2454.62	3522.26	40289.3	39999.2	0.00632185	65449.2	39999.6	0.0155232	0.113163	2.17881e+07	0.0750354	693.284	9.27283e-06	36461	643.589	38506.4	711.218	7714.27	17.3033	1.41384e+06	172998	9.40823e+06	4661.77	9.82674e+06	168357	0.0286512	0.213724	0.0178901	0.231889	1.57517e-05	0.0240481	43.9661	0.018578	6432.84	0.0462988	0.33658	0.223791	134.276	5.35609e-06	59.1364	1.04385	137.739	0.0280644	1843.72	0.365905	19.9204	20.8267	219.708	5.21076	15753.1	135.044	0.00900419	30.8274	0.10781	1.24163	8.22301e-05	0.278206	0.810406	58.6946	36520.1	9.40825e+06	46269.3	8831.58
24	4962	0.745898	68.3017	0.1194	0.717636	1.5708	29.0257	7027.21	0.00319873	739.308	493.37	80831.4	461779	11306.9	488259	21.2446	0.909967	108.629	345.312	0.0231933	10.3157	6877.38	9.69764	25857.4	37.5855	5.37937	0.00251288	10.7258	8.57495	37438.8	54704.8	0.0546899	0.368117	0.0304563	0.350766	2.3286e-05	0.0784898	2461.83	3532.55	40298.2	39999.3	0.00461153	65434.9	39999.6	0.0113217	0.082518	2.17948e+07	0.0547429	580.274	5.66056e-06	30831	547.472	38737.2	598.691	11006.7	20.8762	1.66572e+06	172346	9.15351e+06	4774.29	9.79174e+06	203199	0.0246664	0.183474	0.0153951	0.199112	1.35304e-05	0.0202932	36.9341	0.0156068	6467.13	0.0388947	0.282761	0.18806	112.156	3.75831e-06	49.0713	0.87138	115.745	0.033227	2158.68	0.355498	18.9088	20.2549	263.613	5.35066	16383.3	112.539	0.00751255	25.6834	0.0903987	1.04112	6.90196e-05	0.233132	0.658308	47.6801	30880.1	9.15353e+06	46295.2	8214.4
25	4962	0.712448	65.0873	0.106376	0.622419	1.49755	24.215	6593.69	0.00266782	717.172	462.982	80859.4	494173	11421.9	411405	21.6166	0.786923	90.5771	287.91	0.0193502	8.63272	6892.75	8.09606	25856.9	31.3624	5.39066	0.00209973	7.90903	7.15339	37523.3	54682.9	0.0460523	0.30979	0.0256879	0.29585	1.96678e-05	0.0661683	2467.84	3541.12	40305.9	39999.4	0.00340041	65422.4	39999.7	0.00834685	0.0608233	2.18005e+07	0.0403692	489.409	3.51968e-06	26236.2	468.158	38926.7	507.229	15558.7	25.1119	1.94874e+06	171580	8.86648e+06	4907.79	9.75024e+06	244518	0.0212969	0.157984	0.0132822	0.17142	1.16528e-05	0.0171718	30.9933	0.0130966	6495.78	0.0326391	0.237288	0.157855	93.675	2.63415e-06	40.682	0.725944	97.1507	0.0389387	2502.19	0.341625	17.6892	19.4899	314.461	5.484	16975.2	93.852	0.00627329	21.4132	0.0760135	0.875449	5.81087e-05	0.195925	0.537327	38.9188	26276.9	8.8665e+06	46317.1	7635.36
26	4962	0.682499	62.2167	0.09549	0.544312	1.42853	20.22	6176.36	0.0022269	695.091	433.721	80882.6	527110	11517.5	347748	21.9633	0.682426	75.5787	240.219	0.0161551	7.22496	6905.51	6.76626	25856.4	26.1949	5.40063	0.00175612	5.89804	5.97329	37593.5	54664.2	0.0389058	0.261583	0.0217307	0.250274	1.66606e-05	0.0559486	2472.85	3548.28	40312.7	39999.5	0.00253576	65411.6	39999.8	0.00622332	0.0453395	2.18053e+07	0.0301055	416.657	2.23411e-06	22515.2	403.353	39081.2	433.346	21697.7	30.0535	2.25911e+06	170697	8.55065e+06	5063.6	9.70181e+06	292735	0.0184415	0.136452	0.0114901	0.147985	1.00632e-05	0.0145715	25.9875	0.0109815	6519.73	0.0273678	0.198968	0.13239	78.2448	1.84491e-06	33.7042	0.603817	81.4729	0.0449888	2860.47	0.32356	16.2518	18.4889	371.547	5.61116	17530.2	78.3305	0.00524281	17.8673	0.0640998	0.73824	4.9066e-05	0.165132	0.440399	31.899	22548.9	8.55066e+06	46335.7	7093.12
27	4962	0.655536	59.6385	0.0863098	0.479702	1.36346	16.9011	5776.89	0.00186058	673.185	405.706	80901.9	560552	11596.9	294912	22.2862	0.593508	63.1142	200.588	0.0134984	6.04849	6916.1	5.66157	25856.1	21.9022	5.40957	0.00147021	4.44937	4.99319	37651.8	54648.4	0.0329795	0.221644	0.018441	0.212384	1.41566e-05	0.0474567	2477.04	3554.25	40318.7	39999.6	0.0019129	65402.4	39999.8	0.00469381	0.034189	2.18095e+07	0.0227108	358.677	1.45052e-06	19523.7	350.878	39206.3	374.035	29727	35.7042	2.59002e+06	169698	8.21253e+06	5241.8	9.64644e+06	347869	0.0160166	0.118221	0.0099676	0.128118	8.71528e-06	0.012401	21.7785	0.00920299	6539.75	0.0229355	0.166747	0.110971	65.3684	1.29168e-06	27.9108	0.501627	68.2846	0.0510421	3212.11	0.300887	14.6126	17.2255	432.949	5.73249	18049.6	65.4345	0.00438545	14.922	0.0542131	0.624373	4.1553e-05	0.139594	0.362249	26.239	19551.6	8.21255e+06	46351.6	6586.16
28	4962	0.631142	57.3115	0.078506	0.425856	1.30208	14.1427	5396.35	0.00155614	651.55	379.012	80918	594466	11662.9	250974	22.5868	0.517691	52.7526	167.645	0.0112887	5.06598	6924.89	4.74341	25855.8	18.3344	5.41771	0.00123223	3.39555	4.17881	37700.2	54634.8	0.028055	0.188479	0.0157016	0.180832	1.20684e-05	0.0403881	2480.54	3559.24	40324.1	39999.7	0.00145981	65394.5	39999.8	0.00358139	0.0260806	2.18131e+07	0.0173312	312.642	9.64691e-07	17132.3	308.688	39307	326.669	39866.7	42.0176	2.93237e+06	168595	7.86103e+06	5440.91	9.5846e+06	409452	0.0139527	0.102748	0.00867184	0.111245	7.57036e-06	0.0105863	18.2459	0.00771024	6556.49	0.0192153	0.1397	0.0929862	54.6268	9.0434e-07	23.1077	0.41637	57.2111	0.0566726	3529.86	0.273756	12.8207	15.7047	495.361	5.84832	18535.1	54.7164	0.00367182	12.4747	0.0459938	0.529707	3.52984e-05	0.118373	0.298897	21.6506	17155.4	7.86104e+06	46365.2	6112.85
29	4962	0.608973	55.2015	0.071824	0.380674	1.24415	11.8494	5035.27	0.00130303	630.263	353.68	80931.3	628818	11717.8	214367	22.8662	0.452903	44.1363	140.252	0.00945047	4.24583	6932.19	3.97988	25855.6	15.3679	5.42523	0.00103407	2.62098	3.5018	37740.4	54623.1	0.0239549	0.160883	0.0134168	0.154514	1.03244e-05	0.0344947	2483.46	3563.42	40328.8	39999.7	0.00112679	65387.8	39999.9	0.00276389	0.0201232	2.18164e+07	0.0133771	276.152	6.57585e-07	15225.9	274.901	39387.9	288.954	52206.9	48.9009	3.27621e+06	167404	7.50599e+06	5658.05	9.51721e+06	476562	0.012192	0.0895835	0.00756695	0.0968878	6.59602e-06	0.00906631	15.285	0.00645907	6570.49	0.0160971	0.11703	0.0779081	45.6682	6.33344e-07	19.1302	0.345411	47.9271	0.0614406	3785.13	0.24303	10.9551	13.9721	554.361	5.95897	18988.4	45.8051	0.00307761	10.4405	0.0391494	0.450873	3.00828e-05	0.10071	0.247301	17.9135	15245	7.50601e+06	46376.9	5671.49
30	4962	0.588746	53.2803	0.0660639	0.342524	1.18944	9.94164	4693.81	0.0010925	609.383	329.721	80942.4	663577	11763.5	183815	23.1256	0.397413	36.9686	117.466	0.00792062	3.5614	6938.26	3.34457	25855.5	12.8999	5.4323	0.000868992	2.04547	2.93868	37773.9	54613	0.0205347	0.137875	0.011508	0.132528	8.86552e-06	0.0295729	2485.92	3566.92	40333.1	39999.8	0.00087936	65382.1	39999.9	0.0021566	0.0156985	2.18192e+07	0.0104392	247.186	4.59272e-07	13704.8	247.844	39452.8	258.911	66694.7	56.2304	3.61245e+06	166145	7.15658e+06	5889.47	9.44551e+06	547979	0.0106864	0.0783563	0.00662286	0.0846457	5.76518e-06	0.00779115	12.8061	0.00541157	6582.22	0.0134864	0.0980496	0.0652815	38.1976	4.43825e-07	15.8388	0.286454	40.1527	0.0649863	3954.31	0.210215	9.11129	12.1111	605.172	6.06473	19411.1	38.3932	0.00258268	8.74887	0.0334407	0.38512	2.57267e-05	0.0859838	0.205113	14.8578	13720.7	7.15659e+06	46387	5260.36
31	4962	0.570221	51.5243	0.0610676	0.310122	1.13774	8.35397	4371.85	0.000917309	588.958	307.127	80951.6	698714	11801.5	158270	23.3661	0.349774	31.0036	98.5038	0.00664693	2.99032	6943.3	2.81564	25855.4	10.8457	5.43905	0.000731419	1.61312	2.47003	37801.6	54604.3	0.0176764	0.118654	0.00991086	0.11413	7.64342e-06	0.0254558	2487.98	3569.85	40337	39999.8	0.000693478	65377.2	39999.9	0.00170045	0.0123757	2.18218e+07	0.00823215	224.077	3.28272e-07	12485.4	226.09	39505.1	234.882	83159.2	63.8735	3.93411e+06	164840	6.81993e+06	6131.22	9.37081e+06	622403	0.00939577	0.0687568	0.00581442	0.0741845	5.0552e-06	0.00671953	10.7325	0.00453535	6592.04	0.0113027	0.0821725	0.0547175	31.9682	3.113e-07	13.1161	0.237526	33.6485	0.0670999	4024.17	0.177158	7.3811	10.2267	643.687	6.16586	19805	32.2256	0.00217028	7.34151	0.0286719	0.330189	2.20832e-05	0.073686	0.170502	12.3509	12498.6	6.81993e+06	46395.7	4877.76
32	4962	0.553199	49.9139	0.0567086	0.282448	1.08886	7.03193	4069.02	0.000771453	569.022	285.873	80959.3	734201	11833.2	136873	23.5887	0.308772	26.0372	82.7168	0.00558599	2.5138	6947.49	2.375	25855.3	9.13475	5.44559	0.000616708	1.2847	2.07978	37824.8	54596.7	0.0152832	0.102566	0.0085722	0.0987096	6.61806e-06	0.022006	2489.71	3572.32	40340.5	39999.9	0.000552282	65373.1	39999.9	0.00135403	0.0098527	2.18242e+07	0.00655575	205.49	2.39709e-07	11499.9	208.466	39547.6	215.517	101360	71.7078	4.23673e+06	163507	6.50071e+06	6379.71	9.2943e+06	698643	0.0082865	0.0605275	0.00512053	0.0652246	4.4471e-06	0.00581736	8.99921	0.0038029	6600.29	0.00947717	0.0689002	0.0458851	26.7739	2.1861e-07	10.8636	0.196946	28.2107	0.0677404	3994.07	0.145639	5.83496	8.42186	667.309	6.26262	20171.8	27.0909	0.00182653	6.17007	0.0246818	0.284228	1.9031e-05	0.0633996	0.142025	10.2883	11510.7	6.50072e+06	46403.3	4522
33	4962	0.537509	48.4321	0.052885	0.258689	1.0426	5.93042	3784.79	0.000649952	549.601	265.922	80965.7	770011	11859.6	118919	23.7945	0.273392	21.8999	69.5663	0.0047018	2.11613	6950.97	2.00765	25855.2	7.70886	5.45201	0.000521006	1.0325	1.7546	37844	54590.1	0.0132757	0.0890738	0.00744825	0.0857622	5.75636e-06	0.0191103	2491.16	3574.39	40343.7	39999.9	0.000443859	65369.6	39999.9	0.00108806	0.00791604	2.18264e+07	0.00526854	190.381	1.78458e-07	10694.9	194.042	39582.4	199.755	121035	79.6329	4.51814e+06	162161	6.20134e+06	6632.01	9.21696e+06	775725	0.00733062	0.053454	0.00452351	0.0575319	3.92501e-06	0.00505642	7.55095	0.00319089	6607.21	0.00795189	0.0578104	0.0385041	22.4425	1.53752e-07	8.99963	0.163298	23.6668	0.0670105	3874.4	0.117038	4.51264	6.77799	675.297	6.35525	20513	22.8139	0.00153986	5.19447	0.0213378	0.245708	1.64704e-05	0.0547813	0.118539	8.58708	10703.9	6.20134e+06	46409.9	4191.42
34	4962	0.523006	47.0648	0.0495138	0.238186	0.998803	5.01206	3518.52	0.000548676	530.714	247.23	80971.1	806120	11881.5	103824	23.9843	0.24278	18.4515	58.6059	0.00396447	1.78417	6953.86	1.70117	25855.2	6.5197	5.45838	0.000441113	0.836807	1.48344	37860	54584.3	0.0115883	0.0777361	0.00650286	0.0748714	5.03094e-06	0.0166751	2492.39	3576.14	40346.6	39999.9	0.000359729	65366.6	39999.9	0.000881708	0.00641381	2.18285e+07	0.00426977	177.952	1.35172e-07	10029.4	182.1	39611.1	186.776	141934	87.5729	4.7779e+06	160815	5.92246e+06	6885.93	9.13952e+06	852918	0.00650468	0.0473572	0.00400853	0.0509105	3.47564e-06	0.00441335	6.34122	0.00267969	6613.03	0.00667782	0.048547	0.0323379	18.8303	1.08335e-07	7.45653	0.135397	19.8711	0.0651076	3682.73	0.0921744	3.42398	5.34464	668.581	6.44396	20830.4	19.2491	0.00130067	4.38147	0.0185306	0.21337	1.43187e-05	0.0475482	0.0991282	7.18106	10036.9	5.92247e+06	46415.7	3884.45
35	4962	0.509564	45.7995	0.0465269	0.220405	0.957312	4.24585	3269.45	0.000464202	512.372	229.744	80975.5	842504	11899.9	91108.3	24.1589	0.216221	15.5753	49.4648	0.00334919	1.50697	6956.27	1.44526	25855.2	5.5272	5.46476	0.000374369	0.683449	1.25717	37873.3	54579.2	0.0101672	0.0681889	0.00570613	0.0656928	4.41913e-06	0.0146234	2493.43	3577.61	40349.3	39999.9	0.0002938	65364.1	40000	0.000720029	0.00523698	2.18304e+07	0.00348712	167.6	1.03963e-07	9472.53	172.092	39635.1	175.958	163838	95.4744	5.01665e+06	159475	5.66364e+06	7139.93	9.0625e+06	929709	0.005789	0.0420874	0.00356313	0.0451963	3.08782e-06	0.00386876	5.33087	0.00225273	6617.93	0.00561373	0.0408103	0.0271873	15.8173	7.65e-08	6.17857	0.112259	16.7008	0.0622746	3439.46	0.0713327	2.55601	4.14023	649.251	6.52897	21125.3	16.276	0.00110098	3.70351	0.0161697	0.186173	1.25076e-05	0.0414667	0.0830557	6.01686	9478.71	5.66365e+06	46420.8	3599.54
36	4962	0.497077	44.6258	0.0438686	0.204912	0.917981	3.60608	3036.82	0.000393688	494.582	213.411	80979.2	879142	11915.2	80373.7	24.3193	0.193114	13.1748	41.8359	0.00283539	1.27537	6958.27	1.23138	25855.2	4.69815	5.47118	0.000318565	0.562161	1.06818	37884.4	54574.7	0.00896769	0.0601318	0.0050333	0.0579415	3.90211e-06	0.0128911	2494.3	3578.86	40351.7	39999.9	0.000241658	65361.9	40000	0.000592179	0.00430654	2.18322e+07	0.00286818	158.871	8.10489e-08	9000.75	163.604	39655.4	166.831	186562	103.302	5.23564e+06	158147	5.42377e+06	7392.96	8.98622e+06	1.00576e+06	0.0051671	0.0375193	0.00317686	0.0402514	2.75222e-06	0.00340656	4.48704	0.00189614	6622.06	0.00472502	0.0343488	0.0228852	13.3036	5.41563e-08	5.11984	0.0930707	14.053	0.0587607	3164.36	0.0543824	1.88214	3.15886	619.98	6.61047	21399.3	13.7946	0.000934145	3.13777	0.0141804	0.163256	1.09804e-05	0.0363437	0.069726	5.05133	9005.87	5.42377e+06	46425.3	3335.25
37	4962	0.485449	43.5345	0.0414923	0.191348	0.880676	3.07141	2819.79	0.000334779	477.347	198.172	80982.4	916011	11928	71291.5	24.466	0.172952	11.1696	35.4638	0.00240597	1.08177	6959.94	1.05246	25855.2	4.00498	5.47768	0.000271866	0.465424	0.910203	37893.7	54570.7	0.00795301	0.0533167	0.00446386	0.0513812	3.46428e-06	0.0114254	2495.05	3579.91	40354	39999.9	0.000200072	65360	40000	0.000490223	0.00356466	2.1834e+07	0.00237455	151.423	6.39488e-08	8596.43	156.323	39672.7	159.041	209955	111.033	5.43642e+06	156835	5.20144e+06	7644.37	8.91092e+06	1.08085e+06	0.00462513	0.0335479	0.00284093	0.0359602	2.46098e-06	0.00301337	3.78217	0.00159828	6625.56	0.00398267	0.0289514	0.0192912	11.2058	3.84495e-08	4.24255	0.0771565	11.8413	0.0547975	2874.5	0.0409363	1.37022	2.37926	583.543	6.68863	21653.7	11.7219	0.00079466	2.66527	0.0125009	0.143907	9.69002e-06	0.0320193	0.0586548	4.2494	8600.68	5.20144e+06	46429.3	3090.17
38	4962	0.474599	42.5175	0.0393594	0.179418	0.845271	2.62415	2617.53	0.00028552	460.664	183.969	80984.9	953093	11938.7	63589.1	24.5999	0.155309	9.49323	30.1371	0.00204675	0.919805	6961.32	0.902625	25855.2	3.42485	5.48429	0.000232748	0.387679	0.778004	37901.4	54567.1	0.0070926	0.0475382	0.00398081	0.045816	3.09266e-06	0.0101823	2495.68	3580.81	40356	39999.9	0.00016665	65358.4	40000	0.000408294	0.00296858	2.18356e+07	0.00197784	144.998	5.10011e-08	8246.16	150.009	39687.6	152.319	233896	118.654	5.62059e+06	155542	4.99516e+06	7893.77	8.83669e+06	1.15487e+06	0.00415141	0.030085	0.00254793	0.0322256	2.20749e-06	0.00267806	3.19324	0.00134941	6628.52	0.00336241	0.0244418	0.0162881	9.4543	2.73877e-08	3.51552	0.0639585	9.99343	0.0505849	2583.35	0.0304857	0.988152	1.77267	542.506	6.76364	21890	9.98901	0.000677938	2.27031	0.0110798	0.127535	8.59754e-06	0.0283612	0.0494471	3.58244	8249.68	4.99516e+06	46432.9	2863
39	4962	0.464456	41.5679	0.0374374	0.16888	0.81165	2.24962	2429.21	0.000244289	444.529	170.745	80987.1	990367	11947.6	57040.4	24.7216	0.139825	8.09042	25.6799	0.00174596	0.784202	6962.48	0.77699	25855.2	2.93879	5.491	0.000199944	0.324767	0.66726	37907.8	54563.9	0.00636114	0.042626	0.00357001	0.0410831	2.77648e-06	0.0091254	2496.22	3581.58	40358	40000	0.000139605	65357	40000	0.000342004	0.00248635	2.18372e+07	0.00165684	139.399	4.10708e-08	7939.69	144.481	39700.6	146.459	258290	126.159	5.7897e+06	154267	4.80345e+06	8140.95	8.76361e+06	1.22775e+06	0.00373615	0.0270564	0.00229164	0.0289659	1.98621e-06	0.00239137	2.70098	0.00114139	6631.04	0.00284398	0.0206725	0.0137777	7.99134	1.95803e-08	2.913	0.0530141	8.44902	0.0462868	2300.81	0.0224982	0.707061	1.30867	499.058	6.83565	22109.2	8.53882	0.000580171	1.93983	0.00987464	0.11365	7.67053e-06	0.0252597	0.0417794	3.02703	7942.6	4.80346e+06	46436.1	2652.5
40	4962	0.454955	40.6795	0.0356991	0.159529	0.779707	1.93563	2254.02	0.000209739	428.937	158.441	80988.9	1.02782e+06	11955.1	51457.7	24.8318	0.126197	6.91531	21.9465	0.00149383	0.670562	6963.44	0.671513	25855.2	2.53104	5.49782	0.000172402	0.273546	0.574376	37913.2	54561	0.00573764	0.038439	0.00321974	0.0370474	2.50676e-06	0.00822443	2496.68	3582.23	40359.8	40000	0.000117586	65355.8	40000	0.000288037	0.00209381	2.18388e+07	0.0013955	134.474	3.33678e-08	7669.08	139.596	39711.9	141.304	283060	133.545	5.94521e+06	153011	4.62494e+06	8385.81	8.69169e+06	1.29946e+06	0.00337104	0.0243997	0.00206679	0.0261123	1.79247e-06	0.00214557	2.28932	0.000967423	6633.18	0.00241043	0.0175204	0.0116782	6.76865	1.40563e-08	2.4137	0.0439397	7.15761	0.0420309	2033.59	0.0164769	0.50266	0.958662	454.957	6.90481	22312.7	7.3239	0.000498194	1.66302	0.00885006	0.101846	6.88204e-06	0.0226235	0.0353864	2.56395	7671.49	4.62494e+06	46438.9	2457.48
41	4962	0.446042	39.8469	0.0341213	0.151196	0.749341	1.67206	2091.14	0.000180753	413.878	147.002	80990.5	1.06542e+06	11961.4	46684.9	24.9309	0.114166	5.92978	18.8157	0.00128223	0.575228	6964.25	0.582833	25855.2	2.18853	5.50476	0.000149247	0.231614	0.496369	37917.7	54558.4	0.00520463	0.0348597	0.00292022	0.0335966	2.27606e-06	0.00745423	2497.08	3582.8	40361.4	40000	9.95609e-05	65354.8	40000	0.000243862	0.00177252	2.18402e+07	0.00118156	130.106	2.73324e-08	7428.17	135.245	39721.9	136.729	308143	140.813	6.08843e+06	151775	4.45835e+06	8628.36	8.62094e+06	1.37002e+06	0.00304909	0.0220623	0.00186896	0.0236066	1.62232e-06	0.00193423	1.94485	0.000821853	6635.01	0.00204765	0.0148828	0.00992123	5.74609	1.01368e-08	1.99995	0.036417	6.07713	0.0379124	1785.83	0.0119892	0.355432	0.697681	411.543	6.97126	22501.5	6.30486	0.000429375	1.43088	0.00797672	0.091784	6.20966e-06	0.0203771	0.0300496	2.17738	7430.17	4.45836e+06	46441.6	2276.86
42	4962	0.437665	39.0652	0.0326845	0.143741	0.72046	1.45049	1939.81	0.000156402	399.343	136.373	80991.8	1.10317e+06	11966.7	42592.2	25.0197	0.103517	5.10222	16.187	0.00110442	0.495156	6964.92	0.50816	25855.3	1.90041	5.51181	0.000129753	0.19712	0.430762	37921.4	54556.1	0.0047476	0.0317908	0.00266334	0.0306369	2.07814e-06	0.00679385	2497.42	3583.28	40363	40000	8.47326e-05	65353.9	40000	0.000207525	0.00150826	2.18417e+07	0.00100556	126.2	2.25614e-08	7212.09	131.34	39730.8	132.64	333493	147.964	6.22056e+06	150558	4.30255e+06	8868.63	8.55132e+06	1.43944e+06	0.00276437	0.0199996	0.00169437	0.0214	1.47244e-06	0.00175197	1.65638	0.000699953	6636.57	0.00174386	0.0126741	0.00844987	4.89024	7.34702e-09	1.65714	0.0301815	5.17248	0.0339982	1559.64	0.00867597	0.250206	0.504934	369.786	7.03513	22676.6	5.44901	0.000371527	1.23595	0.00723022	0.0831831	5.63471e-06	0.0184574	0.0255892	1.85429	7213.75	4.30255e+06	46443.9	2109.61
