Time	[RuBP]	[E]	[ER]	[EPP]	[EPG]	[EP]	[EOP]	[PGA]	[TP]	[GAP]	[DHAP]	[FBP]	[HeP]	[F6P]	[G6P]	[G1P]	[E4P]	[SBP]	[S7P]	[PeP]	[X5P]	[R5P]	[Ru5P]	[ADPG]	[ATP]	[ADP]	[Pi]	[PiPi]	[H]	[CO2]	[O2]	[NADPH]	[NADP]	[PGAc]	[TPc]	[GAPc]	[DHAPc]	[FBPc]	[F26BPc]	[HePc]	[F6Pc]	[G6Pc]	[G1Pc]	[UDPGc]	[UTPc]	[UDPc]	[ATPc]	[ADPc]	[SucPc]	[Succ]	[Pic]	[PiPic]	[Hc]
41	0.00372141	1.704e-05	0.00102061	0.000241322	0.000268033	0.000815951	0.000440077	0.00221645	0.00818091	0.00408896	0.00409195	1.89736e-05	0.000479611	0.00015989	0.000159916	0.000159805	0.00196794	8.81553e-06	3.71454e-05	0.000959844	0.000319909	0.000320009	0.000319925	0.000140584	0.00137803	0.000121968	0.00221352	1e-06	0.0891251	4.72902e-06	0.00026	0.00021	0.00029	0.00111252	0.00697743	0.00348744	0.00348999	1.21299e-05	1.43139e-07	0.000745542	0.000248544	0.000248585	0.000248413	0.00360668	0.00036	0.00064	0.00036	0.00064	1.32203e-06	0	0.0017777	4e-05	0.158489
42	0.0037213	1.70409e-05	0.00102064	0.000241327	0.000268045	0.000816044	0.00043993	0.00221672	0.00818126	0.00408914	0.00409212	1.89752e-05	0.000479671	0.00015991	0.000159936	0.000159825	0.00196797	8.81602e-06	3.71528e-05	0.000959998	0.000319961	0.00032006	0.000319977	0.00014063	0.00137801	0.000121989	0.0022127	1e-06	0.0891251	4.72893e-06	0.00026	0.00021	0.00029	0.00111532	0.00699363	0.00349554	0.00349809	1.21851e-05	1.39835e-07	0.000741995	0.000247362	0.000247402	0.000247231	0.0035877	0.00036	0.00064	0.00036	0.00064	1.31249e-06	0	0.00178112	4e-05	0.158489
43	0.00372121	1.70415e-05	0.00102067	0.00024133	0.000268052	0.000816115	0.000439826	0.00221695	0.0081815	0.00408926	0.00409224	1.89762e-05	0.000479715	0.000159924	0.00015995	0.00015984	0.00196798	8.81634e-06	3.7158e-05	0.00096011	0.000319998	0.000320097	0.000320014	0.000140665	0.00137799	0.000122005	0.00221213	1e-06	0.0891251	4.72888e-06	0.00026	0.00021	0.00029	0.001118	0.00700914	0.00350329	0.00350585	1.22381e-05	1.36728e-07	0.00073857	0.00024622	0.00024626	0.00024609	0.0035694	0.00036	0.00064	0.00036	0.00064	1.30324e-06	0	0.00178458	4e-05	0.158489
44	0.00372113	1.7042e-05	0.00102068	0.000241332	0.000268055	0.000816167	0.000439759	0.00221713	0.00818165	0.00408933	0.00409232	1.89768e-05	0.000479744	0.000159934	0.00015996	0.00015985	0.00196799	8.81653e-06	3.71616e-05	0.000960185	0.000320023	0.000320123	0.000320039	0.000140689	0.00137798	0.000122016	0.00221177	1e-06	0.0891251	4.72886e-06	0.00026	0.00021	0.00029	0.00112055	0.00702398	0.00351071	0.00351327	1.22889e-05	1.33806e-07	0.000735264	0.000245118	0.000245158	0.000244988	0.00355174	0.00036	0.00064	0.00036	0.00064	1.29429e-06	0	0.00178805	4e-05	0.158489
45	0.00372107	1.70422e-05	0.00102068	0.000241332	0.000268056	0.000816203	0.000439721	0.00221726	0.00818172	0.00408937	0.00409235	1.89771e-05	0.000479762	0.00015994	0.000159966	0.000159855	0.00196799	8.8166e-06	3.71638e-05	0.000960231	0.000320039	0.000320138	0.000320055	0.000140704	0.00137798	0.000122023	0.00221157	1e-06	0.0891251	4.72886e-06	0.00026	0.00021	0.00029	0.00112298	0.0070382	0.00351782	0.00352038	1.23376e-05	1.31059e-07	0.000732073	0.000244054	0.000244094	0.000243925	0.00353471	0.00036	0.00064	0.00036	0.00064	1.28562e-06	0	0.00179153	4e-05	0.158489
46	0.00372103	1.70423e-05	0.00102067	0.000241331	0.000268055	0.000816227	0.000439709	0.00221737	0.00818172	0.00408937	0.00409235	1.89771e-05	0.00047977	0.000159943	0.000159969	0.000159858	0.00196798	8.81658e-06	3.71648e-05	0.000960252	0.000320046	0.000320145	0.000320062	0.000140712	0.00137797	0.000122027	0.00221152	1e-06	0.0891251	4.72888e-06	0.00026	0.00021	0.00029	0.00112531	0.00705184	0.00352463	0.0035272	1.23845e-05	1.28477e-07	0.000728994	0.000243027	0.000243067	0.000242899	0.00351828	0.00036	0.00064	0.00036	0.00064	1.27723e-06	0	0.00179498	4e-05	0.158489
47	0.00372099	1.70422e-05	0.00102065	0.000241329	0.000268051	0.000816239	0.000439717	0.00221745	0.00818166	0.00408934	0.00409232	1.89769e-05	0.00047977	0.000159943	0.000159969	0.000159858	0.00196797	8.81648e-06	3.71648e-05	0.000960252	0.000320046	0.000320145	0.000320062	0.000140715	0.00137797	0.000122029	0.00221158	1e-06	0.0891251	4.72891e-06	0.00026	0.00021	0.00029	0.00112754	0.00706491	0.00353117	0.00353375	1.24294e-05	1.26049e-07	0.000726022	0.000242037	0.000242076	0.000241909	0.00350244	0.00036	0.00064	0.00036	0.00064	1.26911e-06	0	0.00179841	4e-05	0.158489
48	0.00372096	1.70421e-05	0.00102063	0.000241327	0.000268046	0.000816242	0.000439741	0.0022175	0.00818157	0.00408929	0.00409228	1.89765e-05	0.000479764	0.000159941	0.000159967	0.000159856	0.00196795	8.81633e-06	3.7164e-05	0.000960236	0.00032004	0.000320139	0.000320056	0.000140712	0.00137797	0.000122028	0.00221174	1e-06	0.0891251	4.72896e-06	0.00026	0.00021	0.00029	0.00112968	0.00707746	0.00353744	0.00354002	1.24727e-05	1.23766e-07	0.000723155	0.000241081	0.00024112	0.000240954	0.00348717	0.00036	0.00064	0.00036	0.00064	1.26127e-06	0	0.00180178	4e-05	0.158489
49	0.00372093	1.70418e-05	0.00102061	0.000241324	0.00026804	0.000816238	0.00043978	0.00221753	0.00818143	0.00408922	0.00409221	1.89759e-05	0.000479752	0.000159937	0.000159963	0.000159852	0.00196794	8.81612e-06	3.71625e-05	0.000960205	0.00032003	0.000320129	0.000320046	0.000140706	0.00137798	0.000122025	0.00221197	1e-06	0.0891251	4.72902e-06	0.00026	0.00021	0.00029	0.00113172	0.00708951	0.00354346	0.00354605	1.25143e-05	1.21619e-07	0.000720389	0.000240159	0.000240198	0.000240032	0.00347245	0.00036	0.00064	0.00036	0.00064	1.25368e-06	0	0.0018051	4e-05	0.158489
50	0.00372091	1.70415e-05	0.00102058	0.000241321	0.000268033	0.000816228	0.000439829	0.00221755	0.00818127	0.00408914	0.00409213	1.89752e-05	0.000479736	0.000159931	0.000159957	0.000159847	0.00196792	8.81587e-06	3.71606e-05	0.000960164	0.000320016	0.000320115	0.000320032	0.000140696	0.00137798	0.00012202	0.00221227	1e-06	0.0891251	4.72908e-06	0.00026	0.00021	0.00029	0.00113368	0.00710109	0.00354925	0.00355184	1.25543e-05	1.196e-07	0.000717721	0.000239269	0.000239308	0.000239143	0.00345825	0.00036	0.00064	0.00036	0.00064	1.24635e-06	0	0.00180836	4e-05	0.158489
51	0.0037209	1.70412e-05	0.00102055	0.000241317	0.000268025	0.000816213	0.000439888	0.00221756	0.00818109	0.00408905	0.00409204	1.89744e-05	0.000479716	0.000159925	0.000159951	0.00015984	0.00196789	8.81559e-06	3.71581e-05	0.000960113	0.000319999	0.000320098	0.000320015	0.000140684	0.00137799	0.000122015	0.00221262	1e-06	0.0891251	4.72915e-06	0.00026	0.00021	0.00029	0.00113556	0.00711221	0.00355481	0.0035574	1.25927e-05	1.17701e-07	0.000715147	0.000238411	0.00023845	0.000238285	0.00344457	0.00036	0.00064	0.00036	0.00064	1.23927e-06	0	0.00181154	4e-05	0.158489
52	0.00372089	1.70408e-05	0.00102051	0.000241313	0.000268016	0.000816194	0.000439953	0.00221755	0.00818088	0.00408895	0.00409193	1.89736e-05	0.000479694	0.000159917	0.000159943	0.000159833	0.00196787	8.81528e-06	3.71554e-05	0.000960055	0.00031998	0.000320079	0.000319996	0.000140669	0.00137799	0.000122008	0.002213	1e-06	0.0891251	4.72923e-06	0.00026	0.00021	0.00029	0.00113737	0.00712289	0.00356015	0.00356275	1.26298e-05	1.15914e-07	0.000712664	0.000237584	0.000237623	0.000237458	0.00343138	0.00036	0.00064	0.00036	0.00064	1.23244e-06	0	0.00181466	4e-05	0.158489
53	0.00372089	1.70403e-05	0.00102048	0.000241309	0.000268007	0.000816171	0.000440024	0.00221754	0.00818067	0.00408884	0.00409183	1.89726e-05	0.000479669	0.000159909	0.000159935	0.000159825	0.00196785	8.81496e-06	3.71524e-05	0.000959992	0.000319959	0.000320058	0.000319975	0.000140653	0.001378	0.000122001	0.00221342	1e-06	0.0891251	4.72931e-06	0.00026	0.00021	0.00029	0.0011391	0.00713316	0.00356528	0.00356788	1.26654e-05	1.14232e-07	0.00071027	0.000236786	0.000236824	0.00023666	0.00341866	0.00036	0.00064	0.00036	0.00064	1.22584e-06	0	0.0018177	4e-05	0.158489
54	0.00372088	1.70399e-05	0.00102044	0.000241304	0.000267998	0.000816147	0.000440099	0.00221752	0.00818044	0.00408873	0.00409171	1.89717e-05	0.000479643	0.0001599	0.000159927	0.000159816	0.00196782	8.81462e-06	3.71492e-05	0.000959924	0.000319936	0.000320036	0.000319952	0.000140636	0.00137801	0.000121993	0.00221386	1e-06	0.0891251	4.72939e-06	0.00026	0.00021	0.00029	0.00114077	0.00714304	0.00357022	0.00357282	1.26997e-05	1.12647e-07	0.000707961	0.000236016	0.000236054	0.000235891	0.00340641	0.00036	0.00064	0.00036	0.00064	1.21947e-06	0	0.00182066	4e-05	0.158489
55	0.00372088	1.70394e-05	0.00102041	0.0002413	0.000267988	0.00081612	0.000440177	0.00221749	0.00818021	0.00408861	0.0040916	1.89707e-05	0.000479615	0.000159891	0.000159917	0.000159807	0.0019678	8.81427e-06	3.71458e-05	0.000959853	0.000319913	0.000320012	0.000319929	0.000140617	0.00137801	0.000121985	0.00221432	1e-06	0.0891251	4.72948e-06	0.00026	0.00021	0.00029	0.00114237	0.00715254	0.00357497	0.00357758	1.27327e-05	1.11155e-07	0.000705735	0.000235274	0.000235312	0.000235149	0.0033946	0.00036	0.00064	0.00036	0.00064	1.21332e-06	0	0.00182354	4e-05	0.158489
56	0.00372089	1.70389e-05	0.00102037	0.000241296	0.000267979	0.000816091	0.000440257	0.00221746	0.00817997	0.00408849	0.00409148	1.89696e-05	0.000479587	0.000159882	0.000159908	0.000159797	0.00196777	8.81391e-06	3.71423e-05	0.00095978	0.000319888	0.000319988	0.000319904	0.000140598	0.00137802	0.000121977	0.00221478	1e-06	0.0891251	4.72956e-06	0.00026	0.00021	0.00029	0.00114391	0.00716168	0.00357953	0.00358215	1.27645e-05	1.09749e-07	0.000703588	0.000234558	0.000234596	0.000234434	0.00338321	0.00036	0.00064	0.00036	0.00064	1.20738e-06	0	0.00182634	4e-05	0.158489
57	0.00372089	1.70384e-05	0.00102033	0.000241291	0.000267969	0.000816062	0.000440338	0.00221742	0.00817973	0.00408837	0.00409136	1.89686e-05	0.000479558	0.000159872	0.000159898	0.000159788	0.00196774	8.81355e-06	3.71388e-05	0.000959706	0.000319863	0.000319963	0.000319879	0.000140579	0.00137803	0.000121968	0.00221526	1e-06	0.0891251	4.72964e-06	0.00026	0.00021	0.00029	0.00114538	0.00717047	0.00358393	0.00358654	1.27952e-05	1.08424e-07	0.000701518	0.000233868	0.000233906	0.000233744	0.00337224	0.00036	0.00064	0.00036	0.00064	1.20166e-06	0	0.00182905	4e-05	0.158489
58	0.00372089	1.70379e-05	0.00102029	0.000241287	0.000267959	0.000816032	0.000440421	0.00221738	0.00817949	0.00408825	0.00409124	1.89676e-05	0.000479529	0.000159862	0.000159889	0.000159778	0.00196772	8.81319e-06	3.71352e-05	0.00095963	0.000319838	0.000319937	0.000319854	0.000140559	0.00137804	0.000121959	0.00221574	1e-06	0.0891251	4.72973e-06	0.00026	0.00021	0.00029	0.0011468	0.00717892	0.00358815	0.00359077	1.28247e-05	1.07173e-07	0.000699522	0.000233202	0.00023324	0.000233079	0.00336167	0.00036	0.00064	0.00036	0.00064	1.19613e-06	0	0.00183169	4e-05	0.158489
59	0.0037209	1.70374e-05	0.00102026	0.000241282	0.000267949	0.000816001	0.000440503	0.00221734	0.00817925	0.00408813	0.00409111	1.89665e-05	0.0004795	0.000159853	0.000159879	0.000159768	0.00196769	8.81283e-06	3.71316e-05	0.000959554	0.000319813	0.000319912	0.000319829	0.000140539	0.00137805	0.00012195	0.00221622	1e-06	0.0891251	4.72981e-06	0.00026	0.00021	0.00029	0.00114817	0.00718706	0.00359222	0.00359484	1.28531e-05	1.05993e-07	0.000697598	0.000232561	0.000232599	0.000232438	0.00335148	0.00036	0.00064	0.00036	0.00064	1.19081e-06	0	0.00183424	4e-05	0.158489
60	0.00372091	1.70369e-05	0.00102022	0.000241278	0.00026794	0.00081597	0.000440585	0.00221729	0.008179	0.00408801	0.00409099	1.89655e-05	0.00047947	0.000159843	0.000159869	0.000159758	0.00196767	8.81248e-06	3.7128e-05	0.000959478	0.000319788	0.000319887	0.000319804	0.000140519	0.00137806	0.000121941	0.0022167	1e-06	0.0891251	4.7299e-06	0.00026	0.00021	0.00029	0.00114949	0.00719489	0.00359613	0.00359876	1.28805e-05	1.04879e-07	0.000695743	0.000231943	0.00023198	0.00023182	0.00334166	0.00036	0.00064	0.00036	0.00064	1.18567e-06	0	0.00183672	4e-05	0.158489
61	0.00372091	1.70364e-05	0.00102018	0.000241273	0.00026793	0.000815939	0.000440667	0.00221725	0.00817877	0.00408789	0.00409088	1.89645e-05	0.000479441	0.000159833	0.000159859	0.000159749	0.00196764	8.81212e-06	3.71244e-05	0.000959403	0.000319763	0.000319862	0.000319779	0.000140499	0.00137807	0.000121932	0.00221717	1e-06	0.0891251	4.72998e-06	0.00026	0.00021	0.00029	0.00115075	0.00720243	0.0035999	0.00360253	1.29069e-05	1.03827e-07	0.000693955	0.000231347	0.000231384	0.000231224	0.00333221	0.00036	0.00064	0.00036	0.00064	1.18072e-06	0	0.00183912	4e-05	0.158489
62	0.00372092	1.70359e-05	0.00102015	0.000241269	0.000267921	0.000815909	0.000440747	0.0022172	0.00817853	0.00408777	0.00409076	1.89635e-05	0.000479412	0.000159823	0.00015985	0.000159739	0.00196762	8.81177e-06	3.71209e-05	0.000959328	0.000319738	0.000319837	0.000319754	0.000140479	0.00137808	0.000121923	0.00221764	1e-06	0.0891251	4.73006e-06	0.00026	0.00021	0.00029	0.00115197	0.00720968	0.00360353	0.00360616	1.29323e-05	1.02833e-07	0.000692232	0.000230772	0.00023081	0.00023065	0.00332309	0.00036	0.00064	0.00036	0.00064	1.17594e-06	0	0.00184144	4e-05	0.158489
63	0.00372093	1.70354e-05	0.00102011	0.000241265	0.000267911	0.000815878	0.000440827	0.00221716	0.0081783	0.00408766	0.00409064	1.89625e-05	0.000479383	0.000159814	0.00015984	0.000159729	0.00196759	8.81143e-06	3.71174e-05	0.000959255	0.000319713	0.000319812	0.000319729	0.00014046	0.00137809	0.000121914	0.0022181	1e-06	0.0891251	4.73014e-06	0.00026	0.00021	0.00029	0.00115314	0.00721666	0.00360702	0.00360965	1.29567e-05	1.01893e-07	0.000690571	0.000230218	0.000230256	0.000230097	0.00331431	0.00036	0.00064	0.00036	0.00064	1.17133e-06	0	0.00184368	4e-05	0.158489
64	0.00372094	1.70349e-05	0.00102008	0.000241261	0.000267902	0.000815848	0.000440905	0.00221711	0.00817807	0.00408754	0.00409053	1.89615e-05	0.000479355	0.000159805	0.000159831	0.00015972	0.00196757	8.8111e-06	3.71139e-05	0.000959182	0.000319689	0.000319788	0.000319705	0.00014044	0.00137809	0.000121905	0.00221856	1e-06	0.0891251	4.73022e-06	0.00026	0.00021	0.00029	0.00115427	0.00722338	0.00361037	0.00361301	1.29803e-05	1.01003e-07	0.00068897	0.000229685	0.000229722	0.000229563	0.00330585	0.00036	0.00064	0.00036	0.00064	1.16689e-06	0	0.00184586	4e-05	0.158489
65	0.00372094	1.70345e-05	0.00102005	0.000241257	0.000267893	0.000815818	0.000440982	0.00221707	0.00817785	0.00408743	0.00409042	1.89606e-05	0.000479327	0.000159795	0.000159821	0.000159711	0.00196755	8.81077e-06	3.71105e-05	0.000959111	0.000319665	0.000319764	0.000319681	0.000140422	0.0013781	0.000121897	0.002219	1e-06	0.0891251	4.7303e-06	0.00026	0.00021	0.00029	0.00115535	0.00722985	0.00361361	0.00361625	1.3003e-05	1.00161e-07	0.000687427	0.00022917	0.000229208	0.000229049	0.0032977	0.00036	0.00064	0.00036	0.00064	1.16261e-06	0	0.00184795	4e-05	0.158489
66	0.00372095	1.7034e-05	0.00102001	0.000241253	0.000267885	0.000815789	0.000441057	0.00221702	0.00817763	0.00408732	0.00409031	1.89597e-05	0.0004793	0.000159786	0.000159812	0.000159702	0.00196752	8.81044e-06	3.71072e-05	0.000959041	0.000319642	0.000319741	0.000319658	0.000140403	0.00137811	0.000121888	0.00221944	1e-06	0.0891251	4.73037e-06	0.00026	0.00021	0.00029	0.00115639	0.00723608	0.00361672	0.00361936	1.30249e-05	9.93637e-08	0.00068594	0.000228675	0.000228712	0.000228554	0.00328985	0.00036	0.00064	0.00036	0.00064	1.15849e-06	0	0.00184998	4e-05	0.158489
67	0.00372096	1.70336e-05	0.00101998	0.000241249	0.000267876	0.00081576	0.00044113	0.00221698	0.00817742	0.00408722	0.0040902	1.89587e-05	0.000479274	0.000159777	0.000159803	0.000159693	0.0019675	8.81013e-06	3.7104e-05	0.000958973	0.000319619	0.000319718	0.000319635	0.000140385	0.00137812	0.00012188	0.00221986	1e-06	0.0891251	4.73044e-06	0.00026	0.00021	0.00029	0.0011574	0.00724207	0.00361972	0.00362236	1.3046e-05	9.86081e-08	0.000684508	0.000228197	0.000228234	0.000228076	0.00328229	0.00036	0.00064	0.00036	0.00064	1.15451e-06	0	0.00185194	4e-05	0.158489
68	0.00372097	1.70331e-05	0.00101995	0.000241245	0.000267868	0.000815732	0.000441202	0.00221693	0.00817721	0.00408712	0.0040901	1.89579e-05	0.000479248	0.000159769	0.000159795	0.000159684	0.00196748	8.80982e-06	3.71008e-05	0.000958906	0.000319597	0.000319696	0.000319613	0.000140367	0.00137813	0.000121872	0.00222028	1e-06	0.0891251	4.73051e-06	0.00026	0.00021	0.00029	0.00115837	0.00724785	0.0036226	0.00362524	1.30663e-05	9.78917e-08	0.000683127	0.000227737	0.000227774	0.000227616	0.003275	0.00036	0.00064	0.00036	0.00064	1.15068e-06	0	0.00185383	4e-05	0.158489
69	0.00372098	1.70327e-05	0.00101992	0.000241241	0.00026786	0.000815705	0.000441272	0.00221689	0.00817701	0.00408701	0.00409	1.8957e-05	0.000479223	0.00015976	0.000159786	0.000159676	0.00196746	8.80952e-06	3.70977e-05	0.000958841	0.000319575	0.000319674	0.000319591	0.00014035	0.00137814	0.000121864	0.00222069	1e-06	0.0891251	4.73058e-06	0.00026	0.00021	0.00029	0.0011593	0.0072534	0.00362538	0.00362802	1.30859e-05	9.72123e-08	0.000681797	0.000227293	0.00022733	0.000227173	0.00326798	0.00036	0.00064	0.00036	0.00064	1.14699e-06	0	0.00185566	4e-05	0.158489
70	0.00372099	1.70323e-05	0.00101989	0.000241238	0.000267852	0.000815678	0.00044134	0.00221685	0.00817682	0.00408692	0.0040899	1.89562e-05	0.000479198	0.000159752	0.000159778	0.000159668	0.00196744	8.80923e-06	3.70947e-05	0.000958778	0.000319554	0.000319653	0.00031957	0.000140333	0.00137814	0.000121856	0.00222108	1e-06	0.0891251	4.73065e-06	0.00026	0.00021	0.00029	0.00116019	0.00725875	0.00362805	0.0036307	1.31047e-05	9.65674e-08	0.000680515	0.000226866	0.000226903	0.000226746	0.00326122	0.00036	0.00064	0.00036	0.00064	1.14343e-06	0	0.00185742	4e-05	0.158489
71	0.00372099	1.70319e-05	0.00101986	0.000241234	0.000267845	0.000815652	0.000441406	0.0022168	0.00817663	0.00408682	0.0040898	1.89553e-05	0.000479174	0.000159744	0.00015977	0.00015966	0.00196742	8.80895e-06	3.70918e-05	0.000958716	0.000319534	0.000319633	0.00031955	0.000140317	0.00137815	0.000121849	0.00222147	1e-06	0.0891251	4.73072e-06	0.00026	0.00021	0.00029	0.00116106	0.0072639	0.00363062	0.00363327	1.31229e-05	9.59551e-08	0.00067928	0.000226454	0.000226491	0.000226335	0.00325471	0.00036	0.00064	0.00036	0.00064	1.14001e-06	0	0.00185913	4e-05	0.158489
72	0.003721	1.70315e-05	0.00101983	0.000241231	0.000267837	0.000815626	0.00044147	0.00221676	0.00817644	0.00408673	0.00408971	1.89545e-05	0.00047915	0.000159736	0.000159762	0.000159652	0.0019674	8.80868e-06	3.70889e-05	0.000958656	0.000319514	0.000319613	0.00031953	0.000140301	0.00137816	0.000121842	0.00222184	1e-06	0.0891251	4.73078e-06	0.00026	0.00021	0.00029	0.00116189	0.00726885	0.0036331	0.00363575	1.31403e-05	9.53734e-08	0.000678091	0.000226058	0.000226095	0.000225938	0.00324844	0.00036	0.00064	0.00036	0.00064	1.1367e-06	0	0.00186077	4e-05	0.158489
73	0.00372101	1.70311e-05	0.00101981	0.000241228	0.00026783	0.000815601	0.000441533	0.00221672	0.00817626	0.00408664	0.00408962	1.89538e-05	0.000479128	0.000159729	0.000159755	0.000159644	0.00196738	8.80841e-06	3.70862e-05	0.000958598	0.000319494	0.000319593	0.00031951	0.000140285	0.00137817	0.000121835	0.0022222	1e-06	0.0891251	4.73084e-06	0.00026	0.00021	0.00029	0.00116269	0.00727362	0.00363549	0.00363814	1.31572e-05	9.48206e-08	0.000676945	0.000225676	0.000225713	0.000225556	0.0032424	0.00036	0.00064	0.00036	0.00064	1.13352e-06	0	0.00186235	4e-05	0.158489
74	0.00372102	1.70307e-05	0.00101978	0.000241225	0.000267823	0.000815577	0.000441594	0.00221668	0.00817609	0.00408655	0.00408953	1.8953e-05	0.000479106	0.000159721	0.000159747	0.000159637	0.00196736	8.80815e-06	3.70835e-05	0.000958541	0.000319475	0.000319574	0.000319491	0.00014027	0.00137817	0.000121828	0.00222255	1e-06	0.0891251	4.7309e-06	0.00026	0.00021	0.00029	0.00116345	0.00727822	0.00363778	0.00364044	1.31734e-05	9.42948e-08	0.000675841	0.000225308	0.000225344	0.000225188	0.00323658	0.00036	0.00064	0.00036	0.00064	1.13045e-06	0	0.00186388	4e-05	0.158489
75	0.00372103	1.70304e-05	0.00101976	0.000241221	0.000267817	0.000815554	0.000441653	0.00221665	0.00817592	0.00408647	0.00408945	1.89523e-05	0.000479084	0.000159714	0.00015974	0.00015963	0.00196735	8.8079e-06	3.70809e-05	0.000958486	0.000319457	0.000319556	0.000319473	0.000140255	0.00137818	0.000121821	0.0022229	1e-06	0.0891251	4.73096e-06	0.00026	0.00021	0.00029	0.0011642	0.00728264	0.00363999	0.00364265	1.3189e-05	9.37947e-08	0.000674777	0.000224953	0.00022499	0.000224834	0.00323098	0.00036	0.00064	0.00036	0.00064	1.1275e-06	0	0.00186536	4e-05	0.158489
76	0.00372103	1.703e-05	0.00101973	0.000241219	0.00026781	0.000815531	0.00044171	0.00221661	0.00817575	0.00408638	0.00408937	1.89516e-05	0.000479064	0.000159707	0.000159733	0.000159623	0.00196733	8.80766e-06	3.70783e-05	0.000958433	0.000319439	0.000319538	0.000319455	0.000140241	0.00137819	0.000121815	0.00222323	1e-06	0.0891251	4.73101e-06	0.00026	0.00021	0.00029	0.00116491	0.0072869	0.00364212	0.00364478	1.32041e-05	9.33186e-08	0.000673752	0.000224612	0.000224648	0.000224493	0.00322558	0.00036	0.00064	0.00036	0.00064	1.12466e-06	0	0.00186678	4e-05	0.158489
77	0.00372104	1.70297e-05	0.00101971	0.000241216	0.000267804	0.000815509	0.000441765	0.00221657	0.00817559	0.00408631	0.00408929	1.89509e-05	0.000479043	0.000159701	0.000159727	0.000159616	0.00196731	8.80742e-06	3.70759e-05	0.000958381	0.000319422	0.000319521	0.000319438	0.000140227	0.00137819	0.000121809	0.00222355	1e-06	0.0891251	4.73107e-06	0.00026	0.00021	0.00029	0.00116559	0.007291	0.00364417	0.00364683	1.32186e-05	9.28653e-08	0.000672765	0.000224283	0.000224319	0.000224164	0.00322038	0.00036	0.00064	0.00036	0.00064	1.12192e-06	0	0.00186815	4e-05	0.158489
78	0.00372105	1.70294e-05	0.00101968	0.000241213	0.000267798	0.000815488	0.000441819	0.00221654	0.00817544	0.00408623	0.00408921	1.89503e-05	0.000479024	0.000159694	0.00015972	0.00015961	0.0019673	8.80719e-06	3.70735e-05	0.000958331	0.000319405	0.000319504	0.000319421	0.000140214	0.0013782	0.000121802	0.00222386	1e-06	0.0891251	4.73112e-06	0.00026	0.00021	0.00029	0.00116626	0.00729494	0.00364614	0.0036488	1.32326e-05	9.24335e-08	0.000671815	0.000223966	0.000224002	0.000223847	0.00321538	0.00036	0.00064	0.00036	0.00064	1.11928e-06	0	0.00186948	4e-05	0.158489
79	0.00372105	1.70291e-05	0.00101966	0.00024121	0.000267792	0.000815467	0.000441871	0.0022165	0.00817529	0.00408615	0.00408914	1.89496e-05	0.000479005	0.000159688	0.000159714	0.000159603	0.00196728	8.80697e-06	3.70712e-05	0.000958282	0.000319389	0.000319488	0.000319405	0.000140201	0.0013782	0.000121797	0.00222416	1e-06	0.0891251	4.73117e-06	0.00026	0.00021	0.00029	0.00116689	0.00729874	0.00364804	0.0036507	1.3246e-05	9.20219e-08	0.000670899	0.00022366	0.000223697	0.000223542	0.00321056	0.00036	0.00064	0.00036	0.00064	1.11674e-06	0	0.00187076	4e-05	0.158489
80	0.00372106	1.70287e-05	0.00101964	0.000241208	0.000267786	0.000815447	0.000441921	0.00221647	0.00817515	0.00408608	0.00408906	1.8949e-05	0.000478987	0.000159682	0.000159708	0.000159597	0.00196727	8.80676e-06	3.7069e-05	0.000958235	0.000319373	0.000319473	0.000319389	0.000140189	0.00137821	0.000121791	0.00222445	1e-06	0.0891251	4.73122e-06	0.00026	0.00021	0.00029	0.0011675	0.00730239	0.00364986	0.00365253	1.32589e-05	9.16295e-08	0.000670018	0.000223366	0.000223403	0.000223248	0.00320592	0.00036	0.00064	0.00036	0.00064	1.11429e-06	0	0.00187199	4e-05	0.158489
81	0.00372107	1.70284e-05	0.00101962	0.000241205	0.00026778	0.000815427	0.00044197	0.00221644	0.00817501	0.00408601	0.00408899	1.89484e-05	0.000478969	0.000159676	0.000159702	0.000159591	0.00196725	8.80655e-06	3.70668e-05	0.00095819	0.000319358	0.000319457	0.000319374	0.000140177	0.00137821	0.000121785	0.00222474	1e-06	0.0891251	4.73127e-06	0.00026	0.00021	0.00029	0.00116809	0.00730591	0.00365162	0.00365429	1.32714e-05	9.12553e-08	0.000669168	0.000223083	0.00022312	0.000222965	0.00320145	0.00036	0.00064	0.00036	0.00064	1.11193e-06	0	0.00187317	4e-05	0.158489
82	0.00372107	1.70282e-05	0.0010196	0.000241203	0.000267775	0.000815408	0.000442017	0.00221641	0.00817487	0.00408594	0.00408893	1.89478e-05	0.000478952	0.00015967	0.000159696	0.000159586	0.00196724	8.80635e-06	3.70647e-05	0.000958146	0.000319344	0.000319443	0.00031936	0.000140165	0.00137822	0.00012178	0.00222501	1e-06	0.0891251	4.73131e-06	0.00026	0.00021	0.00029	0.00116866	0.0073093	0.00365332	0.00365598	1.32834e-05	9.08981e-08	0.00066835	0.000222811	0.000222847	0.000222693	0.00319715	0.00036	0.00064	0.00036	0.00064	1.10966e-06	0	0.00187432	4e-05	0.158489
