Time	[D]	[CDK5]	[D_CDK5]	[D75]	[CK1]	[D_CK1]	[D137]	[PKA]	[D_PKA]	[D34]	[D34_CDK5]	[D34_CK1]	[PP2B]	[D34_PP2B]	[D34:75]	[D34:137]	[D75_CK1]	[D75_PKA]	[PP2A]	[D75_PP2A]	[PP2AP]	[D75_PP2AP]	[D75:137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[PP2C]	[D34:75_CK1]	[D34:137_CDK5]	[D34:75:137]	[D75:137_PKA]	[D34:75_PP2B]	[D34:137_PP2B]	[D34:75:137_PP2B]	[D34:75_PP2A]	[D75:137_PP2A]	[D34:75:137_PP2A]	[D34:75_PP2AP]	[D75:137_PP2AP]	[D34:75:137_PP2AP]	[D34:137_PP2C]	[D75:137_PP2C]	[PDE]	[PP2Binactive]	[D34:75:137_PP2C]	[CK1P]	[CK1P_PP2B]	[PDE_PKA]	[PDEP]	[PP2A_PKA]	[Ca]	[PP2BinactiveCa2]	[R2C2]	[cAMP]	[cAMP_R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP_PDE]	[AMP]	[cAMP_PDEP]	[Empty]
47	2.8105e-06	9.29882e-08	9.75752e-08	1.55937e-06	1.93893e-08	1.59787e-08	2.72026e-07	0	0	0	0	0	2.76664e-08	0	0	0	8.86556e-09	0	1.67904e-07	2.92638e-08	0	0	1.5095e-07	9.43668e-09	0	1.49245e-08	1.09794e-07	0	0	0	0	0	0	0	0	2.83179e-09	0	0	0	0	0	8.28172e-09	2e-06	2.52762e-07	0	1.18489e-07	3.27749e-09	0	0	0	1.38832e-08	4.82936e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
48	2.80733e-06	9.29929e-08	9.74698e-08	1.55772e-06	1.95194e-08	1.6068e-08	2.74903e-07	0	0	0	0	0	2.79002e-08	0	0	0	8.91573e-09	0	1.67905e-07	2.92328e-08	0	0	1.52556e-07	9.53733e-09	0	1.50549e-08	1.09591e-07	0	0	0	0	0	0	0	0	2.86198e-09	0	0	0	0	0	8.35461e-09	2e-06	2.52346e-07	0	1.182e-07	3.29715e-09	0	0	0	1.39154e-08	4.84562e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
49	2.80429e-06	9.29973e-08	9.73686e-08	1.55613e-06	1.96439e-08	1.61534e-08	2.77669e-07	0	0	0	0	0	2.81253e-08	0	0	0	8.96363e-09	0	1.67906e-07	2.92031e-08	0	0	1.541e-07	9.63408e-09	0	1.51798e-08	1.09396e-07	0	0	0	0	0	0	0	0	2.891e-09	0	0	0	0	0	8.4244e-09	2e-06	2.51947e-07	0	1.17923e-07	3.316e-09	0	0	0	1.39462e-08	4.86117e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
50	2.80137e-06	9.30016e-08	9.72714e-08	1.5546e-06	1.97633e-08	1.62348e-08	2.80328e-07	0	0	0	0	0	2.83419e-08	0	0	0	9.00937e-09	0	1.67907e-07	2.91744e-08	0	0	1.55584e-07	9.72706e-09	0	1.52994e-08	1.09209e-07	0	0	0	0	0	0	0	0	2.91888e-09	0	0	0	0	0	8.49124e-09	2e-06	2.51564e-07	0	1.17658e-07	3.33408e-09	0	0	0	1.39758e-08	4.87605e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
51	2.79856e-06	9.30056e-08	9.7178e-08	1.55312e-06	1.98776e-08	1.63127e-08	2.82882e-07	0	0	0	0	0	2.85505e-08	0	0	0	9.05307e-09	0	1.67907e-07	2.91469e-08	0	0	1.57009e-07	9.81642e-09	0	1.5414e-08	1.09031e-07	0	0	0	0	0	0	0	0	2.94568e-09	0	0	0	0	0	8.55524e-09	2e-06	2.51195e-07	0	1.17405e-07	3.35141e-09	0	0	0	1.40042e-08	4.89028e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
52	2.79587e-06	9.30094e-08	9.70883e-08	1.55171e-06	1.99873e-08	1.63872e-08	2.85337e-07	0	0	0	0	0	2.87513e-08	0	0	0	9.09483e-09	0	1.67908e-07	2.91204e-08	0	0	1.58379e-07	9.9023e-09	0	1.55237e-08	1.0886e-07	0	0	0	0	0	0	0	0	2.97142e-09	0	0	0	0	0	8.61653e-09	2e-06	2.50842e-07	0	1.17163e-07	3.36804e-09	0	0	0	1.40314e-08	4.90392e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
53	2.79329e-06	9.3013e-08	9.70022e-08	1.55035e-06	2.00924e-08	1.64583e-08	2.87696e-07	0	0	0	0	0	2.89446e-08	0	0	0	9.13476e-09	0	1.67909e-07	2.9095e-08	0	0	1.59694e-07	9.98481e-09	0	1.56288e-08	1.08696e-07	0	0	0	0	0	0	0	0	2.99616e-09	0	0	0	0	0	8.67524e-09	2e-06	2.50502e-07	0	1.16931e-07	3.38399e-09	0	0	0	1.40575e-08	4.91697e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
54	2.79081e-06	9.30165e-08	9.69195e-08	1.54904e-06	2.01931e-08	1.65264e-08	2.89962e-07	0	0	0	0	0	2.91307e-08	0	0	0	9.17295e-09	0	1.6791e-07	2.90705e-08	0	0	1.60959e-07	1.00641e-08	0	1.57295e-08	1.08539e-07	0	0	0	0	0	0	0	0	3.01993e-09	0	0	0	0	0	8.73148e-09	2e-06	2.50175e-07	0	1.16708e-07	3.39929e-09	0	0	0	1.40826e-08	4.92947e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
55	2.78843e-06	9.30197e-08	9.684e-08	1.54778e-06	2.02898e-08	1.65916e-08	2.9214e-07	0	0	0	0	0	2.93099e-08	0	0	0	9.20948e-09	0	1.6791e-07	2.90469e-08	0	0	1.62173e-07	1.01403e-08	0	1.5826e-08	1.08389e-07	0	0	0	0	0	0	0	0	3.04276e-09	0	0	0	0	0	8.78536e-09	2e-06	2.49862e-07	0	1.16495e-07	3.41398e-09	0	0	0	1.41066e-08	4.94145e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
56	2.78614e-06	9.30229e-08	9.67636e-08	1.54657e-06	2.03825e-08	1.66539e-08	2.94232e-07	0	0	0	0	0	2.94824e-08	0	0	0	9.24443e-09	0	1.67911e-07	2.90243e-08	0	0	1.6334e-07	1.02135e-08	0	1.59185e-08	1.08245e-07	0	0	0	0	0	0	0	0	3.0647e-09	0	0	0	0	0	8.83698e-09	2e-06	2.4956e-07	0	1.16291e-07	3.42808e-09	0	0	0	1.41297e-08	4.95292e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
57	2.78395e-06	9.30259e-08	9.66903e-08	1.5454e-06	2.04714e-08	1.67136e-08	2.96242e-07	0	0	0	0	0	2.96484e-08	0	0	0	9.27789e-09	0	1.67912e-07	2.90026e-08	0	0	1.64461e-07	1.02838e-08	0	1.60071e-08	1.08106e-07	0	0	0	0	0	0	0	0	3.08578e-09	0	0	0	0	0	8.88645e-09	2e-06	2.49271e-07	0	1.16095e-07	3.44161e-09	0	0	0	1.41519e-08	4.96392e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
58	2.78184e-06	9.30287e-08	9.66199e-08	1.54428e-06	2.05568e-08	1.67707e-08	2.98174e-07	0	0	0	0	0	2.98083e-08	0	0	0	9.30992e-09	0	1.67912e-07	2.89817e-08	0	0	1.65539e-07	1.03514e-08	0	1.6092e-08	1.07974e-07	0	0	0	0	0	0	0	0	3.10603e-09	0	0	0	0	0	8.93386e-09	2e-06	2.48993e-07	0	1.15908e-07	3.4546e-09	0	0	0	1.41732e-08	4.97446e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
59	2.77981e-06	9.30315e-08	9.65522e-08	1.54321e-06	2.06386e-08	1.68254e-08	3.00029e-07	0	0	0	0	0	2.99622e-08	0	0	0	9.34059e-09	0	1.67913e-07	2.89616e-08	0	0	1.66574e-07	1.04163e-08	0	1.61734e-08	1.07847e-07	0	0	0	0	0	0	0	0	3.12548e-09	0	0	0	0	0	8.9793e-09	2e-06	2.48725e-07	0	1.15728e-07	3.46707e-09	0	0	0	1.41936e-08	4.98456e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
60	2.77787e-06	9.30341e-08	9.64872e-08	1.54218e-06	2.07172e-08	1.68778e-08	3.01812e-07	0	0	0	0	0	3.01104e-08	0	0	0	9.36997e-09	0	1.67914e-07	2.89423e-08	0	0	1.67568e-07	1.04787e-08	0	1.62514e-08	1.07726e-07	0	0	0	0	0	0	0	0	3.14418e-09	0	0	0	0	0	9.02286e-09	2e-06	2.48468e-07	0	1.15556e-07	3.47905e-09	0	0	0	1.42132e-08	4.99425e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
61	2.776e-06	9.30366e-08	9.64248e-08	1.54118e-06	2.07927e-08	1.69281e-08	3.03526e-07	0	0	0	0	0	3.02531e-08	0	0	0	9.39813e-09	0	1.67914e-07	2.89237e-08	0	0	1.68524e-07	1.05386e-08	0	1.63262e-08	1.07609e-07	0	0	0	0	0	0	0	0	3.16214e-09	0	0	0	0	0	9.06462e-09	2e-06	2.48221e-07	0	1.15391e-07	3.49055e-09	0	0	0	1.42321e-08	5.00354e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
62	2.77421e-06	9.3039e-08	9.63648e-08	1.54023e-06	2.08651e-08	1.69762e-08	3.05172e-07	0	0	0	0	0	3.03905e-08	0	0	0	9.4251e-09	0	1.67915e-07	2.89059e-08	0	0	1.69442e-07	1.05962e-08	0	1.63979e-08	1.07497e-07	0	0	0	0	0	0	0	0	3.1794e-09	0	0	0	0	0	9.10466e-09	2e-06	2.47983e-07	0	1.15232e-07	3.50159e-09	0	0	0	1.42502e-08	5.01246e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
63	2.77248e-06	9.30413e-08	9.63071e-08	1.53931e-06	2.09346e-08	1.70223e-08	3.06754e-07	0	0	0	0	0	3.05227e-08	0	0	0	9.45096e-09	0	1.67915e-07	2.88888e-08	0	0	1.70324e-07	1.06516e-08	0	1.64667e-08	1.0739e-07	0	0	0	0	0	0	0	0	3.19599e-09	0	0	0	0	0	9.14306e-09	2e-06	2.47755e-07	0	1.1508e-07	3.5122e-09	0	0	0	1.42676e-08	5.02101e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
64	2.77083e-06	9.30435e-08	9.62517e-08	1.53843e-06	2.10014e-08	1.70665e-08	3.08274e-07	0	0	0	0	0	3.065e-08	0	0	0	9.47574e-09	0	1.67916e-07	2.88723e-08	0	0	1.71172e-07	1.07048e-08	0	1.65326e-08	1.07287e-07	0	0	0	0	0	0	0	0	3.21193e-09	0	0	0	0	0	9.17988e-09	2e-06	2.47535e-07	0	1.14934e-07	3.52239e-09	0	0	0	1.42843e-08	5.02921e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
65	2.76924e-06	9.30456e-08	9.61985e-08	1.53758e-06	2.10655e-08	1.71089e-08	3.09734e-07	0	0	0	0	0	3.07726e-08	0	0	0	9.49951e-09	0	1.67916e-07	2.88565e-08	0	0	1.71986e-07	1.07559e-08	0	1.65959e-08	1.07189e-07	0	0	0	0	0	0	0	0	3.22725e-09	0	0	0	0	0	9.21521e-09	2e-06	2.47324e-07	0	1.14794e-07	3.53219e-09	0	0	0	1.43003e-08	5.03708e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
66	2.76771e-06	9.30476e-08	9.61474e-08	1.53677e-06	2.11271e-08	1.71496e-08	3.11138e-07	0	0	0	0	0	3.08906e-08	0	0	0	9.5223e-09	0	1.67917e-07	2.88413e-08	0	0	1.72769e-07	1.0805e-08	0	1.66566e-08	1.07094e-07	0	0	0	0	0	0	0	0	3.24197e-09	0	0	0	0	0	9.24909e-09	2e-06	2.47121e-07	0	1.14659e-07	3.54159e-09	0	0	0	1.43158e-08	5.04464e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
67	2.76624e-06	9.30495e-08	9.60982e-08	1.53599e-06	2.11862e-08	1.71886e-08	3.12487e-07	0	0	0	0	0	3.10042e-08	0	0	0	9.54416e-09	0	1.67917e-07	2.88267e-08	0	0	1.73522e-07	1.08522e-08	0	1.67148e-08	1.07004e-07	0	0	0	0	0	0	0	0	3.25611e-09	0	0	0	0	0	9.2816e-09	2e-06	2.46926e-07	0	1.1453e-07	3.55063e-09	0	0	0	1.43306e-08	5.05189e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
68	2.76483e-06	9.30514e-08	9.6051e-08	1.53524e-06	2.1243e-08	1.7226e-08	3.13784e-07	0	0	0	0	0	3.11136e-08	0	0	0	9.56514e-09	0	1.67918e-07	2.88126e-08	0	0	1.74245e-07	1.08976e-08	0	1.67707e-08	1.06917e-07	0	0	0	0	0	0	0	0	3.26971e-09	0	0	0	0	0	9.31279e-09	2e-06	2.46739e-07	0	1.14407e-07	3.55932e-09	0	0	0	1.43448e-08	5.05885e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
69	2.76347e-06	9.30532e-08	9.60056e-08	1.53451e-06	2.12976e-08	1.72619e-08	3.1503e-07	0	0	0	0	0	3.12189e-08	0	0	0	9.58526e-09	0	1.67918e-07	2.87991e-08	0	0	1.7494e-07	1.09412e-08	0	1.68243e-08	1.06833e-07	0	0	0	0	0	0	0	0	3.28278e-09	0	0	0	0	0	9.34272e-09	2e-06	2.46558e-07	0	1.14288e-07	3.56766e-09	0	0	0	1.43585e-08	5.06553e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
70	2.76217e-06	9.30549e-08	9.5962e-08	1.53382e-06	2.13501e-08	1.72963e-08	3.16227e-07	0	0	0	0	0	3.13204e-08	0	0	0	9.60457e-09	0	1.67919e-07	2.87861e-08	0	0	1.75608e-07	1.09832e-08	0	1.68757e-08	1.06753e-07	0	0	0	0	0	0	0	0	3.29534e-09	0	0	0	0	0	9.37145e-09	2e-06	2.46384e-07	0	1.14173e-07	3.57569e-09	0	0	0	1.43717e-08	5.07195e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
71	2.76092e-06	9.30565e-08	9.592e-08	1.53315e-06	2.14005e-08	1.73294e-08	3.17379e-07	0	0	0	0	0	3.1418e-08	0	0	0	9.6231e-09	0	1.67919e-07	2.87737e-08	0	0	1.7625e-07	1.10235e-08	0	1.69251e-08	1.06676e-07	0	0	0	0	0	0	0	0	3.30741e-09	0	0	0	0	0	9.39902e-09	2e-06	2.46218e-07	0	1.14064e-07	3.5834e-09	0	0	0	1.43844e-08	5.07811e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
72	2.75971e-06	9.30581e-08	9.58797e-08	1.53251e-06	2.14489e-08	1.73611e-08	3.18486e-07	0	0	0	0	0	3.1512e-08	0	0	0	9.64089e-09	0	1.67919e-07	2.87617e-08	0	0	1.76868e-07	1.10622e-08	0	1.69725e-08	1.06602e-07	0	0	0	0	0	0	0	0	3.31902e-09	0	0	0	0	0	9.42549e-09	2e-06	2.46057e-07	0	1.13958e-07	3.59081e-09	0	0	0	1.43965e-08	5.08403e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
73	2.75856e-06	9.30596e-08	9.5841e-08	1.53189e-06	2.14954e-08	1.73916e-08	3.1955e-07	0	0	0	0	0	3.16025e-08	0	0	0	9.65796e-09	0	1.6792e-07	2.87501e-08	0	0	1.77461e-07	1.10994e-08	0	1.7018e-08	1.06531e-07	0	0	0	0	0	0	0	0	3.33018e-09	0	0	0	0	0	9.4509e-09	2e-06	2.45902e-07	0	1.13857e-07	3.59793e-09	0	0	0	1.44082e-08	5.08971e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
74	2.75744e-06	9.3061e-08	9.58037e-08	1.5313e-06	2.15401e-08	1.74208e-08	3.20572e-07	0	0	0	0	0	3.16896e-08	0	0	0	9.67436e-09	0	1.6792e-07	2.8739e-08	0	0	1.78032e-07	1.11352e-08	0	1.70617e-08	1.06463e-07	0	0	0	0	0	0	0	0	3.34091e-09	0	0	0	0	0	9.4753e-09	2e-06	2.45754e-07	0	1.1376e-07	3.60478e-09	0	0	0	1.44195e-08	5.09517e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
75	2.75638e-06	9.30624e-08	9.57679e-08	1.53073e-06	2.15831e-08	1.74489e-08	3.21556e-07	0	0	0	0	0	3.17735e-08	0	0	0	9.6901e-09	0	1.6792e-07	2.87284e-08	0	0	1.7858e-07	1.11697e-08	0	1.71036e-08	1.06398e-07	0	0	0	0	0	0	0	0	3.35122e-09	0	0	0	0	0	9.49872e-09	2e-06	2.45611e-07	0	1.13666e-07	3.61137e-09	0	0	0	1.44303e-08	5.10042e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
76	2.75535e-06	9.30637e-08	9.57335e-08	1.53018e-06	2.16244e-08	1.74759e-08	3.22501e-07	0	0	0	0	0	3.18543e-08	0	0	0	9.70522e-09	0	1.67921e-07	2.87181e-08	0	0	1.79108e-07	1.12028e-08	0	1.71439e-08	1.06335e-07	0	0	0	0	0	0	0	0	3.36114e-09	0	0	0	0	0	9.52122e-09	2e-06	2.45473e-07	0	1.13577e-07	3.6177e-09	0	0	0	1.44407e-08	5.10546e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
77	2.75436e-06	9.3065e-08	9.57004e-08	1.52965e-06	2.16642e-08	1.75018e-08	3.2341e-07	0	0	0	0	0	3.19321e-08	0	0	0	9.71973e-09	0	1.67921e-07	2.87083e-08	0	0	1.79615e-07	1.12346e-08	0	1.71826e-08	1.06275e-07	0	0	0	0	0	0	0	0	3.37067e-09	0	0	0	0	0	9.54283e-09	2e-06	2.45341e-07	0	1.13491e-07	3.62379e-09	0	0	0	1.44507e-08	5.1103e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
78	2.75341e-06	9.30662e-08	9.56686e-08	1.52915e-06	2.17024e-08	1.75267e-08	3.24284e-07	0	0	0	0	0	3.20069e-08	0	0	0	9.73368e-09	0	1.67921e-07	2.86988e-08	0	0	1.80102e-07	1.12652e-08	0	1.72198e-08	1.06217e-07	0	0	0	0	0	0	0	0	3.37984e-09	0	0	0	0	0	9.56358e-09	2e-06	2.45214e-07	0	1.13408e-07	3.62964e-09	0	0	0	1.44603e-08	5.11495e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
79	2.7525e-06	9.30674e-08	9.5638e-08	1.52866e-06	2.17391e-08	1.75505e-08	3.25125e-07	0	0	0	0	0	3.2079e-08	0	0	0	9.74707e-09	0	1.67922e-07	2.86897e-08	0	0	1.80571e-07	1.12946e-08	0	1.72555e-08	1.06161e-07	0	0	0	0	0	0	0	0	3.38865e-09	0	0	0	0	0	9.58351e-09	2e-06	2.45091e-07	0	1.13328e-07	3.63527e-09	0	0	0	1.44696e-08	5.11942e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
80	2.75162e-06	9.30686e-08	9.56085e-08	1.52819e-06	2.17744e-08	1.75735e-08	3.25933e-07	0	0	0	0	0	3.21484e-08	0	0	0	9.75994e-09	0	1.67922e-07	2.86809e-08	0	0	1.81022e-07	1.13229e-08	0	1.72898e-08	1.06108e-07	0	0	0	0	0	0	0	0	3.39713e-09	0	0	0	0	0	9.60266e-09	2e-06	2.44974e-07	0	1.13252e-07	3.64068e-09	0	0	0	1.44784e-08	5.12372e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
81	2.75077e-06	9.30696e-08	9.55803e-08	1.52774e-06	2.18083e-08	1.75955e-08	3.2671e-07	0	0	0	0	0	3.22153e-08	0	0	0	9.7723e-09	0	1.67922e-07	2.86725e-08	0	0	1.81456e-07	1.13501e-08	0	1.73227e-08	1.06056e-07	0	0	0	0	0	0	0	0	3.40529e-09	0	0	0	0	0	9.62105e-09	2e-06	2.4486e-07	0	1.13178e-07	3.64589e-09	0	0	0	1.4487e-08	5.12785e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
82	2.74996e-06	9.30707e-08	9.5553e-08	1.52731e-06	2.1841e-08	1.76167e-08	3.27458e-07	0	0	0	0	0	3.22796e-08	0	0	0	9.78418e-09	0	1.67922e-07	2.86644e-08	0	0	1.81873e-07	1.13763e-08	0	1.73543e-08	1.06007e-07	0	0	0	0	0	0	0	0	3.41313e-09	0	0	0	0	0	9.63873e-09	2e-06	2.44751e-07	0	1.13107e-07	3.6509e-09	0	0	0	1.44952e-08	5.13182e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
83	2.74918e-06	9.30717e-08	9.55269e-08	1.52689e-06	2.18723e-08	1.76371e-08	3.28177e-07	0	0	0	0	0	3.23416e-08	0	0	0	9.7956e-09	0	1.67923e-07	2.86566e-08	0	0	1.82274e-07	1.14014e-08	0	1.73847e-08	1.0596e-07	0	0	0	0	0	0	0	0	3.42067e-09	0	0	0	0	0	9.65571e-09	2e-06	2.44646e-07	0	1.13039e-07	3.65571e-09	0	0	0	1.45032e-08	5.13563e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
84	2.74843e-06	9.30727e-08	9.55017e-08	1.52649e-06	2.19025e-08	1.76567e-08	3.28868e-07	0	0	0	0	0	3.24012e-08	0	0	0	9.80657e-09	0	1.67923e-07	2.86491e-08	0	0	1.82659e-07	1.14256e-08	0	1.7414e-08	1.05914e-07	0	0	0	0	0	0	0	0	3.42792e-09	0	0	0	0	0	9.67203e-09	2e-06	2.44545e-07	0	1.12974e-07	3.66034e-09	0	0	0	1.45108e-08	5.1393e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
85	2.74771e-06	9.30736e-08	9.54775e-08	1.5261e-06	2.19315e-08	1.76755e-08	3.29533e-07	0	0	0	0	0	3.24587e-08	0	0	0	9.81711e-09	0	1.67923e-07	2.86419e-08	0	0	1.8303e-07	1.14489e-08	0	1.7442e-08	1.0587e-07	0	0	0	0	0	0	0	0	3.43489e-09	0	0	0	0	0	9.68771e-09	2e-06	2.44448e-07	0	1.12911e-07	3.6648e-09	0	0	0	1.45181e-08	5.14283e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
86	2.74701e-06	9.30745e-08	9.54542e-08	1.52573e-06	2.19595e-08	1.76935e-08	3.30173e-07	0	0	0	0	0	3.2514e-08	0	0	0	9.82725e-09	0	1.67923e-07	2.8635e-08	0	0	1.83387e-07	1.14713e-08	0	1.7469e-08	1.05828e-07	0	0	0	0	0	0	0	0	3.4416e-09	0	0	0	0	0	9.70279e-09	2e-06	2.44355e-07	0	1.12851e-07	3.66908e-09	0	0	0	1.45251e-08	5.14622e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
87	2.74635e-06	9.30753e-08	9.54318e-08	1.52537e-06	2.19863e-08	1.77109e-08	3.30788e-07	0	0	0	0	0	3.25672e-08	0	0	0	9.83699e-09	0	1.67924e-07	2.86283e-08	0	0	1.83731e-07	1.14929e-08	0	1.7495e-08	1.05788e-07	0	0	0	0	0	0	0	0	3.44806e-09	0	0	0	0	0	9.71727e-09	2e-06	2.44265e-07	0	1.12793e-07	3.6732e-09	0	0	0	1.45319e-08	5.14948e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
88	2.7457e-06	9.30762e-08	9.54103e-08	1.52503e-06	2.20121e-08	1.77276e-08	3.3138e-07	0	0	0	0	0	3.26185e-08	0	0	0	9.84635e-09	0	1.67924e-07	2.86219e-08	0	0	1.84061e-07	1.15136e-08	0	1.75199e-08	1.05749e-07	0	0	0	0	0	0	0	0	3.45426e-09	0	0	0	0	0	9.7312e-09	2e-06	2.44178e-07	0	1.12737e-07	3.67717e-09	0	0	0	1.45384e-08	5.15261e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
89	2.74508e-06	9.30769e-08	9.53896e-08	1.5247e-06	2.2037e-08	1.77437e-08	3.31949e-07	0	0	0	0	0	3.26679e-08	0	0	0	9.85536e-09	0	1.67924e-07	2.86157e-08	0	0	1.84378e-07	1.15335e-08	0	1.75439e-08	1.05712e-07	0	0	0	0	0	0	0	0	3.46024e-09	0	0	0	0	0	9.74458e-09	2e-06	2.44095e-07	0	1.12683e-07	3.68098e-09	0	0	0	1.45447e-08	5.15563e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
90	2.74449e-06	9.30777e-08	9.53696e-08	1.52438e-06	2.20609e-08	1.77591e-08	3.32497e-07	0	0	0	0	0	3.27154e-08	0	0	0	9.86401e-09	0	1.67924e-07	2.86098e-08	0	0	1.84684e-07	1.15527e-08	0	1.75669e-08	1.05676e-07	0	0	0	0	0	0	0	0	3.46598e-09	0	0	0	0	0	9.75745e-09	2e-06	2.44015e-07	0	1.12631e-07	3.68466e-09	0	0	0	1.45508e-08	5.15853e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
91	2.74392e-06	9.30784e-08	9.53505e-08	1.52408e-06	2.20839e-08	1.7774e-08	3.33023e-07	0	0	0	0	0	3.27611e-08	0	0	0	9.87233e-09	0	1.67924e-07	2.86041e-08	0	0	1.84978e-07	1.15711e-08	0	1.7589e-08	1.05641e-07	0	0	0	0	0	0	0	0	3.47151e-09	0	0	0	0	0	9.76982e-09	2e-06	2.43938e-07	0	1.12582e-07	3.68819e-09	0	0	0	1.45566e-08	5.16131e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
92	2.74337e-06	9.30791e-08	9.5332e-08	1.52378e-06	2.2106e-08	1.77882e-08	3.3353e-07	0	0	0	0	0	3.28052e-08	0	0	0	9.88033e-09	0	1.67925e-07	2.85986e-08	0	0	1.8526e-07	1.15889e-08	0	1.76103e-08	1.05608e-07	0	0	0	0	0	0	0	0	3.47682e-09	0	0	0	0	0	9.78171e-09	2e-06	2.43863e-07	0	1.12534e-07	3.69159e-09	0	0	0	1.45622e-08	5.164e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
93	2.74284e-06	9.30798e-08	9.53143e-08	1.5235e-06	2.21273e-08	1.78019e-08	3.34018e-07	0	0	0	0	0	3.28476e-08	0	0	0	9.88803e-09	0	1.67925e-07	2.85933e-08	0	0	1.85533e-07	1.16059e-08	0	1.76308e-08	1.05576e-07	0	0	0	0	0	0	0	0	3.48194e-09	0	0	0	0	0	9.79315e-09	2e-06	2.43792e-07	0	1.12488e-07	3.69486e-09	0	0	0	1.45675e-08	5.16657e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
94	2.74233e-06	9.30805e-08	9.52972e-08	1.52323e-06	2.21477e-08	1.78151e-08	3.34487e-07	0	0	0	0	0	3.28885e-08	0	0	0	9.89543e-09	0	1.67925e-07	2.85882e-08	0	0	1.85794e-07	1.16224e-08	0	1.76505e-08	1.05545e-07	0	0	0	0	0	0	0	0	3.48686e-09	0	0	0	0	0	9.80414e-09	2e-06	2.43723e-07	0	1.12444e-07	3.698e-09	0	0	0	1.45727e-08	5.16905e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
95	2.74184e-06	9.30811e-08	9.52808e-08	1.52297e-06	2.21674e-08	1.78278e-08	3.34938e-07	0	0	0	0	0	3.29278e-08	0	0	0	9.90254e-09	0	1.67925e-07	2.85833e-08	0	0	1.86046e-07	1.16382e-08	0	1.76694e-08	1.05516e-07	0	0	0	0	0	0	0	0	3.49159e-09	0	0	0	0	0	9.81471e-09	2e-06	2.43657e-07	0	1.12401e-07	3.70102e-09	0	0	0	1.45777e-08	5.17144e-08	6.64e-06	0	0	0	0	0	0	0	0	0	0	0
