Time	[Protofibril]	[Fibril]	[Lewy_body]	[Dopamine]	[OH-]	[OH_radical]	[H2O2]	[DA_quinone]	[Ubiquitin]	[E1]	[Ub-E1]	[UbcH8]	[UbcH8-Ub]	[Parkin]	[Parkin-sub]	[Parkin-synphilin-1]	[Parkin-synphilin-1-ub]	[Parkin-sub-ub4]	[Fragments]	[UCH-L1]	[L-Dopa]	[DOPAL]	[DOPAC]	[GSH]	[GSSG]	[Fe2+]	[Fe3+]	[UbcH8ub2]	[UbcH8ub3]	[UbcH8ub4]	[UbcH13/Uev1a]	[UbcH13/Uev1a-ub]	[asyn-UCH-L1]	[asyn-ub]	[Protofibril-UCH-L1]	[Protofibril-Ub]	[UCH-L1-asyn-ub4]	[Hsc70-asyn]	[Hsc70-Protofibril]	[Hsc70-fibril]	[Hsc70]	[DA-S-parkin]	[O2-]	[DA-GSH]	[Neuromelanin]	[Neuromelanin-ntox-Fe3+]	[Alpha_synuclein]	[ATP]	[Synphilin-1]	[Substrate]	[TH]	[L-Tyr]	[CO2]	[Neurotoxins]	[Bioamines]	[VMAT2]	[O2]	[MAO]	[NH3]	[ALDH]	[NAD+]	[NADH]	[Catalase]	[H2O]	[Gluta_per]	[Gluta_red]	[DDC]	[Preautophagosome_membrane]	[SOD]	[Cysteine]	[V-DA]	[V-ntox-ba]	[Vesicle]	[Autophagosome]	[Proteasome]	[Lysosome]
35	0.0698701	0.00816367	0.0052044	1.08058	0.739601	0.259601	0.106718	1.76518	0.782597	0.0639393	0.486061	0.221878	0.168145	0.385695	0.0415116	0.797261	2.99508	0.000826563	1.67975	0.68217	0.133185	1.43244	2.65181	2.40468	0.128738	0.746907	0.0105831	0.219311	0.266375	0.724291	0.269331	0.280669	0.0256652	0.0777802	0.0164999	0.0229175	0.000665299	0.0733472	0.0218896	0.00358818	0.539175	0.27127	0.496087	0.666579	1.31448	1.26282	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	26.5967	0.300385	1	0.118382	1.5	2.5
36	0.0699455	0.00811109	0.00511728	1.08041	0.747612	0.267612	0.107347	1.80154	0.756799	0.0652683	0.484732	0.221949	0.166487	0.383598	0.0401783	0.786144	3.00605	0.000807463	1.70436	0.683506	0.133185	1.43993	2.74156	2.38368	0.128388	0.749953	0.0105407	0.216122	0.263186	0.732256	0.268009	0.281991	0.0245349	0.0781176	0.0163168	0.0231467	0.00064193	0.0732426	0.0219423	0.00349799	0.539317	0.274699	0.49756	0.687927	1.33544	1.27644	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	27.0289	0.300396	1	0.117782	1.5	2.5
37	0.0700142	0.00806323	0.00503399	1.08026	0.755702	0.275702	0.107983	1.8375	0.73147	0.0666505	0.483349	0.221988	0.164913	0.38142	0.0388765	0.77513	3.01691	0.000788362	1.72883	0.684796	0.133185	1.44696	2.83176	2.36246	0.128021	0.752914	0.0104995	0.213022	0.260015	0.740063	0.26667	0.28333	0.0234498	0.078441	0.0161354	0.0233744	0.000619086	0.0731468	0.0219933	0.00341332	0.539447	0.278179	0.498913	0.709517	1.35639	1.29025	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	27.461	0.300407	1	0.117251	1.5	2.5
38	0.070077	0.00801963	0.00495441	1.08011	0.763872	0.283872	0.108627	1.87307	0.706607	0.0680888	0.481911	0.221994	0.163419	0.379162	0.0376063	0.76422	3.02767	0.000769296	1.75316	0.686039	0.133185	1.45355	2.92239	2.34103	0.127638	0.755792	0.0104597	0.210012	0.256864	0.747711	0.265315	0.284685	0.0224086	0.0787508	0.0159555	0.0236006	0.000596786	0.0730592	0.0220425	0.00333386	0.539564	0.281707	0.500154	0.731333	1.37734	1.30425	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	27.8931	0.300418	1	0.116778	1.5	2.5
39	0.0701342	0.00797988	0.00487844	1.07998	0.772122	0.292122	0.10928	1.90826	0.68221	0.0695861	0.480414	0.22197	0.161999	0.376827	0.0363679	0.753412	3.03833	0.000750299	1.77736	0.687237	0.133185	1.45972	3.01342	2.3194	0.12724	0.758586	0.010421	0.20709	0.253738	0.755203	0.263948	0.286052	0.0214103	0.0790476	0.0157773	0.0238253	0.000575048	0.072979	0.0220899	0.00325931	0.539672	0.285281	0.501293	0.753361	1.39827	1.31843	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	28.3251	0.300429	1	0.116359	1.5	2.5
40	0.0701864	0.00794359	0.00480596	1.07986	0.780452	0.300452	0.109941	1.94308	0.658277	0.0711455	0.478855	0.221919	0.160648	0.374418	0.0351613	0.742706	3.04888	0.000731402	1.80144	0.688392	0.133185	1.46551	3.10483	2.29759	0.126826	0.761297	0.0103836	0.204256	0.250639	0.762538	0.26257	0.28743	0.0204537	0.0793318	0.0156006	0.0240485	0.000553885	0.0729056	0.0221355	0.00318939	0.53977	0.288897	0.502339	0.775588	1.4192	1.3328	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	28.7571	0.30044	1	0.115986	1.5	2.5
41	0.0702341	0.00791042	0.00473687	1.07975	0.788862	0.308862	0.110612	1.97755	0.634809	0.0727701	0.47723	0.221841	0.159364	0.371935	0.0339863	0.732101	3.05933	0.000712635	1.82541	0.689503	0.133185	1.47094	3.19658	2.2756	0.126398	0.763923	0.0103475	0.201507	0.247571	0.769717	0.261186	0.288814	0.0195377	0.0796039	0.0154255	0.0242703	0.000533307	0.0728384	0.0221792	0.00312383	0.539859	0.292555	0.503299	0.798	1.44011	1.34736	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	29.189	0.300451	1	0.115654	1.5	2.5
42	0.0702776	0.00788008	0.00467104	1.07965	0.797352	0.317352	0.111292	2.01167	0.611807	0.0744631	0.475537	0.221739	0.158141	0.369382	0.0328428	0.721599	3.06969	0.000694024	1.84928	0.690574	0.133185	1.47603	3.28866	2.25346	0.125956	0.766466	0.0103125	0.198843	0.244537	0.776741	0.259796	0.290204	0.018661	0.0798644	0.015252	0.0244906	0.000513323	0.0727768	0.0222211	0.00306237	0.53994	0.296252	0.50418	0.820584	1.461	1.36211	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	29.6209	0.300462	1	0.115359	1.5	2.5
43	0.0703172	0.00785229	0.00460838	1.07956	0.805922	0.325922	0.111981	2.04548	0.589272	0.076228	0.473772	0.221614	0.156975	0.366761	0.0317307	0.711197	3.07994	0.000675593	1.87304	0.691604	0.133185	1.48081	3.38105	2.23117	0.125501	0.768926	0.0102787	0.196262	0.241538	0.78361	0.258403	0.291597	0.0178225	0.0801137	0.01508	0.0247095	0.000493937	0.0727205	0.0222611	0.00300477	0.540014	0.299985	0.504988	0.843328	1.48188	1.37704	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	30.0527	0.300473	1	0.115096	1.5	2.5
44	0.0703534	0.00782678	0.00454875	1.07947	0.814573	0.334573	0.112679	2.07896	0.567206	0.0780681	0.471932	0.22147	0.155865	0.364074	0.0306497	0.700897	3.09009	0.000657366	1.89671	0.692594	0.133185	1.48528	3.47373	2.20875	0.125033	0.771301	0.010246	0.193763	0.238577	0.790325	0.257009	0.292991	0.0170209	0.0803522	0.0149095	0.0249269	0.000475153	0.0726689	0.0222994	0.0029508	0.540081	0.303753	0.505731	0.866218	1.50274	1.39216	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	30.4845	0.300484	1	0.114861	1.5	2.5
45	0.0703864	0.00780334	0.00449206	1.07939	0.823304	0.343304	0.113388	2.11215	0.545611	0.0799869	0.470013	0.221309	0.154805	0.361323	0.0295995	0.690698	3.10013	0.000639363	1.92029	0.693547	0.133185	1.48948	3.56668	2.1862	0.124553	0.773593	0.0102144	0.191343	0.235656	0.796887	0.255617	0.294383	0.0162552	0.0805804	0.0147406	0.0251428	0.000456972	0.0726216	0.0223359	0.00290024	0.540142	0.307553	0.506412	0.889243	1.52358	1.40746	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	30.9163	0.300495	1	0.114652	1.5	2.5
46	0.0704165	0.00778177	0.00443819	1.07932	0.832116	0.352116	0.114106	2.14505	0.52449	0.0819879	0.468012	0.221131	0.153794	0.358512	0.0285798	0.6806	3.11008	0.000621603	1.94378	0.694463	0.133185	1.49342	3.65988	2.16355	0.12406	0.775801	0.0101839	0.189	0.232778	0.803297	0.254227	0.295773	0.0155241	0.0807986	0.0145732	0.0253573	0.000439394	0.0725784	0.0223707	0.00285289	0.540198	0.311384	0.507037	0.91239	1.54439	1.42296	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	31.348	0.300506	1	0.114466	1.5	2.5
47	0.070444	0.00776188	0.00438703	1.07925	0.841009	0.361009	0.114835	2.17768	0.503848	0.0840747	0.465925	0.220941	0.152828	0.355642	0.0275904	0.670604	3.11992	0.000604103	1.96719	0.695344	0.133185	1.49711	3.75333	2.1408	0.123556	0.777925	0.0101544	0.186734	0.229943	0.809555	0.252842	0.297158	0.0148264	0.0810074	0.0144073	0.0255703	0.000422414	0.0725387	0.0224038	0.00280854	0.540249	0.315243	0.507611	0.935648	1.56519	1.43863	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	31.7797	0.300517	1	0.114299	1.5	2.5
48	0.070469	0.00774351	0.00433848	1.07919	0.849983	0.369983	0.115573	2.21004	0.483688	0.0862508	0.463749	0.220739	0.151905	0.352716	0.0266306	0.660708	3.12967	0.000586878	1.99052	0.69619	0.133185	1.50058	3.84699	2.11795	0.123041	0.779965	0.010126	0.184542	0.227153	0.815661	0.251463	0.298537	0.0141609	0.081207	0.014243	0.0257818	0.00040603	0.0725024	0.0224353	0.00276701	0.540295	0.319128	0.508138	0.959006	1.58595	1.4545	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	32.2114	0.300528	1	0.114149	1.5	2.5
49	0.0704918	0.00772651	0.00429243	1.07914	0.859038	0.379038	0.116322	2.24215	0.464015	0.0885199	0.46148	0.220529	0.151022	0.349737	0.0257002	0.650914	3.13931	0.000569941	2.01378	0.697003	0.133185	1.50383	3.94087	2.09503	0.122514	0.781921	0.0100985	0.182422	0.224409	0.821618	0.250092	0.299908	0.0135266	0.0813978	0.0140803	0.0259919	0.000390234	0.0724692	0.0224652	0.00272813	0.540337	0.323037	0.508622	0.982452	1.6067	1.47055	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	32.6431	0.300539	1	0.114016	1.5	2.5
50	0.0705126	0.00771074	0.00424878	1.07909	0.868174	0.388174	0.117082	2.27403	0.444833	0.0908854	0.459115	0.220313	0.150178	0.346706	0.0247987	0.641222	3.14885	0.000553304	2.03696	0.697784	0.133185	1.50687	4.03494	2.07205	0.121977	0.783794	0.010072	0.180372	0.221714	0.827424	0.24873	0.30127	0.0129223	0.0815802	0.013919	0.0262004	0.000375021	0.0724387	0.0224936	0.00269173	0.540376	0.326969	0.509066	1.00598	1.62742	1.48679	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	33.0747	0.30055	1	0.113896	1.5	2.5
51	0.0705316	0.00769609	0.00420744	1.07904	0.877391	0.397391	0.117852	2.30567	0.426148	0.0933508	0.456649	0.220093	0.149369	0.343626	0.0239255	0.631631	3.15829	0.000536978	2.06008	0.698533	0.133185	1.50973	4.1292	2.049	0.12143	0.785582	0.0100464	0.17839	0.219066	0.833081	0.24738	0.30262	0.0123468	0.0817546	0.0137593	0.0264075	0.000360381	0.0724108	0.0225205	0.00265765	0.540411	0.330921	0.509473	1.02957	1.6481	1.50322	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	33.5064	0.300561	1	0.113789	1.5	2.5
52	0.0705489	0.00768244	0.00416829	1.079	0.88669	0.40669	0.118632	2.33711	0.407964	0.0959194	0.454081	0.219871	0.148596	0.3405	0.0230802	0.622142	3.16762	0.000520971	2.08313	0.699253	0.133185	1.51242	4.22363	2.02591	0.120873	0.787287	0.0100217	0.176474	0.216469	0.838591	0.246042	0.303958	0.0117991	0.0819213	0.0136012	0.0266131	0.000346305	0.0723852	0.022546	0.00262575	0.540443	0.334891	0.509847	1.05322	1.66876	1.51983	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	33.938	0.300572	1	0.113692	1.5	2.5
53	0.0705646	0.0076697	0.00413126	1.07896	0.896071	0.416071	0.119424	2.36833	0.390288	0.0985942	0.451406	0.219649	0.147855	0.33733	0.0222622	0.612755	3.17686	0.000505291	2.10612	0.699945	0.133185	1.51493	4.31822	2.00278	0.120305	0.788907	0.00999779	0.174623	0.213921	0.843952	0.244718	0.305282	0.011278	0.0820806	0.0134446	0.0268172	0.000332784	0.0723618	0.0225701	0.00259589	0.540472	0.338878	0.510191	1.07691	1.6894	1.53663	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	34.3696	0.300583	1	0.113605	1.5	2.5
54	0.070579	0.00765778	0.00409625	1.07892	0.905533	0.425533	0.120226	2.39937	0.373124	0.101378	0.448622	0.219431	0.147145	0.334118	0.021471	0.603469	3.18599	0.000489945	2.12905	0.700608	0.133185	1.51729	4.41296	1.97963	0.119728	0.790443	0.00997471	0.172835	0.211424	0.849166	0.24341	0.30659	0.0107826	0.0822328	0.0132895	0.0270197	0.000319805	0.0723403	0.0225929	0.00256795	0.540499	0.34288	0.510506	1.10064	1.71	1.55362	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	34.8011	0.300594	1	0.113527	1.5	2.5
55	0.0705921	0.0076466	0.00406318	1.07889	0.915077	0.435077	0.121038	2.43022	0.356478	0.104274	0.445726	0.219218	0.146465	0.330867	0.0207061	0.594286	3.19502	0.000474938	2.15192	0.701245	0.133185	1.51951	4.50785	1.95645	0.119142	0.791896	0.00995242	0.171107	0.208977	0.854234	0.242119	0.307881	0.0103117	0.0823784	0.013136	0.0272208	0.000307357	0.0723207	0.0226145	0.00254178	0.540523	0.346894	0.510795	1.12441	1.73056	1.57079	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	35.2327	0.300605	1	0.113456	1.5	2.5
56	0.070604	0.00763609	0.00403194	1.07886	0.924703	0.444703	0.121862	2.4609	0.340355	0.107284	0.442716	0.219012	0.145813	0.327579	0.0199668	0.585205	3.20394	0.000460272	2.17474	0.701856	0.133185	1.52158	4.60287	1.93327	0.118546	0.793264	0.00993086	0.169437	0.206582	0.859156	0.240846	0.309154	0.00986441	0.0825175	0.0129841	0.0274203	0.000295427	0.0723027	0.0226349	0.00251729	0.540545	0.35092	0.511061	1.14819	1.7511	1.58814	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	35.6642	0.300616	1	0.113393	1.5	2.5
57	0.0706148	0.00762619	0.00400247	1.07883	0.934411	0.454411	0.122696	2.49142	0.324759	0.11041	0.43959	0.218815	0.145189	0.324256	0.0192525	0.576227	3.21277	0.000445952	2.1975	0.702443	0.133185	1.52353	4.69802	1.91008	0.117941	0.794548	0.00991001	0.167825	0.204239	0.863932	0.239592	0.310408	0.00943966	0.0826504	0.0128337	0.0276183	0.000284001	0.0722861	0.0226541	0.00249437	0.540565	0.354955	0.511305	1.17198	1.7716	1.60569	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	36.0958	0.300627	1	0.113335	1.5	2.5
58	0.0706247	0.00761684	0.00397469	1.07881	0.944201	0.464201	0.123541	2.52179	0.309696	0.113654	0.436346	0.218631	0.144591	0.320901	0.0185627	0.567351	3.22149	0.000431978	2.22022	0.703005	0.133185	1.52536	4.79329	1.8869	0.117328	0.795748	0.00988983	0.166268	0.201946	0.868565	0.23836	0.31164	0.00903653	0.0827775	0.0126849	0.0278148	0.000273068	0.072271	0.0226722	0.0024729	0.540584	0.358998	0.511529	1.19577	1.79207	1.62342	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	36.5273	0.300638	1	0.113283	1.5	2.5
59	0.0706337	0.00760799	0.00394851	1.07878	0.954072	0.474072	0.124398	2.55202	0.29517	0.117016	0.432984	0.21846	0.144018	0.317515	0.0178967	0.558578	3.2301	0.000418352	2.24288	0.703546	0.133185	1.52707	4.88866	1.86373	0.116705	0.796865	0.00987029	0.164764	0.199705	0.873053	0.237149	0.312851	0.00865407	0.082899	0.0125377	0.0280097	0.000262612	0.0722571	0.0226894	0.0024528	0.540601	0.363047	0.511734	1.21956	1.81251	1.64133	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	36.9588	0.300649	1	0.113236	1.5	2.5
60	0.0706419	0.00759958	0.00392386	1.07876	0.964026	0.484026	0.125265	2.58212	0.281183	0.120496	0.429504	0.218305	0.14347	0.314102	0.017254	0.549908	3.23862	0.000405075	2.2655	0.704064	0.133185	1.52868	4.98414	1.84059	0.116074	0.797897	0.00985136	0.163312	0.197515	0.877398	0.235962	0.314038	0.00829136	0.0830152	0.0123921	0.0282031	0.00025262	0.0722444	0.0227055	0.00243398	0.540616	0.3671	0.511923	1.24333	1.83291	1.65943	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	37.3903	0.30066	1	0.113193	1.5	2.5
61	0.0706493	0.00759159	0.00390067	1.07874	0.974062	0.494062	0.126143	2.61209	0.267738	0.124093	0.425907	0.218168	0.142945	0.310663	0.0166339	0.541341	3.24703	0.000392144	2.28808	0.704561	0.133185	1.53019	5.07972	1.81748	0.115435	0.798845	0.009833	0.161909	0.195376	0.881601	0.234799	0.315201	0.00794754	0.0831263	0.012248	0.0283949	0.000243077	0.0722328	0.0227207	0.00241636	0.54063	0.371157	0.512096	1.26708	1.85328	1.67772	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	37.8218	0.300671	1	0.113154	1.5	2.5
62	0.0706561	0.00758397	0.00387887	1.07872	0.98418	0.50418	0.127032	2.64195	0.254836	0.127807	0.422193	0.218051	0.142444	0.3072	0.0160359	0.532876	3.25534	0.000379559	2.31061	0.705039	0.133185	1.53161	5.17539	1.79441	0.114788	0.79971	0.00981517	0.160555	0.193288	0.885662	0.233661	0.316339	0.00762173	0.0832325	0.0121056	0.0285851	0.000233968	0.0722221	0.022735	0.00239984	0.540643	0.375215	0.512255	1.29081	1.87361	1.69619	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	38.2533	0.300682	1	0.113118	1.5	2.5
63	0.0706623	0.00757669	0.00385839	1.0787	0.99438	0.51438	0.127931	2.67171	0.242479	0.131635	0.418365	0.217956	0.141964	0.303716	0.0154592	0.524514	3.26354	0.000367318	2.3331	0.705497	0.133185	1.53294	5.27114	1.77138	0.114132	0.800491	0.00979785	0.159247	0.191249	0.889583	0.23255	0.31745	0.00731314	0.0833341	0.0119647	0.0287738	0.000225281	0.0722123	0.0227484	0.00238437	0.540655	0.379272	0.512401	1.31449	1.8939	1.71484	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	38.6848	0.300693	1	0.113086	1.5	2.5
64	0.0706679	0.00756972	0.00383918	1.07869	1.00466	0.524661	0.128842	2.70137	0.230664	0.135574	0.414426	0.217884	0.141507	0.300213	0.0149034	0.516256	3.27164	0.000355419	2.35555	0.705937	0.133185	1.53419	5.36698	1.7484	0.113468	0.801188	0.009781	0.157985	0.189261	0.893363	0.231466	0.318534	0.00702095	0.0834314	0.0118255	0.0289609	0.000217	0.0722033	0.0227611	0.00236988	0.540666	0.383329	0.512535	1.33813	1.91416	1.73368	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	39.1163	0.300704	1	0.113057	1.5	2.5
65	0.070673	0.00756303	0.00382117	1.07868	1.01503	0.535025	0.129764	2.73094	0.219391	0.13962	0.41038	0.217837	0.141071	0.296692	0.0143678	0.5081	3.27964	0.000343857	2.37796	0.706359	0.133185	1.53536	5.46289	1.72549	0.112797	0.801801	0.00976459	0.156766	0.187321	0.897005	0.23041	0.31959	0.00674439	0.0835245	0.0116878	0.0291464	0.000209111	0.0721951	0.022773	0.00235629	0.540676	0.387382	0.512657	1.36172	1.93438	1.75271	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	39.5478	0.300715	1	0.11303	1.5	2.5
66	0.0706776	0.0075566	0.0038043	1.07866	1.02547	0.54547	0.130697	2.76043	0.208656	0.143768	0.406232	0.217817	0.140656	0.293155	0.0138518	0.500047	3.28753	0.000332629	2.40034	0.706764	0.133185	1.53646	5.55887	1.70263	0.112118	0.802332	0.00974859	0.155589	0.185429	0.900508	0.229383	0.320617	0.00648273	0.0836136	0.0115518	0.0293303	0.0002016	0.0721875	0.0227841	0.00234355	0.540685	0.391431	0.51277	1.38525	1.95457	1.77192	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	39.9792	0.300726	1	0.113005	1.5	2.5
67	0.0706818	0.00755041	0.00378852	1.07865	1.036	0.555997	0.13164	2.78985	0.198454	0.148011	0.401989	0.217826	0.140261	0.289606	0.0133548	0.492097	3.29532	0.000321731	2.42268	0.707153	0.133185	1.53749	5.65492	1.67985	0.111431	0.802779	0.00973297	0.154452	0.183586	0.903875	0.228384	0.321616	0.00623525	0.083699	0.0114173	0.0295126	0.000194452	0.0721806	0.0227946	0.0023316	0.540693	0.395474	0.512874	1.40872	1.97472	1.79131	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	40.4107	0.300737	1	0.112982	1.5	2.5
68	0.0706856	0.00754443	0.00377377	1.07864	1.04661	0.566606	0.132595	2.8192	0.188778	0.152342	0.397658	0.217863	0.139887	0.286044	0.0128762	0.484249	3.30301	0.000311159	2.44499	0.707527	0.133185	1.53846	5.75103	1.65715	0.110737	0.803143	0.00971769	0.153355	0.181789	0.907106	0.227415	0.322585	0.00600125	0.0837807	0.0112845	0.0296933	0.000187653	0.0721743	0.0228045	0.00232039	0.540701	0.39951	0.512969	1.43211	1.99483	1.81088	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	40.8422	0.300748	1	0.112961	1.5	2.5
69	0.070689	0.00753865	0.00376	1.07863	1.0573	0.577296	0.13356	2.8485	0.17962	0.156753	0.393247	0.217931	0.139532	0.282474	0.0124154	0.476504	3.3106	0.000300907	2.46726	0.707885	0.133185	1.53937	5.8472	1.63453	0.110035	0.803424	0.00970272	0.152296	0.180038	0.910203	0.226476	0.323524	0.00578007	0.0838591	0.0111533	0.0298724	0.000181191	0.0721685	0.0228138	0.00230986	0.540708	0.403537	0.513056	1.45543	2.01491	1.83064	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	41.2736	0.300759	1	0.112942	1.5	2.5
70	0.0706922	0.00753306	0.00374716	1.07862	1.06807	0.588067	0.134536	2.87774	0.17097	0.161235	0.388765	0.218031	0.139197	0.278895	0.0119719	0.468861	3.31808	0.00029097	2.48951	0.70823	0.133185	1.54022	5.94342	1.612	0.109327	0.803622	0.00968804	0.151273	0.178332	0.913167	0.225567	0.324433	0.00557109	0.0839342	0.0110238	0.0300499	0.000175051	0.0721632	0.0228224	0.00229999	0.540714	0.407556	0.513136	1.47867	2.03495	1.85058	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	41.7051	0.30077	1	0.112924	1.5	2.5
71	0.070695	0.00752764	0.0037352	1.07861	1.07892	0.598919	0.135523	2.90694	0.162818	0.165778	0.384222	0.218164	0.13888	0.27531	0.0115451	0.461321	3.32546	0.000281342	2.51172	0.708561	0.133185	1.54102	6.0397	1.58957	0.108611	0.803738	0.00967362	0.150285	0.176671	0.916	0.224688	0.325312	0.00537369	0.0840063	0.0108958	0.0302258	0.00016922	0.0721583	0.0228306	0.00229071	0.54072	0.411563	0.51321	1.50182	2.05496	1.8707	0.2	2	0.05	0.4	0.6	5	0.5	0.01	0.1	2	2	1.5	0.5	1.5	1.5	1.5	1	3	0.8	0.8	1.5	1	0.6	0.5	42.1365	0.300781	1	0.112908	1.5	2.5
